genes,descriptions,num_populations,is_shared,EAS,EUR,AFR,SAS,AMR
LOC105373999,uncharacterized LOC105373999,5,Yes,4.09909758,3.466991963,4.230971321,4.502762616,4.385129733
LRP1B,LDL receptor related protein 1B,5,Yes,3.876408585,4.500225169,4.218248546,4.460774727,3.939451399
LOC105378145,uncharacterized LOC105378145,5,Yes,4.203081202,3.758120852,4.294794125,4.499346597,3.606585621
DOK7,docking protein 7,5,Yes,4.498184576,3.650327535,4.157230697,3.951517072,3.923795272
OR7E8P,,5,Yes,4.319040818,3.71072287,4.497995987,4.092897583,4.233646652
LOC101928306,uncharacterized LOC101928306,5,Yes,4.427216992,4.459374573,4.495827454,3.974224701,4.159417707
CCDC26,CCDC26 long non-coding RNA,5,Yes,4.162226059,4.49439315,4.282992017,4.421369443,4.050822876
RPS7P1,,5,Yes,4.491186809,3.881116743,4.167984807,3.030496976,3.974070797
KRTAP4-8,keratin associated protein 4-8,5,Yes,4.093150687,4.291253262,4.304487506,4.487281597,4.098939785
WWOX,WW domain containing oxidoreductase,5,Yes,4.43510313,4.071702326,4.4863509,4.198170957,3.796541396
LINC02386,long intergenic non-protein coding RNA 2386,5,Yes,4.071146955,4.485469769,4.007164937,3.117987392,3.499729035
LOC112267962,uncharacterized LOC112267962,5,Yes,4.190545069,4.476422642,4.325532387,4.220222908,4.168849093
MCTP2,multiple C2 and transmembrane domain containing 2,5,Yes,4.257420248,4.327460848,4.031331058,4.473848453,3.672680814
LOC124901889,uncharacterized LOC124901889,5,Yes,4.165546006,4.471436333,4.035678543,3.87074117,3.848164651
SGSM1,small G protein signaling modulator 1,5,Yes,4.469363208,2.92360966,4.362050234,3.521322183,4.317195611
ROBO2,roundabout guidance receptor 2,5,Yes,4.467692529,3.886442265,3.487477554,3.23842174,3.877711581
LOC105374811,uncharacterized LOC105374811,5,Yes,4.289304944,4.38631297,4.278003063,4.466744198,4.149209921
CPD,carboxypeptidase D,5,Yes,4.462024997,3.106995667,3.268041081,4.163736861,3.098008636
BHLHE40-AS1,BHLHE40 antisense RNA 1,5,Yes,4.458306125,4.068141395,4.458021797,4.349449986,4.308813448
LOC105369435,uncharacterized LOC105369435,5,Yes,4.222687564,3.897530327,4.344195857,4.45632571,4.200886008
PRAMEF4,PRAME family member 4,5,Yes,3.625300325,4.456209398,3.59728667,3.953588691,3.330532777
ATP13A4,ATPase 13A4,5,Yes,3.913773296,4.454998226,3.595612633,3.061415352,4.065147801
LOC101929141,,5,Yes,3.788759499,4.227236319,3.768516483,4.454470913,4.253073172
LINC00987,long intergenic non-protein coding RNA 987,5,Yes,3.997632473,3.865584236,3.553411642,4.398161584,4.444415533
SLC35E2B,solute carrier family 35 member E2B,5,Yes,3.407031941,4.443631037,3.497249762,3.755225188,4.063807515
BCRP5,,5,Yes,4.303102341,4.164821723,4.371577861,3.955342904,4.435815624
PWRN4,Prader-Willi region non-protein coding RNA 4,5,Yes,4.241463417,4.435419889,3.751383433,3.877546683,4.155655409
OR2L13,olfactory receptor family 2 subfamily L member 13,5,Yes,4.435054044,2.852501567,4.238987153,3.405500914,4.14086463
TAFA5,TAFA chemokine like family member 5,5,Yes,4.432937207,4.182369212,4.122918941,4.228454728,4.218978117
LOC124906562,uncharacterized LOC124906562,5,Yes,3.693681209,2.876212909,3.062483755,4.419441995,2.939241047
IGSF3P1,,5,Yes,4.417354686,4.137692551,4.206937852,3.073911578,3.83863511
LOC107985580,uncharacterized LOC107985580,5,Yes,4.406645992,4.272756329,4.115960554,4.134820942,3.833588808
CCDC183,coiled-coil domain containing 183,5,Yes,4.311897512,4.03539073,4.404970507,4.170065696,3.259241039
MYO18A,myosin XVIIIA,5,Yes,4.31294417,4.16487855,4.030859702,4.404783271,4.244053153
LOC124907100,putative glutathione hydrolase 3 proenzyme,5,Yes,4.404352067,3.73245892,3.873032683,4.365216264,3.775177757
GLIS3,GLIS family zinc finger 3,5,Yes,4.046571886,4.325703271,4.088066672,4.401646283,4.150749281
PRAMEF11,PRAME family member 11,5,Yes,4.394742349,3.947043996,3.976819811,3.984088892,3.251216186
ABAT,4-aminobutyrate aminotransferase,5,Yes,4.210312978,3.675539315,4.120992569,4.394629101,4.011101707
FGL1,fibrinogen like 1,5,Yes,4.393735051,3.028094531,3.991963564,3.879555847,3.169271512
HERC2P2,,5,Yes,4.389878283,3.357198394,4.165184001,4.269301085,3.548687496
ERC1,ELKS/RAB6-interacting/CAST family member 1,5,Yes,3.64581712,3.003139503,4.387306269,3.422180258,3.831374571
TMEM44,transmembrane protein 44,5,Yes,3.961510679,3.47249094,4.173221651,4.291262766,4.386682512
ZNF521,zinc finger protein 521,5,Yes,3.748521598,4.358230078,3.938381068,4.385161115,4.018853469
LOC101929974,uncharacterized LOC101929974,5,Yes,4.148298071,4.380677558,4.032476657,4.124439776,3.689321648
LOC728989,,5,Yes,4.318358413,3.979970986,4.240430299,4.379842304,4.215145712
BANP,BTG3 associated nuclear protein,5,Yes,3.312715755,4.379334673,4.050474406,3.549431839,3.603768169
NLRP8,NLR family pyrin domain containing 8,5,Yes,4.215445293,4.306519936,4.075100965,4.377825162,4.233748384
LOC105372472,uncharacterized LOC105372472,5,Yes,4.37613526,3.470076089,3.543177508,4.07064984,3.766466051
OR6J1,olfactory receptor family 6 subfamily J member 1,5,Yes,4.087146827,4.376079806,3.982898594,2.95645008,3.726977735
ZNF160,zinc finger protein 160,5,Yes,4.376020157,3.93928754,4.116512356,4.028512592,3.958599292
ZNF72P,,5,Yes,4.367841192,3.069548967,4.240200718,3.82067898,3.742127761
LINC01846,long intergenic non-protein coding RNA 1846,5,Yes,4.365975762,4.153998674,3.788306709,3.39858016,3.798830513
CDC73,cell division cycle 73,5,Yes,3.961044149,4.014769819,3.976593784,4.364501617,3.692977005
LOC124907500,uncharacterized LOC124907500,5,Yes,4.047629942,4.36441442,4.062732523,4.111610725,3.943879448
HCG20,HLA complex group 20,5,Yes,4.364258668,4.031624692,4.039717239,4.318000948,4.232090752
TRMT9B,tRNA methyltransferase 9B (putative),5,Yes,4.27806002,4.361648835,3.926090427,3.841955645,3.993942453
CYP2T3P,,5,Yes,4.089863378,3.945204178,4.289966381,4.027771357,4.359755001
LINC02437,long intergenic non-protein coding RNA 2437,5,Yes,3.049500753,4.359727411,3.326898544,4.191596704,3.124645572
LOC124902103,,5,Yes,4.164182435,4.103274888,4.35922433,4.02530429,4.030873119
LYZL1,lysozyme like 1,5,Yes,4.096159389,4.29526628,4.270611418,4.356625907,4.185328455
LINC02418,long intergenic non-protein coding RNA 2418,5,Yes,4.252679127,4.114516615,4.266810595,4.350908083,4.238366057
MRGPRG-AS1,MRGPRG antisense RNA 1,5,Yes,4.349750864,3.995467833,3.746028439,3.720815033,4.003122331
ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,5,Yes,4.290196704,4.109215063,4.108066927,4.3495478,4.134087665
NAA50P2,,5,Yes,3.671331744,3.519361201,4.093253508,4.341963244,4.225464275
TRIM5,tripartite motif containing 5,5,Yes,4.310511229,4.001822444,4.029242438,4.341545801,3.487081044
PDE10A,phosphodiesterase 10A,5,Yes,3.671447175,4.341446216,3.633881871,3.484030302,3.179469185
LOC112268183,,5,Yes,3.835738484,4.33879726,3.63819938,3.782852132,3.300245546
ADAMTS7P1,,5,Yes,3.893176248,3.829756642,3.70349959,4.337948235,3.849626565
ADA2,adenosine deaminase 2,5,Yes,3.947450032,3.597842049,4.33527173,4.135692695,4.06423381
TWIST2,twist family bHLH transcription factor 2,5,Yes,4.029759812,4.335176272,4.009257055,3.987289569,4.033141055
ANKRD30B,ankyrin repeat domain 30B,5,Yes,4.183619444,4.335091747,3.87319789,3.692404488,4.0842315
POU5F1,POU class 5 homeobox 1,5,Yes,3.991327128,3.802167877,4.323414425,4.334344191,3.402787292
KLHL33,kelch like family member 33,5,Yes,4.331406441,4.265523656,4.106649062,4.11288613,4.022633944
LINC02648,long intergenic non-protein coding RNA 2648,5,Yes,4.331394778,4.322112398,3.777408198,3.553797197,3.575459755
ZSWIM9,zinc finger SWIM-type containing 9,5,Yes,4.016617685,3.915368572,3.930176556,4.328015304,4.041404263
OR4L1,olfactory receptor family 4 subfamily L member 1,5,Yes,3.754085343,4.326145284,4.054689711,3.92112858,3.856193976
TSPAN9,tetraspanin 9,5,Yes,4.148506435,3.604044685,4.324439007,3.647155768,4.057279697
GAS7,growth arrest specific 7,5,Yes,3.75974796,4.323594427,3.951847147,3.465972365,3.79970661
RYR3,ryanodine receptor 3,5,Yes,4.322344527,3.67301081,4.256967377,3.659670132,3.973899342
PLA2G4C,phospholipase A2 group IVC,5,Yes,4.142458537,3.513177343,4.321514061,4.159786068,3.650340792
CASQ2,calsequestrin 2,5,Yes,4.321426617,3.637987481,3.838560627,3.617467415,3.883177794
SULT2B1,sulfotransferase family 2B member 1,5,Yes,3.481364587,4.320894186,3.595965236,3.581432043,3.935396038
LOC124908449,,5,Yes,4.320709782,3.65546668,3.970831183,3.115269347,3.849536775
LINC02253,long intergenic non-protein coding RNA 2253,5,Yes,4.19224579,4.319475954,4.182158014,4.296815436,4.148484123
TRPV3,transient receptor potential cation channel subfamily V member 3,5,Yes,4.317863822,4.226692904,4.115769424,3.931130239,3.989074229
TSNAX-DISC1,TSNAX-DISC1 readthrough (NMD candidate),5,Yes,4.316072549,4.227264542,4.166115353,4.31663509,4.251840134
RAB11FIP4,RAB11 family interacting protein 4,5,Yes,4.314832043,3.934957207,3.943308815,3.912545444,4.019357102
MRPS35P3,,5,Yes,4.265308577,3.03220903,4.31482412,3.628190709,4.147958452
PDE4D,phosphodiesterase 4D,5,Yes,3.971372386,3.161606024,4.000349774,4.314665426,4.163992381
LOC107986860,endogenous retrovirus group K member 19 Env polyprotein-like,5,Yes,4.314562337,3.219786007,3.780970317,3.92564223,3.926656797
FLT4,fms related receptor tyrosine kinase 4,5,Yes,3.610289593,4.31191258,4.002025984,4.161194724,3.387319192
LOC105375133,uncharacterized LOC105375133,5,Yes,3.945210188,4.311404498,4.180900576,4.283229456,3.892294385
FAM131C2P,,5,Yes,4.310545431,3.176963668,4.113832986,3.849030571,3.927122825
ANTXRL,ANTXR like,5,Yes,4.308743391,3.831913434,3.442487623,3.927072011,3.885754938
TYMS,thymidylate synthetase,5,Yes,4.308174067,3.981348651,4.032352165,3.85007312,4.044797684
LOC105375951,uncharacterized LOC105375951,5,Yes,4.081610283,3.808907896,4.300530231,4.092847284,4.061070979
KASH5,KASH domain containing 5,5,Yes,4.010045758,4.132698124,3.896361928,4.298477439,2.994292032
CCZ1B,CCZ1 homolog B%2C vacuolar protein trafficking and biogenesis associated,5,Yes,3.051266482,2.899873901,3.490711811,4.297114599,3.430401183
CD177P1,,5,Yes,4.294753923,3.568224204,3.727021351,3.72307112,4.17801905
ABO,ABO%2C alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase,5,Yes,4.050172417,4.293517399,3.852244173,3.718388688,3.353582241
LINC02257,long intergenic non-protein coding RNA 2257,5,Yes,4.29044661,3.374943888,3.766892049,3.203387715,3.450004905
LOC101927708,uncharacterized LOC101927708,5,Yes,4.286102363,3.677700863,3.951525441,3.637441676,3.729478942
RAB3C,RAB3C%2C member RAS oncogene family,5,Yes,4.130339748,3.892658819,3.978908175,4.286092977,4.07395554
ZNF827,zinc finger protein 827,5,Yes,4.282721748,4.208240652,4.1968087,4.231916577,4.277173158
TJP2,tight junction protein 2,5,Yes,4.203777418,3.710712504,4.280969402,3.593402787,3.966024682
LOC105371159,uncharacterized LOC105371159,5,Yes,4.280148036,4.177686301,3.666687074,3.153565748,3.384105289
POLR2LP1,,5,Yes,4.28003128,3.602580922,4.048595644,4.129317579,3.735256061
CECR2,CECR2 histone acetyl-lysine reader,5,Yes,4.160387297,4.011202886,4.278633699,3.880004601,4.004689658
TENM3,teneurin transmembrane protein 3,5,Yes,4.139380898,4.213560003,4.054116771,4.278444669,3.998621477
NOC2LP2,,5,Yes,3.421619602,4.277564743,3.71966224,4.111341046,3.585511915
LINC01044,long intergenic non-protein coding RNA 1044,5,Yes,4.276300864,4.139538141,3.96857498,4.017992376,4.046403823
NTF6G,,5,Yes,4.275427008,4.274452444,4.260009363,4.105507585,3.41475703
ZNF890P,,5,Yes,4.075013777,3.966429927,3.671117532,4.271449059,3.670298835
LINC00504,long intergenic non-protein coding RNA 504,5,Yes,4.2630444,4.197104357,4.09891472,3.416220626,3.944147154
MYH14,myosin heavy chain 14,5,Yes,4.098236941,4.262492418,4.188090338,4.1038851,3.701186611
CYP11B2,cytochrome P450 family 11 subfamily B member 2,5,Yes,4.072775089,3.686255086,3.863239123,3.972342446,4.261352517
LINC02617,long intergenic non-protein coding RNA 2617,5,Yes,4.259010337,3.516476389,3.501822044,3.808407526,3.157541682
GALNT9,polypeptide N-acetylgalactosaminyltransferase 9,5,Yes,4.256959159,3.662354476,3.639663886,3.724217872,3.444133614
ZFPM1,zinc finger protein%2C FOG family member 1,5,Yes,4.104695631,4.256373071,4.230092922,3.661561738,3.707367774
C1DP3,,5,Yes,4.124575017,4.256098109,3.781820458,3.727481488,3.935019583
SLC12A6,solute carrier family 12 member 6,5,Yes,4.255411411,4.210915758,4.058895694,4.237005141,3.897813123
LOC100420305,,5,Yes,3.928953564,4.254074399,3.43359284,3.121754092,3.456602944
PMS2CL,,5,Yes,4.03946958,4.250693413,4.188327496,4.156787401,3.314822355
TAS1R2,taste 1 receptor member 2,5,Yes,3.762969031,4.246919612,3.74084745,4.01594087,3.930488366
POLD1,DNA polymerase delta 1%2C catalytic subunit,5,Yes,4.24599826,3.925061516,3.739282155,3.701498112,3.196929854
NBPF12,NBPF member 12,5,Yes,3.964036775,4.245915475,3.794121577,3.190154919,3.583183863
LRPAP1,LDL receptor related protein associated protein 1,5,Yes,4.080158195,4.245013557,3.954424453,3.734409988,4.036181698
FLYWCH1,FLYWCH-type zinc finger 1,5,Yes,4.042121638,3.823251489,3.251349221,4.241482166,2.920491351
RNF150,ring finger protein 150,5,Yes,4.241090934,3.057233498,4.067519518,2.935336544,3.594631725
ITPR3,inositol 1%2C4%2C5-trisphosphate receptor type 3,5,Yes,3.603153601,4.0622434,3.405416268,4.24041535,3.480160809
LOXL2,lysyl oxidase like 2,5,Yes,3.528423623,3.893738024,3.878899343,4.238948795,3.955366736
ANKRD26P3,,5,Yes,4.237565992,4.142439661,4.111224167,3.010283732,3.501866285
CELA3B,chymotrypsin like elastase 3B,5,Yes,4.236946215,4.163796391,4.130793967,3.548915576,4.172510066
LOC101927045,uncharacterized LOC101927045,5,Yes,4.051231989,4.204787395,4.007130864,4.233993896,3.899697037
ZNF808,zinc finger protein 808,5,Yes,4.092811168,4.195484541,3.868069292,4.232666086,3.881968208
LINC02718,long intergenic non-protein coding RNA 2718,5,Yes,3.553644598,3.39951176,3.766593021,4.227663953,3.623824665
ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,5,Yes,4.043337393,3.248419178,3.429069346,4.227261508,3.483377788
LOC100130459,,5,Yes,4.222497917,4.22511509,3.978735303,4.097223666,4.192324506
PELO-AS1,PELO antisense RNA 1,5,Yes,4.024577001,4.224369699,3.775724315,4.132754036,3.984469996
SNHG14,small nucleolar RNA host gene 14,5,Yes,4.222596527,4.141966747,4.061760055,3.645056665,4.201959709
LEMD2,LEM domain nuclear envelope protein 2,5,Yes,3.838712278,3.509883594,4.11134892,4.218825806,3.977681247
LINC02346,long intergenic non-protein coding RNA 2346,5,Yes,3.76409675,4.167417814,3.9515687,4.187537522,4.218149075
CYP4F12,cytochrome P450 family 4 subfamily F member 12,5,Yes,4.217833804,3.852647211,4.154335003,2.918509088,3.116260523
SIRPA,signal regulatory protein alpha,5,Yes,4.217390404,4.110428726,3.745943568,3.707915334,2.899170312
ALG1L10P,,5,Yes,3.976399436,4.095284506,4.216909746,3.939991228,3.713055724
ACAP3,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3,5,Yes,4.123042108,3.942667078,4.129923591,4.21430829,4.075542127
LINC02557,long intergenic non-protein coding RNA 2557,5,Yes,4.205746319,3.353765844,3.501260511,2.998738984,3.06312307
MCF2L,MCF.2 cell line derived transforming sequence like,5,Yes,3.788608701,3.499705042,3.7775829,4.205558442,3.793574433
LINC00540,long intergenic non-protein coding RNA 540,5,Yes,4.204458252,3.885982842,3.812143923,4.100652432,3.591069398
TRPM4,transient receptor potential cation channel subfamily M member 4,5,Yes,3.698590784,3.770267187,3.470520068,4.203385256,3.789961538
LOC105377448,uncharacterized LOC105377448,5,Yes,4.20186186,3.764883445,3.917062841,3.773100873,3.875900504
LOC100130698,uncharacterized LOC100130698,5,Yes,3.669389753,3.937627404,3.484176207,4.181549603,4.198475079
CFAP74,cilia and flagella associated protein 74,5,Yes,3.519932244,4.196539248,3.992109154,4.068164643,3.514589064
PARP4,poly(ADP-ribose) polymerase family member 4,5,Yes,4.196383751,3.81971849,4.068780371,4.127691883,3.8792181
MARK2P14,,5,Yes,4.194484033,3.248168046,3.642074388,3.775035659,3.669448864
CCHCR1,coiled-coil alpha-helical rod protein 1,5,Yes,4.173320751,4.019939109,4.082092461,4.190378435,3.379408387
PTPRD,protein tyrosine phosphatase receptor type D,5,Yes,3.892486041,4.186677146,3.686791464,3.884361203,3.697557694
INPP4B,inositol polyphosphate-4-phosphatase type II B,5,Yes,4.013828968,2.886850602,3.723431767,4.178210807,3.649485454
SVIL,supervillin,5,Yes,3.918484583,3.627868711,4.17552326,3.976520748,3.760886118
C18orf61,uncharacterized LOC497259,5,Yes,4.04105351,3.045774789,3.766249514,4.172971425,3.923814658
RADIL,Rap associating with DIL domain,5,Yes,4.098638934,3.570863483,4.17278723,3.647358315,3.909085634
HIVEP1,HIVEP zinc finger 1,5,Yes,3.42077693,4.172518166,3.618893389,4.066001756,3.584400127
CTNNA3,catenin alpha 3,5,Yes,4.172131883,3.571712762,3.74169538,3.267738916,3.543544137
LOC124906963,uncharacterized LOC124906963,5,Yes,3.561267114,4.171007511,3.844498456,3.857644805,3.779000484
HCG17,HLA complex group 17,5,Yes,3.761147169,4.049393091,3.888791739,4.167952225,3.793511504
LOC105370084,uncharacterized LOC105370084,5,Yes,3.661900026,4.167072352,3.858452634,4.116992304,3.732996292
PARP10,poly(ADP-ribose) polymerase family member 10,5,Yes,3.749867879,4.162683912,3.994965449,3.585372117,3.429394629
GALNTL5,polypeptide N-acetylgalactosaminyltransferase like 5,5,Yes,4.005218906,4.161652726,3.758671635,4.15253063,3.878911762
LINC02232,long intergenic non-protein coding RNA 2232,5,Yes,4.032830264,4.159709054,3.931517048,3.189221162,3.837317529
CICP8,,5,Yes,4.031929851,3.368098472,3.827880001,4.158971341,3.84998062
ZNF496-DT,ZNF496 divergent transcript,5,Yes,4.157606866,3.816232249,4.087505267,4.132235163,3.921735221
MPG,N-methylpurine DNA glycosylase,5,Yes,3.789324121,4.078947173,4.157119549,3.17819,3.674112755
LOC105372957,uncharacterized LOC105372957,5,Yes,3.310734855,4.089775206,3.612682885,4.15605779,3.839824347
LOC107985342,uncharacterized LOC107985342,5,Yes,3.92104154,3.838609227,4.154955224,3.930211123,3.967875025
DNAH17,dynein axonemal heavy chain 17,5,Yes,4.154083453,3.827287616,3.753993388,3.772427305,3.604020385
LOC124906530,uncharacterized LOC124906530,5,Yes,4.137413133,3.199536571,4.152425383,3.105716008,3.749540129
SQSTM1,sequestosome 1,5,Yes,4.104221084,3.821130586,4.152246472,4.02839115,3.92697704
BLTP3A,bridge-like lipid transfer protein family member 3A,5,Yes,4.151463539,3.722162486,4.045932141,4.108824643,3.862749628
UNC93A,unc-93 homolog A,5,Yes,4.147302829,3.941903444,4.0733086,4.021881241,3.837422585
PRRT1B,proline rich transmembrane protein 1B,5,Yes,3.411297303,3.730626766,3.846653456,3.348273606,4.146839865
TMEM128,transmembrane protein 128,5,Yes,3.785221538,3.756611374,3.37976032,4.145223754,3.327906679
SIGLEC14,sialic acid binding Ig like lectin 14,5,Yes,3.594120282,4.140945226,3.464776302,4.116180795,3.829531504
MROH1,maestro heat like repeat family member 1,5,Yes,4.139429428,3.953255109,3.671794037,4.038300615,3.536466579
PPP6R2,protein phosphatase 6 regulatory subunit 2,5,Yes,3.107172432,4.138636215,3.408053652,3.29737053,3.364819486
CRYBB2,crystallin beta B2,5,Yes,4.138383836,3.764359532,4.012039737,4.038050149,3.820142233
JPH3,junctophilin 3,5,Yes,3.698674836,3.911227662,3.779639195,3.728179037,4.134581124
TRIM31,tripartite motif containing 31,5,Yes,3.901920015,3.848207106,3.558169882,4.13284167,4.03784783
BOK,BCL2 family apoptosis regulator BOK,5,Yes,4.132317913,3.713024386,3.786655487,3.654790464,3.80150201
BCR,BCR activator of RhoGEF and GTPase,5,Yes,3.783582444,3.651922292,3.83916802,4.011726394,4.131347296
OR2W3,olfactory receptor family 2 subfamily W member 3,5,Yes,4.087614037,4.13080439,3.832278319,3.901586753,3.784835926
LOC105378126,uncharacterized LOC105378126,5,Yes,3.668779043,3.618972393,3.688009233,4.13029635,3.747616546
IGSF21,immunoglobin superfamily member 21,5,Yes,3.822011766,4.129349505,3.79819829,3.569610794,3.535794362
CNTN4,contactin 4,5,Yes,4.127619872,3.765712211,4.006642949,3.799237087,3.70918594
CNTLN,centlein,5,Yes,3.359205429,4.12677468,3.824977217,3.834092138,3.33232862
LOC646934,,5,Yes,3.677521515,4.125982926,3.16979725,3.285624986,3.295490935
CPNE4,copine 4,5,Yes,3.890054819,3.581155836,3.623317012,4.124220012,3.6673802
PDGFRL,platelet derived growth factor receptor like,5,Yes,4.122635741,3.68035268,3.868860535,4.017497118,3.784527925
CCDC187,coiled-coil domain containing 187,5,Yes,4.119594545,3.88747767,3.423668135,3.34682888,3.24953254
FCGR2B,Fc gamma receptor IIb,5,Yes,4.118784077,2.869561388,3.550714115,4.052941299,3.462987852
ZNF469,zinc finger protein 469,5,Yes,4.062683435,4.118409277,3.774353209,3.014428106,3.601899172
TPO,thyroid peroxidase,5,Yes,4.117261412,3.928624163,3.673297689,3.301303956,3.519821214
COX7B2,cytochrome c oxidase subunit 7B2,5,Yes,4.116016949,3.219698528,3.71377227,4.065492286,3.825338498
FAM86EP,,5,Yes,3.945110524,3.574845851,4.051841292,3.777188195,4.115792009
LINC00240,long intergenic non-protein coding RNA 240,5,Yes,3.607198583,3.61505169,3.583675111,4.114876672,3.638397585
RNU5E-1,RNA%2C U5E small nuclear 1,5,Yes,3.516416668,3.966416557,3.256655646,4.113315877,3.867413673
TEK,TEK receptor tyrosine kinase,5,Yes,4.109261738,3.704011862,3.903743795,3.33540862,3.878307966
CNTNAP2,contactin associated protein 2,5,Yes,4.091691141,3.980914909,4.007745014,4.108005375,3.775469523
LOC100422633,,5,Yes,4.10640893,3.928379003,3.916712257,3.943361457,4.018010363
SORBS2,sorbin and SH3 domain containing 2,5,Yes,3.921965488,4.101630416,3.674125063,3.555913391,3.565819681
LOC387770,,5,Yes,4.101410484,3.653492354,3.633927822,3.584822786,3.49316743
LOC105372028,uncharacterized LOC105372028,5,Yes,4.10114125,4.031663612,3.471873796,3.054261307,3.809554453
COL9A3,collagen type IX alpha 3 chain,5,Yes,3.953562657,3.460422846,3.832420934,4.0978875,3.702480921
FAM86LP,,5,Yes,3.408439929,3.902238169,3.760203371,4.095433576,3.649443947
THBS2-AS1,THBS2 antisense RNA 1,5,Yes,4.093241037,4.072810102,3.939582542,3.871913358,3.630825066
FMN1,formin 1,5,Yes,3.850790689,4.091270809,3.726531144,4.010237498,3.717803575
AVEN,apoptosis and caspase activation inhibitor,5,Yes,4.089332047,3.357790355,3.722460009,4.030590245,3.6415811
TRIM58,tripartite motif containing 58,5,Yes,4.089196778,3.77484251,3.259805632,3.608285057,3.654007077
LOC105372314,uncharacterized LOC105372314,5,Yes,3.10952135,4.08833449,3.383273938,3.63767667,3.111879888
ANKFY1,ankyrin repeat and FYVE domain containing 1,5,Yes,3.837856801,4.088061238,3.666279824,3.21234606,3.819252416
OR7E99P,,5,Yes,3.807104954,3.599867123,4.086989663,3.544835229,3.760413607
LOC105375113,uncharacterized LOC105375113,5,Yes,3.797520624,3.459467403,3.726106899,4.083365523,3.574979871
C6orf15,chromosome 6 open reading frame 15,5,Yes,4.078207741,3.78983271,3.786098365,4.025632034,3.95169809
RPTOR,regulatory associated protein of MTOR complex 1,5,Yes,3.336782757,3.92597652,3.429500855,4.075808936,3.33597825
GSG1L,GSG1 like,5,Yes,3.320837474,4.075783068,3.684831529,3.197115828,3.478965659
SPATA13,spermatogenesis associated 13,5,Yes,4.073323795,3.442251668,3.542615984,3.519296134,3.700599019
LINC02315,long intergenic non-protein coding RNA 2315,5,Yes,3.35188668,4.072085455,3.598127765,3.923111526,3.650614794
CNBD1,cyclic nucleotide binding domain containing 1,5,Yes,3.610219495,3.672231366,3.500386903,4.067450143,3.46190195
TSPEAR,thrombospondin type laminin G domain and EAR repeats,5,Yes,4.067258767,3.872317098,3.351440425,3.093034073,3.116054992
KRTAP5-14P,,5,Yes,4.06500934,3.883609566,3.924292894,3.783335981,3.941251393
GP6-AS1,GP6 antisense RNA 1,5,Yes,4.061465395,3.934489005,3.601040263,3.69814357,3.738172238
TPTE2P5,,5,Yes,3.215974347,4.06091218,3.237766482,3.946337799,3.917906281
ENGASE,endo-beta-N-acetylglucosaminidase,5,Yes,4.029210928,2.979374759,3.515066913,4.059724012,2.820395827
LOC105370092,uncharacterized LOC105370092,5,Yes,3.625520449,4.053976125,3.723849428,3.951844469,3.166717994
PALD1,phosphatase domain containing paladin 1,5,Yes,3.521367708,3.09720529,3.579152163,4.051724791,3.737395259
OR5AC1,,5,Yes,3.914998203,3.593019175,4.050960907,3.513233579,3.954638103
CERS3,ceramide synthase 3,5,Yes,4.049173122,3.662443031,3.664348126,3.969494211,3.809221216
LOC105371657,uncharacterized LOC105371657,5,Yes,4.04606225,3.238719467,4.00782186,3.521839087,3.768549379
ZBTB2P1,,5,Yes,3.7238671,4.042201053,3.625129714,3.866341992,3.32625311
LINC03019,long intergenic non-protein coding RNA 3019,5,Yes,3.639410285,4.039015372,3.55909525,3.620403787,3.593603651
STK32A,serine/threonine kinase 32A,5,Yes,4.034083833,3.532551338,3.86574439,3.965344991,3.69055236
COMMD10,COMM domain containing 10,5,Yes,3.833637924,3.60863157,4.033902852,3.904050087,3.740851834
LINC00348,long intergenic non-protein coding RNA 348,5,Yes,3.849115517,3.998701196,4.009267127,3.807407069,4.032228501
LINC01256,long intergenic non-protein coding RNA 1256,5,Yes,3.813577885,4.023002357,3.838292876,3.39204647,3.671630545
TNK2,tyrosine kinase non receptor 2,5,Yes,3.860422562,3.702986575,3.813942484,4.022981321,3.905714578
OR9S24P,,5,Yes,3.951073223,4.002376818,3.71018276,4.022811869,3.786231499
PPP1R2P1,,5,Yes,3.712468748,3.966433262,3.726118598,4.022472457,3.019591549
STIM1,stromal interaction molecule 1,5,Yes,3.767932915,3.942738468,3.532976388,4.019898352,2.996164786
KCNQ1,potassium voltage-gated channel subfamily Q member 1,5,Yes,3.867200406,3.995948656,4.008258898,3.625460884,4.018784758
INPP5A,inositol polyphosphate-5-phosphatase A,5,Yes,4.015843984,3.924402843,3.553375653,3.923327437,3.669068172
TMEM241,transmembrane protein 241,5,Yes,4.012611548,3.388263141,3.40143444,3.370061951,3.607723634
PRODH,proline dehydrogenase 1,5,Yes,3.889302752,3.457717855,4.012049665,3.031734053,2.989199252
ULK4,unc-51 like kinase 4,5,Yes,3.991210066,3.589949205,3.518648817,4.009607469,3.64859365
ERI1,exoribonuclease 1,5,Yes,4.007393999,3.357124677,3.858676513,3.88957712,3.749352089
CNTN5,contactin 5,5,Yes,3.873104707,3.380962156,3.811060327,4.007298835,3.693100928
