genes,descriptions,num_populations,is_shared,EAS,EUR,AFR,SAS,AMR
PROZ,protein Z%2C vitamin K dependent plasma glycoprotein,5,Yes,5.713446141812811,4.626149719704823,5.1229722510692985,5.349422843008507,5.49155266037124
OSBPL1A,oxysterol binding protein like 1A,5,Yes,4.250518647953166,3.71330115710333,5.212104648088183,5.689130451211554,5.005179870013731
ANKRD20A7P,,5,Yes,5.683259322326152,5.505149806777906,5.339812143687988,4.162153976885363,5.4332505136110285
NLRP5,NLR family pyrin domain containing 5,5,Yes,5.677427981468062,5.5786256322094925,5.531030008920753,5.594654850589841,5.145147829187072
KNDC1,kinase non-catalytic C-lobe domain containing 1,5,Yes,5.573508368525664,5.530443893081841,5.482604272662118,4.829057950780627,5.676309759901379
ZBTB45,zinc finger and BTB domain containing 45,5,Yes,5.4035717748419705,5.205537205086982,5.674500137782397,5.601615305064705,5.164613919216139
HCG22,,5,Yes,4.8463884116061475,4.849588900530539,4.492004285652696,5.67164834708638,4.127848891866981
LY6E-DT,LY6E divergent transcript,5,Yes,5.5493303816074615,5.6665848480479415,5.190624647686073,4.96396979112327,5.281963282517701
HGC6.3,uncharacterized LOC100128124,5,Yes,5.647615656162482,4.978600731924611,4.475751076097584,4.797311846800208,4.909449162393782
KIR3DL2,killer cell immunoglobulin like receptor%2C three Ig domains and long cytoplasmic tail 2,5,Yes,4.623492908535278,5.647093465458403,4.383680173653161,5.2472421592234175,4.6282491693246834
LOC124907457,18S ribosomal RNA,5,Yes,4.69780641583961,5.216619504854746,5.643926115576462,5.3092902019544495,5.27970586001927
LOC105374359,uncharacterized LOC105374359,5,Yes,5.430806268092654,5.369250709464916,5.637494798210274,5.521670335382495,5.162578064858026
MAFIP,,5,Yes,4.070917265998465,3.8836331202002796,4.149995462893363,5.4887906610707935,5.631527206520782
ZNF83,zinc finger protein 83,5,Yes,5.4241137718182575,5.625985912643868,4.9885893943191215,5.2075800922436555,5.300953615122905
LOC105377614,uncharacterized LOC105377614,5,Yes,5.055778800781912,5.618952394997499,5.313427306625612,5.0995800495548105,5.028131772269354
LOC105369309,uncharacterized LOC105369309,5,Yes,5.614666071798897,5.439765880155602,5.613588461597212,5.408030496310559,5.554565100617685
HCG24,HLA complex group 24,5,Yes,5.504582810485323,4.928159100833085,5.423944721822172,5.078946057004705,5.602660844545816
LINC02708,long intergenic non-protein coding RNA 2708,5,Yes,5.60049908553235,4.698369383185155,4.477106179724075,4.282338424024627,3.7583408183121505
WASHC1,WASH complex subunit 1,5,Yes,5.583440666340764,5.38355751232991,5.270861349370408,5.1842722353850546,5.45368788603634
LOC124905964,sarcoplasmic reticulum histidine-rich calcium-binding protein-like,5,Yes,5.08912391617784,4.409778241061171,4.8351524705691,5.582379879313439,5.406242030681453
CNTNAP3B,contactin associated protein family member 3B,5,Yes,4.45848238462278,5.582004040978843,3.9185645993056055,5.168352641686072,4.525008780696405
ZNF813,zinc finger protein 813,5,Yes,5.468612638317809,4.745276163354741,5.415702242901836,5.55966898417072,5.57469303807782
ALG1L7P,,5,Yes,5.4742147212880345,4.951838144416698,5.517046685448753,4.7037138028274095,5.564460260948828
SPOPLP2,,5,Yes,5.419094206264202,4.983845648910474,5.554680949353919,4.7191630730848635,5.039190952018418
SGCG,sarcoglycan gamma,5,Yes,4.8442029393588175,5.078340919136208,4.60720715632459,5.553620399518912,4.984837671554647
LOC105376360,uncharacterized LOC105376360,5,Yes,4.893564634550622,5.2461588505455135,4.379719959602525,5.535955272558688,3.9179431358926817
TMEM252-DT,TMEM252 divergent transcript,5,Yes,4.757767408886333,4.764187846146314,4.718567306778547,5.53091260028636,4.3881790289777225
LOC124906987,uncharacterized LOC124906987,5,Yes,5.5173353226894815,4.827961911535785,5.310203006953005,4.9738383968439,4.9576988683300875
VPS51P13,,5,Yes,5.0324846806839405,5.513680938397209,5.2207094747263785,5.478146802154366,5.130383446117173
LOC102724945,uncharacterized LOC102724945,5,Yes,5.492761847787225,5.510119191904434,5.200365378118437,5.031361730615828,5.471421934186988
LOC100996736,,5,Yes,4.73675517195294,5.508947236653279,4.397527388876517,4.164608570697191,4.823604306357399
TAP2,transporter 2%2C ATP binding cassette subfamily B member,5,Yes,5.172172161427395,5.369233428617594,5.498647170575641,4.817811278117021,5.392312963979832
GFPT2,glutamine-fructose-6-phosphate transaminase 2,5,Yes,5.4499034932626955,5.28821226120222,4.975380578570918,5.498575990619559,5.055903300097394
TUBB8P7,,5,Yes,5.167371487353266,5.030646173068665,5.016055970134862,5.491097820351684,5.488760347994954
LOC124905763,5S ribosomal RNA,5,Yes,5.489458618033941,4.7156123967751755,5.120516981767937,4.791486303730372,4.140992503229309
IFITM3,interferon induced transmembrane protein 3,5,Yes,4.822709274974394,4.002203917703424,5.111150558146031,5.485861201826383,4.771470025564058
PANTR1,POU3F3 adjacent non-coding transcript 1,5,Yes,5.272273325981017,5.414283904371989,5.0360699186931335,5.485339322403181,4.385884600245803
DRICH1,aspartate rich 1,5,Yes,5.178465584203182,5.484925603392525,4.936140885831933,5.086335445016439,4.899810424221502
CACNG6,calcium voltage-gated channel auxiliary subunit gamma 6,5,Yes,5.483607180900846,5.0461598838550055,5.441368074234821,5.398178396884,5.369900066138479
C4orf51,chromosome 4 open reading frame 51,5,Yes,5.211345481099432,5.177484070583193,4.998204129648329,5.473857025301213,5.30182713136611
LOC124906867,uncharacterized LOC124906867,5,Yes,4.305159000721286,3.849427431601944,5.46981018139608,4.440079923285717,4.394676460368057
HCG4P11,major histocompatibility complex%2C class I%2C F,5,Yes,5.4581965857140915,5.466504988754017,5.420245860678798,4.538059049113408,4.431668551908611
LOC124907782,dual specificity protein phosphatase 22,5,Yes,3.897797423033833,4.514455256464979,3.769295085043952,5.463022719926599,5.0862075746367426
LOC124905700,uncharacterized LOC124905700,5,Yes,4.557564094734337,5.460104592651988,3.7486989345803234,4.187835615048218,4.578557959616579
LOC128966666,,5,Yes,5.450968090588021,4.13012887437062,4.849193454739484,4.024414250891319,4.482826181637315
TSPAN9,tetraspanin 9,5,Yes,5.446253365704088,4.4730422378218915,5.270764898563307,5.324908254704578,4.634193332335201
PMM2,phosphomannomutase 2,5,Yes,5.151433018019012,5.437960629209228,5.281177716188749,5.3590949066390285,4.937306521905503
PSMG4,proteasome assembly chaperone 4,5,Yes,5.437948820384765,4.3473798057082265,4.942999982793093,4.433435176425533,4.077320224637538
CYP4F24P,,5,Yes,4.107779317298888,4.857552013189375,5.020778661360625,5.43662161564898,4.801879199451985
A2ML1-AS1,A2ML1 antisense RNA 1,5,Yes,5.129308406618296,4.0864370699481025,4.462173473984586,5.43253632285256,4.163994880600416
ZFPM1,zinc finger protein%2C FOG family member 1,5,Yes,5.421188344475156,4.870017684413562,4.90680563732427,4.37038075643687,4.526555684051848
ZNG1E,Zn regulated GTPase metalloprotein activator 1E,5,Yes,5.0422058394951526,5.295487918855641,5.0801081752613655,5.420122420473082,5.1400533623288895
RPL23AP79,,5,Yes,5.312894223989602,3.9366352245069725,5.087341410145859,5.412589798164793,5.234647785335183
LOC124908164,uncharacterized LOC124908164,5,Yes,4.634173384451177,4.791844165201832,4.385874378947214,5.408371198174974,4.0365209666991975
LOC102723944,uncharacterized LOC102723944,5,Yes,5.089069407238013,5.403473059544966,4.99089628398637,4.425909289579424,3.648225478612269
LOC128966601,pyruvate dehydrogenase phosphatase regulatory subunit%2C mitochondrial-like,5,Yes,5.16352896692145,5.402988170782274,4.683277731261569,5.062559097468857,4.681724385529772
LOC105371114,uncharacterized LOC105371114,5,Yes,5.402482839916859,4.964997904692118,4.7545203567682925,4.791516798412867,4.847508473181591
FAM99B,family with sequence similarity 99 member B,5,Yes,5.399124483865235,4.4782829267529465,4.768455690334562,4.4193853047537655,4.9638836593462
LOC124905823,5S ribosomal RNA,5,Yes,5.387918511760621,4.343776119040006,4.992277934874465,5.333244669238631,5.303863915776826
CYP2A7,cytochrome P450 family 2 subfamily A member 7,5,Yes,5.214473851355037,4.6506715712922295,5.272610476593511,5.387431220966495,4.763748577016454
LOC105376751,uncharacterized LOC105376751,5,Yes,4.747260209938289,5.296322926904422,4.8843910327133,4.488265253248844,5.384783164156601
SYT5,synaptotagmin 5,5,Yes,5.384371314843943,3.925534994390769,4.774069747004851,3.7184466339213786,4.026895991461212
LOC101448202,uncharacterized LOC101448202,5,Yes,5.142865503632425,4.795719011917319,5.146527196282729,4.948276913483041,5.378799981518636
LOC124905765,5S ribosomal RNA,5,Yes,5.374805724938195,4.521382505103373,5.022400885070356,5.084643212098971,4.260978838608641
LOC124901146,uncharacterized LOC124901146,5,Yes,5.3554577100817315,5.07565559410924,5.245513976094086,4.466768132849928,5.035361826611722
LOC124906844,uncharacterized LOC124906844,5,Yes,5.354340035994129,4.715662366299624,4.890270265906002,5.020699974963889,4.78976722816173
LOC107986489,uncharacterized LOC107986489,5,Yes,5.353269967717086,5.194105034375579,4.396086231766848,3.933644211653777,4.641347652285613
LRRC37A,leucine rich repeat containing 37A,5,Yes,4.963461690018814,3.9125286528123935,3.809630293567759,5.353227471018076,3.649266598801256
HLA-DRB9,,5,Yes,4.424034354368232,4.370195097278553,4.537556369559741,5.350292708687069,4.68849487140272
LOC105378146,uncharacterized LOC105378146,5,Yes,4.559778877424342,4.191656054847712,5.088965732677918,5.345706086863852,4.0118197649625085
LOC124902157,uncharacterized LOC124902157,5,Yes,5.344990056978903,4.021119435291597,4.838190580778479,4.193324263403221,3.9245797657560297
CFAP46,cilia and flagella associated protein 46,5,Yes,5.304421968226643,5.263960121174295,5.328671757688609,5.006244777003047,4.7442045068416965
LOC124905758,5S ribosomal RNA,5,Yes,5.318880912630058,5.325548137833572,5.018945288635387,4.8358157610774795,4.740206674638109
TPSAB1,tryptase alpha/beta 1,5,Yes,4.184802112636366,5.010331675181422,4.967019571215032,5.3249379390776594,5.325321872996607
PRKCZ,protein kinase C zeta,5,Yes,5.325246546462797,4.889327419199695,5.109138269791116,5.104466483732735,5.133860934858223
LOC128966701,glutathione S-transferase theta 2 (gene/pseudogene),5,Yes,NA,NA,NA,5.322048341527063,NA
HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1,5,Yes,5.044019210809216,5.3164973714609,4.753986451731671,3.7644225445778194,4.704314640108098
GNAL,G protein subunit alpha L,5,Yes,5.309935219531709,4.604006124008841,5.2602645173057265,3.9018964596923915,5.013052376254611
ART5,ADP-ribosyltransferase 5,5,Yes,5.0972957001210455,5.309150807446788,4.961928168530447,4.860288352596861,4.683418671138223
LGALS8,galectin 8,5,Yes,5.306677551550279,5.0138397324962725,4.661413093485325,4.934931428216092,5.140248778627617
GAK,cyclin G associated kinase,5,Yes,5.305922518333427,5.28353955526406,4.879191498988984,4.972374969673651,5.073560237372931
FAM182A,family with sequence similarity 182 member A,5,Yes,5.211168077462045,5.2841521099239035,5.152552232242051,5.212802617653166,5.303482586654745
RNA5S14,RNA%2C 5S ribosomal 14,5,Yes,5.291711920185017,4.379057943229754,5.020111199031284,4.722094856621775,5.278008670956786
LILRB5,leukocyte immunoglobulin like receptor B5,5,Yes,5.009881993627873,5.289694882312467,4.880088354576185,5.113384144243188,5.014567102312305
DYNLRB2-AS1,DYNLRB2 antisense RNA 1,5,Yes,4.597715253376816,5.285930236399481,4.222883513232941,4.674351778457152,4.269109225492423
LOC124900881,uncharacterized LOC124900881,5,Yes,5.278872995530258,4.335210546286823,5.113259015295391,4.5081574134584566,4.894657617251385
LOC107986675,uncharacterized LOC107986675,5,Yes,4.5130484905949135,5.270004431816128,4.498742490472408,5.012060375253982,4.742482748561788
MUC20,mucin 20%2C cell surface associated,5,Yes,4.801082379497972,3.793055802765614,4.798322275350384,5.267607754956884,4.4607099427093635
LOC124905822,5S ribosomal RNA,5,Yes,5.247394720787258,3.7801889885587943,4.817748631550064,5.136671206729728,5.043442433725032
TSNAX-DISC1,TSNAX-DISC1 readthrough (NMD candidate),5,Yes,5.241007129825984,4.227264542289815,4.767192146378918,4.843772679771251,4.387916456210514
JAKMIP3,Janus kinase and microtubule interacting protein 3,5,Yes,4.4746714311458256,5.1343544136420975,4.7984895857876015,5.235753759788215,4.718464516145024
CNTN4,contactin 4,5,Yes,5.232561703021606,4.3246626546146585,4.830758329691003,3.9949579411008966,4.568962353113188
FAM74A4,family with sequence similarity 74 member A4,5,Yes,3.9437183531719175,5.083842284603036,5.230878634973373,4.195867989693289,4.5221661753321785
SNX29,sorting nexin 29,5,Yes,5.2300616889287586,4.1848259416729165,4.822631501302112,4.848992663149424,5.077266647212819
OR2T8,olfactory receptor family 2 subfamily T member 8,5,Yes,5.2282303915212465,4.8767107140649735,4.6836309522385005,4.907061548632812,4.851673277770073
BTNL9,butyrophilin like 9,5,Yes,5.220309310131963,4.841074392217015,4.7376080075911915,4.525724669856042,4.128967954868882
LOC101929373,uncharacterized LOC101929373,5,Yes,5.156656014314135,4.20499751017395,4.735873683376686,3.7105134583876755,5.2163311705219595
LOC124905831,5S ribosomal RNA,5,Yes,5.181809547240547,5.180774366809499,4.863770344404946,4.825307119100086,5.207789398121568
FBRSL1,fibrosin like 1,5,Yes,5.073480522932015,5.189064170729897,5.0266126857932445,5.207530408564568,5.124987438486039
ZNF415,zinc finger protein 415,5,Yes,5.107875808241579,5.155449141732347,5.011700873304024,5.20450796085509,4.910141625367832
FMN1,formin 1,5,Yes,4.943322947014914,4.1293036872810855,4.17922392002291,5.201072187896908,4.9413060177266095
LOC105371552,uncharacterized LOC105371552,5,Yes,5.198811822526069,5.189721302319591,4.393588419208339,5.067563732149377,4.534378277457516
CROCCP4,,5,Yes,4.340724078911031,4.989243960628062,4.927771517241347,4.897605195141799,5.195198630742534
SNAR-A8,small NF90 (ILF3) associated RNA A8,5,Yes,3.910141111553999,3.8984179945784905,4.209774830428651,5.193940939418935,3.5757920268513748
DIP2A,disco interacting protein 2 homolog A,5,Yes,4.777726479631533,5.193113210825487,4.469943615035909,4.714928149795269,4.441376821163623
LOC124904094,uncharacterized LOC124904094,5,Yes,5.192728827134795,4.147266728322232,4.638423857278022,4.117791862389263,3.9046631284613134
GYPB,glycophorin B (MNS blood group),5,Yes,4.342083512269793,4.945520299092111,4.441469173485535,5.192460424409621,4.928282080943341
TNXA,,5,Yes,5.188925340635646,5.177962436434933,4.930900166135304,4.599502256632049,4.999596970004921
CNTN5,contactin 5,5,Yes,5.187727909528744,4.68392468114995,5.141806070428731,4.5331026313757325,5.068108098343622
SSU72L4,SSU72 like 4,5,Yes,5.185706132405344,3.7241651390478743,5.183250167305163,4.94687407834155,4.381631572871987
SNHG14,small nucleolar RNA host gene 14,5,Yes,5.01494339892379,4.722079957600287,5.07658513111277,5.156422202557115,4.577075973357102
LOC107986229,uncharacterized LOC107986229,5,Yes,4.933721183556884,4.73543182225316,5.153248901731873,3.6823058416727257,5.046581529776861
GYPE,glycophorin E (MNS blood group),5,Yes,5.153152156792416,4.7226190488789035,4.838994872033814,4.311773673283316,4.585540655552787
SPOCK3,SPARC (osteonectin)%2C cwcv and kazal like domains proteoglycan 3,5,Yes,4.610628986303893,4.225173993121391,4.267934556918851,5.150441974751766,4.492713779362048
LOC124905762,5S ribosomal RNA,5,Yes,5.149099542411881,4.851921882734739,5.014297812209852,4.233681915568381,4.045750252950132
RNA5S9,RNA%2C 5S ribosomal 9,5,Yes,5.044692979512591,4.160432336481714,5.0449588346721645,4.698577893040262,5.142370962030811
NOTCH4,notch receptor 4,5,Yes,4.700185285877878,5.1360517118725175,4.633261344201942,4.591802899996168,4.3963589313207185
LOC105372335,uncharacterized LOC105372335,5,Yes,5.12331398778292,4.632734412189825,4.938457617405758,5.13221380640759,4.8012721190901795
LOC124901290,uncharacterized LOC124901290,5,Yes,4.0688713475315215,5.131583426151443,4.440301900373271,5.09627533143381,4.541365448257543
DPP6,dipeptidyl peptidase like 6,5,Yes,5.128370325284489,4.742443110740425,5.003706430348175,4.75542690961604,4.968425759676864
HLA-DRA,major histocompatibility complex%2C class II%2C DR alpha,5,Yes,5.100388133127395,4.129758663513038,4.930395588081303,5.128067973590308,5.063988198086749
PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2,5,Yes,5.125175716654011,3.951212874995057,4.042780698800544,3.7816616539410215,4.0282111135500704
WASF5P,,5,Yes,4.931908681466949,3.790525731403014,5.124995425547528,4.824022150055353,4.805162324488585
PKD1L2,,5,Yes,4.829990672423749,4.559336945672497,4.538681027581049,5.124801625794824,4.611505749478458
ADAMTSL2,ADAMTS like 2,5,Yes,5.043024000536083,4.561701679802821,5.122843958933357,4.939090028092806,4.933176482683801
LOC100419985,,5,Yes,4.327519714146694,4.456475397420514,5.122168466802722,4.49479798654348,5.080675457782224
LINC02556,long intergenic non-protein coding RNA 2556,5,Yes,5.070128576111068,5.117268121433569,5.010330886931233,4.683823032961194,4.517451597872121
LOC124906678,uncharacterized LOC124906678,5,Yes,5.091349917522479,4.678116598717731,5.113507982032184,4.890707378856443,5.0557069130995576
OR7E43P,,5,Yes,5.106425202492902,4.198255972977036,4.76336524090213,4.710388181096217,4.70473916264445
LOC124907106,,5,Yes,4.052389467845098,4.224428156753111,4.683126733436142,3.878284696920859,5.104379676845228
TNFRSF18,TNF receptor superfamily member 18,5,Yes,4.605567495569271,4.939896840545546,5.102489379661349,4.0365781650891375,4.694456016798108
RASGEF1A,RasGEF domain family member 1A,5,Yes,5.099042595322282,4.8162026340855375,4.896362265144058,4.866386239413771,5.003804676235093
LOC124905770,5S ribosomal RNA,5,Yes,5.091369211811011,4.723920021879959,4.754492419175909,4.49207822188064,4.828576754630596
TPCN2,two pore segment channel 2,5,Yes,4.8810936270388225,4.555636831865899,5.05628528389598,5.086320987122096,4.86950138384895
LOC105374358,uncharacterized LOC105374358,5,Yes,5.080717126578614,4.876870839639328,4.6988016218321516,4.338813154618551,4.653390598807382
FAM53A,family with sequence similarity 53 member A,5,Yes,4.431416045258771,5.0226544281769465,5.078413132258221,4.024859168267785,5.011808094327799
UBN1,ubinuclein 1,5,Yes,5.077996083303087,4.848196750695482,5.016234298473749,5.031174911566668,4.953948253435685
LOC105379292,uncharacterized LOC105379292,5,Yes,4.355772273894262,4.721679845581488,4.851715228614067,5.076662237071261,4.601731288072365
LOC105376509,uncharacterized LOC105376509,5,Yes,4.593097637702607,3.8084499360056974,4.892592392670904,3.7707123857612466,5.076397811279939
PRDM16,PR/SET domain 16,5,Yes,4.683268525351501,4.777421358229895,5.076330795727631,4.657944474281639,4.844722491201113
IRS2,insulin receptor substrate 2,5,Yes,5.074372197368609,4.074146963201105,4.826112445599926,4.426975060950461,3.9942583041301267
LOC105373277,uncharacterized LOC105373277,5,Yes,5.071685501744818,4.771450166055876,4.568595870133352,4.3508591646383215,4.366542904265822
TNK2,tyrosine kinase non receptor 2,5,Yes,4.72942994485476,5.06749118684611,4.661976776899661,5.053514779785105,4.356254592412101
KIAA1671,KIAA1671,5,Yes,4.069640165979774,4.1385079983265785,5.0674861680060515,4.1229793581352725,4.503884249520012
LOC124902544,uncharacterized LOC124902544,5,Yes,4.454381536226896,5.066478968604143,4.227782559505706,4.4962318490272875,4.015841038050437
DNM1P40,,5,Yes,4.859446858818915,5.013989653099306,4.482866091978184,5.062222792939465,3.5918604399826863
LOC124905514,,5,Yes,5.052338893857216,4.168422517324806,4.726194178166616,4.455273898868083,5.055843507210056
LOC124905798,5S ribosomal RNA,5,Yes,4.961271563051844,5.054968784042013,4.9825271215948925,4.968086037461814,4.797708496476289
GTPBP4,GTP binding protein 4,5,Yes,4.078194908693426,3.8807061024399117,4.052437568321014,5.054821643440545,3.9947753696859154
LOC128966625,putative exonuclease GOR,5,Yes,4.6713868336543545,4.871665156578299,4.848271182394522,5.052832151865476,4.852087287460991
LOC102723769,uncharacterized LOC102723769,5,Yes,4.9443677720457275,4.559547340358385,4.47329058375368,3.9732665706959076,5.049065280372911
LOC101927846,uncharacterized LOC101927846,5,Yes,4.742955369777721,4.98226170931021,5.047555885215067,4.825224566836778,4.9855185611824275
LOC128966771,uncharacterized protein FLJ76381,5,Yes,5.047296082771167,3.804807364646685,4.546208458435961,4.568408879745233,4.9385739004677935
HLA-F-AS1,HLA-F antisense RNA 1,5,Yes,5.043989949257176,4.855527317659882,4.878781457447565,3.8816171977855913,4.728960114540305
LOC124906843,uncharacterized LOC124906843,5,Yes,4.680027590312927,4.264263330263563,5.043209446286481,4.788890273749143,4.310215381789868
GMDS,GDP-mannose 4%2C6-dehydratase,5,Yes,4.660532829593415,5.040959728998384,4.938413773446299,5.010162101062771,4.639365012413966
LOC107984671,uncharacterized LOC107984671,5,Yes,4.098524871692236,5.040892049705751,4.292119683880373,4.22942459068624,4.027423478453074
PRAMEF31P,,5,Yes,4.574197251162667,4.5002594250962735,4.523965490892125,5.0404003081656805,4.361697996832497
ART3,ADP-ribosyltransferase 3 (inactive),5,Yes,4.288700288614952,4.2052221607221885,4.686444075715311,4.1592080867735275,5.035353106896407
CPEB2-DT,CPEB2 divergent transcript,5,Yes,4.668256419594041,4.1074616533559,5.03493147692528,4.44028380601659,4.795448304038383
LINC00885,long intergenic non-protein coding RNA 885,5,Yes,4.7802018359259995,4.072896253931003,5.0338310562238355,4.18622972567625,4.052250806553276
MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2,5,Yes,4.238989377185701,5.030348525588625,4.65148527836728,4.664610914606355,4.578222589215088
LOC124905756,5S ribosomal RNA,5,Yes,4.979491270567444,5.024237979159896,4.6889631935428495,4.0868931866837555,4.095495287251658
LOC124907005,,5,Yes,3.8758800183344637,4.91615596034745,4.584085098653878,4.185610010250516,5.020265543239516
LOC124905825,5S ribosomal RNA,5,Yes,4.9495743678516595,4.533916926053713,4.56907565852015,5.0163799017076824,4.833257235688892
RNU6-842P,,5,Yes,4.752334038718168,4.326184101655536,4.430376276246235,5.007989355864968,4.184245545090699
LOC107984787,uncharacterized LOC107984787,5,Yes,4.925225165315598,4.3403639695046135,4.677858197660386,5.005565627610988,4.565324190803586
LOC124906680,uncharacterized LOC124906680,5,Yes,4.24123885937902,4.621503610292011,4.348156855884247,4.689046391882204,5.004689784052601
OR5H4P,,5,Yes,4.99998594141412,4.064207678220151,4.465078437872163,4.028240660325539,4.673308103263998
LOC124905768,5S ribosomal RNA,5,Yes,4.999235323471933,4.532499678189574,4.323491858519165,4.676038662739251,4.634191987776836
MIR4527HG,MIR4527 host gene,5,Yes,4.250981518957191,4.997351801524232,4.169922332490436,4.590068150897793,3.836708873720311
ZNF454,zinc finger protein 454,5,Yes,4.393343837284936,4.996043076610877,4.800317463050165,4.766395123195744,4.7676647799424
LOC124905434,5S ribosomal RNA,5,Yes,4.995472343738249,4.711584820388961,4.688706762087034,4.492820952619775,4.6155962176561065
DMRT1,doublesex and mab-3 related transcription factor 1,5,Yes,4.977367593021113,4.053518234099379,4.7656356828829205,4.994688599057637,4.663569766565112
GTF2H5,general transcription factor IIH subunit 5,5,Yes,4.3431106761281315,4.675764830827848,4.991054108055045,4.904052774581991,4.045838034463359
LOC105376350,uncharacterized LOC105376350,5,Yes,4.985998091693811,4.689778385545053,4.541654329020007,4.748328520004249,4.632613368674051
TRL-AAG1-2,tRNA-Leu (anticodon AAG) 1-2,5,Yes,4.896556059751429,3.6797121767181302,4.676163533584888,4.1477012756577905,4.983402008687019
C2orf27A,,5,Yes,4.2092597321184995,4.894627348382571,4.52809196998594,4.798004058037685,4.983238748104409
LOC124905422,5S ribosomal RNA,5,Yes,4.891506493789042,4.253965382485292,4.646633629697774,4.979317454067022,4.539501885276052
LOC124905787,5S ribosomal RNA,5,Yes,4.978133130145214,4.6776322087864886,4.568468608292846,4.519658392218724,4.874579461926082
RPA3,replication protein A3,5,Yes,4.757243021589645,4.379742651454042,4.875786212070393,4.977911204547216,4.6933309626053745
CCN2-AS1,CCN2 antisense RNA 1,5,Yes,4.355635051095777,4.789078519537293,4.911072700302609,4.9738700681070975,4.7352196680174155
RNF17,ring finger protein 17,5,Yes,4.966989233636912,4.212862518361838,4.569529529537876,4.283828934236983,3.725521575494598
TCP10L2,,5,Yes,4.47200109570738,4.964929248703618,4.768646160658732,4.724355118855979,4.94818971532625
VPS53,VPS53 subunit of GARP complex,5,Yes,4.463555299000216,4.647394577839957,4.449112904385947,4.959453049381632,4.481157482722838
GRM4,glutamate metabotropic receptor 4,5,Yes,4.779000004925327,3.820707242170848,4.95918841008027,4.1701467427380585,3.9191272025177226
PKD1P2,microRNA 6511a-3,5,Yes,NA,4.953781359200432,NA,4.338500968863383,NA
IGLL1,immunoglobulin lambda like polypeptide 1,5,Yes,4.948220086473219,4.693661539017861,4.938646492003298,4.519656880126681,4.181961377583763
TMEM72-AS1,TMEM72 antisense RNA 1,5,Yes,4.943725171841059,4.2421389153047695,4.118827036067658,4.403624522411076,4.0735797036204335
THAP4,THAP domain containing 4,5,Yes,4.6546448306087544,4.943712472023888,4.7761269620867965,4.414488434932587,4.941640908869485
LOC124905759,5S ribosomal RNA,5,Yes,4.943062217826836,4.682221276234841,4.549080151298131,3.830452758347118,4.190312901037221
LOC124905764,5S ribosomal RNA,5,Yes,4.942179273759124,4.386909570947983,4.630993413590184,4.713637312445111,4.037964472313099
ARHGEF1,Rho guanine nucleotide exchange factor 1,5,Yes,4.824598719783265,4.342776645786228,4.937496952730826,3.8276151036609067,4.8171893663357
LOC124906697,putative exonuclease GOR,5,Yes,4.009006036923686,4.338737694835218,4.415456278486295,4.935893485233239,4.686906208576683
LOC124905827,5S ribosomal RNA,5,Yes,4.935495448941998,4.548864350506304,4.657557298797989,4.37110159201276,4.685022707324674
LOC102724562,,5,Yes,4.489149800875834,4.93127475473034,4.544416414830064,4.9333360853321215,4.911865782317263
KDM4B,lysine demethylase 4B,5,Yes,4.930820751678174,3.876080386948522,4.352143880881737,3.9911774352133467,4.445138824785175
MUC8,mucin 8,5,Yes,4.608561834337965,4.541561759489648,4.349234624962896,4.927955884348655,4.05988172182433
KIR3DL3,killer cell immunoglobulin like receptor%2C three Ig domains and long cytoplasmic tail 3,5,Yes,4.691679974962155,4.619261800626956,4.914832139428652,4.927902342572689,4.742639195578266
RBFOX1,RNA binding fox-1 homolog 1,5,Yes,4.926331937750929,4.8010336604536805,4.8546460556951985,4.757198495355494,4.582495181607042
ABAT,4-aminobutyrate aminotransferase,5,Yes,4.883962313664305,4.703966815863998,4.911297699221127,4.464216547234438,4.80666042744324
LOC124905773,5S ribosomal RNA,5,Yes,4.910353736436741,4.479408423575689,4.680331049982942,4.673158797301081,4.5825739030574475
LOC105371143,uncharacterized LOC105371143,5,Yes,3.863249339625961,3.8476813407108263,4.909344280433452,4.217382547443752,4.777592383990843
FRG1BP,,5,Yes,4.901766648936504,4.326114909261532,4.416537573813808,3.924649896199505,4.865676246494672
LOC124900839,uncharacterized LOC124900839,5,Yes,4.015703042856232,4.90159795764185,4.583389645734932,4.364522468148909,4.373048646341715
LOC105379315,uncharacterized LOC105379315,5,Yes,4.403939775032646,3.709288123608076,4.530734830294329,4.367214541988543,4.898501314872569
LOC105374976,uncharacterized LOC105374976,5,Yes,4.893497371928067,3.817940183845021,4.379370796847003,3.820586263721559,4.11912685834235
SMARCE1P3,,5,Yes,4.891888752892067,4.27105259403611,4.331037566437861,4.021838418678932,4.391200729867184
LMCD1-AS1,LMCD1 antisense RNA 1,5,Yes,4.539071742379151,4.89061784805235,4.0599557262801875,4.198295520364337,4.405415395629263
NBPF19,NBPF member 19,5,Yes,4.89043891916217,4.816845083185307,4.4674619366833905,4.192729463329998,4.138217824135482
ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,5,Yes,4.451511500244288,4.267881854452613,4.311122647783549,3.865906942092013,4.88923428840451
EFCAB5,EF-hand calcium binding domain 5,5,Yes,4.501635104861354,4.878973680043294,4.640390994664147,4.708874257912248,4.493617650175733
