haplotype.name	haplotype.group
200288_HG00323.hap2@HG00323#2#JBHDWN010000003.1:144791345-145342855:0-551511	HaploGroup1
200289_HG00329.hap1@HG00329#1#JBIRDP010000009.1:145835325-146386851:0-551527	HaploGroup1
200290_HG00329.hap2@HG00329#2#JBIRDQ010000001.1:145084770-145636212:0-551443	HaploGroup1
200291_HG00344.hap1@HG00344#1#JBIREN010000002.1:145778010-146329537:0-551528	HaploGroup1
200292_HG00344.hap2@HG00344#2#JBIREO010000035.1:146322314-146873830:0-551517	HaploGroup1
200293_HG00350.hap1@HG00350#1#JBIREL010000010.1:93389261-93940823:0-551563	HaploGroup1
200294_HG00350.hap2@HG00350#2#JBIREM010000039.1:93015392-93566794:0-551403	HaploGroup1
200295_HG01167.hap1@HG01167#1#CM094526.1:144758501-145310077:0-551577	HaploGroup1
200296_HG01167.hap2@HG01167#2#CM094541.1:145611111-146162556:0-551446	HaploGroup1
200297_HG01530.hap1@HG01530#1#CM087534.1:146283836-146835382:0-551547	HaploGroup1
200298_HG01530.hap2@HG01530#2#CM087558.1:145554605-146106024:0-551420	HaploGroup1
200299_HG01784.hap1@HG01784#1#CM087568.1:147390962-147942474:0-551513	HaploGroup1
200300_HG01784.hap2@HG01784#2#JBHDXI010000031.1:145733536-146285018:0-551483	HaploGroup1
200301_HG01786.hap1@HG01786#1#CM089502.1:145610180-146161738:0-551559	HaploGroup1
200302_HG01786.hap2@HG01786#2#JBHIIX010000046.1:144062858-144614362:0-551505	HaploGroup1
200303_HG02040.hap1@HG02040#1#CM087374.1:145333797-145885348:0-551552	HaploGroup1
200304_HG02040.hap2@HG02040#2#JBHDWT010000010.1:149328572-149880063:0-551492	HaploGroup1
200305_HG02155.hap1@HG02155#1#CM091910.1:145827843-146379393:0-551551	HaploGroup1
200306_HG02155.hap2@HG02155#2#CM091922.1:145681145-146232678:0-551534	HaploGroup1
200307_HG02165.hap1@HG02165#1#CM087442.1:144912417-145463831:0-551415	HaploGroup1
200308_HG02165.hap2@HG02165#2#CM087458.1:145070541-145622073:0-551533	HaploGroup1
200309_HG02178.hap1@HG02178#1#CM089923.1:147697452-148248973:0-551522	HaploGroup1
200310_HG02178.hap2@HG02178#2#CM089936.1:145423004-145974513:0-551510	HaploGroup1
200311_HG02273.hap1@HG02273#1#JBHDVQ010000005.1:92950046-93501576:0-551531	HaploGroup1
200312_HG02273.hap2@HG02273#2#JBHDVR010000043.1:94595286-95146874:0-551589	HaploGroup1
200313_HG02391.hap1@HG02391#1#JBHDXJ010000006.1:94452418-95003927:0-551510	HaploGroup1
200314_HG02391.hap2@HG02391#2#CM087611.1:145123334-145674879:0-551546	HaploGroup1
200315_HG02392.hap1@HG02392#1#CM099880.1:145800439-146351834:0-551396	HaploGroup1
200316_HG02392.hap2@HG02392#2#JBHIKF010000062.1:145657210-146208751:0-551542	HaploGroup1
200317_HG02583.hap1@HG02583#1#CM089488.1:146904855-147456432:0-551578	HaploGroup1
200318_HG02583.hap2@HG02583#2#CM089515.1:146789803-147341359:0-551557	HaploGroup1
200319_HG02922.hap1@HG02922#1#JBHDVO010000002.1:145478001-146029566:0-551566	HaploGroup1
200320_HG02922.hap2@HG02922#2#CM087011.1:144826614-145378117:0-551504	HaploGroup1
200321_HG02965.hap1@HG02965#1#CM087344.1:145011422-145563066:0-551645	HaploGroup1
200322_HG02965.hap2@HG02965#2#CM087387.1:144721708-145273061:0-551354	HaploGroup1
200323_HG02976.hap1@HG02976#1#JBHDVW010000047.1:93430552-93982111:0-551560	HaploGroup1
200324_HG02976.hap2@HG02976#2#JBHDVX010000054.1:93211167-93762732:0-551566	HaploGroup1
200325_HG03130.hap1@HG03130#1#CM087254.1:145147571-145699116:0-551546	HaploGroup1
200326_HG03130.hap2@HG03130#2#CM087268.1:145954697-146506635:0-551939	HaploGroup1
200329_HG03195.hap1@HG03195#1#JBHDVU010000044.1:91534035-92085601:0-551567	HaploGroup1
200330_HG03195.hap2@HG03195#2#JBHDVV010000004.1:93544089-94095640:0-551552	HaploGroup1
200331_HG03209.hap1@HG03209#1#CM087211.1:146154505-146706074:0-551570	HaploGroup1
200333_HG03225.hap1@HG03225#1#CM089299.1:145435252-145986645:0-551394	HaploGroup1
200335_HG03270.hap1@HG03270#1#JBHIKC010000007.1:146082558-146634200:0-551643	HaploGroup1
200337_HG03369.hap1@HG03369#1#JBIREB010000047.1:93168897-93720309:0-551413	HaploGroup1
200338_HG03369.hap2@HG03369#2#JBIREC010000038.1:96020123-96571689:0-551567	HaploGroup1
200340_HG03470.hap2@HG03470#2#CM091868.1:145072202-145623681:0-551480	HaploGroup1
200341_HG03471.hap1@HG03471#1#CM087521.1:144765617-145317019:0-551403	HaploGroup1
200342_HG03471.hap2@HG03471#2#CM087544.1:144490422-145041863:0-551442	HaploGroup1
200343_HG03521.hap1@HG03521#1#CM094413.1:147104175-147654216:0-550042	HaploGroup1
200344_HG03521.hap2@HG03521#2#CM094435.1:145426179-145977721:0-551543	HaploGroup1
200345_HG03583.hap1@HG03583#1#JBHIKA010000010.1:145050343-145601935:0-551593	HaploGroup1
200347_HG03742.hap1@HG03742#1#CM087626.1:145679784-146231310:0-551527	HaploGroup1
200348_HG03742.hap2@HG03742#2#CM087643.1:144756826-145308374:0-551549	HaploGroup1
200349_HG03784.hap1@HG03784#1#JBIRDL010000055.1:94751953-95303482:0-551530	HaploGroup1
200350_HG03784.hap2@HG03784#2#JBIRDM010000005.1:94860933-95412468:0-551536	HaploGroup1
200351_HG03874.hap1@HG03874#1#CM089430.1:144869853-145421312:0-551460	HaploGroup1
200352_HG03874.hap2@HG03874#2#CM089473.1:145946098-146497637:0-551540	HaploGroup1
200353_NA18505.hap1@NA18505#1#CM089859.1:144680341-145231925:0-551585	HaploGroup1
200354_NA18505.hap2@NA18505#2#CM089869.1:145391639-145943085:0-551447	HaploGroup1
200355_NA18508.hap1@NA18508#1#CM089648.1:145740721-146292246:0-551526	HaploGroup1
200356_NA18508.hap2@NA18508#2#JBHIJH010000004.1:144023741-144575239:0-551499	HaploGroup1
200357_NA18522.hap1@NA18522#1#CM087174.1:145881922-146433495:0-551574	HaploGroup1
200358_NA18522.hap2@NA18522#2#CM087189.1:144139419-144690938:0-551520	HaploGroup1
200359_NA18565.hap1@NA18565#1#CM094318.1:148709223-149260776:0-551554	HaploGroup1
200360_NA18565.hap2@NA18565#2#CM094340.1:146148943-146700483:0-551541	HaploGroup1
200361_NA18570.hap1@NA18570#1#CM087657.1:147076849-147628282:0-551434	HaploGroup1
200362_NA18570.hap2@NA18570#2#CM087676.1:145982222-146533759:0-551538	HaploGroup1
200363_NA18608.hap1@NA18608#1#JBHIJW010000029.1:146286490-146838013:0-551524	HaploGroup1
200364_NA18608.hap2@NA18608#2#CM089851.1:146301924-146853427:0-551504	HaploGroup1
200365_NA18620.hap1@NA18620#1#JBHIJU010000007.1:94691811-95243356:0-551546	HaploGroup1
200366_NA18620.hap2@NA18620#2#JBHIJV010000010.1:95344905-95896408:0-551504	HaploGroup1
200367_NA18747.hap1@NA18747#1#JBHDWE010000043.1:93534365-94085780:0-551416	HaploGroup1
200368_NA18747.hap2@NA18747#2#JBHDWF010000001.1:93765243-94316767:0-551525	HaploGroup1
200369_NA18879.hap1@NA18879#1#CM099714.1:145597337-146148813:0-551477	HaploGroup1
200370_NA18879.hap2@NA18879#2#CM099729.1:145949666-146501207:0-551542	HaploGroup1
200371_NA18940.hap1@NA18940#1#JBKACK010000004.1:145843136-146394739:0-551604	HaploGroup1
200372_NA18940.hap2@NA18940#2#JBKACL010000004.1:144892392-145443981:0-551590	HaploGroup1
200373_NA18943.hap1@NA18943#1#JBKACI010000004.1:147032601-147584100:0-551500	HaploGroup1
200374_NA18943.hap2@NA18943#2#CM101687.1:146491069-147042513:6-551445	HaploGroup1
200375_NA18944.hap1@NA18944#1#JBKACG010000004.1:146462314-147013803:0-551490	HaploGroup1
200376_NA18944.hap2@NA18944#2#JBKACH010000004.1:146208889-146760434:0-551546	HaploGroup1
200377_NA18945.hap1@NA18945#1#JBKACE010000004.1:145139189-145690743:0-551555	HaploGroup1
200378_NA18945.hap2@NA18945#2#JBKACF010000004.1:147488252-148039852:0-551601	HaploGroup1
200379_NA18948.hap1@NA18948#1#CM101598.1:146133365-146684824:6-551460	HaploGroup1
200380_NA18948.hap2@NA18948#2#CM101587.1:146580797-147132388:0-551592	HaploGroup1
200381_NA18952.hap1@NA18952#1#JBHIJS010000056.1:93165012-93716436:6-551425	HaploGroup1
200382_NA18952.hap2@NA18952#2#JBHIJT010000031.1:95457170-96008670:0-551501	HaploGroup1
200383_NA18959.hap1@NA18959#1#JBKACA010000004.1:143523397-144074831:6-551435	HaploGroup1
200384_NA18959.hap2@NA18959#2#JBKACB010000004.1:147153866-147705425:0-551560	HaploGroup1
200385_NA18960.hap1@NA18960#1#CM101529.1:146082847-146634372:0-551526	HaploGroup1
200386_NA18960.hap2@NA18960#2#CM101557.1:146863870-147415446:0-551577	HaploGroup1
200387_NA18967.hap1@NA18967#1#CM101496.1:146280383-146831825:0-551443	HaploGroup1
200388_NA18967.hap2@NA18967#2#JBKABX010000004.1:146735051-147286465:0-551415	HaploGroup1
200389_NA18970.hap1@NA18970#1#JBKABU010000004.1:147705749-148257255:0-551507	HaploGroup1
200390_NA18970.hap2@NA18970#2#JBKABV010000004.1:144975813-145527319:0-551507	HaploGroup1
200391_NA18971.hap1@NA18971#1#CM087293.1:144973639-145525042:0-551404	HaploGroup1
200392_NA18971.hap2@NA18971#2#CM087280.1:144692529-145244091:0-551563	HaploGroup1
200393_NA18974.hap1@NA18974#1#CM089772.1:146208795-146760291:0-551497	HaploGroup1
200394_NA18974.hap2@NA18974#2#CM089797.1:145803079-146354575:0-551497	HaploGroup1
200395_NA18976.hap1@NA18976#1#JBHIJO010000003.1:95833873-96385422:0-551550	HaploGroup1
200396_NA18976.hap2@NA18976#2#JBHIJP010000003.1:97077741-97629274:0-551534	HaploGroup1
200397_NA18982.hap1@NA18982#1#CM101419.1:148352996-148904539:0-551544	HaploGroup1
200398_NA18982.hap2@NA18982#2#CM101452.1:144938798-145490352:0-551555	HaploGroup1
200399_NA18983.hap1@NA18983#1#CM087419.1:147641153-148192745:0-551593	HaploGroup1
200400_NA18983.hap2@NA18983#2#CM087431.1:147825441-148376869:0-551429	HaploGroup1
200401_NA19036.hap1@NA19036#1#JBHIJM010000046.1:41629570-42181072:0-551503	HaploGroup1
200402_NA19036.hap2@NA19036#2#JBHIJN010000040.1:71850297-72401844:0-551548	HaploGroup1
200403_NA19043.hap1@NA19043#1#JBHDVS010000008.1:144494382-145045944:0-551563	HaploGroup1
200404_NA19043.hap2@NA19043#2#CM087071.1:145057066-145608591:0-551526	HaploGroup1
200405_NA19087.hap1@NA19087#1#CM087694.1:146302044-146853557:0-551514	HaploGroup1
200406_NA19087.hap2@NA19087#2#CM087706.1:148967050-149518538:0-551489	HaploGroup1
200407_NA19159.hap1@NA19159#1#CM099942.1:145383709-145935265:0-551557	HaploGroup1
200408_NA19159.hap2@NA19159#2#CM099961.1:146706367-147257914:0-551548	HaploGroup1
200409_NA19185.hap1@NA19185#1#CM087722.1:144350479-144902061:0-551583	HaploGroup1
200410_NA19185.hap2@NA19185#2#JBHDXS010000035.1:145818386-146370263:0-551878	HaploGroup1
200411_NA19338.hap1@NA19338#1#CM087756.1:144598441-145150147:0-551707	HaploGroup1
200412_NA19338.hap2@NA19338#2#CM087773.1:144982959-145534547:0-551589	HaploGroup1
200413_NA19391.hap1@NA19391#1#JBHDXV010000057.1:144691560-145243063:0-551504	HaploGroup1
200414_NA19391.hap2@NA19391#2#CM087802.1:144873148-145424544:0-551397	HaploGroup1
200416_NA19443.hap2@NA19443#2#JBHIIR010000011.1:145633767-146185308:0-551542	HaploGroup1
200417_NA19468.hap1@NA19468#1#JBHDXX010000005.1:146059405-146610904:0-551500	HaploGroup1
200418_NA19468.hap2@NA19468#2#JBHDXY010000006.1:144857361-145408785:0-551425	HaploGroup1
200419_NA19682.hap1@NA19682#1#JBIRDJ010000006.1:93364730-93916260:0-551531	HaploGroup1
200420_NA19682.hap2@NA19682#2#JBIRDK010000044.1:95348908-95900423:0-551516	HaploGroup1
200421_NA19700.hap1@NA19700#1#CM089619.1:148779604-149331157:0-551554	HaploGroup1
200422_NA19700.hap2@NA19700#2#CM089636.1:148576493-149128144:0-551652	HaploGroup1
200423_NA19776.hap1@NA19776#1#CM094010.1:145422910-145974371:0-551462	HaploGroup1
200424_NA19776.hap2@NA19776#2#CM094047.1:145392291-145943811:0-551521	HaploGroup1
200425_NA19835.hap1@NA19835#1#CM094024.1:146403922-146955556:0-551635	HaploGroup1
200426_NA19835.hap2@NA19835#2#JBIRDA010000006.1:145181941-145733343:0-551403	HaploGroup1
200427_NA19909.hap1@NA19909#1#JBIRDH010000035.1:93302930-93854804:0-551875	HaploGroup1
200428_NA19909.hap2@NA19909#2#CM094133.1:145041648-145593178:0-551531	HaploGroup1
200429_NA20282.hap1@NA20282#1#JBIRDT010000040.1:93402772-93954273:0-551502	HaploGroup1
200430_NA20282.hap2@NA20282#2#JBIRDU010000042.1:93925162-94476667:0-551506	HaploGroup1
200431_NA20346.hap1@NA20346#1#JBIRDR010000066.1:92869365-93420819:0-551455	HaploGroup1
200432_NA20346.hap2@NA20346#2#JBIRDS010000002.1:93844249-94395797:0-551549	HaploGroup1
200433_NA20503.hap1@NA20503#1#CM102457.1:144476508-145027957:0-551450	HaploGroup1
200434_NA20503.hap2@NA20503#2#JBKOQT010000015.1:144996604-145548075:0-551472	HaploGroup1
200435_NA20752.hap1@NA20752#1#CM099768.1:144426685-144978111:0-551427	HaploGroup1
200436_NA20752.hap2@NA20752#2#CM099781.1:145459335-146010916:0-551582	HaploGroup1
200437_NA20762.hap1@NA20762#1#CM102510.1:145067887-145619330:0-551444	HaploGroup1
200438_NA20762.hap2@NA20762#2#JBKOQX010000029.1:145384324-145935765:0-551442	HaploGroup1
200439_NA20799.hap1@NA20799#1#CM098686.1:146320624-146872151:0-551528	HaploGroup1
200440_NA20799.hap2@NA20799#2#CM098715.1:144843840-145395309:0-551470	HaploGroup1
200441_NA20805.hap1@NA20805#1#JBIEBZ010000005.1:145270510-145821981:0-551472	HaploGroup1
200442_NA20805.hap2@NA20805#2#CM091897.1:144313957-144865409:0-551453	HaploGroup1
200443_NA20806.hap1@NA20806#1#CM102440.1:148224551-148776101:0-551551	HaploGroup1
200444_NA20806.hap2@NA20806#2#CM102494.1:145483507-146034938:0-551432	HaploGroup1
200445_NA20809.hap1@NA20809#1#JBIRDZ010000068.1:93700403-94251979:0-551577	HaploGroup1
200446_NA20809.hap2@NA20809#2#JBIREA010000048.1:93736296-94287780:0-551485	HaploGroup1
200447_NA20827.hap1@NA20827#1#CM102542.1:146019831-146571262:0-551432	HaploGroup1
200448_NA20827.hap2@NA20827#2#CM102562.1:145479915-146031426:0-551512	HaploGroup1
200449_NA20850.hap1@NA20850#1#CM094291.1:145267600-145819001:0-551402	HaploGroup1
200450_NA20850.hap2@NA20850#2#CM094305.1:145602125-146153589:0-551465	HaploGroup1
200451_NA20870.hap1@NA20870#1#JBHIJK010000007.1:93768943-94320426:0-551484	HaploGroup1
200452_NA20870.hap2@NA20870#2#JBHIJL010000044.1:94182374-94733901:0-551528	HaploGroup1
200453_NA20905.hap1@NA20905#1#JBHDWY010000002.1:94861308-95412834:0-551527	HaploGroup1
200454_NA20905.hap2@NA20905#2#JBHDWZ010000009.1:94589462-95141016:0-551555	HaploGroup1
200455_NA21093.hap1@NA21093#1#JBHIJC010000008.1:93337898-93889416:0-551519	HaploGroup1
200456_NA21093.hap2@NA21093#2#JBHIJD010000005.1:82344534-82896039:0-551506	HaploGroup1
200457_NA21102.hap1@NA21102#1#CM094425.1:144532856-145084430:0-551575	HaploGroup1
200458_NA21102.hap2@NA21102#2#CM094446.1:144883554-145435059:0-551506	HaploGroup1
200459_NA21106.hap1@NA21106#1#JBHIJA010000040.1:95244581-95796030:0-551450	HaploGroup1
200460_NA21106.hap2@NA21106#2#JBHIJB010000002.1:93934248-94485824:0-551577	HaploGroup1
200461_NA21110.hap1@NA21110#1#CM089665.1:146738252-147289708:0-551457	HaploGroup1
200462_NA21110.hap2@NA21110#2#CM089681.1:145962892-146514357:0-551466	HaploGroup1
200463_NA21144.hap1@NA21144#1#CM094093.1:144774917-145326401:0-551485	HaploGroup1
200464_NA21144.hap2@NA21144#2#CM094109.1:145599644-146151075:0-551432	HaploGroup1
210001_APR-F.hap1@APR-F#1#JBHMRX010000021.1:0-551452	HaploGroup1
210002_APR-F.hap2@APR-F#2#JBHMRY010000010.1:0-551546	HaploGroup1
210003_APR-M.hap1@APR-M#1#JBHMRV010000015.1:0-551536	HaploGroup1
210004_APR-M.hap2@APR-M#2#JBHMRW010000011.1:0-551431	HaploGroup1
210005_APR001.hap1@APR001#1#JBHMUX010000011.1:0-551573	HaploGroup1
210006_APR001.hap2@APR001#2#JBHMUY010000017.1:0-551481	HaploGroup1
210007_APR002.hap1@APR002#1#JBHMUV010000005.1:0-551563	HaploGroup1
210008_APR002.hap2@APR002#2#JBHMUW010000016.1:0-551528	HaploGroup1
210009_APR003.hap1@APR003#1#JBHMUU010000026.1:0-551484	HaploGroup1
210010_APR003.hap2@APR003#2#JBHMUT010000025.1:0-551555	HaploGroup1
210011_APR004.hap1@APR004#1#JBHMUR010000010.1:0-551469	HaploGroup1
210012_APR004.hap2@APR004#2#JBHMUS010000019.1:0-551535	HaploGroup1
210013_APR005.hap1@APR005#1#JBHMUP010000004.1:0-551468	HaploGroup1
210014_APR005.hap2@APR005#2#JBHMUQ010000008.1:0-551375	HaploGroup1
210015_APR006.hap1@APR006#1#JBHMUN010000013.1:0-551590	HaploGroup1
210016_APR006.hap2@APR006#2#JBHMUO010000022.1:0-551472	HaploGroup1
210017_APR007.hap1@APR007#1#JBHMUL010000001.1:0-551459	HaploGroup1
210018_APR007.hap2@APR007#2#JBHMUM010000015.1:0-551562	HaploGroup1
210019_APR008.hap1@APR008#1#JBHMUJ010000011.1:0-551445	HaploGroup1
210020_APR008.hap2@APR008#2#JBHMUK010000018.1:0-551374	HaploGroup1
210021_APR009.hap1@APR009#1#JBHMUH010000013.1:0-551535	HaploGroup1
210022_APR009.hap2@APR009#2#JBHMUI010000026.1:0-551545	HaploGroup1
210023_APR010.hap1@APR010#1#JBHMUG010000007.1:0-551518	HaploGroup1
210024_APR010.hap2@APR010#2#JBHMUF010000004.1:0-551553	HaploGroup1
210025_APR011.hap1@APR011#1#JBHMUD010000016.1:0-551515	HaploGroup1
210026_APR011.hap2@APR011#2#JBHMUE010000006.1:0-551427	HaploGroup1
210027_APR012.hap1@APR012#1#JBHMUC010000015.1:0-551492	HaploGroup1
210028_APR012.hap2@APR012#2#JBHMUB010000005.1:0-551487	HaploGroup1
210029_APR013.hap1@APR013#1#JBHMUA010000003.1:0-551447	HaploGroup1
210030_APR013.hap2@APR013#2#JBHMTZ010000016.1:0-551431	HaploGroup1
210031_APR014.hap1@APR014#1#JBHMTX010000009.1:0-551573	HaploGroup1
210032_APR014.hap2@APR014#2#JBHMTY010000021.1:0-551586	HaploGroup1
210033_APR015.hap1@APR015#1#JBHMTV010000014.1:0-551488	HaploGroup1
210034_APR015.hap2@APR015#2#JBHMTW010000001.1:0-551428	HaploGroup1
210035_APR016.hap1@APR016#1#JBHMTT010000005.1:0-551533	HaploGroup1
210036_APR016.hap2@APR016#2#JBHMTU010000007.1:0-551497	HaploGroup1
210037_APR018.hap1@APR018#1#JBHMTR010000023.1:0-551475	HaploGroup1
210038_APR018.hap2@APR018#2#JBHMTS010000006.1:0-551542	HaploGroup1
210039_APR019.hap1@APR019#1#JBHMTP010000001.1:0-551481	HaploGroup1
210040_APR019.hap2@APR019#2#JBHMTQ010000028.1:0-551500	HaploGroup1
210041_APR020.hap1@APR020#1#JBHMTN010000010.1:0-549825	HaploGroup1
210042_APR020.hap2@APR020#2#JBHMTO010000020.1:0-551468	HaploGroup1
210043_APR021.hap1@APR021#1#JBHMTL010000015.1:0-551426	HaploGroup1
210044_APR021.hap2@APR021#2#JBHMTM010000022.1:0-551414	HaploGroup1
210045_APR022.hap1@APR022#1#JBHMTJ010000009.1:0-551555	HaploGroup1
210046_APR022.hap2@APR022#2#JBHMTK010000019.1:0-551463	HaploGroup1
210047_APR023.hap1@APR023#1#JBHMTI010000014.1:0-551434	HaploGroup1
210048_APR023.hap2@APR023#2#JBHMTH010000001.1:0-551523	HaploGroup1
210049_APR024.hap1@APR024#1#JBHMTF010000003.1:0-551434	HaploGroup1
210050_APR024.hap2@APR024#2#JBHMTG010000029.1:0-551494	HaploGroup1
210051_APR025.hap1@APR025#1#JBHMTD010000016.1:0-551447	HaploGroup1
210052_APR025.hap2@APR025#2#JBHMTE010000018.1:0-551426	HaploGroup1
210053_APR026.hap1@APR026#1#JBHMTC010000017.1:0-551591	HaploGroup1
210054_APR026.hap2@APR026#2#JBHMTB010000018.1:0-551499	HaploGroup1
210055_APR027.hap1@APR027#1#JBHMSZ010000010.1:0-551477	HaploGroup1
210056_APR027.hap2@APR027#2#JBHMTA010000001.1:0-551562	HaploGroup1
210057_APR029.hap1@APR029#1#JBHMSX010000004.1:0-551560	HaploGroup1
210058_APR029.hap2@APR029#2#JBHMSY010000020.1:0-551561	HaploGroup1
210059_APR030.hap1@APR030#1#JBHMSV010000010.1:0-551558	HaploGroup1
210060_APR030.hap2@APR030#2#JBHMSW010000005.1:0-551545	HaploGroup1
210061_APR031.hap1@APR031#1#JBHMST010000009.1:0-551568	HaploGroup1
210062_APR031.hap2@APR031#2#JBHMSU010000012.1:0-551594	HaploGroup1
210063_APR032.hap1@APR032#1#JBHMSR010000028.1:0-551536	HaploGroup1
210064_APR032.hap2@APR032#2#JBHMSS010000004.1:0-551551	HaploGroup1
210065_APR033.hap1@APR033#1#JBHMSP010000029.1:0-551535	HaploGroup1
210066_APR033.hap2@APR033#2#JBHMSQ010000012.1:0-551473	HaploGroup1
210067_APR034.hap1@APR034#1#JBHMSN010000021.1:0-551450	HaploGroup1
210068_APR034.hap2@APR034#2#JBHMSO010000001.1:0-551500	HaploGroup1
210069_APR035.hap1@APR035#1#JBHMSL010000019.1:0-551498	HaploGroup1
210070_APR035.hap2@APR035#2#JBHMSM010000012.1:0-551575	HaploGroup1
210071_APR036.hap1@APR036#1#JBHMSJ010000011.1:0-551415	HaploGroup1
210072_APR036.hap2@APR036#2#JBHMSK010000003.1:0-551440	HaploGroup1
210073_APR037.hap1@APR037#1#JBHMSH010000011.1:0-551440	HaploGroup1
210074_APR037.hap2@APR037#2#JBHMSI010000053.1:0-551493	HaploGroup1
210075_APR038.hap1@APR038#1#JBHMSG010000002.1:0-551861	HaploGroup1
210077_APR039.hap1@APR039#1#JBHMSE010000013.1:0-551515	HaploGroup1
210078_APR039.hap2@APR039#2#JBHMSD010000027.1:0-551553	HaploGroup1
210079_APR040.hap1@APR040#1#JBHMSB010000028.1:0-551550	HaploGroup1
210080_APR040.hap2@APR040#2#JBHMSC010000021.1:0-551419	HaploGroup1
210081_APR041.hap1@APR041#1#JBHMSA010000003.1:0-551459	HaploGroup1
210082_APR041.hap2@APR041#2#JBHMRZ010000003.1:0-551430	HaploGroup1
210083_APR042.hap1@APR042#1#JBHMRR010000009.1:0-551584	HaploGroup1
210084_APR042.hap2@APR042#2#JBHMRS010000013.1:0-551452	HaploGroup1
210085_APR043.hap1@APR043#1#JBHMRP010000016.1:0-551455	HaploGroup1
210086_APR043.hap2@APR043#2#JBHMRQ010000010.1:0-551510	HaploGroup1
210087_APR044.hap1@APR044#1#JBHMRN010000014.1:0-551433	HaploGroup1
210088_APR044.hap2@APR044#2#JBHMRO010000003.1:0-551480	HaploGroup1
210089_APR045.hap1@APR045#1#JBHMRL010000002.1:0-551426	HaploGroup1
210090_APR045.hap2@APR045#2#JBHMRM010000005.1:0-551596	HaploGroup1
210091_APR046.hap1@APR046#1#JBHMRK010000001.1:0-551397	HaploGroup1
210092_APR046.hap2@APR046#2#JBHMRJ010000031.1:0-551490	HaploGroup1
210093_APR047.hap1@APR047#1#JBHMRH010000010.1:0-551448	HaploGroup1
210094_APR047.hap2@APR047#2#JBHMRI010000011.1:0-551565	HaploGroup1
210095_APR048.hap1@APR048#1#JBHMRF010000018.1:0-551420	HaploGroup1
210096_APR048.hap2@APR048#2#JBHMRG010000001.1:0-551466	HaploGroup1
210097_APR049.hap1@APR049#1#JBHMRD010000009.1:0-551426	HaploGroup1
210098_APR049.hap2@APR049#2#JBHMRE010000005.1:0-551473	HaploGroup1
210099_APR050.hap1@APR050#1#JBHMRC010000001.1:0-551477	HaploGroup1
210100_APR050.hap2@APR050#2#JBHMRB010000016.1:0-551523	HaploGroup1
210101_APR051.hap1@APR051#1#JBHMQZ010000011.1:0-551467	HaploGroup1
210102_APR051.hap2@APR051#2#JBHMRA010000026.1:0-551553	HaploGroup1
210103_APR052.hap1@APR052#1#JBHMQX010000002.1:0-551424	HaploGroup1
210104_APR052.hap2@APR052#2#JBHMQY010000001.1:0-551457	HaploGroup1
HG02554.2.chr@NC_060928.1:145779364-146330894:1-551531	HaploGroup1
200061_HG01243.pat@HG01243#1#JAHEOY020000048.1:93536135-93984296:0-448162	HaploGroup2
200332_HG03209.hap2@HG03209#2#CM087229.1:144342789-144790953:0-448165	HaploGroup2
200062_HG01243.mat@HG01243#2#JAHEOX020000006.1:93612578-94053718:0-441141	HaploGroup3
200083_HG01891.pat@HG01891#1#JAGYVO020000008.1:145848069-146289158:0-441090	HaploGroup3
200123_HG02109.pat@HG02109#1#CM092159.1:145032959-145474099:0-441141	HaploGroup3
200182_HG02841.mat@HG02841#2#JBJKOH010000047.1:145250504-145691562:0-441059	HaploGroup3
200185_HG02984.pat@HG02984#1#JBJKOM010000043.1:94267194-94708248:0-441055	HaploGroup3
200327_HG03139.hap1@HG03139#1#CM091853.1:145633495-146074616:0-441122	HaploGroup3
200328_HG03139.hap2@HG03139#2#CM091838.1:146171926-146613014:0-441089	HaploGroup3
200336_HG03270.hap2@HG03270#2#JBHIKD010000002.1:145014209-145455253:0-441045	HaploGroup3
200346_HG03583.hap2@HG03583#2#JBHIKB010000044.1:144105261-144546343:0-441083	HaploGroup3
200415_NA19443.hap1@NA19443#1#JBHIIQ010000050.1:143878021-144319108:0-441088	HaploGroup3
200134_HG02148.mat@HG02148#2#JAHAMF020000007.1:94378552-95049318:0-670767	HaploGroup4
200260_HG00099.hap2@HG00099#2#CM087359.1:144171675-144741549:0-569875	HaploGroup5
200334_HG03225.hap2@HG03225#2#JBHIIH010000004.1:145026272-145618329:0-592058	HaploGroup6
200339_HG03470.hap1@HG03470#1#CM091820.1:145245134-145837207:0-592074	HaploGroup6
210076_APR038.hap2@APR038#2#JBHMSF010000002.1:0-626781	HaploGroup7
HG02554.1.chr@NC_060928.1:145315365-146249433:1-934069	HaploGroup8
