id	common_name	allele_count	sample_size	impact	gene	feature	consequence	chrom	pos	end	svtype	svlen	total_allele_count	allele_frequency	type_simplified
svim_asm.183485	Western	20	15	HIGH	LOC100609914,LOC112207414,LOC134808763	XM_054669508.1,XM_063797348.1,XM_063797349.1,XM_063797350.1,XM_063797352.1,XR_008540057.2,XR_010152401.1,XR_010152402.1,XR_010152404.1,XR_010152408.1	transcript_ablation,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant,splice_acceptor_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	68057264	68130382	DEL	-73118	25	0.5208333333333334	Non-repeat
svim_asm.183485	Western x Central	5	4	HIGH	LOC100609914,LOC112207414,LOC134808763	XM_054669508.1,XM_063797348.1,XM_063797349.1,XM_063797350.1,XM_063797352.1,XR_008540057.2,XR_010152401.1,XR_010152402.1,XR_010152404.1,XR_010152408.1	transcript_ablation,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant,splice_acceptor_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	68057264	68130382	DEL	-73118	25	0.5208333333333334	Non-repeat
svim_asm.183485	Central	0	2	HIGH	LOC100609914,LOC112207414,LOC134808763	XM_054669508.1,XM_063797348.1,XM_063797349.1,XM_063797350.1,XM_063797352.1,XR_008540057.2,XR_010152401.1,XR_010152402.1,XR_010152404.1,XR_010152408.1	transcript_ablation,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant,splice_acceptor_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	68057264	68130382	DEL	-73118	25	0.5208333333333334	Non-repeat
svim_asm.183485	Eastern	0	3	HIGH	LOC100609914,LOC112207414,LOC134808763	XM_054669508.1,XM_063797348.1,XM_063797349.1,XM_063797350.1,XM_063797352.1,XR_008540057.2,XR_010152401.1,XR_010152402.1,XR_010152404.1,XR_010152408.1	transcript_ablation,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant,splice_acceptor_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	68057264	68130382	DEL	-73118	25	0.5208333333333334	Non-repeat
svim_asm.183486	Western	1	15	HIGH	LOC100609914,LOC112207414,LOC134808763	XM_054669508.1,XM_063797348.1,XM_063797349.1,XM_063797350.1,XM_063797352.1,XR_008540057.2,XR_010152401.1,XR_010152402.1,XR_010152404.1,XR_010152408.1	transcript_ablation,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant,splice_acceptor_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	68057264	68130382	DEL	-73118	2	0.04166666666666666	Non-repeat
svim_asm.183486	Western x Central	1	4	HIGH	LOC100609914,LOC112207414,LOC134808763	XM_054669508.1,XM_063797348.1,XM_063797349.1,XM_063797350.1,XM_063797352.1,XR_008540057.2,XR_010152401.1,XR_010152402.1,XR_010152404.1,XR_010152408.1	transcript_ablation,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant,splice_acceptor_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	68057264	68130382	DEL	-73118	2	0.04166666666666666	Non-repeat
svim_asm.183486	Central	0	2	HIGH	LOC100609914,LOC112207414,LOC134808763	XM_054669508.1,XM_063797348.1,XM_063797349.1,XM_063797350.1,XM_063797352.1,XR_008540057.2,XR_010152401.1,XR_010152402.1,XR_010152404.1,XR_010152408.1	transcript_ablation,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant,splice_acceptor_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	68057264	68130382	DEL	-73118	2	0.04166666666666666	Non-repeat
svim_asm.183486	Eastern	0	3	HIGH	LOC100609914,LOC112207414,LOC134808763	XM_054669508.1,XM_063797348.1,XM_063797349.1,XM_063797350.1,XM_063797352.1,XR_008540057.2,XR_010152401.1,XR_010152402.1,XR_010152404.1,XR_010152408.1	transcript_ablation,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant,splice_acceptor_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	68057264	68130382	DEL	-73118	2	0.04166666666666666	Non-repeat
svim_asm.183489	Western	0	15	HIGH	LOC112207414	XM_063797352.1	splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr18_hap1_hsa16	68060306	68063361	DEL	-3055	1	0.02083333333333333	Non-repeat
svim_asm.183489	Western x Central	1	4	HIGH	LOC112207414	XM_063797352.1	splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr18_hap1_hsa16	68060306	68063361	DEL	-3055	1	0.02083333333333333	Non-repeat
svim_asm.183489	Central	0	2	HIGH	LOC112207414	XM_063797352.1	splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr18_hap1_hsa16	68060306	68063361	DEL	-3055	1	0.02083333333333333	Non-repeat
svim_asm.183489	Eastern	0	3	HIGH	LOC112207414	XM_063797352.1	splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr18_hap1_hsa16	68060306	68063361	DEL	-3055	1	0.02083333333333333	Non-repeat
svim_asm.183677	Western	0	15	HIGH	LOC112207825	XR_002942252.3	splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	68270108	68270469	DEL	-361	1	0.02083333333333333	Non-repeat
svim_asm.183677	Western x Central	0	4	HIGH	LOC112207825	XR_002942252.3	splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	68270108	68270469	DEL	-361	1	0.02083333333333333	Non-repeat
svim_asm.183677	Central	1	2	HIGH	LOC112207825	XR_002942252.3	splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	68270108	68270469	DEL	-361	1	0.02083333333333333	Non-repeat
svim_asm.183677	Eastern	0	3	HIGH	LOC112207825	XR_002942252.3	splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	68270108	68270469	DEL	-361	1	0.02083333333333333	Non-repeat
svim_asm.183879	Western	1	15	HIGH	TLE7	XM_054668460.2	frameshift_variant	chr18_hap1_hsa16	71247456	71247518	DEL	-62	1	0.02083333333333333	Non-repeat
svim_asm.183879	Western x Central	0	4	HIGH	TLE7	XM_054668460.2	frameshift_variant	chr18_hap1_hsa16	71247456	71247518	DEL	-62	1	0.02083333333333333	Non-repeat
svim_asm.183879	Central	0	2	HIGH	TLE7	XM_054668460.2	frameshift_variant	chr18_hap1_hsa16	71247456	71247518	DEL	-62	1	0.02083333333333333	Non-repeat
svim_asm.183879	Eastern	0	3	HIGH	TLE7	XM_054668460.2	frameshift_variant	chr18_hap1_hsa16	71247456	71247518	DEL	-62	1	0.02083333333333333	Non-repeat
svim_asm.183888	Western	0	15	HIGH	LOC107968886	XR_008540068.2	splice_acceptor_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	71370191	71371455	DEL	-1264	1	0.02083333333333333	Non-repeat
svim_asm.183888	Western x Central	0	4	HIGH	LOC107968886	XR_008540068.2	splice_acceptor_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	71370191	71371455	DEL	-1264	1	0.02083333333333333	Non-repeat
svim_asm.183888	Central	1	2	HIGH	LOC107968886	XR_008540068.2	splice_acceptor_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	71370191	71371455	DEL	-1264	1	0.02083333333333333	Non-repeat
svim_asm.183888	Eastern	0	3	HIGH	LOC107968886	XR_008540068.2	splice_acceptor_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	71370191	71371455	DEL	-1264	1	0.02083333333333333	Non-repeat
svim_asm.184060	Western	0	15	HIGH	ADAT1	XM_054668472.2,XM_063797442.1,XM_063797445.1,XM_063797448.1	splice_donor_variant,splice_donor_5th_base_variant,intron_variant	chr18_hap1_hsa16	73734860	73735026	DEL	-166	4	0.08333333333333333	Retroposon/SVA
svim_asm.184060	Western x Central	0	4	HIGH	ADAT1	XM_054668472.2,XM_063797442.1,XM_063797445.1,XM_063797448.1	splice_donor_variant,splice_donor_5th_base_variant,intron_variant	chr18_hap1_hsa16	73734860	73735026	DEL	-166	4	0.08333333333333333	Retroposon/SVA
svim_asm.184060	Central	0	2	HIGH	ADAT1	XM_054668472.2,XM_063797442.1,XM_063797445.1,XM_063797448.1	splice_donor_variant,splice_donor_5th_base_variant,intron_variant	chr18_hap1_hsa16	73734860	73735026	DEL	-166	4	0.08333333333333333	Retroposon/SVA
svim_asm.184060	Eastern	4	3	HIGH	ADAT1	XM_054668472.2,XM_063797442.1,XM_063797445.1,XM_063797448.1	splice_donor_variant,splice_donor_5th_base_variant,intron_variant	chr18_hap1_hsa16	73734860	73735026	DEL	-166	4	0.08333333333333333	Retroposon/SVA
svim_asm.184061	Western	11	15	HIGH	ADAT1	XM_054668472.2,XM_063797442.1,XM_063797445.1,XM_063797448.1	splice_donor_variant,splice_donor_5th_base_variant,intron_variant	chr18_hap1_hsa16	73734898	73735026	DEL	-128	15	0.3125	Retroposon/SVA
svim_asm.184061	Western x Central	4	4	HIGH	ADAT1	XM_054668472.2,XM_063797442.1,XM_063797445.1,XM_063797448.1	splice_donor_variant,splice_donor_5th_base_variant,intron_variant	chr18_hap1_hsa16	73734898	73735026	DEL	-128	15	0.3125	Retroposon/SVA
svim_asm.184061	Central	0	2	HIGH	ADAT1	XM_054668472.2,XM_063797442.1,XM_063797445.1,XM_063797448.1	splice_donor_variant,splice_donor_5th_base_variant,intron_variant	chr18_hap1_hsa16	73734898	73735026	DEL	-128	15	0.3125	Retroposon/SVA
svim_asm.184061	Eastern	0	3	HIGH	ADAT1	XM_054668472.2,XM_063797442.1,XM_063797445.1,XM_063797448.1	splice_donor_variant,splice_donor_5th_base_variant,intron_variant	chr18_hap1_hsa16	73734898	73735026	DEL	-128	15	0.3125	Retroposon/SVA
svim_asm.184139	Western	1	15	HIGH	LOC104002679	XR_008539831.2,XR_010152459.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	74726915	74764588	DEL	-37673	1	0.02083333333333333	Non-repeat
svim_asm.184139	Western x Central	0	4	HIGH	LOC104002679	XR_008539831.2,XR_010152459.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	74726915	74764588	DEL	-37673	1	0.02083333333333333	Non-repeat
svim_asm.184139	Central	0	2	HIGH	LOC104002679	XR_008539831.2,XR_010152459.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	74726915	74764588	DEL	-37673	1	0.02083333333333333	Non-repeat
svim_asm.184139	Eastern	0	3	HIGH	LOC104002679	XR_008539831.2,XR_010152459.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr18_hap1_hsa16	74726915	74764588	DEL	-37673	1	0.02083333333333333	Non-repeat
svim_asm.184365	Western	1	15	HIGH	LOC454266	XM_054668490.2	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant	chr18_hap1_hsa16	79298018	79343184	DEL	-45166	2	0.04166666666666666	Non-repeat
svim_asm.184365	Western x Central	1	4	HIGH	LOC454266	XM_054668490.2	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant	chr18_hap1_hsa16	79298018	79343184	DEL	-45166	2	0.04166666666666666	Non-repeat
svim_asm.184365	Central	0	2	HIGH	LOC454266	XM_054668490.2	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant	chr18_hap1_hsa16	79298018	79343184	DEL	-45166	2	0.04166666666666666	Non-repeat
svim_asm.184365	Eastern	0	3	HIGH	LOC454266	XM_054668490.2	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant	chr18_hap1_hsa16	79298018	79343184	DEL	-45166	2	0.04166666666666666	Non-repeat
svim_asm.185313	Western	0	15	HIGH	KLHDC4	XM_001157288.8,XM_009431398.5,XM_009431399.5,XM_054668553.2,XM_054668554.2,XM_063797929.1,XM_063797930.1,XM_063797931.1,XM_063797933.1,XM_063797934.1,XM_063797935.1,XM_063797937.1,XM_063797939.1,XM_063797940.1,XM_063797941.1,XR_010152680.1,XR_010152681.1,XR_010152682.1	splice_acceptor_variant,5_prime_UTR_variant,intron_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	85944842	85945016	DEL	-174	12	0.25	Non-repeat
svim_asm.185313	Western x Central	2	4	HIGH	KLHDC4	XM_001157288.8,XM_009431398.5,XM_009431399.5,XM_054668553.2,XM_054668554.2,XM_063797929.1,XM_063797930.1,XM_063797931.1,XM_063797933.1,XM_063797934.1,XM_063797935.1,XM_063797937.1,XM_063797939.1,XM_063797940.1,XM_063797941.1,XR_010152680.1,XR_010152681.1,XR_010152682.1	splice_acceptor_variant,5_prime_UTR_variant,intron_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	85944842	85945016	DEL	-174	12	0.25	Non-repeat
svim_asm.185313	Central	4	2	HIGH	KLHDC4	XM_001157288.8,XM_009431398.5,XM_009431399.5,XM_054668553.2,XM_054668554.2,XM_063797929.1,XM_063797930.1,XM_063797931.1,XM_063797933.1,XM_063797934.1,XM_063797935.1,XM_063797937.1,XM_063797939.1,XM_063797940.1,XM_063797941.1,XR_010152680.1,XR_010152681.1,XR_010152682.1	splice_acceptor_variant,5_prime_UTR_variant,intron_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	85944842	85945016	DEL	-174	12	0.25	Non-repeat
svim_asm.185313	Eastern	6	3	HIGH	KLHDC4	XM_001157288.8,XM_009431398.5,XM_009431399.5,XM_054668553.2,XM_054668554.2,XM_063797929.1,XM_063797930.1,XM_063797931.1,XM_063797933.1,XM_063797934.1,XM_063797935.1,XM_063797937.1,XM_063797939.1,XM_063797940.1,XM_063797941.1,XR_010152680.1,XR_010152681.1,XR_010152682.1	splice_acceptor_variant,5_prime_UTR_variant,intron_variant,non_coding_transcript_exon_variant	chr18_hap1_hsa16	85944842	85945016	DEL	-174	12	0.25	Non-repeat
svim_asm.186870	Western	0	15	HIGH	DEF8	XM_016930452.3,XM_016930453.4,XM_016930457.3	feature_elongation,5_prime_UTR_variant	chr18_hap1_hsa16	88167397	88167536	DUP	140	3	0.0625	NA
svim_asm.186870	Western x Central	1	4	HIGH	DEF8	XM_016930452.3,XM_016930453.4,XM_016930457.3	feature_elongation,5_prime_UTR_variant	chr18_hap1_hsa16	88167397	88167536	DUP	140	3	0.0625	NA
svim_asm.186870	Central	2	2	HIGH	DEF8	XM_016930452.3,XM_016930453.4,XM_016930457.3	feature_elongation,5_prime_UTR_variant	chr18_hap1_hsa16	88167397	88167536	DUP	140	3	0.0625	NA
svim_asm.186870	Eastern	0	3	HIGH	DEF8	XM_016930452.3,XM_016930453.4,XM_016930457.3	feature_elongation,5_prime_UTR_variant	chr18_hap1_hsa16	88167397	88167536	DUP	140	3	0.0625	NA
svim_asm.19027	Western	0	15	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	415	1	0.02083333333333333	Non-repeat
svim_asm.19027	Western x Central	1	4	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	415	1	0.02083333333333333	Non-repeat
svim_asm.19027	Central	0	2	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	415	1	0.02083333333333333	Non-repeat
svim_asm.19027	Eastern	0	3	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	415	1	0.02083333333333333	Non-repeat
svim_asm.19028	Western	0	15	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	352	3	0.0625	Non-repeat
svim_asm.19028	Western x Central	0	4	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	352	3	0.0625	Non-repeat
svim_asm.19028	Central	3	2	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	352	3	0.0625	Non-repeat
svim_asm.19028	Eastern	0	3	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	352	3	0.0625	Non-repeat
svim_asm.19029	Western	0	15	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,inframe_insertion	chr10_hap1_hsa12	139907655	139907655	INS	192	6	0.125	Non-repeat
svim_asm.19029	Western x Central	0	4	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,inframe_insertion	chr10_hap1_hsa12	139907655	139907655	INS	192	6	0.125	Non-repeat
svim_asm.19029	Central	0	2	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,inframe_insertion	chr10_hap1_hsa12	139907655	139907655	INS	192	6	0.125	Non-repeat
svim_asm.19029	Eastern	6	3	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,inframe_insertion	chr10_hap1_hsa12	139907655	139907655	INS	192	6	0.125	Non-repeat
svim_asm.19030	Western	0	15	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	128	1	0.02083333333333333	Non-repeat
svim_asm.19030	Western x Central	0	4	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	128	1	0.02083333333333333	Non-repeat
svim_asm.19030	Central	1	2	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	128	1	0.02083333333333333	Non-repeat
svim_asm.19030	Eastern	0	3	HIGH	ZNF26	XM_016924746.3,XM_063785336.1,XM_063785337.1,XM_063785338.1	stop_gained,frameshift_variant	chr10_hap1_hsa12	139907655	139907655	INS	128	1	0.02083333333333333	Non-repeat
svim_asm.19086	Western	2	15	HIGH	LOC129135993	XR_010148504.1,XR_010148505.1,XR_010148506.1,XR_010148507.1,XR_010148508.1,XR_010148509.1,XR_010148510.1,XR_010148511.1,XR_010148512.1,XR_010148513.1,XR_010148514.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	18356	22086	DEL	-3730	2	0.04166666666666666	Non-repeat
svim_asm.19086	Western x Central	0	4	HIGH	LOC129135993	XR_010148504.1,XR_010148505.1,XR_010148506.1,XR_010148507.1,XR_010148508.1,XR_010148509.1,XR_010148510.1,XR_010148511.1,XR_010148512.1,XR_010148513.1,XR_010148514.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	18356	22086	DEL	-3730	2	0.04166666666666666	Non-repeat
svim_asm.19086	Central	0	2	HIGH	LOC129135993	XR_010148504.1,XR_010148505.1,XR_010148506.1,XR_010148507.1,XR_010148508.1,XR_010148509.1,XR_010148510.1,XR_010148511.1,XR_010148512.1,XR_010148513.1,XR_010148514.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	18356	22086	DEL	-3730	2	0.04166666666666666	Non-repeat
svim_asm.19086	Eastern	0	3	HIGH	LOC129135993	XR_010148504.1,XR_010148505.1,XR_010148506.1,XR_010148507.1,XR_010148508.1,XR_010148509.1,XR_010148510.1,XR_010148511.1,XR_010148512.1,XR_010148513.1,XR_010148514.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	18356	22086	DEL	-3730	2	0.04166666666666666	Non-repeat
svim_asm.19096	Western	0	15	HIGH	LOC129135993	XR_010148504.1,XR_010148505.1,XR_010148506.1,XR_010148507.1,XR_010148508.1,XR_010148509.1,XR_010148510.1,XR_010148511.1,XR_010148512.1,XR_010148513.1,XR_010148514.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	21746	25157	DEL	-3411	1	0.02083333333333333	Non-repeat
svim_asm.19096	Western x Central	0	4	HIGH	LOC129135993	XR_010148504.1,XR_010148505.1,XR_010148506.1,XR_010148507.1,XR_010148508.1,XR_010148509.1,XR_010148510.1,XR_010148511.1,XR_010148512.1,XR_010148513.1,XR_010148514.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	21746	25157	DEL	-3411	1	0.02083333333333333	Non-repeat
svim_asm.19096	Central	1	2	HIGH	LOC129135993	XR_010148504.1,XR_010148505.1,XR_010148506.1,XR_010148507.1,XR_010148508.1,XR_010148509.1,XR_010148510.1,XR_010148511.1,XR_010148512.1,XR_010148513.1,XR_010148514.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	21746	25157	DEL	-3411	1	0.02083333333333333	Non-repeat
svim_asm.19096	Eastern	0	3	HIGH	LOC129135993	XR_010148504.1,XR_010148505.1,XR_010148506.1,XR_010148507.1,XR_010148508.1,XR_010148509.1,XR_010148510.1,XR_010148511.1,XR_010148512.1,XR_010148513.1,XR_010148514.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	21746	25157	DEL	-3411	1	0.02083333333333333	Non-repeat
svim_asm.19201	Western	8	15	HIGH	LOC129135992	XM_054658619.2	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr11_hap1_hsa9	81763	95581	DEL	-13818	10	0.20833333333333337	Non-repeat
svim_asm.19201	Western x Central	2	4	HIGH	LOC129135992	XM_054658619.2	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr11_hap1_hsa9	81763	95581	DEL	-13818	10	0.20833333333333337	Non-repeat
svim_asm.19201	Central	0	2	HIGH	LOC129135992	XM_054658619.2	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr11_hap1_hsa9	81763	95581	DEL	-13818	10	0.20833333333333337	Non-repeat
svim_asm.19201	Eastern	0	3	HIGH	LOC129135992	XM_054658619.2	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr11_hap1_hsa9	81763	95581	DEL	-13818	10	0.20833333333333337	Non-repeat
svim_asm.19203	Western	0	15	HIGH	LOC129135992	XM_054658619.2	frameshift_variant	chr11_hap1_hsa9	106613	106613	INS	89	3	0.0625	Non-repeat
svim_asm.19203	Western x Central	2	4	HIGH	LOC129135992	XM_054658619.2	frameshift_variant	chr11_hap1_hsa9	106613	106613	INS	89	3	0.0625	Non-repeat
svim_asm.19203	Central	1	2	HIGH	LOC129135992	XM_054658619.2	frameshift_variant	chr11_hap1_hsa9	106613	106613	INS	89	3	0.0625	Non-repeat
svim_asm.19203	Eastern	0	3	HIGH	LOC129135992	XM_054658619.2	frameshift_variant	chr11_hap1_hsa9	106613	106613	INS	89	3	0.0625	Non-repeat
svim_asm.19208	Western	0	15	HIGH	LOC134807616	XR_010148515.1,XR_010148516.1,XR_010148517.1,XR_010148518.1	feature_elongation,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	153848	161172	DUP	7325	1	0.02083333333333333	NA
svim_asm.19208	Western x Central	1	4	HIGH	LOC134807616	XR_010148515.1,XR_010148516.1,XR_010148517.1,XR_010148518.1	feature_elongation,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	153848	161172	DUP	7325	1	0.02083333333333333	NA
svim_asm.19208	Central	0	2	HIGH	LOC134807616	XR_010148515.1,XR_010148516.1,XR_010148517.1,XR_010148518.1	feature_elongation,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	153848	161172	DUP	7325	1	0.02083333333333333	NA
svim_asm.19208	Eastern	0	3	HIGH	LOC134807616	XR_010148515.1,XR_010148516.1,XR_010148517.1,XR_010148518.1	feature_elongation,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	153848	161172	DUP	7325	1	0.02083333333333333	NA
svim_asm.19211	Western	0	15	HIGH	LOC134807616	XR_010148515.1,XR_010148516.1,XR_010148517.1,XR_010148518.1	feature_elongation,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	180345	183885	DUP	3541	1	0.02083333333333333	NA
svim_asm.19211	Western x Central	1	4	HIGH	LOC134807616	XR_010148515.1,XR_010148516.1,XR_010148517.1,XR_010148518.1	feature_elongation,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	180345	183885	DUP	3541	1	0.02083333333333333	NA
svim_asm.19211	Central	0	2	HIGH	LOC134807616	XR_010148515.1,XR_010148516.1,XR_010148517.1,XR_010148518.1	feature_elongation,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	180345	183885	DUP	3541	1	0.02083333333333333	NA
svim_asm.19211	Eastern	0	3	HIGH	LOC134807616	XR_010148515.1,XR_010148516.1,XR_010148517.1,XR_010148518.1	feature_elongation,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	180345	183885	DUP	3541	1	0.02083333333333333	NA
svim_asm.19221	Western	1	15	HIGH	LOC134807616	XR_010148515.1,XR_010148516.1,XR_010148517.1,XR_010148518.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	154606	177304	DEL	-22698	1	0.02083333333333333	Non-repeat
svim_asm.19221	Western x Central	0	4	HIGH	LOC134807616	XR_010148515.1,XR_010148516.1,XR_010148517.1,XR_010148518.1	splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,non_coding_transcript_exon_variant,intron_variant	chr11_hap1_hsa9	154606	177304	DEL	-22698	1	0.02083333333333333	Non-repeat
