name	human	chimpanzee	bonobo	description
ABRAXAS2	0	1	1	abraxas 2%2C BRISC complex subunit
ZRANB1	0	1	0	zinc finger RANBP2-type containing 1
DHX32	0	1	1	DEAH-box helicase 32 (putative)
C10H10orf90	0	1	0	chromosome 10 C10orf90 homolog
LOC112204578	0	1	0	RNA-binding protein 38-like
INSYN2A	0	1	1	inhibitory synaptic factor 2A
GLRX3	0	1	1	glutaredoxin 3
PPP2R2D	0	1	0	protein phosphatase 2 regulatory subunit Bdelta
UTF1	0	1	0	undifferentiated embryonic cell transcription factor 1
CALY	0	1	1	calcyon neuron specific vesicular protein
PRAP1	0	1	4	proline rich acidic protein 1
FUOM	0	1	0	fucose mutarotase
PAOX	0	1	0	polyamine oxidase
SPRN	0	1	0	shadow of prion protein
LOC134807081	0	1	0	scavenger receptor cysteine-rich domain-containing protein SCART1-like
LOC100608666	0	1	0	protein FAM87A-like
LOC129136305	0	1	0	MAM and LDL-receptor class A domain-containing protein 1-like
RIC8A	0	1	0	RIC8 guanine nucleotide exchange factor A
BET1L	0	1	0	Bet1 golgi vesicular membrane trafficking protein like
RNH1	0	1	1	ribonuclease/angiogenin inhibitor 1
RASSF7	0	4	0	Ras association domain family member 7
LMNTD2	0	1	0	lamin tail domain containing 2
RPLP2	0	1	0	ribosomal protein lateral stalk subunit P2
MUC2	0	1	0	mucin 2%2C oligomeric mucus/gel-forming
MUC5B	0	4	0	mucin 5B%2C oligomeric mucus/gel-forming
LOC112204781	0	1	0	keratin-associated protein 5-4
SYT8	0	1	0	synaptotagmin 8
MRPL23	0	1	0	mitochondrial ribosomal protein L23
TSPAN32	0	1	0	tetraspanin 32
SLC22A18	0	1	0	solute carrier family 22 member 18
NAP1L4	0	1	0	nucleosome assembly protein 1 like 4
OSBPL5	0	1	1	oxysterol binding protein like 5
LOC104008393	0	1	0	acyl-coenzyme A synthetase ACSM1, mitochondrial-like
ART5	0	1	0	ADP-ribosyltransferase 5
ART1	0	4	0	ADP-ribosyltransferase 1
NUP98	0	1	1	nucleoporin 98 and 96 precursor
PGAP2	0	1	1	post-GPI attachment to proteins 2
LOC112204801	0	4	0	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC748182	0	4	0	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC112204802	0	4	0	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC100612918	0	4	0	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC134807288	0	4	0	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC112204803	0	4	0	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2
LOC134807289	0	4	0	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC134807290	0	4	0	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC745955	0	4	0	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC112204800	0	4	0	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129136397	0	4	0	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC466333	0	1	0	olfactory receptor 52P1-like
OR52K2	0	1	0	olfactory receptor family 52 subfamily K member 2
OR52M1	0	1	0	olfactory receptor family 52 subfamily M member 1
OR51E2	0	1	0	olfactory receptor family 51 subfamily E member 2
LOC104008398	0	1	0	olfactory receptor 51F2
LOC100611659	0	1	0	olfactory receptor 51F2-like
LOC466347	0	1	0	olfactory receptor 51F2-like
LOC100611224	0	1	0	olfactory receptor 51S1
OR51G1	0	1	0	olfactory receptor family 51 subfamily G member 1
LOC100615983	0	1	0	olfactory receptor 51A4
LOC129136400	0	4	0	olfactory receptor 51A4-like
OR52J3	0	1	0	olfactory receptor family 52 subfamily J member 3
HBE1	0	1	0	hemoglobin subunit epsilon 1
OR51B6	0	1	0	olfactory receptor family 51 subfamily B member 6
OR51Q1	0	1	0	olfactory receptor family 51 subfamily Q member 1
OR51I1	0	1	0	olfactory receptor family 51 subfamily I member 1
OR52D1	0	1	0	olfactory receptor family 52 subfamily D member 1
OR52E4	0	1	0	olfactory receptor family 52 subfamily E member 4
LOC466401	0	1	0	olfactory receptor 52E5-like
OR56A4	0	1	0	olfactory receptor family 56 subfamily A member 4
CCKBR	0	1	0	cholecystokinin B receptor
CAVIN3	0	1	0	caveolae associated protein 3
DNHD1	0	1	0	dynein heavy chain domain 1
TIMM10B	0	1	0	translocase of inner mitochondrial membrane 10B
RRP8	0	1	0	ribosomal RNA processing 8
MRPL17	0	1	1	mitochondrial ribosomal protein L17
LOC451002	0	4	0	interferon-induced very large GTPase 1
LOC104008404	0	1	0	basic proline-rich protein
LOC466428	0	4	0	olfactory receptor 5P1-like
LOC466434	0	1	0	olfactory receptor 10A3
EIF3F	0	1	0	eukaryotic translation initiation factor 3 subunit F
TUB	0	1	0	TUB bipartite transcription factor
RIC3	0	1	0	RIC3 acetylcholine receptor chaperone
TMEM9B	0	1	1	TMEM9 domain family member B
DENND5A	0	1	1	DENN domain containing 5A
MTRNR2L8	0	1	0	MT-RNR2 like 8
AMPD3	0	1	0	adenosine monophosphate deaminase 3
RNF141	0	1	0	ring finger protein 141
LYVE1	0	1	0	lymphatic vessel endothelial hyaluronan receptor 1
ZBED5	0	1	0	zinc finger BED-type containing 5
ARNTL	0	1	0	aryl hydrocarbon receptor nuclear translocator like
BTBD10	0	1	0	BTB domain containing 10
PTH	0	1	0	parathyroid hormone
FAR1	0	1	0	fatty acyl-CoA reductase 1
CYP2R1	0	1	0	cytochrome P450 family 2 subfamily R member 1
INSC	0	1	1	INSC spindle orientation adaptor protein
LOC107967030	0	1	0	olfactory receptor 7E24-like
RPS13	0	1	1	ribosomal protein S13
NCR3LG1	0	1	0	natural killer cell cytotoxicity receptor 3 ligand 1
USH1C	0	1	0	USH1 protein network component harmonin
OTOG	0	1	0	otogelin
SERGEF	0	1	0	secretion regulating guanine nucleotide exchange factor
KCNC1	0	1	1	potassium voltage-gated channel subfamily C member 1
GTF2H1	0	1	0	general transcription factor IIH subunit 1
LDHA	0	1	0	lactate dehydrogenase A
LDHC	0	1	0	lactate dehydrogenase C
TSG101	0	1	1	tumor susceptibility 101
LDHAL6A	0	4	0	lactate dehydrogenase A like 6A
SPTY2D1	0	1	0	SPT2 chromatin protein domain containing 1
PTPN5	0	1	0	protein tyrosine phosphatase non-receptor type 5
HTATIP2	0	1	0	HIV-1 Tat interactive protein 2
SLC6A5	0	1	0	solute carrier family 6 member 5
GAS2	0	1	0	growth arrest specific 2
BBOX1	0	1	0	gamma-butyrobetaine hydroxylase 1
EIF3M	0	1	0	eukaryotic translation initiation factor 3 subunit M
DEPDC7	0	1	0	DEP domain containing 7
C9H11orf91	0	1	0	chromosome 9 C11orf91 homolog
CD59	0	1	0	CD59 molecule (CD59 blood group)
FBXO3	0	1	0	F-box protein 3
EHF	0	1	0	ETS homologous factor
APIP	0	1	0	APAF1 interacting protein
PDHX	0	1	1	pyruvate dehydrogenase complex component X
LOC129135242	0	1	0	large ribosomal subunit protein uL23-like
ALX4	0	1	1	ALX homeobox 4
SYT13	0	1	0	synaptotagmin 13
SLC35C1	0	1	0	solute carrier family 35 member C1
PEX16	0	1	0	peroxisomal biogenesis factor 16
FREY1	0	1	0	Frey regulator of sperm-oocyte fusion 1
ATG13	0	1	1	autophagy related 13
ARHGAP1	0	1	0	Rho GTPase activating protein 1
AGBL2	0	1	0	AGBL carboxypeptidase 2
LOC466513	0	1	0	olfactory receptor 4X1
LOC107967334	0	1	0	olfactory receptor 4A5
LOC466737	0	1	0	tripartite motif-containing 49-like
LOC451709	0	4	0	NADPH oxidase 4-like
OR4C13	0	1	0	olfactory receptor family 4 subfamily C member 13
LOC451711	0	1	0	tripartite motif-containing 49-like
OR4A15	0	4	0	olfactory receptor family 4 subfamily A member 15
LOC100614880	0	4	0	olfactory receptor 4A16-like
LOC746859	0	1	0	olfactory receptor 4A16-like
LOC466533	0	1	0	olfactory receptor 4C11-like
LOC747017	0	1	0	olfactory receptor 4P4
LOC747092	0	1	0	olfactory receptor 5D13
LOC747111	0	1	0	olfactory receptor 5D13
OR5D18	0	1	0	olfactory receptor family 5 subfamily D member 18
OR5L2	0	1	0	olfactory receptor family 5 subfamily L member 2
LOC466541	0	1	0	olfactory receptor 5D16
LOC747236	0	1	0	tripartite motif-containing protein 51
LOC747344	0	1	0	olfactory receptor 5F1
LOC466543	0	1	0	olfactory receptor 5F1-like
OR5AS1	0	1	0	olfactory receptor family 5 subfamily AS member 1
LOC100609139	0	1	0	olfactory receptor 8J3
OR5J2	0	1	0	olfactory receptor family 5 subfamily J member 2
LOC466552	0	1	0	olfactory receptor 8J2
LOC740517	0	1	0	olfactory receptor 5T3
LOC466555	0	1	0	olfactory receptor 8H1
LOC466561	0	1	0	olfactory receptor 8U9-like
LOC100608661	0	1	0	olfactory receptor 5M3
OR5M9	0	1	0	olfactory receptor family 5 subfamily M member 9
LOC466568	0	1	0	olfactory receptor 5M8-like
OR5M10	0	1	0	olfactory receptor family 5 subfamily M member 10
FADS2B	0	1	0	fatty acid desaturase 2B
OR5AK2	0	1	0	olfactory receptor family 5 subfamily AK member 2
LRRC55	0	1	0	leucine rich repeat containing 55
RTN4RL2	0	1	1	reticulon 4 receptor like 2
SLC43A1	0	1	1	solute carrier family 43 member 1
SMTNL1	0	1	0	smoothelin like 1
LOC466600	0	1	0	olfactory receptor 10W1
LOC748371	0	1	0	olfactory receptor 5B3
LPXN	0	1	0	leupaxin
ZFP91	0	1	0	ZFP91 zinc finger protein%2C atypical E3 ubiquitin ligase
GLYAT	0	1	0	glycine-N-acyltransferase
GLYATL1	0	1	0	glycine-N-acyltransferase like 1
FAM111A	0	1	0	FAM111 trypsin like peptidase A
LOC748526	0	1	0	olfactory receptor 5AN6-like
LOC466609	0	4	0	olfactory receptor 5AN1
LOC466610	0	1	0	olfactory receptor 5A1-like
OR5A2	0	1	0	olfactory receptor family 5 subfamily A member 2
OR4D10	0	1	0	olfactory receptor family 4 subfamily D member 10
OSBP	0	1	0	oxysterol binding protein
CBLIF	0	1	1	cobalamin binding intrinsic factor
OOSP4A	0	1	0	oocyte secreted protein family member 4A
OOSP4B	0	1	0	oocyte secreted protein family member 4B
MS4A3	0	1	0	membrane spanning 4-domains A3
MS4A4A	0	1	0	membrane spanning 4-domains A4A
MS4A7	0	1	0	membrane spanning 4-domains A7
LOC134807349	0	1	0	membrane-spanning 4-domains subfamily A member 12-like
LOC129136426	0	1	0	membrane-spanning 4-domains subfamily A member 8-like
MS4A10	0	1	0	membrane spanning 4-domains A10
SLC15A3	0	1	0	solute carrier family 15 member 3
TMEM132A	0	1	0	transmembrane protein 132A
CD5	0	1	0	CD5 molecule
VPS37C	0	1	1	VPS37C subunit of ESCRT-I
LOC107966244	0	4	0	pepsin A-5
LOC107973353	0	4	0	pepsin A-5
LOC466625	0	1	0	pepsin A-5
SDHAF2	0	1	0	succinate dehydrogenase complex assembly factor 2
SAXO4	0	1	0	stabilizer of axonemal microtubules 4
LRRC10B	0	1	0	leucine rich repeat containing 10B
LOC100613484	0	1	0	large ribosomal subunit protein uL10-like
FADS1	0	1	0	fatty acid desaturase 1
SCGB2A1	0	1	0	secretoglobin family 2A member 1
SCGB1D2	0	1	0	secretoglobin family 1D member 2
SCGB1A1	0	1	0	secretoglobin family 1A member 1
EEF1G	0	1	1	eukaryotic translation elongation factor 1 gamma
LRRN4CL	0	1	0	LRRN4 C-terminal like
TTC9C	0	1	0	tetratricopeptide repeat domain 9C
STX5	0	1	0	syntaxin 5
WDR74	0	1	0	WD repeat domain 74
TEX54	0	1	0	testis expressed 54
SLC22A10	0	1	0	solute carrier family 22 member 10
PLAAT3	0	1	0	phospholipase A and acyltransferase 3
ATL3	0	1	1	atlastin GTPase 3
RTN3	0	1	0	reticulon 3
ZFTA	0	1	0	zinc finger translocation associated
LOC129136434	0	1	0	small ribosomal subunit protein eS19
FLRT1	0	1	0	fibronectin leucine rich transmembrane protein 1
STIP1	0	1	0	stress induced phosphoprotein 1
FERMT3	0	1	0	FERM domain containing kindlin 3
MEN1	0	1	0	menin 1
MAJIN	0	1	0	membrane anchored junction protein
VPS51	0	1	0	VPS51 subunit of GARP complex
LOC745011	0	1	0	solute carrier family 22 member 20
POLA2	0	1	0	DNA polymerase alpha 2%2C accessory subunit
CDC42EP2	0	1	0	CDC42 effector protein 2
SCYL1	0	1	0	SCY1 like pseudokinase 1
KAT5	0	1	0	lysine acetyltransferase 5
EIF1AD	0	1	0	eukaryotic translation initiation factor 1A domain containing
CATSPER1	0	1	0	cation channel sperm associated 1
CD248	0	1	0	CD248 molecule
BRMS1	0	1	0	BRMS1 transcriptional repressor and anoikis regulator
RIN1	0	1	0	Ras and Rab interactor 1
ANKRD13D	0	1	0	ankyrin repeat domain 13D
CARNS1	0	4	0	carnosine synthase 1
TBX10	0	1	0	T-box transcription factor 10
NUDT8	0	4	0	nudix hydrolase 8
CHKA	0	1	1	choline kinase alpha
KMT5B	0	1	0	lysine methyltransferase 5B
C11H11orf24	0	1	0	chromosome 11 C11orf24 homolog
PPP6R3	0	1	0	protein phosphatase 6 regulatory subunit 3
TPCN2	0	1	0	two pore segment channel 2
LOC112208938	0	4	0	protein FAM90A5-like
LOC104001450	0	1	0	ubiquitin carboxyl-terminal hydrolase 17-like protein 22
LOC748219	0	1	0	ubiquitin carboxyl-terminal hydrolase 17-like protein 6
LOC107967429	0	1	0	ubiquitin carboxyl-terminal hydrolase 17-like protein 17
LOC134806957	0	1	0	putative zinc finger protein 705EP
DEFB130	0	1	0	defensin, beta 130
RNF121	0	1	1	ring finger protein 121
FOLR1	0	1	0	folate receptor alpha
FOLR2	0	1	0	folate receptor beta
INPPL1	0	1	0	inositol polyphosphate phosphatase like 1
STARD10	0	1	0	StAR related lipid transfer domain containing 10
FCHSD2	0	1	1	FCH and double SH3 domains 2
P2RY2	0	1	0	purinergic receptor P2Y2
PLEKHB1	0	1	0	pleckstrin homology domain containing B1
RAB6A	0	1	0	RAB6A%2C member RAS oncogene family
LOC100609546	0	1	0	protein MIX23-like
DNAJB13	0	1	1	DnaJ heat shock protein family (Hsp40) member B13
UCP2	0	1	0	uncoupling protein 2
UCP3	0	1	0	uncoupling protein 3
PGM2L1	0	1	0	phosphoglucomutase 2 like 1
SLCO2B1	0	1	0	solute carrier organic anion transporter family member 2B1
MAP6	0	1	0	microtubule associated protein 6
EMSY	0	1	0	EMSY transcriptional repressor%2C BRCA2 interacting
NDUFC2	0	1	0	NADH:ubiquinone oxidoreductase subunit C2
THRSP	0	1	0	thyroid hormone responsive
ANKRD42	0	1	0	ankyrin repeat domain 42
CCDC90B	0	1	0	coiled-coil domain containing 90B
TMEM126B	0	1	0	transmembrane protein 126B
CCDC89	0	1	0	coiled-coil domain containing 89
HIKESHI	0	1	0	heat shock protein nuclear import factor hikeshi
CCDC81	0	1	1	coiled-coil domain containing 81
FZD4	0	1	0	frizzled class receptor 4
LOC451475	0	1	0	Putative N-acetylated-alpha-linked acidic dipeptidase
TRIM77	0	1	0	tripartite motif containing 77
LOC129136345	0	4	0	tripartite motif-containing protein 49C
LOC112208021	0	4	0	tripartite motif-containing protein 49D-like
LOC129136354	0	4	0	tripartite motif-containing protein 49C-like
LOC129136460	0	1	0	tripartite motif-containing protein 51
LOC129136353	0	4	0	tripartite motif-containing protein 49D-like
LOC129136352	0	1	0	tripartite motif-containing protein 49D-like
LOC735939	0	4	0	putative tripartite motif-containing protein 64B
LOC129136368	0	4	0	tripartite motif-containing protein 51
LOC112207959	0	4	0	tripartite motif-containing protein 49D
LOC129136347	0	1	0	tripartite motif-containing protein 49C-like
LOC129136459	0	4	0	tripartite motif-containing protein 49D-like
LOC451184	0	4	0	tripartite motif-containing protein 49D
LOC748919	0	1	0	tripartite motif-containing protein 49D-like
LOC112207962	0	1	0	tripartite motif-containing protein 49D
LOC112208015	0	4	0	tripartite motif-containing protein 49D
MED17	0	1	1	mediator complex subunit 17
HEPHL1	0	1	0	hephaestin like 1
MRE11	0	1	1	MRE11 homolog%2C double strand break repair nuclease
PIWIL4	0	1	0	piwi like RNA-mediated gene silencing 4
KDM4E	0	1	0	lysine demethylase 4E
ANGPTL5	0	1	0	angiopoietin like 5
CEP126	0	1	0	centrosomal protein 126
BIRC3	0	1	0	baculoviral IAP repeat containing 3
BIRC2	0	1	0	baculoviral IAP repeat containing 2
MMP7	0	1	0	matrix metallopeptidase 7
MMP13	0	1	0	matrix metallopeptidase 13
CASP5	0	1	0	caspase 5
LOC735456	0	1	0	caspase-1
ELMOD1	0	1	0	ELMO domain containing 1
RAB39A	0	1	0	RAB39A%2C member RAS oncogene family
CUL5	0	1	1	cullin 5
C11H11orf65	0	1	0	chromosome 11 C11orf65 homolog
POGLUT3	0	1	0	protein O-glucosyltransferase 3
EXPH5	0	1	0	exophilin 5
RDX	0	1	0	radixin
FDX1	0	1	0	ferredoxin 1
ARHGAP20	0	1	0	Rho GTPase activating protein 20
ALG9	0	1	0	ALG9 alpha-1%2C2-mannosyltransferase
DLAT	0	1	0	dihydrolipoamide S-acetyltransferase
TEX12	0	1	0	testis expressed 12
PLET1	0	1	1	placenta expressed transcript 1
TTC12	0	1	0	tetratricopeptide repeat domain 12
TMPRSS5	0	3	0	transmembrane serine protease 5
ZW10	0	1	0	zw10 kinetochore protein
USP28	0	1	0	ubiquitin specific peptidase 28
CADM1	0	1	0	cell adhesion molecule 1
BUD13	0	1	0	BUD13 homolog
ZPR1	0	1	0	ZPR1 zinc finger
PCSK7	0	1	0	proprotein convertase subtilisin/kexin type 7
BACE1	0	1	0	beta-secretase 1
CD3E	0	1	0	CD3 epsilon subunit of T-cell receptor complex
TMPRSS13	0	1	0	transmembrane serine protease 13
HYOU1	0	1	0	hypoxia up-regulated 1
HINFP	0	1	0	histone H4 transcription factor
MFRP	0	1	0	membrane frizzled-related protein
THY1	0	1	1	Thy-1 cell surface antigen
OAF	0	1	0	out at first homolog
TBCEL	0	1	0	tubulin folding cofactor E like
SORL1	0	1	0	sortilin related receptor 1
OR6X1	0	1	0	olfactory receptor family 6 subfamily X member 1
LOC466819	0	1	0	olfactory receptor 10G6
LOC466824	0	1	0	putative olfactory receptor 8G2
LOC100614352	0	1	0	olfactory receptor 143-like
LOC104001078	0	1	0	olfactory receptor 8B2
LOC112204815	0	4	0	olfactory receptor 8B3-like
OR8A1	0	1	0	olfactory receptor family 8 subfamily A member 1
PANX3	0	1	0	pannexin 3
SLC37A2	0	1	0	solute carrier family 37 member 2
FEZ1	0	1	0	fasciculation and elongation protein zeta 1
CHEK1	0	1	0	checkpoint kinase 1
PATE2	0	1	0	prostate and testis expressed 2
PATE3	0	1	1	prostate and testis expressed 3
FAM118B	0	1	1	family with sequence similarity 118 member B
TIRAP	0	1	0	TIR domain containing adaptor protein
KCNJ1	0	1	0	potassium inwardly rectifying channel subfamily J member 1
TMEM45B	0	1	0	transmembrane protein 45B
ADAMTS15	0	1	0	ADAM metallopeptidase with thrombospondin type 1 motif 15
IGSF9B	0	4	0	immunoglobulin superfamily member 9B
THYN1	0	1	0	thymocyte nuclear protein 1
ACAD8	0	1	0	acyl-CoA dehydrogenase family member 8
LOC104004304	0	4	0	MAM and LDL-receptor class A domain-containing protein 1-like
LOC104004678	0	1	0	PI-PLC X domain-containing protein 1
LOC107971128	0	1	0	putative GTP-binding protein 6
LOC112207609	0	4	0	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta
LOC107971217	0	1	0	short stature homeobox protein
LOC749758	0	1	0	cytokine receptor like factor 2
LOC746936	0	1	0	colony stimulating factor 2 receptor subunit alpha
LOC107972835	0	1	0	interleukin-3 receptor subunit alpha
LOC751056	0	1	0	CD99 antigen-like
GYG2	0	1	0	glycogenin 2
ARSD	0	1	0	arylsulfatase D
ARSH	0	4	4	arylsulfatase family member H
LOC129388397	0	4	0	sperm protein associated with the nucleus on the X chromosome C-like
LOC493983	0	4	0	SPANX A/D member 3
LOC740134	0	4	0	atherin-like
LOC112207788	0	1	0	variable charge X-linked-like
LOC465479	0	4	0	large ribosomal subunit protein eL28-like
PNPLA4	0	1	0	patatin like phospholipase domain containing 4
LOC112206920	0	1	0	variable charge X-linked-like
LOC112207729	0	4	0	variable charge X-linked-like
LOC129138886	0	4	0	variable charge X-linked-like
LOC107971192	0	4	0	variable charge X-linked-like
ANOS1	0	4	0	anosmin 1
LOC112206878	0	1	0	variable charge X-linked-like
LOC112207919	0	1	0	variable charge X-linked-like
FAM9B	0	1	0	family with sequence similarity 9 member B
ATXN3L	0	1	0	ataxin 3 like
EGFL6	0	1	0	EGF like domain multiple 6
OFD1	0	1	0	OFD1 centriole and centriolar satellite protein
TRAPPC2	0	1	0	trafficking protein particle complex subunit 2
CLTRN	0	1	0	collectrin%2C amino acid transport regulator
GRPR	0	1	0	gastrin releasing peptide receptor
CTPS2	0	1	0	CTP synthase 2
SYAP1	0	1	1	synapse associated protein 1
TXLNG	0	1	0	taxilin gamma
BEND2	0	1	0	BEN domain containing 2
CDKL5	0	1	0	cyclin dependent kinase like 5
MAP7D2	0	1	0	MAP7 domain containing 2
EIF1AX	0	1	1	eukaryotic translation initiation factor 1A X-linked
CNKSR2	0	1	0	connector enhancer of kinase suppressor of Ras 2
YY2	0	1	0	YY2 transcription factor
SMS	0	1	0	spermine synthase
PTCHD1	0	1	1	patched domain containing 1
PRDX4	0	1	0	peroxiredoxin 4
APOO	0	1	0	apolipoprotein O
CXHXorf58	0	1	0	chromosome X CXorf58 homolog
ZFX	0	1	0	zinc finger protein X-linked
PDK3	0	1	0	pyruvate dehydrogenase kinase 3
MAGEB3	0	4	1	MAGE family member B3
TASL	0	1	0	TLR adaptor interacting with endolysosomal SLC15A4
LOC735669	0	1	0	cyclin-dependent kinases regulatory subunit 1-like
TAB3	0	1	0	TGF-beta activated kinase 1 (MAP3K7) binding protein 3
LOC129388395	0	1	0	transcription elongation factor A protein-like 8
FAM47B	0	1	0	family with sequence similarity 47 member B
LOC107971164	0	1	0	collagen alpha-1(XXIII) chain
LOC473866	0	1	0	family with sequence similarity 47 member C
LANCL3	0	1	0	LanC like family member 3
XK	0	1	0	X-linked Kx blood group antigen%2C Kell and VPS13A binding protein
RPGR	0	1	0	retinitis pigmentosa GTPase regulator
LOC112206867	0	4	0	CDGSH iron-sulfur domain-containing protein 1
MPC1L	0	1	1	mitochondrial pyruvate carrier 1 like
LOC739560	0	1	0	putative E3 ubiquitin-protein ligase makorin-4
NYX	0	1	1	nyctalopin
LOC129138643	0	1	0	14-3-3 protein zeta/delta-like
MAOA	0	1	0	monoamine oxidase A
DUSP21	0	1	1	dual specificity phosphatase 21
CHST7	0	1	0	carbohydrate sulfotransferase 7
RP2	0	1	1	RP2 activator of ARL3 GTPase
SYN1	0	1	0	synapsin I
TIMP1	0	1	0	TIMP metallopeptidase inhibitor 1
LOC473870	0	1	0	actin-binding protein WASF2-like
LOC737502	0	1	0	protein SSX2
LOC100608018	0	1	0	putative protein SSX9
LOC107966478	0	1	0	protein SSX4
LOC737267	0	1	0	protein SSX4
PQBP1	0	1	0	polyglutamine binding protein 1
TIMM17B	0	1	0	translocase of inner mitochondrial membrane 17B
OTUD5	0	1	0	OTU deubiquitinase 5
KCND1	0	1	0	potassium voltage-gated channel subfamily D member 1
GRIPAP1	0	1	0	GRIP1 associated protein 1
TFE3	0	1	1	transcription factor binding to IGHM enhancer 3
LOC129138594	0	1	0	G antigen 2D-like
LOC129135406	0	4	0	G antigen 2D-like
LOC129138855	0	4	0	G antigen 2D
LOC129135348	0	4	0	G antigen 2D-like
LOC129138595	0	4	0	G antigen 2D-like
LOC129138596	0	1	0	G antigen 4
LOC129138710	0	1	0	G antigen 4
LOC473605	0	2	0	G antigen 4
DGKK	0	1	0	diacylglycerol kinase kappa
BMP15	0	1	0	bone morphogenetic protein 15
LOC473608	0	4	0	histone H3.3A-like
LOC107971179	0	1	0	diphosphoinositol polyphosphate phosphohydrolase 3-beta
MAGED1	0	1	0	MAGE family member D1
WNK3	0	1	1	WNK lysine deficient protein kinase 3
FGD1	0	1	0	FYVE%2C RhoGEF and PH domain containing 1
PFKFB1	0	1	1	6-phosphofructo-2-kinase/fructose-2%2C6-biphosphatase 1
LOC107966361	0	4	0	putative G antigen family E member 3
FOXR2	0	1	4	forkhead box R2
SPIN4	0	4	0	spindlin family member 4
MTMR8	0	1	1	myotubularin related protein 8
ZC3H12B	0	1	1	zinc finger CCCH-type containing 12B
HEPH	0	1	0	hephaestin
EDA2R	0	1	0	ectodysplasin A2 receptor
AR	0	1	0	androgen receptor
OTUD6A	0	1	0	OTU deubiquitinase 6A
IGBP1	0	1	0	immunoglobulin binding protein 1
DGAT2L6	0	1	0	diacylglycerol O-acyltransferase 2 like 6
PDZD11	0	1	0	PDZ domain containing 11
RAB41	0	1	0	RAB41%2C member RAS oncogene family
ARR3	0	1	0	arrestin 3
ZMYM3	0	1	0	zinc finger MYM-type containing 3
TAF1	0	4	1	TATA-box binding protein associated factor 1
LOC134807023	0	1	0	large ribosomal subunit protein eL21
LOC129138685	0	4	0	cytochrome c oxidase subunit NDUFA4-like
ERCC6L	0	1	0	ERCC excision repair 6 like%2C spindle assembly checkpoint helicase
HDAC8	0	1	0	histone deacetylase 8
LOC107966387	0	1	0	doublesex- and mab-3-related transcription factor C1
SLC16A2	0	1	0	solute carrier family 16 member 2
ATRX	0	1	0	ATRX chromatin remodeler
ATP7A	0	1	0	ATPase copper transporting alpha
LPAR4	0	1	0	lysophosphatidic acid receptor 4
P2RY10	0	1	0	P2Y receptor family member 10
BRWD3	0	1	0	bromodomain and WD repeat domain containing 3
HDX	0	1	1	highly divergent homeobox
LOC107971165	0	1	0	putative elongation factor 1-alpha-like 3
KLHL4	0	1	0	kelch like family member 4
LOC129138666	0	1	0	embryonic stem cell-related gene protein-like
LOC107971075	0	1	0	protein ZAR1-like
FAM133A	0	1	0	family with sequence similarity 133 member A
PCDH19	0	1	0	protocadherin 19
TSPAN6	0	1	0	tetraspanin 6
CSTF2	0	3	0	cleavage stimulation factor subunit 2
DRP2	0	1	1	dystrophin related protein 2
LOC107966362	0	1	0	ubiquitin-conjugating enzyme E2 N
LOC735423	0	1	0	nuclear RNA export factor 2
LOC129138885	0	1	0	nuclear RNA export factor 2
GPRASP3	0	1	0	G protein-coupled receptor associated sorting protein family member 3
RAB40AL	0	1	0	RAB40A like
BEX3	0	1	0	brain expressed X-linked 3
LOC104003957	0	1	0	ras-related protein Rab-40A
TCEAL1	0	1	1	transcription elongation factor A like 1
ESX1	0	1	0	ESX homeobox 1
RNF128	0	4	1	ring finger protein 128
TBC1D8B	0	1	0	TBC1 domain family member 8B
CLDN2	0	1	0	claudin 2
RBM41	0	1	0	RNA binding motif protein 41
NUP62CL	0	1	1	nucleoporin 62 C-terminal like
GUCY2F	0	1	0	guanylate cyclase 2F%2C retinal
ACSL4	0	1	1	acyl-CoA synthetase long chain family member 4
TMEM164	0	1	0	transmembrane protein 164
LRCH2	0	1	0	leucine rich repeats and calponin homology domain containing 2
WDR44	0	1	0	WD repeat domain 44
LOC100615064	0	1	0	A-kinase anchor protein 17B
UPF3B	0	1	0	UPF3B regulator of nonsense mediated mRNA decay
RHOXF1	0	1	0	Rhox homeobox family member 1
LOC129138611	0	4	0	rhox homeobox family member 2
LOC107966504	0	4	0	rhox homeobox family member 2
TMEM255A	0	1	0	transmembrane protein 255A
CUL4B	0	1	0	cullin 4B
LOC738115	0	1	0	cancer/testis antigen 47A
LOC465839	0	1	0	cancer/testis antigen family 47 member B1
LOC112206860	0	1	0	cancer/testis antigen 47A
