species,gene,id,feature,consequence,chrom,pos,end,svtype,svlen,total_allele_count,allele_frequency,type_simplified
chimpanzee,SCNN1D,svim_asm.244597,"NM_001009072.1,XM_054679254.2,XM_054679331.2,XM_054679417.2,XM_054679456.2,XM_063811771.1,XM_063811815.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",chr1_hap1_hsa1,230683979,230690781,DEL,-6802,2,0.04166666666666666,Non-repeat
chimpanzee,SDHA,Sniffles2.DEL.105M11,"XM_016952864.4,XM_063811026.1","stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant",chr4_hap1_hsa5,983684,986042,DEL,-2358,1,0.02083333333333333,Non-repeat
chimpanzee,SIGLEC5,svim_asm.258336,"XM_016936724.4,XM_016936725.4,XM_054672672.2","splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant",chr20_hap1_hsa19,54491740,54508146,DEL,-16406,1,0.02083333333333333,Non-repeat
chimpanzee,SLC6A12,Sniffles2.DEL.1599M0,"XM_009424543.4,XM_016922679.4,XM_016922681.4,XM_016922682.4,XM_016922683.4,XM_016922684.4,XM_016922685.4,XM_024347607.3,XM_063785374.1,XM_063785375.1,XM_063785376.1,XM_063785377.1,XM_063785380.1,XM_063785381.1","feature_truncation,coding_sequence_variant,intron_variant",chr10_hap1_hsa12,7280496,7281463,DEL,-967,7,0.14583333333333334,Non-repeat
chimpanzee,TEX50,svim_asm.226512,XM_514003.7,stop_gained,chr1_hap1_hsa1,75450907,75450907,INS,2328,7,0.14583333333333334,Non-repeat
chimpanzee,TNFRSF10D,svim_asm.443319,XM_024345095.3,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",chr7_hap1_hsa8,31470253,31501064,DEL,-30811,3,0.0625,Non-repeat
chimpanzee,TRPM2,Sniffles2.DEL.1E63MD,"XM_024352442.3,XM_024352445.3,XM_063803520.1,XM_063803522.1,XR_010154458.1,XR_010154459.1,XR_010154460.1,XR_010154461.1,XR_010154462.1,XR_010154463.1","feature_truncation,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant",chr22_hap1_hsa21,45006059,45007366,DEL,-1307,5,0.10416666666666669,Non-repeat
chimpanzee,TRPM2,Sniffles2.INS.1E4AMD,"XM_024352442.3,XM_024352445.3,XM_063803520.1,XM_063803522.1,XR_010154458.1,XR_010154459.1,XR_010154460.1,XR_010154461.1,XR_010154462.1,XR_010154463.1","feature_elongation,coding_sequence_variant,non_coding_transcript_exon_variant",chr22_hap1_hsa21,44998438,44998438,INS,94,1,0.02083333333333333,Non-repeat
chimpanzee,TTN,svim_asm.77019,"NM_001329611.3,XM_024354641.3,XM_024354642.3,XM_024354643.3,XM_024354644.3,XM_024354646.3,XM_024354647.3,XM_024354648.3,XM_024354652.3,XM_024354657.3,XM_024354658.3,XM_024354660.3,XM_024354661.3,XM_024354662.3,XM_024354663.3,XM_024354664.3,XM_024354665.3,XM_024354669.3,XM_024354670.3,XM_024354671.3,XM_024354672.3,XM_024354673.3,XM_024354674.3,XM_024354675.3,XM_024354676.3,XM_024354677.3,XM_024354678.3,XM_024354679.3,XM_024354680.3,XM_024354681.3,XM_024354682.3,XM_024354683.3,XM_024354684.3,XM_024354685.3,XM_024354690.3,XM_024354691.3,XM_054678794.2,XM_054678795.2,XM_054678796.2,XM_054678797.2,XM_054678798.2,XM_054678799.2,XM_054678800.2,XM_054678801.2,XM_054678802.2,XM_054678803.2,XM_054678804.2,XM_054678805.2,XM_063790242.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",chr13_hap1_hsa2b,80688470,80692734,DEL,-4264,2,0.04166666666666666,Non-repeat
chimpanzee,UPF3A,Sniffles2.DEL.3E56M4,"XM_016925632.4,XM_016925634.4,XM_024348425.3,XM_024348426.3,XM_024348428.3,XM_024348429.3,XM_024348431.3,XM_054665638.2,XM_063792394.1,XM_063792395.1,XM_063792396.1,XM_063792397.1,XR_010150594.1,XR_010150595.1,XR_010150596.1,XR_010150597.1,XR_010150598.1,XR_010150599.1","feature_truncation,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant",chr14_hap1_hsa13,119914451,119915931,DEL,-1480,4,0.08333333333333333,Non-repeat
chimpanzee,VWDE,svim_asm.409239,"XM_009452668.5,XM_024357743.3,XM_024357744.3,XM_024357746.3,XM_024357748.3,XR_010158797.1","splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant,non_coding_transcript_exon_variant",chr6_hap1_hsa7,18225911,18300219,DEL,-74308,2,0.04166666666666666,Non-repeat
chimpanzee,ZDHHC11,Sniffles2.DEL.1F3M11,"XM_054684128.2,XM_063811048.1,XM_063811049.1,XM_063811053.1","feature_truncation,5_prime_UTR_variant,intron_variant",chr4_hap1_hsa5,1487668,1517232,DEL,-29564,23,0.4791666666666667,Non-repeat
chimpanzee,ZDHHC11,svim_asm.368378,"XM_054684128.2,XM_063811047.1,XM_063811048.1,XM_063811049.1,XM_063811050.1,XM_063811051.1,XM_063811053.1,XM_063811054.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant,3_prime_UTR_variant",chr4_hap1_hsa5,1453416,1460528,DEL,-7112,2,0.04166666666666666,Non-repeat
chimpanzee,ZMYND19,Sniffles2.DEL.F3M1,"XM_016962290.4,XM_016962291.4","feature_truncation,coding_sequence_variant,intron_variant",chr11_hap1_hsa9,844967,847304,DEL,-2337,3,0.0625,Non-repeat
chimpanzee,ZMYND19,Sniffles2.DEL.F4M1,"XM_016962290.4,XM_016962291.4","feature_truncation,coding_sequence_variant,intron_variant",chr11_hap1_hsa9,846232,847640,DEL,-1408,16,0.3333333333333333,Non-repeat
chimpanzee,ZNF404,svim_asm.257626,XM_009435780.5,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",chr20_hap1_hsa19,46830977,46842946,DEL,-11969,1,0.02083333333333333,Non-repeat
chimpanzee,ZNF846,Sniffles2.INS.CB1MB,"XM_009434636.5,XM_009434637.5,XM_024351194.3,XM_063801142.1,XM_063801143.1","feature_elongation,5_prime_UTR_variant",chr20_hap1_hsa19,12495093,12495093,INS,125,1,0.02083333333333333,Non-repeat
chimpanzee,ZNG1A,Sniffles2.DEL.1C9BM1,"XM_054657877.2,XM_054657878.2,XM_054657879.2,XM_054657880.2,XM_054657882.2,XM_054657886.2,XM_054657887.2,XM_054657888.2,XM_054657889.2,XM_063788027.1","feature_truncation,coding_sequence_variant,intron_variant",chr11_hap1_hsa9,115744865,115746113,DEL,-1248,9,0.1875,Non-repeat
chimpanzee,ZNG1A,svim_asm.34390,"XM_054657877.2,XM_054657878.2,XM_054657879.2,XM_054657880.2,XM_054657882.2,XM_054657886.2,XM_054657887.2,XM_054657888.2,XM_054657889.2,XM_063788027.1","splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",chr11_hap1_hsa9,115744863,115746156,DEL,-1293,9,0.1875,Non-repeat
human,AHRR,Sniffles2.DEL.93M4,"NM_001377236.1,NM_001377239.1","feature_truncation,coding_sequence_variant,5_prime_UTR_variant,intron_variant",NC_060929.1,334493,335880,DEL,-1387,6,0.06382978723404255,Non-repeat
human,ANKRD20A1,svim_asm.217660,NM_032250.5,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060933.1,43035545,43050939,DEL,-15394,1,0.01063829787234042,Non-repeat
human,ANKRD30A,svim_asm.291378,"NM_052997.3,XM_054367121.1,XM_054367122.1,XM_054367123.1,XM_054367124.1,XR_008488308.1,XR_008488309.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant",NC_060934.1,37199816,37211614,DEL,-11798,1,0.01063829787234042,Non-repeat
human,ANKRD30A,svim_asm.291379,"NM_052997.3,XM_054367121.1,XM_054367122.1,XM_054367123.1,XM_054367124.1,XR_008488308.1,XR_008488309.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant",NC_060934.1,37203443,37227032,DEL,-23589,4,0.0425531914893617,Non-repeat
human,ANKRD30A,svim_asm.291385,"XM_054367121.1,XM_054367122.1,XM_054367123.1,XM_054367124.1,XR_008488308.1,XR_008488309.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant",NC_060934.1,37218874,37230664,DEL,-11790,22,0.23404255319148937,Non-repeat
human,APOBEC3A,Sniffles2.DEL.1E31M15,"NM_001270406.2,NM_145699.4","feature_truncation,3_prime_UTR_variant",NC_060946.1,39433296,39433463,DEL,-167,12,0.1276595744680851,Non-repeat
human,APOBEC3A,svim_asm.553840,"NM_001270406.2,NM_145699.4","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060946.1,39430862,39460836,DEL,-29974,13,0.13829787234042554,Non-repeat
human,ATAD3B,Sniffles2.INS.FAM0,XM_054339004.1,"feature_elongation,3_prime_UTR_variant",NC_060925.1,924087,924087,INS,204,2,0.02127659574468085,Non-repeat
human,ATAD3B,svim_asm.955,XM_054338998.1,"splice_acceptor_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060925.1,942687,944888,DEL,-2201,1,0.01063829787234042,Non-repeat
human,BRD9,Sniffles2.DEL.142M4,"NM_001009877.3,NM_001317951.2,NM_001375861.1,NM_001375862.1,NM_001375863.1,NM_001375877.1,NM_001375878.1,NM_001375879.1,NM_023924.5,NR_184208.1,NR_184210.1,XM_054353257.1,XM_054353258.1,XM_054353259.1,XM_054353260.1,XM_054353261.1,XM_054353262.1,XM_054353263.1,XM_054353264.1,XM_054353265.1,XM_054353266.1,XM_054353267.1","stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant,non_coding_transcript_exon_variant",NC_060929.1,756939,784227,DEL,-27288,79,0.8404255319148937,Non-repeat
human,C4A,svim_asm.159421,"NM_001252204.2,NM_007293.3","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060930.1,31850093,31882831,DEL,-32738,13,0.13829787234042554,Non-repeat
human,CCDC77,svim_asm.325317,NM_032358.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant",NC_060936.1,406042,406836,DEL,-794,2,0.02127659574468085,Non-repeat
human,DMBT1,svim_asm.305731,"NM_001320644.2,NM_001377530.1,NM_004406.3,NM_007329.3,NM_017579.3","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060934.1,123484792,123488851,DEL,-4059,2,0.02127659574468085,Non-repeat
human,FAM47E,svim_asm.126883,NM_001136570.3,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant",NC_060928.1,79585759,79598655,DEL,-12896,1,0.01063829787234042,Non-repeat
human,FCGBP,svim_asm.497911,"NM_003890.3,XM_054322488.1,XM_054322489.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060943.1,42683725,42699961,DEL,-16236,7,0.07446808510638298,Non-repeat
human,FCGBP,svim_asm.497912,"NM_003890.3,XM_054322488.1,XM_054322489.1","stop_gained,frameshift_variant",NC_060943.1,42688240,42688240,INS,16253,1,0.01063829787234042,Non-repeat
human,FCGBP,svim_asm.497916,"NM_003890.3,XM_054322488.1,XM_054322489.1","stop_gained,frameshift_variant",NC_060943.1,42716557,42716557,INS,31385,1,0.01063829787234042,Non-repeat
human,GOLGA3,svim_asm.342871,"NM_001172557.2,NM_001389683.1,NM_001389685.1,NM_001389686.1,NM_001389687.1,NM_001389689.1,XM_054371759.1,XM_054371762.1","splice_donor_variant,splice_donor_5th_base_variant,5_prime_UTR_variant,intron_variant",NC_060936.1,132879238,132879601,DEL,-363,1,0.01063829787234042,Non-repeat
human,GRAP,svim_asm.451556,"NM_001330148.2,NM_006613.4,XM_054314746.1,XM_054314747.1,XM_054314748.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant",NC_060941.1,18973529,19051178,DEL,-77649,4,0.0425531914893617,Non-repeat
human,GRAP,svim_asm.451557,"NM_001330148.2,NM_006613.4,XM_054314746.1,XM_054314747.1,XM_054314748.1","splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant,splice_acceptor_variant",NC_060941.1,18989960,19067597,DEL,-77637,7,0.07446808510638298,Non-repeat
human,H3Y2,svim_asm.138986,NM_001371919.1,transcript_ablation,NC_060929.1,17421052,17457805,DEL,-36753,1,0.01063829787234042,Non-repeat
human,HBA2,svim_asm.415567,NM_000517.6,transcript_ablation,NC_060940.1,166046,169851,DEL,-3805,6,0.06382978723404255,Non-repeat
human,HNRNPCL1,svim_asm.3618,NM_001013631.3,transcript_ablation,NC_060925.1,12376757,12431488,DEL,-54731,1,0.01063829787234042,Non-repeat
human,HNRNPCL1,svim_asm.3620,NM_001013631.3,transcript_ablation,NC_060925.1,12382921,12437392,DEL,-54471,1,0.01063829787234042,Non-repeat
human,KIR2DL1,svim_asm.499930,NM_014218.3,transcript_ablation,NC_060943.1,57862709,57879156,DEL,-16447,1,0.01063829787234042,Non-repeat
human,KIR2DL1,svim_asm.499932,NM_014218.3,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060943.1,57874850,57939165,DEL,-64315,1,0.01063829787234042,Non-repeat
human,LILRA6,svim_asm.499763,"XM_054322805.1,XM_054322806.1,XM_054322807.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060943.1,57300285,57320036,DEL,-19751,12,0.1276595744680851,Non-repeat
human,LPA,svim_asm.168688,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161864160,161947405,DEL,-83245,1,0.01063829787234042,Non-repeat
human,LPA,svim_asm.168689,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161864514,161897828,DEL,-33314,7,0.07446808510638298,Non-repeat
human,LPA,svim_asm.168690,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161865547,161904413,DEL,-38866,3,0.03191489361702127,Non-repeat
human,LPA,svim_asm.168692,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161865802,161921311,DEL,-55509,1,0.01063829787234042,Non-repeat
human,LPA,svim_asm.168693,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161867975,161940127,DEL,-72152,1,0.01063829787234042,Non-repeat
human,LPA,svim_asm.168694,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161868424,161890638,DEL,-22214,3,0.03191489361702127,Non-repeat
human,LPA,svim_asm.168695,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161868424,161935032,DEL,-66608,1,0.01063829787234042,Non-repeat
human,LPA,svim_asm.168696,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161868727,161918692,DEL,-49965,2,0.02127659574468085,Non-repeat
human,LPA,svim_asm.168697,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161869172,161963525,DEL,-94353,1,0.01063829787234042,Non-repeat
human,LPA,svim_asm.168698,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161872412,161939017,DEL,-66605,1,0.01063829787234042,Non-repeat
human,LPA,svim_asm.168700,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161873320,161884420,DEL,-11100,2,0.02127659574468085,Non-repeat
human,LPA,svim_asm.168701,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161873325,161928834,DEL,-55509,3,0.03191489361702127,Non-repeat
human,LPA,svim_asm.168702,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161873971,161929484,DEL,-55513,1,0.01063829787234042,Non-repeat
human,LPA,svim_asm.168703,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161874274,161918692,DEL,-44418,6,0.06382978723404255,Non-repeat
human,LPA,svim_asm.168704,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161877261,161893928,DEL,-16667,2,0.02127659574468085,Non-repeat
human,LPA,svim_asm.168705,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,inframe_deletion,splice_donor_5th_base_variant,intron_variant",NC_060930.1,161881269,161886824,DEL,-5555,2,0.02127659574468085,Non-repeat
human,LPA,svim_asm.168706,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161884173,161950763,DEL,-66590,1,0.01063829787234042,Non-repeat
human,LPA,svim_asm.168709,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161901804,161912900,DEL,-11096,1,0.01063829787234042,Non-repeat
human,LPA,svim_asm.168712,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161910824,161916371,DEL,-5547,27,0.2872340425531915,Non-repeat
human,LPA,svim_asm.168716,NM_005577.4,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060930.1,161935456,161985397,DEL,-49941,1,0.01063829787234042,Non-repeat
human,MGAM,svim_asm.192448,"NM_001365693.1,XM_054359295.1,XM_054359296.1,XM_054359297.1,XM_054359298.1,XM_054359299.1,XM_054359300.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060931.1,143380649,143409642,DEL,-28993,7,0.07446808510638298,Non-repeat
human,MPP7,svim_asm.290816,"NM_173496.5,XM_054364882.1,XM_054364883.1,XM_054364884.1,XM_054364886.1,XM_054364888.1,XM_054364890.1,XM_054364891.1,XM_054364892.1,XM_054364893.1,XR_008488169.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,5_prime_UTR_variant,intron_variant,coding_sequence_variant,non_coding_transcript_exon_variant",NC_060934.1,28306745,28314852,DEL,-8107,1,0.01063829787234042,Non-repeat
human,MRGPRX1,svim_asm.312113,"NM_001393578.1,NM_147199.4",transcript_ablation,NC_060935.1,19018447,19040597,DEL,-22150,48,0.5106382978723404,Non-repeat
human,MRGPRX1,svim_asm.312114,"NM_001393578.1,NM_147199.4",transcript_ablation,NC_060935.1,19018506,19062806,DEL,-44300,2,0.02127659574468085,Non-repeat
human,MUC16,svim_asm.482843,"NM_001401501.2,NM_001414686.1,NM_001414687.1,NM_024690.2","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060943.1,9030181,9032996,DEL,-2815,3,0.03191489361702127,Non-repeat
human,MUC19,svim_asm.335126,NM_173600.2,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060936.1,40375970,40380033,DEL,-4063,1,0.01063829787234042,Non-repeat
human,MUC19,svim_asm.335153,NM_173600.2,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060936.1,40458647,40464943,DEL,-6296,39,0.4148936170212766,Non-repeat
human,MUC4,Sniffles2.DEL.286FM2,"NM_001322468.1,NM_018406.7","frameshift_variant,feature_truncation,coding_sequence_variant,intron_variant",NC_060927.1,198567417,198570841,DEL,-3424,1,0.01063829787234042,Non-repeat
human,MUC4,Sniffles2.DEL.2870M2,"NM_001322468.1,NM_018406.7","feature_truncation,inframe_deletion,coding_sequence_variant,intron_variant",NC_060927.1,198568269,198570231,DEL,-1962,2,0.02127659574468085,Non-repeat
human,MUC4,Sniffles2.DEL.288EM2,"NM_001322468.1,NM_004532.6,NM_018406.7","feature_truncation,coding_sequence_variant,intron_variant",NC_060927.1,198586217,198587745,DEL,-1528,6,0.06382978723404255,Non-repeat
human,MUC4,Sniffles2.DEL.288FM2,"NM_001322468.1,NM_004532.6,NM_018406.7","feature_truncation,coding_sequence_variant,intron_variant",NC_060927.1,198586666,198587746,DEL,-1080,7,0.07446808510638298,Non-repeat
human,MUC4,svim_asm.106911,"NM_001322468.1,NM_018406.7","feature_elongation,coding_sequence_variant,intron_variant",NC_060927.1,198578233,198578568,DUP,336,1,0.01063829787234042,NA
human,MUC4,svim_asm.106964,NM_001322468.1,"stop_gained,protein_altering_variant",NC_060927.1,198572282,198572282,INS,144,1,0.01063829787234042,Other repeats
human,MUC4,svim_asm.106983,"NM_001322468.1,NM_018406.7","stop_gained,protein_altering_variant",NC_060927.1,198584303,198584303,INS,336,1,0.01063829787234042,Other repeats
human,MUC4,svim_asm.106984,"NM_001322468.1,NM_018406.7","stop_gained,protein_altering_variant",NC_060927.1,198584708,198584708,INS,144,1,0.01063829787234042,LINE/L1
human,MUC4,svim_asm.107095,"NM_001322468.1,NM_018406.7","stop_gained,protein_altering_variant",NC_060927.1,198569999,198569999,INS,1248,1,0.01063829787234042,LINE/L1
human,MUC4,svim_asm.107098,"NM_001322468.1,NM_018406.7","stop_gained,protein_altering_variant,splice_donor_variant",NC_060927.1,198570035,198570035,INS,1248,1,0.01063829787234042,LINE/L1
human,NAT8,svim_asm.57170,NM_003960.4,transcript_ablation,NC_060926.1,73638926,73699267,DEL,-60341,2,0.02127659574468085,Non-repeat
human,NBPF8,svim_asm.9964,"NM_001037501.5,NR_102404.3,NR_102405.3,XM_054338598.1,XM_054338599.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant,inframe_deletion",NC_060925.1,120449915,120456267,DEL,-6352,39,0.4148936170212766,Non-repeat
human,NBPF8,svim_asm.9966,"NM_001037501.5,NR_102404.3,NR_102405.3,XM_054338598.1,XM_054338599.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant",NC_060925.1,120453465,120466098,DEL,-12633,1,0.01063829787234042,Non-repeat
human,PAGE2B,svim_asm.562411,"NM_001015038.3,XM_054327042.1,XM_054327043.1,XM_054327044.1,XM_054327045.1","transcript_ablation,splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060947.1,54367366,54381370,DEL,-14004,2,0.02127659574468085,Non-repeat
human,PCDHGA1,svim_asm.152896,NM_031993.2,"splice_donor_variant,splice_donor_5th_base_variant,3_prime_UTR_variant,intron_variant",NC_060929.1,141858687,141859028,DEL,-341,77,0.8191489361702128,SINE/Alu
human,POTEA,svim_asm.201907,"NM_001002920.1,NM_001005365.2,XM_054360425.1,XM_054360426.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant,3_prime_UTR_variant",NC_060932.1,43582724,43602425,DEL,-19701,3,0.03191489361702127,Non-repeat
human,PRAMEF7,Sniffles2.DUP.50AM0,NM_001012277.5,transcript_amplification,NC_060925.1,12430189,12473448,DUP,43259,1,0.01063829787234042,NA
human,PRAMEF7,svim_asm.3621,NM_001012277.5,transcript_ablation,NC_060925.1,12394068,12492804,DEL,-98736,1,0.01063829787234042,Non-repeat
human,PRAMEF7,svim_asm.3624,NM_001012277.5,transcript_ablation,NC_060925.1,12424547,12483644,DEL,-59097,4,0.0425531914893617,Non-repeat
human,PRAMEF7,svim_asm.3628,NM_001012277.5,transcript_ablation,NC_060925.1,12457059,12511234,DEL,-54175,1,0.01063829787234042,Non-repeat
human,PRAMEF8,svim_asm.3686,"NM_001012276.3,XM_054336534.1",transcript_ablation,NC_060925.1,12698577,12757754,DEL,-59177,1,0.01063829787234042,Non-repeat
human,PRAMEF8,svim_asm.3687,"NM_001012276.3,XM_054336534.1",transcript_ablation,NC_060925.1,12700496,12759645,DEL,-59149,1,0.01063829787234042,Non-repeat
human,PRH1,Sniffles2.DEL.2AEMB,"NM_001291314.2,NM_001291315.2,NR_133575.2","feature_truncation,5_prime_UTR_variant,intron_variant,coding_sequence_variant,non_coding_transcript_exon_variant",NC_060936.1,10913173,10940657,DEL,-27484,27,0.2872340425531915,Non-repeat
human,PSG4,svim_asm.498196,"NM_001276495.2,NM_001316339.2,NM_002780.5,NM_213633.3,XM_054321489.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant",NC_060943.1,46017385,46081120,DEL,-63735,20,0.2127659574468085,Non-repeat
human,RIPOR2,svim_asm.158753,"NM_001286445.3,NM_001286446.3,NM_001286447.2,NM_001346031.2,NM_001346032.2,NM_014722.5,NM_015864.5,XM_054356882.1,XM_054356883.1,XM_054356884.1,XM_054356885.1,XM_054356886.1,XM_054356887.1,XM_054356888.1,XM_054356889.1,XM_054356890.1,XM_054356891.1,XM_054356892.1","stop_gained,frameshift_variant",NC_060930.1,24738853,24738853,INS,80,1,0.01063829787234042,Non-repeat
human,SCNN1D,Sniffles2.DEL.D8M0,"NM_001130413.4,NR_037668.3","feature_truncation,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant",NC_060925.1,715250,718054,DEL,-2804,6,0.06382978723404255,Non-repeat
human,SCNN1D,Sniffles2.DEL.D9M0,"NM_001130413.4,NR_037668.3","feature_truncation,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant",NC_060925.1,716053,718102,DEL,-2049,15,0.1595744680851064,Non-repeat
human,SCNN1D,Sniffles2.DEL.DAM0,"NM_001130413.4,NR_037668.3","feature_truncation,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant",NC_060925.1,716452,717819,DEL,-1367,11,0.11702127659574468,Non-repeat
human,SDHA,Sniffles2.DEL.65M4,"NM_001294332.2,NM_001330758.2,NM_004168.4","stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060929.1,246365,249072,DEL,-2707,10,0.10638297872340426,Non-repeat
