genes,descriptions,num_populations,is_shared,EUR,SAS,EAS,AMR,AFR
LINC03062,long intergenic non-protein coding RNA 3062,1,No,8.204431333006713,NA,NA,NA,NA
FGFR1,fibroblast growth factor receptor 1,1,No,8.184203413489971,NA,NA,NA,NA
LOC101930496,uncharacterized LOC101930496,1,No,8.175136266292002,NA,NA,NA,NA
ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2,1,No,8.160273076827256,NA,NA,NA,NA
WDR7,WD repeat domain 7,1,No,8.139461612701274,NA,NA,NA,NA
LOC105371956,uncharacterized LOC105371956,1,No,8.137229609104311,NA,NA,NA,NA
LOC105370260,uncharacterized LOC105370260,1,No,8.128839267240412,NA,NA,NA,NA
NRG1,neuregulin 1,1,No,8.126888749519386,NA,NA,NA,NA
CNTN3,contactin 3,1,No,NA,NA,8.107588143149528,NA,NA
SLC44A2,solute carrier family 44 member 2 (CTL2 blood group),1,No,NA,NA,8.084383573273232,NA,NA
LINC01170,long intergenic non-protein coding RNA 1170,1,No,NA,8.078164032597153,NA,NA,NA
ZNF195,zinc finger protein 195,1,No,NA,8.066093934176813,NA,NA,NA
ZNF287,zinc finger protein 287,1,No,NA,8.054443077110902,NA,NA,NA
LOC105369513,uncharacterized LOC105369513,1,No,NA,8.043384639575072,NA,NA,NA
ITPR1,inositol 1%2C4%2C5-trisphosphate receptor type 1,1,No,NA,8.026576919163425,NA,NA,NA
ABCA4,ATP binding cassette subfamily A member 4,1,No,8.008746399573683,NA,NA,NA,NA
CDK12,cyclin dependent kinase 12,1,No,8.003087785178932,NA,NA,NA,NA
C8orf34,chromosome 8 open reading frame 34,1,No,7.99025197515294,NA,NA,NA,NA
MAFTRR,MAF transcriptional regulator RNA,1,No,7.990100218857799,NA,NA,NA,NA
LPAR3,lysophosphatidic acid receptor 3,1,No,NA,7.985038667603502,NA,NA,NA
CEP192P1,,1,No,NA,7.981994395946485,NA,NA,NA
LOC101927845,uncharacterized LOC101927845,1,No,7.922073334236118,NA,NA,NA,NA
NIN,ninein,1,No,NA,7.917663431508629,NA,NA,NA
ACTN4P1,,1,No,7.912611198309095,NA,NA,NA,NA
LY86-AS1,LY86 antisense RNA 1,1,No,7.901643435065621,NA,NA,NA,NA
LOC105376157,uncharacterized LOC105376157,1,No,NA,7.881432476482748,NA,NA,NA
MARS1,methionyl-tRNA synthetase 1,1,No,7.863324613437412,NA,NA,NA,NA
DCHS2,dachsous cadherin-related 2,1,No,7.833049867845168,NA,NA,NA,NA
SLC22A2,solute carrier family 22 member 2,1,No,NA,7.820240399313189,NA,NA,NA
LINC02820,long intergenic non-protein coding RNA 2820,1,No,7.818664603080133,NA,NA,NA,NA
PPP6R3,protein phosphatase 6 regulatory subunit 3,1,No,7.816233742192122,NA,NA,NA,NA
SLC14A2,solute carrier family 14 member 2,1,No,NA,7.803316500133664,NA,NA,NA
EXOC3L2,exocyst complex component 3 like 2,1,No,NA,7.790136938884261,NA,NA,NA
LOC107986836,uncharacterized LOC107986836,1,No,NA,7.755778259235047,NA,NA,NA
LINC02147,long intergenic non-protein coding RNA 2147,1,No,7.739681350201956,NA,NA,NA,NA
CCDC186,coiled-coil domain containing 186,1,No,NA,7.738574886175166,NA,NA,NA
SYN2,synapsin II,1,No,7.7317588407864255,NA,NA,NA,NA
OTUB1,OTU deubiquitinase%2C ubiquitin aldehyde binding 1,1,No,7.726992403268424,NA,NA,NA,NA
SULT1C5P,,1,No,NA,7.725659872047252,NA,NA,NA
LOC124904451,uncharacterized LOC124904451,1,No,NA,7.72015312598147,NA,NA,NA
LOC105374837,uncharacterized LOC105374837,1,No,7.702578165304002,NA,NA,NA,NA
LOC105378711,uncharacterized LOC105378711,1,No,NA,7.691166726713398,NA,NA,NA
C6orf163,chromosome 6 open reading frame 163,1,No,7.689270063237518,NA,NA,NA,NA
C2CD5,C2 calcium dependent domain containing 5,1,No,NA,7.682177382395075,NA,NA,NA
LOC102724036,uncharacterized LOC102724036,1,No,NA,7.679406593781516,NA,NA,NA
NAV3,neuron navigator 3,1,No,7.666165819586043,NA,NA,NA,NA
DNAJC8,DnaJ heat shock protein family (Hsp40) member C8,1,No,7.664621565867418,NA,NA,NA,NA
LONP2,lon peptidase 2%2C peroxisomal,1,No,7.65990831177235,NA,NA,NA,NA
LOC105373602,uncharacterized LOC105373602,1,No,7.623419440016633,NA,NA,NA,NA
PLCB4,phospholipase C beta 4,1,No,7.607977956390469,NA,NA,NA,NA
CTNNA3,catenin alpha 3,1,No,NA,7.596708590915306,NA,NA,NA
MAP3K20,mitogen-activated protein kinase kinase kinase 20,1,No,NA,NA,7.5964889818882675,NA,NA
OBI1-AS1,OBI1 antisense RNA 1,1,No,7.589501147235538,NA,NA,NA,NA
LINC01435,long intergenic non-protein coding RNA 1435,1,No,NA,7.584506950257297,NA,NA,NA
SLC7A14-AS1,SLC7A14 antisense RNA 1,1,No,NA,7.574746559344355,NA,NA,NA
CIBAR1,CBY1 interacting BAR domain containing 1,1,No,NA,7.549663521860101,NA,NA,NA
PLCE1,phospholipase C epsilon 1,1,No,NA,7.548859372352765,NA,NA,NA
BCAS3,BCAS3 microtubule associated cell migration factor,1,No,NA,7.546861019740106,NA,NA,NA
LINC01411,long intergenic non-protein coding RNA 1411,1,No,7.534428797138628,NA,NA,NA,NA
EPS15,epidermal growth factor receptor pathway substrate 15,1,No,7.525162320158556,NA,NA,NA,NA
CFAP210,cilia and flagella associated protein 210,1,No,NA,7.52261474567381,NA,NA,NA
BLTP3B,bridge-like lipid transfer protein family member 3B,1,No,7.512829300198013,NA,NA,NA,NA
CCT6P4,,1,No,NA,7.512158218416927,NA,NA,NA
LINC00847,long intergenic non-protein coding RNA 847,1,No,NA,7.509694759081388,NA,NA,NA
OOEP,oocyte expressed protein,1,No,7.502314869615792,NA,NA,NA,NA
LOC107986887,uncharacterized LOC107986887,1,No,7.490275420452447,NA,NA,NA,NA
TGFA,transforming growth factor alpha,1,No,7.470451804616979,NA,NA,NA,NA
SMCO2,single-pass membrane protein with coiled-coil domains 2,1,No,NA,7.469584035010658,NA,NA,NA
GTF2I,general transcription factor IIi,1,No,7.464747638030544,NA,NA,NA,NA
LOC105373480,uncharacterized LOC105373480,1,No,NA,7.454302068473617,NA,NA,NA
LOC105371695,uncharacterized LOC105371695,1,No,7.424326689187221,NA,NA,NA,NA
GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,1,No,NA,7.416794734688002,NA,NA,NA
NFYA,nuclear transcription factor Y subunit alpha,1,No,NA,7.401776480177728,NA,NA,NA
FBXW4,F-box and WD repeat domain containing 4,1,No,7.3763518167103985,NA,NA,NA,NA
LOC105377052,uncharacterized LOC105377052,1,No,7.3570207082259715,NA,NA,NA,NA
KCNIP4,potassium voltage-gated channel interacting protein 4,1,No,7.347141975980092,NA,NA,NA,NA
PIEZO1P2,,1,No,7.344964711801692,NA,NA,NA,NA
UNC5D,unc-5 netrin receptor D,1,No,NA,7.342441231112673,NA,NA,NA
LOC105375951,uncharacterized LOC105375951,1,No,7.337629120981158,NA,NA,NA,NA
LINC01035,long intergenic non-protein coding RNA 1035,1,No,NA,7.320240758668159,NA,NA,NA
HECTD2-AS1,HECTD2 antisense RNA 1,1,No,7.31090055901317,NA,NA,NA,NA
MAGI1,membrane associated guanylate kinase%2C WW and PDZ domain containing 1,1,No,NA,7.306908539651046,NA,NA,NA
PPARGC1A,PPARG coactivator 1 alpha,1,No,7.302835050061518,NA,NA,NA,NA
DNAH6,dynein axonemal heavy chain 6,1,No,7.281261268626686,NA,NA,NA,NA
GPR84-AS1,GPR84%2C ZNF385A%2C ITGA5 and GTSF1 antisense RNA 1,1,No,NA,7.275571007398692,NA,NA,NA
TMEM138,transmembrane protein 138,1,No,NA,7.26347076260494,NA,NA,NA
FGFR2,fibroblast growth factor receptor 2,1,No,NA,7.242261507754482,NA,NA,NA
P2RX4,purinergic receptor P2X 4,1,No,7.237443389505338,NA,NA,NA,NA
GPR148,G protein-coupled receptor 148,1,No,7.236036880123275,NA,NA,NA,NA
IL15,interleukin 15,1,No,NA,7.223719878202571,NA,NA,NA
HPCAL1,hippocalcin like 1,1,No,7.205789524829216,NA,NA,NA,NA
MYLK4,myosin light chain kinase family member 4,1,No,NA,7.198645937722915,NA,NA,NA
STXBP6,syntaxin binding protein 6,1,No,NA,7.174044139382628,NA,NA,NA
PGM5,phosphoglucomutase 5,1,No,NA,7.173399470089338,NA,NA,NA
PTPN14,protein tyrosine phosphatase non-receptor type 14,1,No,7.168096766522049,NA,NA,NA,NA
IFT57P1,,1,No,7.157932943381543,NA,NA,NA,NA
LOC107986284,uncharacterized LOC107986284,1,No,7.151881346341037,NA,NA,NA,NA
FAM163A,family with sequence similarity 163 member A,1,No,7.135327549128006,NA,NA,NA,NA
NFS1,NFS1 cysteine desulfurase,1,No,7.134796782672725,NA,NA,NA,NA
RGS20,regulator of G protein signaling 20,1,No,NA,NA,7.1295645922224296,NA,NA
LOC102723803,uncharacterized LOC102723803,1,No,7.121698582685194,NA,NA,NA,NA
TMEM105,TMEM105 long non-coding RNA,1,No,7.11014338351402,NA,NA,NA,NA
PGA5,pepsinogen A5,1,No,NA,7.105337456213159,NA,NA,NA
KIR2DS4,killer cell immunoglobulin like receptor%2C two Ig domains and short cytoplasmic tail 4,1,No,7.102394851695952,NA,NA,NA,NA
CORO7-PAM16,CORO7-PAM16 readthrough,1,No,7.093859444126728,NA,NA,NA,NA
PTCSC2,papillary thyroid carcinoma susceptibility candidate 2,1,No,7.093757590069132,NA,NA,NA,NA
CNIH3,cornichon family AMPA receptor auxiliary protein 3,1,No,NA,7.073501661383614,NA,NA,NA
LINC00378,long intergenic non-protein coding RNA 378,1,No,NA,7.056748006952842,NA,NA,NA
CHL1,cell adhesion molecule L1 like,1,No,7.053395665884686,NA,NA,NA,NA
CPNE1,copine 1,1,No,7.0456232034579696,NA,NA,NA,NA
CRTC1,CREB regulated transcription coactivator 1,1,No,NA,7.038129339934947,NA,NA,NA
OR1D2,olfactory receptor family 1 subfamily D member 2,1,No,7.03445293047049,NA,NA,NA,NA
PBK,PDZ binding kinase,1,No,7.031256758380858,NA,NA,NA,NA
LOC105369406,uncharacterized LOC105369406,1,No,NA,7.002540135846339,NA,NA,NA
GRIK4,glutamate ionotropic receptor kainate type subunit 4,1,No,NA,7.002371476784401,NA,NA,NA
OR1G1,olfactory receptor family 1 subfamily G member 1,1,No,6.992847251082698,NA,NA,NA,NA
NFIA,nuclear factor I A,1,No,NA,6.955441946095444,NA,NA,NA
LOC105373209,uncharacterized LOC105373209,1,No,6.947742542614072,NA,NA,NA,NA
LOC105378102,uncharacterized LOC105378102,1,No,NA,6.937154124162333,NA,NA,NA
CEP164,centrosomal protein 164,1,No,NA,6.934746450701241,NA,NA,NA
LOC125312414,uncharacterized LOC125312414,1,No,6.930031287492064,NA,NA,NA,NA
LOC102503427,uncharacterized LOC102503427,1,No,6.928587424693731,NA,NA,NA,NA
CCDC88C,coiled-coil domain containing 88C,1,No,NA,6.912379267575289,NA,NA,NA
LOC124900290,deleted in malignant brain tumors 1 protein-like,1,No,NA,6.908285886819031,NA,NA,NA
CREB5,cAMP responsive element binding protein 5,1,No,NA,6.907911139277403,NA,NA,NA
RSRP1,arginine and serine rich protein 1,1,No,NA,6.90754346978369,NA,NA,NA
CASC11,cancer susceptibility 11,1,No,6.90710313462848,NA,NA,NA,NA
CDC14B,cell division cycle 14B,1,No,6.903239417125691,NA,NA,NA,NA
HEIH,hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA,1,No,NA,6.902573874215764,NA,NA,NA
DDB1,damage specific DNA binding protein 1,1,No,NA,6.898367977478156,NA,NA,NA
PALLD,palladin%2C cytoskeletal associated protein,1,No,NA,6.873396378916895,NA,NA,NA
RBFOX2,RNA binding fox-1 homolog 2,1,No,NA,6.868386197061241,NA,NA,NA
BMAL2-AS1,BMAL2 antisense RNA 1,1,No,NA,6.844336333161929,NA,NA,NA
GRAMD2B,GRAM domain containing 2B,1,No,NA,6.836216287257027,NA,NA,NA
PDE4DIPP10,,1,No,NA,6.812802852072927,NA,NA,NA
CLSTN2,calsyntenin 2,1,No,NA,6.805988785388117,NA,NA,NA
NAV1,neuron navigator 1,1,No,NA,6.805882678233427,NA,NA,NA
FGF6,fibroblast growth factor 6,1,No,NA,6.801981979107489,NA,NA,NA
LOC105375233,uncharacterized LOC105375233,1,No,NA,6.791498167644776,NA,NA,NA
ENTR1P1,,1,No,NA,6.7605018997796416,NA,NA,NA
MLXIPL,MLX interacting protein like,1,No,NA,NA,6.456872239162847,NA,NA
ZNF16,zinc finger protein 16,1,No,NA,NA,6.271424908539704,NA,NA
LOC113002582,uncharacterized LOC113002582,1,No,NA,NA,6.158936898304118,NA,NA
PRDM1,PR/SET domain 1,1,No,NA,NA,5.873587329441651,NA,NA
CCDC102B,coiled-coil domain containing 102B,1,No,NA,NA,NA,5.792212525612815,NA
FAM230E,family with sequence similarity 230 member E,1,No,NA,NA,NA,NA,5.71763411468104
CCT6P5,,1,No,NA,NA,5.7040257549257625,NA,NA
PARN,poly(A)-specific ribonuclease,1,No,NA,NA,5.680331096954485,NA,NA
FKBP6,FKBP prolyl isomerase family member 6 (inactive),1,No,NA,NA,5.464583106857489,NA,NA
LOC105374497,uncharacterized LOC105374497,1,No,NA,NA,5.3781855508521375,NA,NA
ST18,ST18 C2H2C-type zinc finger transcription factor,1,No,NA,NA,NA,5.158692671069533,NA
ILF3,interleukin enhancer binding factor 3,1,No,NA,NA,5.152151798647014,NA,NA
TRMT11,tRNA methyltransferase 11 homolog,1,No,NA,NA,NA,5.13957567973049,NA
P4HB,prolyl 4-hydroxylase subunit beta,1,No,NA,NA,5.004124077954219,NA,NA
MAP3K5,mitogen-activated protein kinase kinase kinase 5,1,No,NA,NA,4.837698899280305,NA,NA
HIF1AN,hypoxia inducible factor 1 subunit alpha inhibitor,1,No,NA,NA,NA,4.834306641277887,NA
BAZ1B,bromodomain adjacent to zinc finger domain 1B,1,No,NA,NA,4.781715403887798,NA,NA
LOC105376041,uncharacterized LOC105376041,1,No,NA,NA,NA,4.736394835537433,NA
ABCB1,ATP binding cassette subfamily B member 1,1,No,NA,NA,4.608883751737607,NA,NA
OR52N1,olfactory receptor family 52 subfamily N member 1,1,No,NA,NA,NA,4.586142140251572,NA
LRMDA,leucine rich melanocyte differentiation associated,1,No,NA,NA,4.549099524189298,NA,NA
LOC105369981,uncharacterized LOC105369981,1,No,NA,NA,NA,4.523193994656908,NA
ESRRG,estrogen related receptor gamma,1,No,NA,NA,4.452060462104615,NA,NA
LGR6,leucine rich repeat containing G protein-coupled receptor 6,1,No,NA,NA,4.45197433261813,NA,NA
TSHR,thyroid stimulating hormone receptor,1,No,NA,NA,4.45081104019855,NA,NA
DYNC2H1,dynein cytoplasmic 2 heavy chain 1,1,No,NA,NA,4.415700503650278,NA,NA
ZNF892,zinc finger protein 892,1,No,NA,NA,4.3958086808223085,NA,NA
KLHDC2,kelch domain containing 2,1,No,NA,NA,4.393082223295535,NA,NA
MTG2,mitochondrial ribosome associated GTPase 2,1,No,NA,NA,4.371359832027811,NA,NA
DENND11,DENN domain containing 11,1,No,NA,NA,4.323968953003436,NA,NA
GRM8,glutamate metabotropic receptor 8,1,No,NA,NA,4.289660246960982,NA,NA
LOC105379371,uncharacterized LOC105379371,1,No,NA,NA,4.227159817590435,NA,NA
RASAL2,RAS protein activator like 2,1,No,NA,NA,4.207904879608154,NA,NA
LOC124900165,uncharacterized LOC124900165,1,No,NA,NA,4.151810915963186,NA,NA
DNM2,dynamin 2,1,No,NA,NA,4.12076341463352,NA,NA
LINC01098,long intergenic non-protein coding RNA 1098,1,No,NA,NA,NA,4.114525761821448,NA
GABBR1,gamma-aminobutyric acid type B receptor subunit 1,1,No,NA,NA,4.089653085808293,NA,NA
SLC25A40,solute carrier family 25 member 40,1,No,NA,NA,4.059471821781619,NA,NA
NDUFB8,NADH:ubiquinone oxidoreductase subunit B8,1,No,NA,NA,NA,4.054829592435328,NA
ILF3-DT,ILF3 divergent transcript,1,No,NA,NA,4.028907533751188,NA,NA
LOC101927418,uncharacterized LOC101927418,1,No,NA,NA,NA,4.014037402257944,NA
RUNDC3B,RUN domain containing 3B,1,No,NA,NA,4.013740113029609,NA,NA
PROM2,prominin 2,1,No,NA,NA,4.001988828794675,NA,NA
DLG2,discs large MAGUK scaffold protein 2,1,No,NA,NA,4.000278558203147,NA,NA
SEC31B,SEC31 homolog B%2C COPII coat complex component,1,No,NA,NA,NA,3.994802889229023,NA
AGGF1P5,,1,No,NA,NA,3.9898495074668014,NA,NA
AGGF1P6,,1,No,NA,NA,3.9898495074668014,NA,NA
AGGF1P7,,1,No,NA,NA,3.9898495074668014,NA,NA
AGGF1P8,,1,No,NA,NA,3.9898495074668014,NA,NA
AGGF1P9,,1,No,NA,NA,3.9898495074668014,NA,NA
C1QL1P1,,1,No,NA,NA,3.9898495074668014,NA,NA
C2orf69P1,,1,No,NA,NA,3.9898495074668014,NA,NA
C2orf69P2,,1,No,NA,NA,3.9898495074668014,NA,NA
C2orf69P3,,1,No,NA,NA,3.9898495074668014,NA,NA
C2orf69P4,,1,No,NA,NA,3.9898495074668014,NA,NA
C2orf69P5,,1,No,NA,NA,3.9898495074668014,NA,NA
CCNYL3,,1,No,NA,NA,3.9898495074668014,NA,NA
CLUHP11,,1,No,NA,NA,3.9898495074668014,NA,NA
FRG2DP,,1,No,NA,NA,3.9898495074668014,NA,NA
FRG2HP,,1,No,NA,NA,3.9898495074668014,NA,NA
FRG2IP,,1,No,NA,NA,3.9898495074668014,NA,NA
FRG2JP,,1,No,NA,NA,3.9898495074668014,NA,NA
HMGN2P41,,1,No,NA,NA,3.9898495074668014,NA,NA
KIF18BP1,,1,No,NA,NA,3.9898495074668014,NA,NA
LINC01566,long intergenic non-protein coding RNA 1566,1,No,NA,NA,3.9898495074668014,NA,NA
LOC105371198,uncharacterized LOC105371198,1,No,NA,NA,3.9898495074668014,NA,NA
LOC105371199,uncharacterized LOC105371199,1,No,NA,NA,3.9898495074668014,NA,NA
LOC105371200,uncharacterized LOC105371200,1,No,NA,NA,3.9898495074668014,NA,NA
LOC105371201,uncharacterized LOC105371201,1,No,NA,NA,3.9898495074668014,NA,NA
LOC105371203,uncharacterized LOC105371203,1,No,NA,NA,3.9898495074668014,NA,NA
LOC105371204,uncharacterized LOC105371204,1,No,NA,NA,3.9898495074668014,NA,NA
LOC112268173,uncharacterized LOC112268173,1,No,NA,NA,3.9898495074668014,NA,NA
LOC162137,Putative uncharacterized protein MGC34800,1,No,NA,NA,3.9898495074668014,NA,NA
NAMPTP3,,1,No,NA,NA,3.9898495074668014,NA,NA
PPP1R1AP2,,1,No,NA,NA,3.9898495074668014,NA,NA
RARRES2P10,,1,No,NA,NA,3.9898495074668014,NA,NA
RARRES2P6,,1,No,NA,NA,3.9898495074668014,NA,NA
SLC25A1P4,,1,No,NA,NA,3.9898495074668014,NA,NA
TP53TG3HP,,1,No,NA,NA,3.9898495074668014,NA,NA
UBE2MP1,,1,No,NA,NA,3.9898495074668014,NA,NA
VN1R68P,,1,No,NA,NA,3.9898495074668014,NA,NA
VN1R69P,,1,No,NA,NA,3.9898495074668014,NA,NA
VN1R70P,,1,No,NA,NA,3.9898495074668014,NA,NA
VPS35P1,,1,No,NA,NA,3.9898495074668014,NA,NA
CAMTA1,calmodulin binding transcription activator 1,1,No,NA,NA,3.9666608002887696,NA,NA
LOC105373724,uncharacterized LOC105373724,1,No,NA,NA,NA,3.948488278864077,NA
DBF4,DBF4-CDC7 kinase regulatory subunit,1,No,NA,NA,3.888123842946997,NA,NA
MPP7,MAGUK p55 scaffold protein 7,1,No,NA,NA,3.8753326915814,NA,NA
CCSER1,coiled-coil serine rich protein 1,1,No,NA,NA,NA,3.8644176882382815,NA
LOC124902038,uncharacterized LOC124902038,1,No,NA,NA,NA,3.847497268150828,NA
ELAVL2,ELAV like RNA binding protein 2,1,No,NA,NA,3.8312837598362033,NA,NA
VWA3B,von Willebrand factor A domain containing 3B,1,No,NA,NA,3.830702041384841,NA,NA
LOC102724207,ankyrin repeat domain-containing protein 36C-like,1,No,NA,NA,3.8116880520815446,NA,NA
SPDEF,SAM pointed domain containing ETS transcription factor,1,No,NA,NA,NA,3.7974646044358,NA
CCNF,cyclin F,1,No,NA,NA,3.782695457221164,NA,NA
LOC105371623,uncharacterized LOC105371623,1,No,NA,NA,3.78014245297818,NA,NA
NOL10,nucleolar protein 10,1,No,NA,NA,3.777283006039853,NA,NA
PLA2G6,phospholipase A2 group VI,1,No,NA,NA,3.758996634245888,NA,NA
ATP6V1A,ATPase H+ transporting V1 subunit A,1,No,NA,NA,3.706226393120041,NA,NA
FZD9,frizzled class receptor 9,1,No,NA,NA,3.7045818950760734,NA,NA
LOC105375993,uncharacterized LOC105375993,1,No,NA,NA,3.692064126330685,NA,NA
MMADHC-DT,MMADHC divergent transcript,1,No,NA,NA,3.68094743354276,NA,NA
IFI27L1,interferon alpha inducible protein 27 like 1,1,No,NA,NA,3.679567629765738,NA,NA
BLMH,bleomycin hydrolase,1,No,NA,NA,NA,3.6766142958419,NA
DNAH17,dynein axonemal heavy chain 17,1,No,NA,NA,3.668719654101217,NA,NA
LINC00906,long intergenic non-protein coding RNA 906,1,No,NA,NA,NA,3.6685418529555793,NA
LINC02320,long intergenic non-protein coding RNA 2320,1,No,NA,NA,3.667064628352395,NA,NA
RPH3A,rabphilin 3A,1,No,NA,NA,NA,3.578879317925481,NA
KHDRBS1,KH RNA binding domain containing%2C signal transduction associated 1,1,No,NA,NA,NA,3.572975713977622,NA
IGSF10,immunoglobulin superfamily member 10,1,No,NA,NA,NA,3.538700897342955,NA
ST13P11,,1,No,NA,NA,NA,3.52516113167613,NA
NEMF,nuclear export mediator factor,1,No,NA,NA,3.516724703810753,NA,NA
LOC105379003,uncharacterized LOC105379003,1,No,NA,NA,3.505047371586101,NA,NA
INPP5A,inositol polyphosphate-5-phosphatase A,1,No,NA,NA,3.488600409637834,NA,NA
LOC124906867,uncharacterized LOC124906867,1,No,NA,NA,3.4821968256031868,NA,NA
SLC9B1P5,,1,No,NA,NA,NA,3.477233921738179,NA
IKZF3,IKAROS family zinc finger 3,1,No,NA,NA,NA,3.4749144772080083,NA
COMMD6,COMM domain containing 6,1,No,NA,NA,3.46260247311456,NA,NA
DDX54,DEAD-box helicase 54,1,No,NA,NA,3.4432963008013155,NA,NA
ZNF710,zinc finger protein 710,1,No,NA,NA,3.441152591178609,NA,NA
LOC110262331,,1,No,NA,NA,3.440127682221029,NA,NA
HAPLN4,hyaluronan and proteoglycan link protein 4,1,No,NA,NA,3.4280276235676026,NA,NA
ENPP7P13,,1,No,NA,NA,3.406253818074229,NA,NA
LINC02801,long intergenic non-protein coding RNA 2801,1,No,NA,NA,3.4030754694416223,NA,NA
LOC107986270,uncharacterized LOC107986270,1,No,NA,NA,3.3915478383831608,NA,NA
LINC02660,long intergenic non-protein coding RNA 2660,1,No,NA,NA,NA,3.372786223215557,NA
DERA,deoxyribose-phosphate aldolase,1,No,NA,NA,NA,3.3621853744122787,NA
ANKRD30A,ankyrin repeat domain 30A,1,No,NA,NA,NA,3.3415553264195856,NA
INPP5D,inositol polyphosphate-5-phosphatase D,1,No,NA,NA,3.341323695114341,NA,NA
PHACTR4,phosphatase and actin regulator 4,1,No,NA,NA,3.332892208677018,NA,NA
ARMH4,armadillo like helical domain containing 4,1,No,NA,NA,3.325381151327099,NA,NA
OR52N5,olfactory receptor family 52 subfamily N member 5,1,No,NA,NA,NA,3.3237675003854927,NA
UBR1,ubiquitin protein ligase E3 component n-recognin 1,1,No,NA,NA,3.321090379311875,NA,NA
LOC107987171,uncharacterized LOC107987171,1,No,NA,NA,NA,3.313192008896573,NA
GTF3C5,general transcription factor IIIC subunit 5,1,No,NA,NA,3.312534755255084,NA,NA
RNF144A,ring finger protein 144A,1,No,NA,NA,3.3103827906998764,NA,NA
CPXM2,carboxypeptidase X%2C M14 family member 2,1,No,NA,NA,3.2910891096956054,NA,NA
SUGCT,succinyl-CoA:glutarate-CoA transferase,1,No,NA,NA,3.2854648598354665,NA,NA
RAB3D,RAB3D%2C member RAS oncogene family,1,No,NA,NA,3.285287820177832,NA,NA
ITGAE,integrin subunit alpha E,1,No,NA,NA,3.281630094135201,NA,NA
DSN1,DSN1 component of MIS12 kinetochore complex,1,No,NA,NA,3.259551637762118,NA,NA
TEX22,testis expressed 22,1,No,NA,NA,NA,3.2568619022060927,NA
OR7G2,olfactory receptor family 7 subfamily G member 2,1,No,NA,NA,3.234839871891748,NA,NA
TBC1D9,TBC1 domain family member 9,1,No,NA,NA,3.232502178749423,NA,NA
FHIT,fragile histidine triad diadenosine triphosphatase,1,No,NA,NA,3.2205807956222934,NA,NA
PRAMEF19,PRAME family member 19,1,No,NA,NA,3.214024841834329,NA,NA
WDFY1,WD repeat and FYVE domain containing 1,1,No,NA,NA,3.212860454937867,NA,NA
LOC105377944,uncharacterized LOC105377944,1,No,NA,NA,3.198787330118452,NA,NA
ARHGAP23P1,,1,No,NA,NA,3.1927106632837785,NA,NA
ZNF510,zinc finger protein 510,1,No,NA,NA,NA,3.1896144503853856,NA
SDHAP3,,1,No,NA,NA,3.1809052148059545,NA,NA
RRAGAP1,,1,No,NA,NA,NA,3.169846528351451,NA
SHB,SH2 domain containing adaptor protein B,1,No,NA,NA,NA,3.143863512096209,NA
SNX29P2,,1,No,NA,NA,NA,3.100536046514771,NA
LOC105372563,uncharacterized LOC105372563,1,No,NA,NA,NA,3.07617375662136,NA
AMOTL1,angiomotin like 1,1,No,NA,NA,NA,3.068716823761718,NA
SNRPFP1,,1,No,NA,NA,NA,3.067641148187456,NA
NKAIN2,sodium/potassium transporting ATPase interacting 2,1,No,NA,NA,NA,3.037911045762652,NA
KSR1,kinase suppressor of ras 1,1,No,NA,NA,NA,3.0277002955054586,NA
ASIC2,acid sensing ion channel subunit 2,1,No,NA,NA,NA,3.0169328210540027,NA
KIAA1328,KIAA1328,1,No,NA,NA,NA,2.975379859070153,NA
LINC02325,long intergenic non-protein coding RNA 2325,1,No,NA,NA,NA,2.967987631792328,NA
MYOM1,myomesin 1,1,No,NA,NA,NA,2.96409958011246,NA
ST3GAL1,ST3 beta-galactoside alpha-2%2C3-sialyltransferase 1,1,No,NA,NA,NA,2.9409147395573827,NA
ZNF644,zinc finger protein 644,1,No,NA,NA,NA,2.9403995970895225,NA
CTNND2,catenin delta 2,1,No,NA,NA,NA,2.9151146809455257,NA
FBLN2,fibulin 2,1,No,NA,NA,NA,2.9055634441235165,NA
TBCE,tubulin folding cofactor E,1,No,NA,NA,NA,2.879314535268379,NA
ZBTB46,zinc finger and BTB domain containing 46,1,No,NA,NA,NA,2.874330673991669,NA
MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,1,No,NA,NA,NA,NA,2.8591944857731764
LOC102724355,uncharacterized LOC102724355,1,No,NA,NA,NA,2.853210187480809,NA
CDH26,cadherin 26,1,No,NA,NA,NA,2.8523733256631147,NA
LINC01682,long intergenic non-protein coding RNA 1682,1,No,NA,NA,NA,2.8497889332852644,NA
TMPRSS11F,transmembrane serine protease 11F,1,No,NA,NA,NA,2.845138786058058,NA
LGALS2,galectin 2,1,No,NA,NA,NA,2.842819795271068,NA
LY96,lymphocyte antigen 96,1,No,NA,NA,NA,2.840962720166287,NA
NAV2,neuron navigator 2,1,No,NA,NA,NA,2.8399374817800824,NA
TENM3,teneurin transmembrane protein 3,1,No,NA,NA,NA,2.824347016124609,NA
MTMR9LP,,1,No,NA,NA,NA,2.8210912313951675,NA
MECOM,MDS1 and EVI1 complex locus,1,No,NA,NA,NA,2.814942566695656,NA
