genes,descriptions,num_populations,is_shared,EAS,EUR,AFR,SAS,AMR
ART5,ADP-ribosyltransferase 5,5,Yes,5.0972957001210455,5.309150807446788,4.961928168530447,4.860288352596861,4.683418671138223
TUBB7P,,5,Yes,5.2917355290309045,5.231634761013271,5.224301222209152,5.208963585915932,5.196569930643925
LILRB5,leukocyte immunoglobulin like receptor B5,5,Yes,5.009881993627873,5.289694882312467,4.880088354576185,5.113384144243188,5.014567102312305
LGALS8,galectin 8,5,Yes,5.241673838326814,4.970767822086868,4.6114199256499155,4.934931428216092,5.073947336681228
OR2T8,olfactory receptor family 2 subfamily T member 8,5,Yes,5.2282303915212465,4.8767107140649735,4.6836309522385005,4.907061548632812,4.851673277770073
FBRSL1,fibrosin like 1,5,Yes,5.073480522932015,5.189064170729897,5.0266126857932445,5.207530408564568,5.124987438486039
ZNF415,zinc finger protein 415,5,Yes,5.107875808241579,5.155449141732347,5.011700873304024,5.20450796085509,4.910141625367832
DIP2A,disco interacting protein 2 homolog A,5,Yes,4.777726479631533,5.193113210825487,4.469943615035909,4.714928149795269,4.441376821163623
GYPB,glycophorin B (MNS blood group),5,Yes,4.342083512269793,4.945520299092111,4.441469173485535,5.192460424409621,4.928282080943341
LOC101929614,proline-rich receptor-like protein kinase PERK10,5,Yes,5.184467465234235,5.126775483255326,5.025332628841526,4.412803237918854,4.169848833478739
CABLES1,Cdk5 and Abl enzyme substrate 1,5,Yes,4.3463418006160985,5.178448458851082,4.547045876923596,4.962738725463394,4.461634713830696
PMM2,phosphomannomutase 2,5,Yes,4.927535725414839,5.158136285830233,4.98771232299472,4.966748770900238,4.606875598465102
SPOCK3,SPARC (osteonectin)%2C cwcv and kazal like domains proteoglycan 3,5,Yes,4.610628986303893,4.225173993121391,4.267934556918851,5.150441974751766,4.492713779362048
NOTCH4,notch receptor 4,5,Yes,4.700185285877878,5.1360517118725175,4.633261344201942,4.591802899996168,4.3963589313207185
PKD1L2,,5,Yes,4.829990672423749,4.559336945672497,4.538681027581049,5.124801625794824,4.611505749478458
LOC105372335,uncharacterized LOC105372335,5,Yes,5.12331398778292,4.632734412189825,4.938457617405758,4.640271199611387,4.8012721190901795
RASGEF1A,RasGEF domain family member 1A,5,Yes,5.099042595322282,4.8162026340855375,4.896362265144058,4.866386239413771,5.003804676235093
LOC105374358,uncharacterized LOC105374358,5,Yes,5.080717126578614,4.876870839639328,4.6988016218321516,4.338813154618551,4.653390598807382
CYP2A7,cytochrome P450 family 2 subfamily A member 7,5,Yes,4.86089708135289,4.286192618975797,4.920387962920293,5.079376884092335,4.44825523871862
UBN1,ubinuclein 1,5,Yes,5.077996083303087,4.848196750695482,5.016234298473749,5.031174911566668,4.953948253435685
LOC105379292,uncharacterized LOC105379292,5,Yes,4.355772273894262,4.721679845581488,4.851715228614067,5.076662237071261,4.601731288072365
ZNF454,zinc finger protein 454,5,Yes,4.393343837284936,4.996043076610877,4.800317463050165,4.766395123195744,4.7676647799424
LOC105376350,uncharacterized LOC105376350,5,Yes,4.985998091693811,4.555493904566026,4.541654329020007,4.748328520004249,4.632613368674051
CCN2-AS1,CCN2 antisense RNA 1,5,Yes,4.355635051095777,4.789078519537293,4.911072700302609,4.9738700681070975,4.7352196680174155
TCP10L2,,5,Yes,4.328608102273476,4.964929248703618,4.768646160658732,4.724355118855979,4.94818971532625
IGLL1,immunoglobulin lambda like polypeptide 1,5,Yes,4.948220086473219,4.693661539017861,4.938646492003298,4.519656880126681,4.181961377583763
KIR3DL3,killer cell immunoglobulin like receptor%2C three Ig domains and long cytoplasmic tail 3,5,Yes,4.691679974962155,4.619261800626956,4.914832139428652,4.927902342572689,4.742639195578266
RBFOX1,RNA binding fox-1 homolog 1,5,Yes,4.926331937750929,4.8010336604536805,4.786037895291765,4.4166704193431,4.518092064788708
STK32C,serine/threonine kinase 32C,5,Yes,4.873176003135863,4.325292696485132,4.543730670033067,4.7524101811436985,4.171114371909284
LOC112267992,uncharacterized LOC112267992,5,Yes,4.381120706856712,4.858839675453427,4.85049403495083,4.314088657380098,4.810482352631121
TMEM255B,transmembrane protein 255B,5,Yes,4.778579651939142,4.509884682883311,4.687370885173254,4.270145650261174,4.838110631123854
EFCAB5,EF-hand calcium binding domain 5,5,Yes,4.501635104861354,4.836201224922721,4.628084039816023,4.708874257912248,4.493617650175733
LOC100887076,,5,Yes,4.506152181830389,4.325323630988154,4.657558551123066,4.717216904961318,4.624595186283439
LINC01346,long intergenic non-protein coding RNA 1346,5,Yes,4.663297681743571,4.625259647290251,4.495783071431229,4.279656875992279,4.682872220650166
LOC105372316,uncharacterized LOC105372316,5,Yes,4.666462795264233,4.2086602660988754,4.409554893443369,4.479475448023463,4.338343279955377
FUT3,fucosyltransferase 3 (Lewis blood group),5,Yes,4.483814979131179,4.650377928103156,4.401543210313886,4.428663819282797,4.616223352343231
NCR1,natural cytotoxicity triggering receptor 1,5,Yes,4.512962720905642,4.580477978182348,4.383645223498837,4.646305263909311,4.309865828913403
KIR2DL3,killer cell immunoglobulin like receptor%2C two Ig domains and long cytoplasmic tail 3,5,Yes,4.42831246132015,4.255646833244031,4.442389975114881,4.613763861247712,4.253658587647947
PRKG1,protein kinase cGMP-dependent 1,5,Yes,4.506127348660904,4.349396564243764,4.353158658269011,4.3462020442296705,4.36485992154721
LOC124907536,protein FAM104B-like,4,Yes,7.9721656136587615,10.13434824087543,NA,5.9930738475344345,9.278463250243751
KIR2DS4,killer cell immunoglobulin like receptor%2C two Ig domains and short cytoplasmic tail 4,4,Yes,7.184669913211603,NA,6.414237114200669,9.733133976571066,9.169802029882739
SLC38A10,solute carrier family 38 member 10,4,Yes,8.574982785825123,NA,7.8790939967675735,6.105327911167464,8.104777463156188
GXYLT1P6,,4,Yes,8.128364309065553,NA,6.8885252635206875,5.658917177760388,7.122399898134321
MICF,,4,Yes,NA,7.5046698015081414,5.618756513508891,6.7226364448163425,5.926296785786712
LOC105375010,uncharacterized LOC105375010,4,Yes,NA,7.362872886969806,5.500436639904318,6.560037117299202,5.49107527986463
SSU72P6,,4,Yes,6.7345199131003435,NA,6.791686417969943,4.6542166371251765,4.875192565071285
HLA-DPB2,,4,Yes,NA,5.375772795325164,4.960033789332587,6.365569915035013,6.787062620483211
TERT,telomerase reverse transcriptase,4,Yes,6.462422750159024,NA,6.759872494983664,5.306432811391824,6.282880644303793
HCG4P9,,4,Yes,6.746757260594154,6.618842948382137,6.123386573024742,NA,6.05795914354751
FAM20C,FAM20C golgi associated secretory pathway kinase,4,Yes,6.565762779130756,5.745003966822341,6.288974983343774,NA,5.348309488349202
PSORS1C3,psoriasis susceptibility 1 candidate 3,4,Yes,5.346628168725979,NA,4.7609678298792515,6.525545146046602,5.807257413501108
HLA-V,,4,Yes,6.4678334947468015,6.421883756105496,5.726897002238617,NA,5.925721351089559
HLA-G,major histocompatibility complex%2C class I%2C G,4,Yes,6.395196426766966,5.1106146673106965,6.115535487930125,NA,5.650357917824021
LMLN,leishmanolysin like peptidase,4,Yes,6.239283111863364,4.553489008967038,5.503773988069851,4.427875032462525,NA
LINC00707,long intergenic non-protein coding RNA 707,4,Yes,NA,6.130554645975993,5.455579611314274,5.571758386175065,5.549595999954529
TMEM132D,transmembrane protein 132D,4,Yes,6.118601229282679,4.601464542637212,5.944085620773326,NA,5.064917998038275
RPL7AP7,,4,Yes,6.034798253962543,5.780868660436477,5.47473871603958,NA,5.4459159571227005
VPS51P5,,4,Yes,5.682097096560234,5.49765166609194,6.002512978323374,NA,5.560303792470356
LOC128966579,uncharacterized LOC128966579,4,Yes,5.663647438376838,4.857861040256743,4.9479511709888575,5.945952541603939,NA
LOC400682,,4,Yes,NA,5.0383469437537,5.465735227698401,5.889052481045953,5.428376865110374
DDX39BP1,,4,Yes,5.587709630432422,5.886697939501584,5.194231728749166,NA,5.659903849210916
OR2T34,olfactory receptor family 2 subfamily T member 34,4,Yes,5.884638798344439,4.323850952580269,5.719870007862211,5.792599689406222,NA
HCG4P8,,4,Yes,5.8032757500159615,5.806802387044934,5.623940488857154,NA,5.7861576008692435
LOC124900424,,4,Yes,5.7876731264740435,4.7174907552897425,5.451865651529466,NA,5.045793125202365
RFPL4A,ret finger protein like 4A,4,Yes,5.759515331558758,5.436533775825849,5.161278085576414,NA,4.963621177815682
SIGLEC12,sialic acid binding Ig like lectin 12,4,Yes,5.736834642924656,5.5600036319836486,NA,4.841462570215761,4.364337503093476
ZFP57,ZFP57 zinc finger protein,4,Yes,NA,5.709556872873832,4.648685164074909,4.814525381811019,4.651412158457573
COL11A2P1,,4,Yes,5.232713560004316,5.68911600539169,4.308297037297362,NA,4.587391118168453
MICG,,4,Yes,5.685494869469623,5.450866184791103,5.210833523488901,NA,5.156041377844442
HCG22,,4,Yes,4.8463884116061475,4.849588900530539,4.492004285652696,5.67164834708638,NA
FAM242B,family with sequence similarity 242 member B,4,Yes,4.5498682187283865,NA,5.61852871234037,4.700693762774912,5.4038201801484815
MICB,MHC class I polypeptide-related sequence B,4,Yes,5.610887189788621,NA,5.396037449900981,5.073818728018978,5.3765841688120934
OR7E97P,,4,Yes,5.579001344920802,4.53076468108473,5.156717548811309,NA,4.707168591278254
MCCD1P1,,4,Yes,5.2272546368707316,5.517988010860114,4.9432302361796,NA,5.331386519592647
NF1,neurofibromin 1,4,Yes,NA,5.50659044087833,4.227864138347196,5.49867181343941,5.017049110266258
RFC3P1,,4,Yes,4.5145933746381175,5.453863185961495,4.570614127015067,NA,4.266076725434424
PSMG4,proteasome assembly chaperone 4,4,Yes,5.437948820384765,4.3473798057082265,4.942999982793093,4.433435176425533,NA
SPOPLP2,,4,Yes,5.419094206264202,4.952856228459519,5.3154036024294085,NA,4.70673754473981
RBPJ,recombination signal binding protein for immunoglobulin kappa J region,4,Yes,4.7227523547212895,NA,4.628644152071501,4.950256786313346,5.411829982782647
HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1,4,Yes,5.044019210809216,5.3164973714609,4.753986451731671,NA,4.704314640108098
LOC124903671,uncharacterized LOC124903671,4,Yes,NA,5.275374305490605,4.427618148595113,5.238028616353355,4.788494451810583
CYP4F24P,,4,Yes,NA,4.569499376434622,4.657258731506062,5.239324796059739,4.373680701743286
FAM222B,family with sequence similarity 222 member B,4,Yes,NA,5.238139383897689,4.512860013810961,4.6139288134558925,4.536578255627645
SNX29,sorting nexin 29,4,Yes,5.2300616889287586,NA,4.822631501302112,4.848992663149424,5.077266647212819
ABR,ABR activator of RhoGEF and GTPase,4,Yes,5.229058110751183,4.384599738572917,NA,4.575116739960041,4.622791515315684
FAM182A,family with sequence similarity 182 member A,4,Yes,4.61826199105198,NA,4.472359094993954,5.212802617653166,4.790323416543103
GYPE,glycophorin E (MNS blood group),4,Yes,5.153152156792416,4.544215749273547,4.838994872033814,NA,4.450910735356528
CELSR1,cadherin EGF LAG seven-pass G-type receptor 1,4,Yes,5.142097318826519,4.381103462615772,4.562255492705051,NA,4.670608053149326
HLA-DRA,major histocompatibility complex%2C class II%2C DR alpha,4,Yes,5.100388133127395,NA,4.930395588081303,5.128067973590308,5.063988198086749
WASF5P,,4,Yes,4.931908681466949,NA,5.124995425547528,4.824022150055353,4.805162324488585
LOC107986229,uncharacterized LOC107986229,4,Yes,4.933721183556884,4.73543182225316,5.123419300576441,NA,5.046581529776861
SH2D4B,SH2 domain containing 4B,4,Yes,NA,5.089399253417418,4.8175801112690655,4.934864613334208,4.815293314816577
LOC124902544,uncharacterized LOC124902544,4,Yes,4.454381536226896,5.066478968604143,4.227782559505706,4.4962318490272875,NA
HLA-F-AS1,HLA-F antisense RNA 1,4,Yes,5.043989949257176,4.855527317659882,4.878781457447565,NA,4.728960114540305
LOC353010,,4,Yes,4.941774038538229,5.019399005565446,4.612288491824305,NA,4.617100240822964
CCNYL2,,4,Yes,4.995995354233715,NA,4.747775015055379,4.895200730845888,4.533557991647758
DMRT1,doublesex and mab-3 related transcription factor 1,4,Yes,4.977367593021113,NA,4.7656356828829205,4.994688599057637,4.663569766565112
GTF2H5,general transcription factor IIH subunit 5,4,Yes,4.3431106761281315,4.675764830827848,4.991054108055045,4.904052774581991,NA
RNF17,ring finger protein 17,4,Yes,4.966989233636912,4.212862518361838,4.569529529537876,4.283828934236983,NA
LOC124908435,,4,Yes,4.952622608675897,4.556032940039882,4.738592616835401,NA,4.630620342021879
EIF3B,eukaryotic translation initiation factor 3 subunit B,4,Yes,4.930120474478928,4.455724617483133,4.3467793703586635,NA,4.476925504771921
LOC105373277,uncharacterized LOC105373277,4,Yes,4.924905145195127,4.535314789966313,NA,4.3167316056402685,4.1921228613422326
SMARCE1P3,,4,Yes,4.891888752892067,4.27105259403611,4.331037566437861,NA,4.391200729867184
ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,4,Yes,4.451511500244288,4.267881854452613,4.311122647783549,NA,4.88923428840451
FXN,frataxin,4,Yes,4.605895871117913,4.883588246967627,4.335730052355368,NA,4.454633471170055
RBFADN,RBFA downstream neighbor,4,Yes,4.877441909604326,4.6342516159849225,4.4518985152172945,NA,4.281410791036881
LOC105378269,uncharacterized LOC105378269,4,Yes,4.6183067136431575,4.4108899815477995,4.860469870154266,4.439118250415226,NA
LINC01646,long intergenic non-protein coding RNA 1646,4,Yes,NA,4.763368498707522,4.4420856874414145,4.860210726161756,4.644467083519271
ANTXRLP1,,4,Yes,NA,4.436807171087356,4.42929215522617,4.85634935152617,4.436477312210632
FAM242A,family with sequence similarity 242 member A,4,Yes,4.853642483672581,4.2735462549335175,4.323060670203464,NA,4.666436559948072
LOC353008,,4,Yes,4.369678480435423,4.236931140140155,4.5212247862167425,NA,4.772546284509991
LOC124906207,,4,Yes,4.638268838082169,NA,4.509711469958946,4.7708854692805565,4.225686952362834
FCER2,Fc epsilon receptor II,4,Yes,4.76286088577799,4.737081927513037,4.521273474013943,NA,4.4882779759305595
RPL21P69,,4,Yes,4.624323308063996,4.644301722095046,4.473233697306347,4.760305440057615,NA
SNTG2,syntrophin gamma 2,4,Yes,4.758057932891577,NA,4.4215670032437435,4.49882778203948,4.755926495614926
LOC105370372,uncharacterized LOC105370372,4,Yes,4.526748620207919,4.757020240058294,4.618873380609186,NA,4.442204768273418
CYP21A1P,,4,Yes,4.743947955657281,4.550495497648347,4.427799857667101,4.360416606631542,NA
EIPR1,EARP complex and GARP complex interacting protein 1,4,Yes,4.7268817564897025,NA,4.6030730395055635,4.579114953941613,4.741557437620014
KRT6C,keratin 6C,4,Yes,NA,4.412499261491367,4.475321513590472,4.738685853672835,4.423557552970043
JAKMIP3,Janus kinase and microtubule interacting protein 3,4,Yes,4.4746714311458256,4.733980757222589,4.369373464658582,NA,4.333405877537428
PRAMEF13,PRAME family member 13,4,Yes,4.56821421721859,4.7209136432583305,4.572449351909466,4.707881392874598,NA
HLA-F,major histocompatibility complex%2C class I%2C F,4,Yes,4.715181849027629,4.550236321348855,4.577253855169181,NA,4.538326198157043
LOC100129457,,4,Yes,NA,4.617364979682435,4.57000260246449,4.695530315264978,4.34467517020467
LRRTM4,leucine rich repeat transmembrane neuronal 4,4,Yes,NA,4.692094012076241,4.400023474268815,4.664536459768789,4.442251650925071
MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2,4,Yes,NA,4.662911682578047,4.355895244863872,4.445878448319824,4.173564631484356
PKD1L1,polycystin 1 like 1%2C transient receptor potential channel interacting,4,Yes,4.497814176291296,4.650766524618653,4.306707569309557,NA,4.325310441876599
NTF6A,,4,Yes,4.606718764549469,NA,4.4726677347409955,4.268473367696391,4.615612146669957
LOC100507336,uncharacterized LOC100507336,4,Yes,4.327127532185212,4.2889179163397895,NA,4.611307332256143,4.235140505503302
LOC105375147,uncharacterized LOC105375147,4,Yes,NA,4.609755704344644,4.322774790497666,4.280161838308009,4.313553376406424
C1DP2,,4,Yes,4.470666833633193,4.608265874857138,4.290315337379013,NA,4.449851585492251
CASP9,caspase 9,4,Yes,4.422468762429279,4.60671116224474,NA,4.236168683739075,4.417247597914916
KAZN,kazrin%2C periplakin interacting protein,4,Yes,4.4602735634213415,NA,4.260978279977413,4.592493831074689,4.258216184180289
ZNF765-ZNF761,ZNF765-ZNF761 readthrough,4,Yes,4.461777189535443,4.331982259092191,4.563882712726168,NA,4.365924749002794
LOC107987427,uncharacterized LOC107987427,4,Yes,4.339262531447745,4.547569677613862,4.368042984665166,NA,4.2567668553500235
MEGF6,multiple EGF like domains 6,4,Yes,4.483556942568502,4.46255281467201,4.3658640566176485,NA,4.526741190458999
BHLHE40-AS1,BHLHE40 antisense RNA 1,4,Yes,4.458306125140494,NA,4.45802179688228,4.3494499858568325,4.308813447767875
LOC728989,,4,Yes,4.318358412688954,NA,4.240430298578512,4.379842303885802,4.215145712088827
LYZL1,lysozyme like 1,4,Yes,NA,4.295266279708347,4.270611417653164,4.356625906793587,4.185328455054395
TSNAX-DISC1,TSNAX-DISC1 readthrough (NMD candidate),4,Yes,4.316072548801344,4.227264542289815,NA,4.316635089599062,4.251840134223479
HLA-DRB3,major histocompatibility complex%2C class II%2C DR beta 3,3,Yes,NA,NA,6.957179346613204,5.904378765543868,5.117943183284707
FKBP4P2,,3,Yes,NA,6.528243812417482,4.380957895226505,NA,4.950926490550701
LOC105373279,uncharacterized LOC105373279,3,Yes,6.122521132209513,6.065323278546678,5.179728237140634,NA,NA
WDR27,WD repeat domain 27,3,Yes,5.977168627450015,5.128850312917217,4.834219827764017,NA,NA
HCG9,HLA complex group 9,3,Yes,NA,NA,4.657717139594375,5.561323947574717,5.728527912508522
LINC01149,long intergenic non-protein coding RNA 1149,3,Yes,NA,NA,4.832065686161998,5.693964598866062,4.331409980082758
OSBPL1A,oxysterol binding protein like 1A,3,Yes,NA,NA,5.212104648088183,5.689130451211554,5.005179870013731
CACNA1H,calcium voltage-gated channel subunit alpha1 H,3,Yes,5.633168006765492,5.060238155892998,5.13047708876293,NA,NA
LOC124902543,uncharacterized LOC124902543,3,Yes,NA,5.4998165603828495,4.385572075576874,5.1994118202758095,NA
TRPM8,transient receptor potential cation channel subfamily M member 8,3,Yes,5.476573080908793,NA,5.310043408978902,NA,5.387479989363049
A2ML1-AS1,A2ML1 antisense RNA 1,3,Yes,5.129308406618296,NA,4.462173473984586,5.43253632285256,NA
SLC35G4,solute carrier family 35 member G4,3,Yes,4.885538819332137,NA,5.188012982220601,NA,5.09858576912821
ADPRHL1,ADP-ribosylhydrolase like 1,3,Yes,NA,5.1687225791714715,4.492133493849849,4.534835911776621,NA
SIGLEC16,sialic acid binding Ig like lectin 16,3,Yes,5.167237365058054,NA,NA,4.628996901138339,4.885416980727623
LOC124906837,uncharacterized LOC124906837,3,Yes,NA,4.417686162488468,4.5092220290601635,5.122245600811136,NA
TCP10L3,,3,Yes,4.492917724464314,NA,NA,5.1206503734459385,5.029107664241451
SDHA,succinate dehydrogenase complex flavoprotein subunit A,3,Yes,NA,4.384418292878759,NA,5.081855256075254,4.453378369785536
ATRNL1,attractin like 1,3,Yes,4.313820255680303,5.067222982113521,NA,NA,4.6497865471468
PARP4P2,,3,Yes,NA,4.788383187545338,5.041178048565736,NA,4.839019224066642
LOC107984671,uncharacterized LOC107984671,3,Yes,NA,5.040892049705751,4.292119683880373,4.22942459068624,NA
BRD2,bromodomain containing 2,3,Yes,4.523066803968225,4.53578156003479,NA,5.04054285263507,NA
LINC00367,long intergenic non-protein coding RNA 367,3,Yes,5.039653837144942,NA,4.678702332207217,NA,4.540919921361709
LOC124906746,beta-defensin 104A,3,Yes,5.000841455816542,NA,NA,4.710614077753805,4.6114879989032165
OR5H4P,,3,Yes,4.99998594141412,NA,4.465078437872163,NA,4.673308103263998
LINC02699,long intergenic non-protein coding RNA 2699,3,Yes,4.909804255926903,NA,4.973077343589522,NA,4.352234859718001
LOC101928516,uncharacterized LOC101928516,3,Yes,NA,NA,4.666441992463262,4.964764550685551,4.524303727301787
ART3,ADP-ribosyltransferase 3 (inactive),3,Yes,NA,4.2052221607221885,4.674215667304269,NA,4.933110207111308
LINC02234,long intergenic non-protein coding RNA 2234,3,Yes,4.358940467434683,NA,4.709222579728283,4.9315005976443125,NA
SUZ12P1,,3,Yes,NA,4.725597657056402,NA,4.882535732061411,4.36167618959181
MUC4,mucin 4%2C cell surface associated,3,Yes,NA,4.389614606932787,NA,4.6360738565653525,4.876054961158588
LOC105372006,uncharacterized LOC105372006,3,Yes,4.863648086304381,4.416726716336252,NA,4.489921720498556,NA
LOC100128340,uncharacterized LOC100128340,3,Yes,4.716944498232213,4.859383362186698,4.540017590667275,NA,NA
BCL2L14,BCL2 like 14,3,Yes,NA,NA,4.351979505238495,4.4772206735449664,4.855793344614064
CLEC12A,C-type lectin domain family 12 member A,3,Yes,NA,NA,4.851524638903589,4.814088642450051,4.449815356437669
CCDC77,coiled-coil domain containing 77,3,Yes,4.356031623411886,NA,4.834284816996654,4.325116498639043,NA
KANK1,KN motif and ankyrin repeat domains 1,3,Yes,4.830481059408666,4.309261414596309,NA,4.316069799907864,NA
SMARCB1,SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily b%2C member 1,3,Yes,NA,4.3112863737192395,NA,4.287289998720024,4.794914915592062
LINC01470,long intergenic non-protein coding RNA 1470,3,Yes,4.789580447798061,NA,4.280155168175596,NA,4.270087277787273
CRELD2,cysteine rich with EGF like domains 2,3,Yes,4.731404829890535,4.78730210507182,4.320567892321299,NA,NA
ITGA1,integrin subunit alpha 1,3,Yes,NA,4.785408062186844,NA,4.720987517481887,4.361416155032072
DDX39BP2,,3,Yes,4.348782238594345,NA,NA,4.742581583380655,4.559546703610989
HCG4P11,,3,Yes,4.376091042400937,4.718662338252909,4.412896483672574,NA,NA
TTC39C,tetratricopeptide repeat domain 39C,3,Yes,NA,NA,4.413319951481332,4.577673875298018,4.71552456185523
LINC00701,long intergenic non-protein coding RNA 701,3,Yes,4.393985789887866,4.673590645812304,NA,4.713880893934735,NA
OR7E43P,,3,Yes,NA,NA,4.411900087585238,4.710388181096217,4.321546066737821
FRMD1,FERM domain containing 1,3,Yes,4.361161834587141,NA,NA,4.7023263515106715,4.253150572710342
LOC124906469,,3,Yes,4.352390685158532,NA,NA,4.702295337583277,4.203185203800671
HCG26,HLA complex group 26,3,Yes,NA,4.687314128666341,NA,4.690947052872137,4.462999748464159
LOC101928570,uncharacterized LOC101928570,3,Yes,NA,4.671416350121155,NA,4.561015731835757,4.192947247610726
LOC124906620,uncharacterized LOC124906620,3,Yes,NA,NA,4.341165075925573,4.663816353877316,4.179783825085592
ZFAND2A-DT,ZFAND2A divergent transcript,3,Yes,NA,4.658083354604255,4.441478787355352,NA,4.180172927470197
LOC124900652,uncharacterized LOC124900652,3,Yes,NA,4.38689421803405,4.656373675822334,NA,4.385532569252001
MARCHF1,membrane associated ring-CH-type finger 1,3,Yes,4.53903671471545,NA,4.6489642911609455,NA,4.275679850348421
CGB7,chorionic gonadotropin subunit beta 7,3,Yes,4.336124765961415,NA,NA,4.6231569456383665,4.252108368884634
LOC105377864,uncharacterized LOC105377864,3,Yes,4.311678501667862,NA,NA,4.607981381266586,4.408298319623689
PSG4,pregnancy specific beta-1-glycoprotein 4,3,Yes,NA,NA,4.355056172973032,4.607329785926046,4.487386543644128
NFILZ,NFIL3 like basic leucine zipper,3,Yes,4.602769806445632,4.235175166177743,NA,4.491617340830309,NA
LOC105375855,uncharacterized LOC105375855,3,Yes,4.598005364225549,NA,NA,4.301010428914658,4.3931987353332795
LOC105375027,uncharacterized LOC105375027,3,Yes,4.5078769411313075,NA,4.560444029882497,NA,4.595719758899517
MICC,,3,Yes,4.592777184470767,NA,NA,4.293920277521843,4.191373336926046
MIPEPP3,long intergenic non-protein coding RNA 539,3,Yes,NA,4.391950568453289,NA,4.577507376985324,4.290669344440303
LOC102723312,,3,Yes,NA,NA,4.439404992529359,4.28093741793768,4.5362241798444565
TBCD,tubulin folding cofactor D,3,Yes,4.535916677075135,NA,4.520491792153778,NA,4.3844133001736925
PLEKHG4B,pleckstrin homology and RhoGEF domain containing G4B,3,Yes,NA,4.533151756489736,NA,4.3563696687403946,4.319972779051218
OR2T6,olfactory receptor family 2 subfamily T member 6,3,Yes,NA,4.495907549475102,4.518863467852861,NA,4.27466252936391
LOC107984787,uncharacterized LOC107984787,3,Yes,4.490743188341688,NA,4.249457660520912,4.515231106624125,NA
LOC107986675,uncharacterized LOC107986675,3,Yes,4.5130484905949135,NA,4.498742490472408,NA,4.445189417115514
LOC105373999,uncharacterized LOC105373999,3,Yes,NA,NA,4.230971321424266,4.502762616080984,4.3851297331037244
MYO3A,myosin IIIA,3,Yes,NA,4.391761795295271,NA,4.418590119171839,4.500827934944539
OR7E8P,,3,Yes,4.319040817941291,NA,4.497995986735976,NA,4.233646651821669
LOC101928306,uncharacterized LOC101928306,3,Yes,4.427216991600624,4.459374572742543,4.4958274540497465,NA,NA
CCDC26,CCDC26 long non-coding RNA,3,Yes,NA,4.494393149834685,4.282992016660961,4.42136944344009,NA
KRTAP4-8,keratin associated protein 4-8,3,Yes,NA,4.291253261580167,4.3044875060361365,4.487281597319121,NA
SGSM1,small G protein signaling modulator 1,3,Yes,4.469363207630518,NA,4.362050233548295,NA,4.317195610692405
LOC105374811,uncharacterized LOC105374811,3,Yes,NA,4.38631296999884,4.278003062808209,4.466744198360982,NA
LOC105369435,uncharacterized LOC105369435,3,Yes,NA,NA,4.344195857189172,4.456325709870648,4.20088600751072
LOC101929141,,3,Yes,NA,4.227236319426558,NA,4.454470913324878,4.253073172210137
BCRP5,,3,Yes,4.3031023414365865,NA,4.3715778610689116,NA,4.435815624313247
TAFA5,TAFA chemokine like family member 5,3,Yes,4.4329372069402755,NA,NA,4.228454728485926,4.2189781169178815
MYO18A,myosin XVIIIA,3,Yes,4.312944169668093,NA,NA,4.4047832708781485,4.244053152896142
NLRP8,NLR family pyrin domain containing 8,3,Yes,NA,4.306519935814724,NA,4.377825162405811,4.23374838422703
HCG20,HLA complex group 20,3,Yes,4.364258667996394,NA,NA,4.318000947836675,4.232090751827602
LINC02418,long intergenic non-protein coding RNA 2418,3,Yes,NA,NA,4.266810595151539,4.3509080828707045,4.238366056980942
IFITM4P,,3,Yes,4.34575403056379,4.2153091972618215,4.269236554547134,NA,NA
ZNF827,zinc finger protein 827,3,Yes,NA,4.2082406515993895,NA,4.231916576591412,4.277173158192379
COMMD9,COMM domain containing 9,2,Yes,NA,NA,8.31114805753931,NA,8.05601292921586
LOC124908434,ankyrin repeat domain-containing protein 36B-like,2,Yes,NA,6.9753047980380245,6.693464860680779,NA,NA
EEFSEC,eukaryotic elongation factor%2C selenocysteine-tRNA specific,2,Yes,NA,4.955546534750278,NA,6.673904639141697,NA
ADGRE4P,,2,Yes,6.289367417574984,6.367324833460696,NA,NA,NA
CDH4,cadherin 4,2,Yes,NA,NA,4.587403342622445,6.140916278777965,NA
BAGE2,,2,Yes,6.0333462701861436,NA,4.282041441051467,NA,NA
CDYL,chromodomain Y like,2,Yes,NA,5.780257984085667,NA,NA,5.909682401050132
UBE2Q2P1,,2,Yes,NA,4.509350510564826,NA,5.815717660782296,NA
TRG-CCC4-1,tRNA-Gly (CCC) 4-1,2,Yes,NA,NA,NA,5.654416542638629,4.721214293880904
SPATA31A6,SPATA31 subfamily A member 6,2,Yes,NA,5.497169111734799,4.3721539685245165,NA,NA
LOC124904261,uncharacterized LOC124904261,2,Yes,NA,5.46728084090001,NA,4.296224639133116,NA
LOC124902157,uncharacterized LOC124902157,2,Yes,5.344990056978903,NA,4.838190580778479,NA,NA
LOC124905698,uncharacterized LOC124905698,2,Yes,NA,NA,NA,5.310560456609688,4.338929813769821
KREMEN1,kringle containing transmembrane protein 1,2,Yes,NA,5.24581332748711,NA,NA,4.661035865100267
