ensg,hgnc,chrom,obs_lof,exp_lof,prior_mean,post_mean,post_lower_95,post_upper_95
ENSG00000179615,HGNC:15335,chr12,6,4.469,0.00253026,0.00251234,0.00018248,0.00870957
ENSG00000160193,HGNC:12756,chr21,15,20.69,0.00187021,0.00251254,0.0001698,0.00922347
ENSG00000198454,HGNC:18147,chr9,4,3.4655,0.0124385,0.00251343,0.00019538,0.00732884
ENSG00000148450,HGNC:17061,chr10,7,8.2502,0.00334826,0.00251431,0.00050925,0.00648569
ENSG00000101198,HGNC:16191,chr20,5,10.643,0.0025437,0.00251463,0.00027003,0.0080647
ENSG00000183605,HGNC:16088,chr10,15,25.323,0.0024634,0.00251494,0.00057156,0.00628878
ENSG00000164535,HGNC:28923,chr7,23,32.747,0.00242994,0.00251607,0.00050001,0.00657395
ENSG00000119471,HGNC:18572,chr9,10,19.317,0.00226791,0.00251612,0.00048484,0.00681317
ENSG00000217555,HGNC:13253,chr16,4,5.9073,0.00235548,0.00251809,0.00037427,0.00748089
ENSG00000127831,HGNC:12690,chr2,29,45.938,0.00314509,0.00252013,0.00022322,0.00785261
ENSG00000171916,HGNC:33874,chr17,13,13.67,0.00249322,0.00252074,0.00010374,0.00944032
ENSG00000119514,HGNC:19877,chr9,13,21.954,0.00217836,0.00252084,0.00044035,0.00703011
ENSG00000057294,HGNC:9024,chr12,32,40.596,0.00296438,0.00252109,0.00030763,0.00726856
ENSG00000162341,HGNC:20820,chr11,24,48.855,0.00242128,0.00252137,0.00023527,0.00765623
ENSG00000181001,HGNC:14853,chr11,2,5.1519,0.00248603,0.00252209,0.00014456,0.00907369
ENSG00000259305,HGNC:42975,chr8,14,14.422,0.0150468,0.0025221,0.0001134,0.00850547
ENSG00000163975,HGNC:7037,chr3,28,33.91,0.00349314,0.00252257,0.00025622,0.00756073
ENSG00000103811,HGNC:2535,chr15,16,24.032,0.00405316,0.00252267,0.00056738,0.00615853
ENSG00000120054,HGNC:2312,chr10,14,20.583,0.00375993,0.00252293,0.00071385,0.00562751
ENSG00000179148,HGNC:13743,chr17,35,44.004,0.00299733,0.00252347,0.00073135,0.00566438
ENSG00000197459,HGNC:4755,chr6,6,2.046,0.00241493,0.00252347,0.00011082,0.00938594
ENSG00000184886,HGNC:23213,chr17,10,15.779,0.00655574,0.00252422,0.00030163,0.0071018
ENSG00000230055,HGNC:27578,chr17,3,5.0403,0.0045884,0.00252585,0.00020918,0.00821702
ENSG00000213185,HGNC:23475,chr10,1,0.9315,0.00289804,0.00252742,0.00018983,0.00876454
ENSG00000204532,HGNC:34294,chr19,9,9.6609,0.011271,0.00252767,0.00011722,0.00917336
ENSG00000205409,HGNC:15215,chr11,1,2.7294,0.00256221,0.00252835,0.00019177,0.0086988
ENSG00000205560,HGNC:2329,chr22,24,40.825,0.00459611,0.00252843,0.00040445,0.0065748
ENSG00000109084,HGNC:28106,chr17,6,7.8061,0.00275177,0.00252983,0.0004411,0.00703603
ENSG00000111241,HGNC:3684,chr12,6,8.2237,0.00440013,0.00252998,0.00015313,0.00879871
ENSG00000231396,HGNC:44438,chr4,,,0.00249189,0.00253127,0.00014375,0.00911863
ENSG00000156384,HGNC:29574,chr10,13,10.713,0.00380188,0.00253154,0.00027415,0.00770736
ENSG00000143409,HGNC:25648,chr1,25,27.368,0.004297,0.00253173,0.00075766,0.00550371
ENSG00000241370,HGNC:21300,chr6,7,8.0673,0.0035034,0.00253228,0.00027286,0.00783599
ENSG00000197084,HGNC:29464,chr1,2,2.1902,0.00604863,0.00253244,0.00015861,0.0086376
ENSG00000223510,HGNC:14395,chr17,8,6.2239,0.00262247,0.00253263,0.0001094,0.0094371
ENSG00000198346,HGNC:33257,chr19,0,3.2397,0.00257369,0.00253278,0.00022213,0.00847801
ENSG00000204671,HGNC:19372,chr12,3,3.9799,0.00280676,0.00253285,0.00011012,0.00970778
ENSG00000214113,HGNC:21365,chr6,1,2.7654,0.00215132,0.0025329,0.00023175,0.00864478
ENSG00000151725,HGNC:21348,chr4,15,23.509,0.00276043,0.00253291,0.00021822,0.00847552
ENSG00000170477,HGNC:6441,chr12,18,25.188,0.00983984,0.00253344,0.0004278,0.00638362
ENSG00000117281,HGNC:17013,chr1,7,8.5769,0.00334532,0.00253396,0.00035378,0.00741719
ENSG00000187642,HGNC:28208,chr1,21,17.757,0.0282064,0.0025341,9.91601E-05,0.00841068
ENSG00000243896,HGNC:8234,chr7,1,4.7257,0.0025331,0.00253419,0.00016881,0.00891306
ENSG00000214367,HGNC:28719,chr4,17,23.328,0.00264217,0.00253597,0.00028764,0.00795909
ENSG00000254440,HGNC:21079,chr6,,,0.00254924,0.00253647,0.00010104,0.00953071
ENSG00000165059,HGNC:9382,chr9,,,0.00253904,0.0025374,7.33084E-05,0.00978874
ENSG00000167360,HGNC:14851,chr11,6,5.733,0.0025642,0.00253915,0.00015548,0.00904799
ENSG00000175395,HGNC:13043,chr10,10,18.728,0.00237953,0.00254001,0.0005072,0.00680977
ENSG00000183479,HGNC:12270,chrX,0,1.5323,0.0135386,0.00254005,0.00014012,0.00638505
ENSG00000161048,HGNC:21683,chr7,10,17.913,0.00219646,0.00254129,0.00054641,0.00664188
ENSG00000184060,HGNC:16487,chr17,18,24.75,0.0038074,0.00254133,0.00059261,0.00611643
ENSG00000006744,HGNC:14198,chr17,36,45.465,0.00417496,0.00254159,0.00079969,0.00529351
ENSG00000186086,HGNC:31988,chr1,3,4.4737,0.00260911,0.00254272,0.00012743,0.00931292
ENSG00000204495,HGNC:13262,chr1,0,0.10744,0.00256603,0.00254304,9.92623E-05,0.00957462
ENSG00000258227,HGNC:2054,chr7,3,9.6579,0.00161118,0.00254407,0.00012021,0.00989443
ENSG00000213366,HGNC:4634,chr1,11,13.057,0.00430828,0.00254418,0.00058108,0.00620393
ENSG00000135315,HGNC:21107,chr6,50,64.789,0.00399552,0.00254443,0.00048414,0.00634834
ENSG00000179817,HGNC:17617,chr11,,,0.00265441,0.00254449,0.00017878,0.00887126
ENSG00000171695,HGNC:33718,chr20,2,2.0092,0.00307772,0.00254453,0.00013825,0.00938132
ENSG00000106128,HGNC:4266,chr7,15,24.809,0.00258838,0.00254504,0.00018347,0.00883461
ENSG00000105552,HGNC:977,chr19,20,23.822,0.00368505,0.00254522,0.00064922,0.00589795
ENSG00000031691,HGNC:21347,chr6,12,14.403,0.00296535,0.00254545,0.00024941,0.00826177
ENSG00000173269,HGNC:19888,chr10,21,31.24,0.0046456,0.00254583,0.00023468,0.00821166
ENSG00000109065,HGNC:23133,chr17,7,10.641,0.0023461,0.00254589,0.00031335,0.00800142
ENSG00000196900,HGNC:33767,chr5,5,5.7328,0.00350252,0.00254598,0.00020098,0.00857637
ENSG00000203942,HGNC:23294,chr10,7,4.959,0.00255923,0.00254724,0.00016029,0.0090395
ENSG00000167077,HGNC:28613,chr22,30,64.095,0.00249084,0.00254773,0.00039452,0.00744194
ENSG00000205002,HGNC:33842,chr8,1,4.2612,0.00279409,0.00254795,0.00023302,0.00861738
ENSG00000103995,HGNC:29298,chr15,56,84.952,0.00487457,0.00254797,0.00088155,0.00507004
ENSG00000179636,HGNC:19293,chr14,3,5.4019,0.00368414,0.0025483,0.00024445,0.00812377
ENSG00000118242,HGNC:25478,chr2,11,12.155,0.00557322,0.00254839,0.00017605,0.00835921
ENSG00000112782,HGNC:13517,chr6,11,15.503,0.00347325,0.00254843,0.00027463,0.00794953
ENSG00000188283,HGNC:18609,chr19,18,21.36,0.00311693,0.00254873,0.00070667,0.00580013
ENSG00000254901,HGNC:37247,chr19,6,7.4839,0.00267772,0.00254984,0.00018303,0.00900027
ENSG00000135637,HGNC:25889,chr2,25,36.836,0.00310662,0.0025505,0.00052471,0.00638808
ENSG00000198829,HGNC:4542,chr3,6,9.4828,0.00307887,0.00255102,0.00031535,0.00769566
ENSG00000269891,HGNC:48348,chr10,22,31.073,0.00882535,0.00255108,0.00032085,0.00689105
ENSG00000187918,HGNC:15201,chr11,3,6.401,0.00253997,0.00255145,0.0002119,0.00863224
ENSG00000069998,HGNC:1843,chr22,15,17.302,0.00323269,0.00255215,0.00070433,0.00581043
ENSG00000087269,HGNC:16821,chr4,18,46.009,0.00163038,0.00255256,0.00034558,0.00760707
ENSG00000205129,HGNC:34346,chr4,7,12.915,0.0105783,0.00255314,0.00046539,0.00594325
ENSG00000133119,HGNC:9971,chr13,11,19.323,0.00349119,0.00255358,0.00022703,0.0084677
ENSG00000177938,HGNC:24205,chr12,6,9.9716,0.00257321,0.00255439,9.64418E-05,0.00964805
ENSG00000124557,HGNC:1135,chr6,15,21.294,0.00504873,0.00255496,0.00038143,0.00706023
ENSG00000119640,HGNC:179,chr14,2,4.0308,0.00226304,0.00255774,0.00051473,0.00690055
ENSG00000197653,HGNC:2941,chr12,128,215.89,0.00240606,0.00255818,0.00066111,0.00541999
ENSG00000229474,HGNC:33630,chr15,22,32.098,0.00297618,0.00255842,0.0002595,0.00776274
ENSG00000171936,HGNC:8174,chr19,3,1.3985,0.00259339,0.0025585,0.00019372,0.00880547
ENSG00000103168,HGNC:11534,chr16,37,37.74,0.00316083,0.00255856,0.00040316,0.00690323
ENSG00000178602,HGNC:22644,chr2,6,4.0371,0.00409143,0.00255985,0.0002179,0.00837761
ENSG00000168148,HGNC:4778,chr1,6,3.751,0.00267656,0.00256014,0.00015462,0.00914173
ENSG00000164304,HGNC:21622,chr6,26,36.926,0.00613434,0.00256046,0.00047748,0.00638512
ENSG00000117862,HGNC:24626,chr1,8,10.846,0.00249897,0.00256161,0.00036383,0.00764746
ENSG00000037897,HGNC:7030,chr12,6,11.572,0.00329297,0.00256312,0.00047051,0.00676346
ENSG00000221938,HGNC:15084,chr7,6,6.5065,0.00263773,0.00256324,0.0001975,0.00879425
ENSG00000157693,HGNC:24513,chr9,13,16.737,0.0046671,0.00256332,0.00042942,0.0068493
ENSG00000029639,HGNC:17037,chr6,15,16.482,0.00313091,0.0025636,0.00072631,0.00578372
ENSG00000170946,HGNC:26979,chr11,9,7.8633,0.00332149,0.00256395,0.00058797,0.00633151
ENSG00000116774,HGNC:24956,chr1,13,16.533,0.0045499,0.00256526,0.00037116,0.00708009
ENSG00000184344,HGNC:4218,chr12,8,10.997,0.0045726,0.00256578,0.00044091,0.00678769
ENSG00000155249,HGNC:14726,chr14,9,5.5871,0.00257036,0.00256626,0.00019951,0.00879032
ENSG00000186205,HGNC:26189,chr1,13,16.218,0.00317674,0.00256632,0.00045034,0.00678047
ENSG00000197532,HGNC:14823,chr1,5,6.3743,0.00253631,0.00256686,0.00019815,0.00880371
ENSG00000100721,HGNC:11648,chr14,12,8.2605,0.00408054,0.00256719,0.00013256,0.00923537
ENSG00000185013,HGNC:17818,chr2,19,28.38,0.00307291,0.00256741,0.00019556,0.00875884
ENSG00000135336,HGNC:8489,chr6,22,44.433,0.00259749,0.00256826,0.00033002,0.00762894
ENSG00000205330,HGNC:8355,chr12,1,6.1044,0.00259065,0.00256905,0.00020627,0.00874768
ENSG00000243710,HGNC:26485,chr1,22,28.238,0.00539697,0.00256942,0.00060644,0.00578798
ENSG00000163961,HGNC:26661,chr3,22,26.218,0.00669703,0.0025701,0.0004629,0.00646157
ENSG00000136695,HGNC:15561,chr2,10,7.4692,0.00398053,0.00257096,0.00029243,0.00782654
ENSG00000127472,HGNC:9038,chr1,7,8.2082,0.00315806,0.00257283,0.00034117,0.00765125
ENSG00000196371,HGNC:4015,chr11,10,14.918,0.0026205,0.00257326,0.00024384,0.00847762
ENSG00000162669,HGNC:20193,chr1,60,79.978,0.00296197,0.00257354,0.00076826,0.0055856
ENSG00000185897,HGNC:4499,chr19,5,4.283,0.00262206,0.00257424,0.00014608,0.00927506
ENSG00000175535,HGNC:9155,chr10,16,24.562,0.00202395,0.00257452,0.00022749,0.00864585
ENSG00000132031,HGNC:6909,chr2,14,17.518,0.00304916,0.00257548,0.00042571,0.0070884
ENSG00000147869,HGNC:1862,chr9,7,6.5784,0.0106876,0.00257576,0.0003649,0.00696258
ENSG00000100629,HGNC:20359,chr14,47,71.462,0.00213968,0.00257589,0.00057507,0.00626796
ENSG00000137713,HGNC:9303,chr11,27,35.024,0.00719727,0.00257614,0.00077939,0.00544579
ENSG00000215186,HGNC:32205,chr15,17,14.812,0.00260664,0.00257614,0.00011004,0.00961178
ENSG00000104218,HGNC:26193,chr8,55,73.946,0.00620557,0.00257705,0.000726,0.0055381
ENSG00000185055,HGNC:34531,chr7,4,7.1217,0.00534039,0.00257741,0.00010089,0.00953447
ENSG00000106819,HGNC:14872,chr9,13,17.478,0.0114889,0.00257762,0.00014308,0.00866756
ENSG00000181781,HGNC:26841,chr19,3,5.5776,0.00277193,0.00257778,0.00015528,0.0093863
ENSG00000234972,HGNC:24889,chr17,4,1.4575,0.00253136,0.00257918,0.00013957,0.00935375
ENSG00000188211,HGNC:42400,chr11,8,12.482,0.00307889,0.00257974,0.00014484,0.00947813
ENSG00000140678,HGNC:6152,chr16,35,64.363,0.00150204,0.00257999,0.00022403,0.00847486
ENSG00000167333,HGNC:21161,chr11,27,25.701,0.00586661,0.00258023,0.0008696,0.00524032
ENSG00000196539,HGNC:14727,chr1,,,0.00251267,0.00258033,0.00017894,0.00901635
ENSG00000121406,HGNC:26632,chr19,4,4.8734,0.00280977,0.00258126,0.00033758,0.00784043
ENSG00000198574,HGNC:30416,chr1,4,7.9538,0.00284858,0.00258203,0.00029053,0.00823408
ENSG00000176472,HGNC:27606,chr19,2,5.2233,0.00382992,0.00258284,0.00019756,0.00813306
ENSG00000135521,HGNC:21173,chr6,16,27.962,0.00635982,0.00258454,0.00058136,0.00611389
ENSG00000124787,HGNC:20992,chr6,9,17.425,0.00203069,0.00258565,0.00022935,0.00889219
ENSG00000174442,HGNC:25468,chr15,25,34.182,0.00499676,0.00258617,0.00018484,0.00823075
ENSG00000175221,HGNC:17556,chr19,26,34.995,0.00359859,0.00258711,0.000435,0.00689646
ENSG00000107537,HGNC:8940,chr10,11,16.223,0.00379754,0.00258725,0.00067207,0.00608249
ENSG00000077152,HGNC:25009,chr1,9,12.03,0.00307805,0.0025881,0.00049626,0.00679994
ENSG00000173285,HGNC:14693,chr1,1,4.128,0.00255469,0.00258811,0.00017681,0.00906595
ENSG00000128534,HGNC:20471,chr7,4,5.9736,0.0197633,0.00258822,0.000074362,0.00938318
ENSG00000124155,HGNC:14938,chr20,19,29.418,0.00382953,0.00259104,0.00059734,0.00616764
ENSG00000258588,HGNC:33440,chr11,34,43.757,0.00544462,0.00259176,0.00019402,0.00849729
ENSG00000055147,HGNC:1333,chr5,18,25.676,0.0049922,0.00259198,0.0004315,0.00696773
ENSG00000162641,HGNC:28398,chr1,36,38.609,0.00260312,0.00259207,0.00014418,0.00936555
ENSG00000168928,HGNC:2522,chr16,6,8.0823,0.00459704,0.00259263,0.00028583,0.00794428
ENSG00000168070,HGNC:27441,chr11,7,12.448,0.00330968,0.0025943,0.00016553,0.00924083
ENSG00000176231,HGNC:15388,chr19,3,2.5678,0.00258303,0.00259442,0.00020648,0.00884872
ENSG00000065485,HGNC:24811,chr3,20,34.738,0.00304259,0.00259476,0.00056466,0.00643684
ENSG00000163467,HGNC:30636,chr1,3,4.8372,0.00402887,0.00259479,0.00024151,0.00823365
ENSG00000067836,HGNC:29478,chr16,14,15.374,0.0032468,0.00259484,0.00030301,0.00785063
ENSG00000205572,HGNC:10756,chr5,0,0.18304,0.00265879,0.00259492,0.00015558,0.00927638
ENSG00000221933,HGNC:19562,chr7,5,6.4594,0.00256084,0.00259495,0.0002095,0.00882698
ENSG00000162727,HGNC:19576,chr1,,,0.00260563,0.00259559,0.00021105,0.0088173
ENSG00000143819,HGNC:3401,chr1,16,21.561,0.00500847,0.00259588,0.00032623,0.00734711
ENSG00000148019,HGNC:25740,chr9,22,30.856,0.00281891,0.00259593,0.00044183,0.00700817
ENSG00000041802,HGNC:25652,chr3,24,37.739,0.00356219,0.00259624,0.00047425,0.00665131
ENSG00000181752,HGNC:15315,chr11,8,6.054,0.00254349,0.00259649,0.00019289,0.00896675
ENSG00000203667,HGNC:26970,chr1,3,5.0707,0.0031813,0.00259653,0.00063425,0.00629214
ENSG00000122678,HGNC:9185,chr7,19,25.245,0.00380083,0.00259971,0.00060824,0.00622596
ENSG00000048342,HGNC:29253,chr4,58,92.445,0.00205068,0.00259998,0.00057041,0.0061719
ENSG00000145642,HGNC:34236,chr5,4,5.2452,0.00580766,0.00260032,0.00017893,0.00868951
ENSG00000248099,HGNC:6086,chr19,3,4.5817,0.00241343,0.00260112,0.00016847,0.00945041
ENSG00000262576,HGNC:8702,chr5,19,23.542,0.0120681,0.00260292,0.00029815,0.0074075
ENSG00000167800,HGNC:11593,chr11,13,15.162,0.00390629,0.00260338,0.0002766,0.00794787
ENSG00000120314,HGNC:25971,chr5,19,16.584,0.00635939,0.00260351,0.00074642,0.00570138
ENSG00000127515,HGNC:8356,chr19,2,1.4626,0.00266617,0.00260415,0.0001199,0.00963665
ENSG00000233412,HGNC:31287,chr3,6,2.9887,0.00261,0.00260452,0.00021019,0.00886026
ENSG00000205364,HGNC:14296,chr16,3,2.3892,0.00260088,0.00260456,0.00016866,0.00920261
ENSG00000128250,HGNC:9977,chr22,3,4.1296,0.00266411,0.00260613,0.0001132,0.00970695
ENSG00000115687,HGNC:17270,chr2,40,53.949,0.0117967,0.00260691,0.00066692,0.00559263
ENSG00000212710,HGNC:24346,chr18,,,0.00260542,0.00260734,0.00014126,0.00945483
ENSG00000100890,HGNC:19958,chr14,22,25.709,0.00519957,0.00260749,0.00062766,0.00620495
ENSG00000129646,HGNC:25326,chr17,54,72.61,0.0112429,0.00261039,0.00051161,0.00633609
ENSG00000176230,HGNC:15355,chr14,4,4.1382,0.00264591,0.00261101,0.0001844,0.00909591
ENSG00000139985,HGNC:200,chr14,18,18.652,0.0025896,0.00261188,0.00032554,0.00806988
ENSG00000178026,HGNC:33155,chr22,15,9.1247,0.00710585,0.00261196,0.00054095,0.00634134
ENSG00000183310,HGNC:31256,chr1,,,0.00258043,0.00261213,0.00016202,0.0092909
ENSG00000128645,HGNC:5132,chr2,5,8.7029,0.00665666,0.00261267,0.00031543,0.00754578
ENSG00000095383,HGNC:18026,chr9,22,39.934,0.00271707,0.00261298,0.00061234,0.00631249
ENSG00000183153,HGNC:19147,chr17,6,4.6141,0.0114894,0.00261378,0.00016658,0.00849113
ENSG00000164035,HGNC:16041,chr4,9,16.393,0.00388847,0.0026139,0.00022733,0.00833236
ENSG00000176302,HGNC:29980,chr11,11,15.424,0.00447346,0.00261422,0.00033858,0.00742306
ENSG00000244607,HGNC:26358,chr3,20,40.213,0.00311814,0.00261749,0.00041764,0.00691067
ENSG00000204880,HGNC:17230,chr17,3,5.4472,0.0026249,0.00261759,0.0001524,0.00939773
ENSG00000014123,HGNC:23039,chr6,26,42.796,0.00501033,0.00261803,0.00040397,0.00689698
ENSG00000197591,HGNC:14998,chr1,3,7.1539,0.00268003,0.00261913,0.00020784,0.00893806
ENSG00000106560,HGNC:21789,chr7,0,1.1056,0.0022945,0.00261949,0.00010291,0.00992686
ENSG00000205442,HGNC:31421,chr9,15,13.007,0.00642012,0.00262042,0.00015597,0.00845016
ENSG00000010704,HGNC:4886,chr6,14,18.456,0.00360014,0.00262136,0.00065524,0.00617
ENSG00000181092,HGNC:13633,chr3,11,7.9166,0.00521162,0.00262198,0.00043252,0.00700935
ENSG00000078081,HGNC:14582,chr3,8,15.001,0.00273143,0.00262311,0.00020975,0.00898827
ENSG00000176083,HGNC:28495,chr1,12,14.502,0.00271492,0.0026234,0.00013505,0.00994793
ENSG00000188917,HGNC:25748,chrX,13,20.296,0.0177914,0.0026235,0.00019599,0.00817604
ENSG00000169020,HGNC:846,chr4,2,4.4924,0.00236668,0.00262358,0.00024732,0.00881416
ENSG00000231192,HGNC:8346,chr3,6,5.0421,0.00265782,0.00262385,0.0002048,0.00898148
ENSG00000176101,HGNC:11321,chr9,5,4.7551,0.00821515,0.00262393,0.00029671,0.00773549
ENSG00000087128,HGNC:24465,chr4,14,24.005,0.00446,0.00262546,0.00039606,0.00715911
ENSG00000175643,HGNC:28349,chr16,2,1.5322,0.00535048,0.00262682,0.00021194,0.00862116
ENSG00000158169,HGNC:3584,chr9,24,32.348,0.00401293,0.00262711,0.00051195,0.00661708
ENSG00000177459,HGNC:26823,chr8,9,13.006,0.00295708,0.00262751,0.00017838,0.00933153
ENSG00000179213,HGNC:26856,chr19,10,8.4053,0.0054108,0.00262759,0.00028152,0.00765417
ENSG00000251258,HGNC:33264,chr6,,,0.00254662,0.00262759,0.00015004,0.00945982
ENSG00000214556,HGNC:34492,chr17,4,7.0786,0.00284197,0.00262826,0.00013277,0.00988172
ENSG00000183379,HGNC:32388,chr14,4,7.0725,0.00260004,0.00262855,0.00032344,0.0081653
ENSG00000272573,HGNC:22144,chr3,6,5.581,0.0146174,0.00262873,0.00026978,0.00744636
ENSG00000197409,HGNC:4767,chr6,4,3.4746,0.00493575,0.00262944,0.00020165,0.00873989
ENSG00000011295,HGNC:26006,chr17,15,20.687,0.00562049,0.0026295,0.000725,0.00579978
ENSG00000136689,HGNC:6000,chr2,4,10.088,0.00365987,0.00262954,0.00036647,0.0075433
ENSG00000239779,HGNC:12737,chr2,12,13.787,0.00366994,0.00262978,0.0004079,0.00732435
ENSG00000203908,HGNC:33699,chr6,2,5.4082,0.00178405,0.00262981,0.00011117,0.0105779
ENSG00000118292,HGNC:26258,chr1,6,7.3133,0.00289288,0.00263095,0.00035244,0.00792009
ENSG00000164211,HGNC:18058,chr5,14,11.262,0.00819266,0.0026311,0.00056988,0.00648508
ENSG00000181689,HGNC:15313,chr11,8,6.1601,0.00265448,0.00263126,0.00017206,0.00928294
ENSG00000129214,HGNC:10839,chr17,12,18.626,0.00416601,0.00263158,0.00044015,0.00703105
ENSG00000250423,HGNC:29218,chrX,13,46.332,0.00890293,0.00263294,0.00020111,0.00819028
ENSG00000112996,HGNC:8769,chr5,15,20.936,0.00314601,0.00263346,0.00031277,0.00778618
ENSG00000163424,HGNC:26553,chr3,15,19.348,0.00403304,0.00263445,0.00015203,0.00943262
ENSG00000180090,HGNC:8282,chr17,3,5.3597,0.00270398,0.00263467,0.00014643,0.00952122
ENSG00000102539,HGNC:4495,chr13,4,7.8862,0.00219971,0.00263501,0.00020141,0.00939184
ENSG00000039987,HGNC:17107,chr19,21,23.159,0.00384394,0.0026354,0.00055496,0.00650518
ENSG00000225932,HGNC:24772,chr7,,,0.00265104,0.0026376,0.00018158,0.00922814
ENSG00000095596,HGNC:2603,chr10,18,22.411,0.00295381,0.00263974,0.00047173,0.00707166
ENSG00000137806,HGNC:18828,chr15,6,13.092,0.00226602,0.00263991,0.00055045,0.00703303
ENSG00000163156,HGNC:23136,chr1,11,16.631,0.00327437,0.00264022,0.00036375,0.00759119
ENSG00000180383,HGNC:18104,chr20,1,1.4325,0.00263101,0.00264048,0.00013569,0.00978311
ENSG00000215277,HGNC:20438,chr14,15,20.257,0.0168048,0.00264073,0.00017685,0.00824114
ENSG00000132329,HGNC:9843,chr2,2,5.5886,0.00217691,0.00264092,0.00019391,0.00943897
ENSG00000180919,HGNC:15248,chr11,7,5.6615,0.00255855,0.00264105,0.00014417,0.00956787
ENSG00000177693,HGNC:8301,chr15,0,0.24821,0.0025684,0.0026423,0.00020929,0.0090204
ENSG00000146383,HGNC:20978,chr6,4,8.5349,0.00265326,0.00264257,0.00021114,0.00900677
ENSG00000125445,HGNC:14499,chr17,6,10.542,0.00678553,0.00264328,0.00055119,0.00611328
ENSG00000181693,HGNC:14824,chr11,5,2.8979,0.00260184,0.0026448,0.0001852,0.00922727
ENSG00000213799,HGNC:25112,chr19,4,3.2409,0.00346445,0.00264781,0.00036192,0.00796058
ENSG00000254737,HGNC:14809,chr11,6,4.0652,0.00266138,0.00264781,0.00021779,0.00897545
ENSG00000185567,HGNC:20125,chr14,7,13.015,0.00268134,0.00264811,0.00016685,0.00939688
ENSG00000176009,HGNC:740,chr11,3,4.3103,0.00530857,0.00264956,0.00035827,0.00717654
ENSG00000184276,HGNC:29966,chr11,3,0.9952,0.00259071,0.00264997,0.00020246,0.00910632
ENSG00000188958,HGNC:30894,chr3,6,7.2495,0.00316553,0.00265035,5.86991E-05,0.0107006
ENSG00000236279,HGNC:21969,chr7,4,8.1769,0.00315404,0.00265157,0.00025548,0.00840288
ENSG00000205495,HGNC:14799,chr11,7,5.0672,0.00266235,0.00265175,0.00019838,0.00914671
ENSG00000136918,HGNC:23745,chr9,16,15.203,0.00479195,0.00265178,0.00055544,0.00668496
ENSG00000204687,HGNC:13961,chr6,,,0.00270185,0.0026523,0.00016526,0.00942783
ENSG00000197888,HGNC:12547,chr4,14,20.798,0.00263373,0.00265235,0.00020736,0.00907661
ENSG00000175262,HGNC:26730,chr1,21,29.038,0.00279599,0.00265366,0.00012609,0.0100567
ENSG00000147434,HGNC:15963,chr8,14,18.986,0.00339965,0.0026542,0.00046843,0.0070659
ENSG00000221994,HGNC:28855,chrX,8,13.111,0.00644592,0.00265516,0.00023869,0.00805066
ENSG00000256515,HGNC:30554,chr17,0,0.31767,0.00269153,0.00265701,9.76957E-05,0.0100633
ENSG00000243927,HGNC:14051,chr21,5,5.7777,0.00364205,0.00265707,0.00023309,0.00871575
ENSG00000050767,HGNC:22990,chr5,26,41.35,0.00917908,0.00265756,0.00069002,0.00572115
ENSG00000165792,HGNC:19280,chr14,20,27.432,0.00305699,0.00265835,0.00088118,0.00565673
ENSG00000185633,HGNC:29836,chr12,2,4.5091,0.00299214,0.00265849,0.00020506,0.00913034
ENSG00000112195,HGNC:21092,chr6,13,11.705,0.00239282,0.00265886,0.00018317,0.00947638
ENSG00000189013,HGNC:6332,chr19,3,6.7376,0.00265149,0.00265917,0.00014848,0.00960403
ENSG00000183798,HGNC:16123,chr20,12,23.508,0.00381079,0.00265934,0.00017872,0.00865228
ENSG00000145246,HGNC:13549,chr4,42,69.029,0.0037125,0.00266081,0.00048553,0.00649187
ENSG00000181616,HGNC:15218,chr11,4,5.8039,0.00260278,0.00266165,0.00015176,0.00958503
ENSG00000164871,HGNC:14534,chr8,2,2.1769,0.00265592,0.00266189,0.0001627,0.00948961
ENSG00000172232,HGNC:913,chr19,7,7.7371,0.00296932,0.00266277,0.00019859,0.00930937
ENSG00000160908,HGNC:18832,chr7,12,19.94,0.00301796,0.00266285,0.00030774,0.0081425
ENSG00000112167,HGNC:21025,chr6,7,7.6746,0.00393954,0.00266364,0.00050413,0.00712295
ENSG00000148156,HGNC:162,chr9,9,9.8547,0.0026576,0.00266458,0.00019047,0.0092641
ENSG00000182993,HGNC:28726,chr12,2,3.2264,0.00272008,0.00266578,0.00011431,0.0103563
ENSG00000230657,HGNC:9340,chr12,10,3.8239,0.00275911,0.0026663,0.0001339,0.0097654
ENSG00000053770,HGNC:20192,chr14,17,23.37,0.00323345,0.00266632,0.00047355,0.00713216
ENSG00000151365,HGNC:11800,chr11,4,4.9594,0.00386565,0.00266667,0.00024474,0.00868498
ENSG00000107186,HGNC:7208,chr9,73,99.618,0.00320998,0.00266761,0.00083145,0.00554589
ENSG00000116096,HGNC:11257,chr2,3,6.7995,0.0031865,0.00266925,0.00052879,0.00695105
ENSG00000186532,HGNC:21067,chr17,26,33.538,0.00297812,0.00266947,0.0008142,0.00585473
ENSG00000171984,HGNC:26318,chr20,2,6.2446,0.00236767,0.00266974,0.00030688,0.00858012
ENSG00000176925,HGNC:15197,chr11,9,7.6333,0.00260439,0.00267171,0.00022037,0.00905178
ENSG00000185561,HGNC:33522,chr17,8,8.1501,0.00400379,0.00267205,0.00060136,0.00638613
ENSG00000181499,HGNC:14848,chr11,5,7.1874,0.00265145,0.00267208,0.0002029,0.00919267
