contig	liftoff_label	corrected_label	gene_start	gene_end	strand	category	transcript	transitions
PR01010.hap1	GYPB	GYPE	380656	408250	-	fusion	XM_011531904.4_1	GYPE:394569-408250:0.96:0.37,GYPA:394358-394568:0.98:0.06,GYPE:380656-394357:0.97:0.04
PR01010.hap1	GYPB	GYPB	490194	513685	-	fusion	NM_002100.6	GYPB:508911-513685:0.95:0.01,GYPE:508486-508910:0.97:0.03,GYPB:501763-508485:0.98:0.02,GYPA:501543-501762:0.98:0.07,GYPB:490194-501542:0.98:0.01
PR01010.hap1	GYPA	GYPA	609983	641417	-	gene_conversion	NM_002099.8	GYPA:636736-641417:0.97:0.01,GYPE:636100-636735:0.98:0.02,GYPA:633932-636099:0.97:-0.00,GYPB:633695-633931:0.97:0.03,GYPA:609983-633694:0.98:0.20
PR01010.hap2	GYPE	GYPE	155155	184398	-	gene_conversion	NM_198682.3	GYPE:172619-184398:0.96:-0.00,GYPA:172408-172618:0.95:0.05,GYPE:155155-172407:0.96:0.14
PR01010.hap2	GYPA	GYPA	276517	307933	-	gene_conversion	XM_017008135.3_1	GYPA:303180-307933:0.95:-0.00,GYPE:302824-303179:0.98:0.03,GYPA:276517-302823:0.97:0.18
PR01010.hap2	GYPB	GYPB	393176	416616	-	fusion	NM_002100.6	GYPB:411900-416616:0.95:0.01,GYPE:411475-411899:0.97:0.03,GYPB:404746-411474:0.98:0.02,GYPA:404526-404745:0.98:0.07,GYPB:393176-404525:0.98:0.01
PR01010.hap2	GYPA	GYPA	507693	539113	-	normal	NM_002099.8	GYPA
AG18357_3.hap1	GYPB	GYPA	148868	175031	-	gene_conversion	XM_011531904.4_3	GYPA:172177-175031:0.96:-0.01,GYPB:171621-172176:0.96:0.02,GYPA:170334-171620:0.96:0.00,GYPE:169901-170333:0.97:0.03,GYPA:154294-169900:0.97:0.04,GYPE:153822-154293:0.97:0.02,GYPA:151637-153821:0.95:-0.01,GYPE:151156-151636:0.92:0.03,GYPA:148868-151155:0.75:-0.21
AG18357_3.hap1	GYPE	GYPE	255973	290696	-	normal	NM_198682.3	GYPE
AG18357_3.hap1	GYPB	GYPE	379972	407556	-	fusion	XM_011531904.4_2	GYPE:393883-407556:0.96:0.37,GYPA:393663-393882:0.99:0.07,GYPE:383092-393662:0.97:0.01,GYPB:382096-383091:0.97:0.02,GYPE:379972-382095:0.96:-0.01
AG18357_3.hap1	GYPB	GYPB	489500	512959	-	fusion	NM_002100.6	GYPB:508222-512959:0.96:0.01,GYPE:507797-508221:0.97:0.03,GYPB:501072-507796:0.98:0.01,GYPA:500852-501071:0.98:0.07,GYPB:489500-500851:0.97:0.01
AG18357_3.hap1	GYPA	GYPE	610120	646788	-	fusion	NM_002099.8	GYPE:626620-646788:0.98:0.27,GYPA:622508-626619:0.98:0.12,GYPE:622252-622507:0.99:0.01,GYPA:621175-622251:0.99:0.02,GYPE:618721-621174:0.96:-0.01,GYPA:618394-618720:0.98:0.02,GYPE:618035-618393:0.96:-0.01,GYPA:610120-618034:0.98:0.52
AG18357_3.hap1	GYPB	GYPE	739659	765994	-	fusion	XM_011531904.4_1	GYPE:758499-765994:0.96:-0.00,GYPB:758297-758498:0.97:0.03,GYPE:754156-758296:0.97:-0.00,GYPA:753945-754155:0.98:0.06,GYPE:749411-753944:0.97:0.01,GYPA:748344-749410:0.95:0.40,GYPE:743722-748343:0.96:-0.01,GYPA:743355-743721:0.99:0.03,GYPE:742796-743354:0.97:-0.00,GYPB:741758-742795:0.98:0.02,GYPE:741159-741757:0.95:-0.03,GYPB:739968-741158:0.99:0.02,GYPE:739659-739967:0.96:0.00
AG18357_3.hap2	GYPE	GYPE	145329	175075	-	fusion	NM_198682.3_1	GYPE:161257-175075:0.96:-0.00,GYPA:154288-161256:0.98:0.08,GYPE:145329-154287:0.96:0.27
AG18357_3.hap2	GYPE	GYPE	251771	286591	-	gene_conversion	NM_198682.3	GYPE:283524-286591:0.98:0.01,GYPB:283322-283523:0.97:0.03,GYPE:251771-283321:0.98:0.26
AG18357_3.hap2	GYPB	GYPE	375854	403436	-	fusion	XM_011531904.4_1	GYPE:389763-403436:0.96:0.37,GYPA:389543-389762:0.99:0.07,GYPE:378973-389542:0.97:0.01,GYPB:377977-378972:0.97:0.02,GYPE:375854-377976:0.96:-0.01
AG18357_3.hap2	GYPB	GYPB	485084	508579	-	fusion	NM_002100.6	GYPB:503790-508579:0.95:0.01,GYPE:503365-503789:0.97:0.03,GYPB:496648-503364:0.98:0.02,GYPA:496428-496647:0.98:0.07,GYPB:485084-496427:0.98:0.01
AG18357_3.hap2	GYPA	GYPA	599611	631066	-	normal	NM_002099.8	GYPA
AG18358_4.hap1	GYPE	GYPE	145352	175113	-	fusion	NM_198682.3_1	GYPE:161295-175113:0.96:-0.00,GYPA:154311-161294:0.97:0.08,GYPE:145352-154310:0.96:0.27
AG18358_4.hap1	GYPE	GYPE	251769	286531	-	gene_conversion	NM_198682.3	GYPE:283464-286531:0.98:0.01,GYPB:283262-283463:0.97:0.03,GYPE:251769-283261:0.98:0.26
AG18358_4.hap1	GYPB	GYPE	375739	403339	-	fusion	XM_011531904.4_1	GYPE:389658-403339:0.96:0.37,GYPA:389447-389657:0.98:0.06,GYPE:375739-389446:0.97:0.04
AG18358_4.hap1	GYPB	GYPB	485327	508836	-	fusion	NM_002100.6	GYPB:504043-508836:0.95:0.01,GYPE:503618-504042:0.97:0.03,GYPB:496898-503617:0.98:0.02,GYPA:496678-496897:0.98:0.07,GYPB:485327-496677:0.98:0.01
AG18358_4.hap1	GYPA	GYPA	599792	631202	-	normal	NM_002099.8	GYPA
AG18358_4.hap2	GYPB	GYPA	152645	178902	-	gene_conversion	XM_011531904.4_3	GYPA:174208-178902:0.96:-0.00,GYPE:173775-174207:0.97:0.03,GYPA:158073-173774:0.97:0.04,GYPE:157780-158072:0.97:0.03,GYPA:155416-157779:0.96:-0.01,GYPE:154935-155415:0.92:0.03,GYPA:152645-154934:0.75:-0.21
AG18358_4.hap2	GYPE	GYPE	255515	290320	-	gene_conversion	NM_198682.3	GYPE:287247-290320:0.98:0.01,GYPB:287045-287246:0.96:0.03,GYPE:255515-287044:0.98:0.26
AG18358_4.hap2	GYPB	GYPE	379512	407095	-	fusion	XM_011531904.4_2	GYPE:393422-407095:0.96:0.37,GYPA:393202-393421:0.99:0.07,GYPE:382631-393201:0.97:0.01,GYPB:381635-382630:0.97:0.02,GYPE:379512-381634:0.96:-0.01
AG18358_4.hap2	GYPB	GYPB	488532	511987	-	fusion	NM_002100.6	GYPB:507248-511987:0.96:0.01,GYPE:506823-507247:0.97:0.03,GYPB:500104-506822:0.98:0.02,GYPA:499884-500103:0.98:0.07,GYPB:488532-499883:0.97:0.01
AG18358_4.hap2	GYPA	GYPE	609171	645839	-	fusion	NM_002099.8	GYPE:625673-645839:0.98:0.27,GYPA:621561-625672:0.98:0.12,GYPE:621305-621560:0.99:0.01,GYPA:620316-621304:0.99:0.02,GYPE:617774-620315:0.96:-0.01,GYPA:617447-617773:0.98:0.02,GYPE:617088-617446:0.96:-0.01,GYPA:609171-617087:0.98:0.52
AG18358_4.hap2	GYPB	GYPE	738686	765020	-	fusion	XM_011531904.4_1	GYPE:757525-765020:0.96:-0.00,GYPB:757323-757524:0.97:0.03,GYPE:753182-757322:0.97:-0.00,GYPA:752971-753181:0.98:0.06,GYPE:748437-752970:0.97:0.01,GYPA:747370-748436:0.95:0.40,GYPE:742748-747369:0.96:-0.01,GYPA:742381-742747:0.99:0.03,GYPE:741822-742380:0.97:-0.00,GYPB:740784-741821:0.98:0.02,GYPE:739961-740783:0.95:-0.01,GYPB:738995-739960:0.99:0.03,GYPE:738686-738994:0.96:0.00
AG18354_5.hap1	GYPE	GYPE	145303	175038	-	fusion	NM_198682.3_1	GYPE:167635-175038:0.96:-0.00,GYPB:167363-167634:0.98:0.02,GYPE:163238-167362:0.96:-0.01,GYPA:162583-163237:0.97:0.02,GYPE:162257-162582:0.97:-0.01,GYPA:161870-162256:0.99:0.03,GYPE:161218-161869:0.98:-0.01,GYPA:154262-161217:0.98:0.08,GYPE:145303-154261:0.96:0.26
AG18354_5.hap1	GYPE	GYPE	251715	286475	-	gene_conversion	NM_198682.3	GYPE:283413-286475:0.98:0.01,GYPB:283208-283412:0.97:0.02,GYPE:251715-283207:0.98:0.26
AG18354_5.hap1	GYPB	GYPE	375733	403339	-	fusion	XM_011531904.4_1	GYPE:389654-403339:0.96:0.37,GYPA:389443-389653:0.98:0.06,GYPE:375733-389442:0.97:0.05
AG18354_5.hap1	GYPB	GYPB	485233	508735	-	fusion	NM_002100.6	GYPB:503949-508735:0.95:0.01,GYPE:503524-503948:0.97:0.03,GYPB:496804-503523:0.98:0.02,GYPA:496584-496803:0.98:0.07,GYPB:485233-496583:0.98:0.01
AG18354_5.hap1	GYPA	GYPA	599742	631152	-	normal	NM_002099.8	GYPA
AG18354_5.hap2	GYPB	GYPA	152645	178902	-	gene_conversion	XM_011531904.4_3	GYPA:174208-178902:0.96:-0.00,GYPE:173775-174207:0.97:0.03,GYPA:158073-173774:0.97:0.04,GYPE:157780-158072:0.97:0.03,GYPA:155416-157779:0.96:-0.01,GYPE:154935-155415:0.92:0.03,GYPA:152645-154934:0.75:-0.21
AG18354_5.hap2	GYPE	GYPE	255506	290311	-	gene_conversion	NM_198682.3	GYPE:287238-290311:0.98:0.01,GYPB:287036-287237:0.96:0.03,GYPE:255506-287035:0.98:0.26
AG18354_5.hap2	GYPB	GYPE	379504	407087	-	fusion	XM_011531904.4_2	GYPE:393414-407087:0.96:0.37,GYPA:393194-393413:0.99:0.07,GYPE:382623-393193:0.97:0.01,GYPB:381627-382622:0.97:0.02,GYPE:379504-381626:0.96:-0.01
AG18354_5.hap2	GYPB	GYPB	488460	511915	-	fusion	NM_002100.6	GYPB:507176-511915:0.96:0.01,GYPE:506751-507175:0.97:0.03,GYPB:500032-506750:0.98:0.02,GYPA:499812-500031:0.98:0.07,GYPB:488460-499811:0.97:0.01
AG18354_5.hap2	GYPA	GYPE	609079	645744	-	fusion	NM_002099.8	GYPE:625577-645744:0.98:0.27,GYPA:621465-625576:0.98:0.12,GYPE:621209-621464:0.99:0.01,GYPA:620220-621208:0.99:0.02,GYPE:617678-620219:0.96:-0.01,GYPA:617351-617677:0.98:0.02,GYPE:616992-617350:0.96:-0.01,GYPA:609079-616991:0.98:0.52
AG18354_5.hap2	GYPB	GYPE	738595	764924	-	fusion	XM_011531904.4_1	GYPE:757429-764924:0.96:-0.00,GYPB:757227-757428:0.97:0.03,GYPE:753086-757226:0.97:-0.00,GYPA:752875-753085:0.98:0.06,GYPE:748341-752874:0.97:0.01,GYPA:747274-748340:0.95:0.40,GYPE:742657-747273:0.96:-0.01,GYPA:742290-742656:0.99:0.03,GYPE:741731-742289:0.97:-0.00,GYPB:740693-741730:0.98:0.02,GYPE:739870-740692:0.95:-0.01,GYPB:738904-739869:0.99:0.03,GYPE:738595-738903:0.96:0.00
AG18356_6.hap1	GYPE	GYPE	145343	175099	-	fusion	NM_198682.3_1	GYPE:161281-175099:0.96:-0.00,GYPA:154302-161280:0.98:0.08,GYPE:145343-154301:0.96:0.27
AG18356_6.hap1	GYPE	GYPE	251776	286596	-	gene_conversion	NM_198682.3	GYPE:283529-286596:0.98:0.01,GYPB:283327-283528:0.97:0.03,GYPE:251776-283326:0.98:0.26
AG18356_6.hap1	GYPB	GYPE	375820	403424	-	fusion	XM_011531904.4_1	GYPE:389739-403424:0.96:0.37,GYPA:389528-389738:0.98:0.06,GYPE:375820-389527:0.97:0.04
AG18356_6.hap1	GYPB	GYPB	484972	508455	-	fusion	NM_002100.6	GYPB:503678-508455:0.95:0.01,GYPE:503253-503677:0.97:0.03,GYPB:496536-503252:0.98:0.02,GYPA:496316-496535:0.98:0.07,GYPB:484972-496315:0.98:0.01
AG18356_6.hap1	GYPA	GYPA	599483	630906	-	normal	NM_002099.8	GYPA
AG18356_6.hap2	GYPE	GYPE	145344	171586	-	fusion	NM_198682.3	GYPE:163268-171586:0.96:-0.00,GYPA:162613-163267:0.97:0.02,GYPE:162287-162612:0.97:-0.01,GYPA:161900-162286:0.99:0.03,GYPE:161248-161899:0.97:-0.01,GYPA:154303-161247:0.98:0.08,GYPE:145344-154302:0.96:0.26
AG18356_6.hap2	GYPB	GYPB	253287	276780	-	fusion	NM_002100.6	GYPB:272005-276780:0.95:0.01,GYPE:271580-272004:0.97:0.03,GYPB:264859-271579:0.98:0.02,GYPA:264639-264858:0.98:0.07,GYPB:253287-264638:0.98:0.01
AG18356_6.hap2	GYPA	GYPA	367766	399204	-	normal	NM_002099.8	GYPA
AG18359_7.hap1	GYPE	GYPE	145324	175070	-	fusion	NM_198682.3_1	GYPE:160681-175070:0.96:-0.00,GYPA:154283-160680:0.98:0.08,GYPE:145324-154282:0.96:0.27
AG18359_7.hap1	GYPE	GYPE	251752	286572	-	gene_conversion	NM_198682.3	GYPE:283505-286572:0.98:0.01,GYPB:283303-283504:0.97:0.03,GYPE:251752-283302:0.98:0.26
AG18359_7.hap1	GYPB	GYPE	375810	403414	-	fusion	XM_011531904.4_1	GYPE:389729-403414:0.96:0.37,GYPA:389518-389728:0.98:0.06,GYPE:375810-389517:0.97:0.04
AG18359_7.hap1	GYPB	GYPB	485513	508992	-	fusion	NM_002100.6	GYPB:504219-508992:0.95:0.01,GYPE:503794-504218:0.97:0.03,GYPB:497077-503793:0.98:0.02,GYPA:496857-497076:0.98:0.07,GYPB:485513-496856:0.98:0.01
AG18359_7.hap1	GYPA	GYPA	600024	631482	-	normal	NM_002099.8	GYPA
AG18359_7.hap2	GYPB	GYPA	148876	175039	-	gene_conversion	XM_011531904.4_3	GYPA:172185-175039:0.96:-0.01,GYPB:171629-172184:0.96:0.02,GYPA:170342-171628:0.96:0.00,GYPE:169909-170341:0.97:0.03,GYPA:154302-169908:0.97:0.04,GYPE:153830-154301:0.97:0.02,GYPA:151645-153829:0.95:-0.01,GYPE:151164-151644:0.92:0.03,GYPA:148876-151163:0.75:-0.21
AG18359_7.hap2	GYPE	GYPE	255986	290709	-	normal	NM_198682.3	GYPE
AG18359_7.hap2	GYPB	GYPE	379988	407572	-	fusion	XM_011531904.4_2	GYPE:393899-407572:0.96:0.37,GYPA:393679-393898:0.99:0.07,GYPE:383108-393678:0.97:0.01,GYPB:382112-383107:0.97:0.02,GYPE:379988-382111:0.96:-0.01
AG18359_7.hap2	GYPB	GYPB	489551	513010	-	fusion	NM_002100.6	GYPB:508273-513010:0.96:0.01,GYPE:507848-508272:0.97:0.03,GYPB:501123-507847:0.98:0.01,GYPA:500903-501122:0.98:0.07,GYPB:489551-500902:0.97:0.01
AG18359_7.hap2	GYPA	GYPE	610167	646839	-	fusion	NM_002099.8	GYPE:626671-646839:0.98:0.27,GYPA:622559-626670:0.98:0.12,GYPE:622303-622558:0.99:0.01,GYPA:621226-622302:0.99:0.02,GYPE:618772-621225:0.96:-0.01,GYPA:618445-618771:0.98:0.02,GYPE:618086-618444:0.96:-0.01,GYPA:610167-618085:0.98:0.52
AG18359_7.hap2	GYPB	GYPE	739719	766054	-	fusion	XM_011531904.4_1	GYPE:758559-766054:0.96:-0.00,GYPB:758357-758558:0.97:0.03,GYPE:754216-758356:0.97:-0.00,GYPA:754005-754215:0.98:0.06,GYPE:749471-754004:0.97:0.01,GYPA:748404-749470:0.95:0.40,GYPE:743782-748403:0.96:-0.01,GYPA:743415-743781:0.99:0.03,GYPE:742856-743414:0.97:-0.00,GYPB:741818-742855:0.98:0.02,GYPE:741219-741817:0.95:-0.03,GYPB:740028-741218:0.99:0.02,GYPE:739719-740027:0.96:0.00
AG18355_8.hap1	GYPE	GYPE	145392	175147	-	fusion	NM_198682.3_1	GYPE:161330-175147:0.96:-0.00,GYPA:154351-161329:0.97:0.08,GYPE:145392-154350:0.96:0.27
AG18355_8.hap1	GYPE	GYPE	251797	286559	-	gene_conversion	NM_198682.3	GYPE:283493-286559:0.98:0.01,GYPB:283291-283492:0.97:0.03,GYPE:251797-283290:0.98:0.26
AG18355_8.hap1	GYPB	GYPB	375776	399234	-	fusion	NM_002100.6	GYPB:394507-399234:0.96:0.01,GYPE:394073-394506:0.97:0.03,GYPB:387347-394072:0.98:0.02,GYPA:387127-387346:0.98:0.07,GYPB:375776-387126:0.98:0.01
AG18355_8.hap1	GYPA	GYPA	489423	520854	-	normal	NM_002099.8	GYPA
AG18355_8.hap2	GYPE	GYPE	145348	175094	-	fusion	NM_198682.3_1	GYPE:161276-175094:0.96:-0.00,GYPA:154307-161275:0.98:0.08,GYPE:145348-154306:0.96:0.27
AG18355_8.hap2	GYPE	GYPE	251756	286461	-	gene_conversion	NM_198682.3	GYPE:283399-286461:0.98:0.01,GYPB:283194-283398:0.97:0.02,GYPE:251756-283193:0.98:0.26
AG18355_8.hap2	GYPB	GYPE	375716	403320	-	fusion	XM_011531904.4_1	GYPE:389636-403320:0.96:0.37,GYPA:389425-389635:0.98:0.06,GYPE:375716-389424:0.97:0.05
AG18355_8.hap2	GYPB	GYPB	485111	508620	-	fusion	NM_002100.6	GYPB:503827-508620:0.95:0.01,GYPE:503402-503826:0.97:0.03,GYPB:496682-503401:0.98:0.01,GYPA:496462-496681:0.98:0.07,GYPB:485111-496461:0.98:0.01
AG18355_8.hap2	GYPA	GYPA	599622	631034	-	normal	NM_002099.8	GYPA
AG18353_9.hap1	GYPE	GYPE	145324	174596	-	fusion	NM_198682.3_1	GYPE:167199-174596:0.96:-0.00,GYPB:166927-167198:0.98:0.02,GYPE:162803-166926:0.96:-0.01,GYPA:162148-162802:0.97:0.02,GYPE:161822-162147:0.97:-0.01,GYPA:161435-161821:0.99:0.03,GYPE:161031-161434:0.98:-0.01,GYPA:154283-161030:0.98:0.08,GYPE:145324-154282:0.96:0.26
AG18353_9.hap1	GYPE	GYPE	255541	290271	-	normal	NM_198682.3	GYPE
AG18353_9.hap1	GYPB	GYPE	379520	407107	-	fusion	XM_011531904.4_1	GYPE:393434-407107:0.96:0.37,GYPA:393214-393433:0.99:0.07,GYPE:382643-393213:0.97:0.01,GYPB:381647-382642:0.97:0.02,GYPE:379520-381646:0.95:-0.01
AG18353_9.hap1	GYPB	GYPB	488774	512273	-	fusion	NM_002100.6	GYPB:507490-512273:0.95:0.01,GYPE:507065-507489:0.97:0.03,GYPB:500345-507064:0.98:0.01,GYPA:500125-500344:0.98:0.07,GYPB:488774-500124:0.98:0.01
AG18353_9.hap1	GYPA	GYPA	603313	634726	-	normal	NM_002099.8	GYPA
AG18353_9.hap2	GYPB	GYPA	148877	175040	-	gene_conversion	XM_011531904.4_3	GYPA:172186-175040:0.96:-0.01,GYPB:171630-172185:0.96:0.02,GYPA:170343-171629:0.96:0.00,GYPE:169910-170342:0.97:0.03,GYPA:154303-169909:0.97:0.04,GYPE:153831-154302:0.97:0.02,GYPA:151646-153830:0.95:-0.01,GYPE:151165-151645:0.92:0.03,GYPA:148877-151164:0.75:-0.21
AG18353_9.hap2	GYPE	GYPE	255982	290705	-	normal	NM_198682.3	GYPE
AG18353_9.hap2	GYPB	GYPE	379973	407557	-	fusion	XM_011531904.4_2	GYPE:393884-407557:0.96:0.37,GYPA:393664-393883:0.99:0.07,GYPE:383093-393663:0.97:0.01,GYPB:382097-383092:0.97:0.02,GYPE:379973-382096:0.96:-0.01
AG18353_9.hap2	GYPB	GYPB	489533	512992	-	fusion	NM_002100.6	GYPB:508255-512992:0.96:0.01,GYPE:507830-508254:0.97:0.03,GYPB:501105-507829:0.98:0.01,GYPA:500885-501104:0.98:0.07,GYPB:489533-500884:0.97:0.01
AG18353_9.hap2	GYPA	GYPE	610148	646816	-	fusion	NM_002099.8	GYPE:626648-646816:0.98:0.27,GYPA:622536-626647:0.98:0.12,GYPE:622280-622535:0.99:0.01,GYPA:621203-622279:0.99:0.02,GYPE:618749-621202:0.96:-0.01,GYPA:618422-618748:0.98:0.02,GYPE:618063-618421:0.96:-0.01,GYPA:610148-618062:0.98:0.52
AG18353_9.hap2	GYPB	GYPE	739690	766025	-	fusion	XM_011531904.4_1	GYPE:758530-766025:0.96:-0.00,GYPB:758328-758529:0.97:0.03,GYPE:754187-758327:0.97:-0.00,GYPA:753976-754186:0.98:0.06,GYPE:749442-753975:0.97:0.01,GYPA:748375-749441:0.95:0.40,GYPE:743753-748374:0.96:-0.01,GYPA:743386-743752:0.99:0.03,GYPE:742827-743385:0.97:-0.00,GYPB:741789-742826:0.98:0.02,GYPE:741190-741788:0.95:-0.03,GYPB:739999-741189:0.99:0.02,GYPE:739690-739998:0.96:0.00
AG18361_10.hap1	GYPE	GYPE	145324	174596	-	fusion	NM_198682.3_1	GYPE:167199-174596:0.96:-0.00,GYPB:166927-167198:0.98:0.02,GYPE:162803-166926:0.96:-0.01,GYPA:162148-162802:0.97:0.02,GYPE:161822-162147:0.97:-0.01,GYPA:161435-161821:0.99:0.03,GYPE:161031-161434:0.98:-0.01,GYPA:154283-161030:0.98:0.08,GYPE:145324-154282:0.96:0.26
AG18361_10.hap1	GYPE	GYPE	255543	290275	-	normal	NM_198682.3	GYPE
AG18361_10.hap1	GYPB	GYPE	379516	407103	-	fusion	XM_011531904.4_1	GYPE:393430-407103:0.96:0.37,GYPA:393210-393429:0.99:0.07,GYPE:382639-393209:0.97:0.01,GYPB:381643-382638:0.97:0.02,GYPE:379516-381642:0.95:-0.01
AG18361_10.hap1	GYPB	GYPB	488770	512270	-	fusion	NM_002100.6	GYPB:507487-512270:0.95:0.01,GYPE:507062-507486:0.97:0.03,GYPB:500341-507061:0.98:0.02,GYPA:500121-500340:0.98:0.07,GYPB:488770-500120:0.98:0.01
AG18361_10.hap1	GYPA	GYPA	603305	634717	-	normal	NM_002099.8	GYPA
AG18361_10.hap2	GYPE	GYPE	145329	175085	-	fusion	NM_198682.3_1	GYPE:161267-175085:0.96:-0.00,GYPA:154288-161266:0.98:0.08,GYPE:145329-154287:0.96:0.27
AG18361_10.hap2	GYPE	GYPE	251763	286582	-	gene_conversion	NM_198682.3	GYPE:283520-286582:0.98:0.01,GYPB:283313-283519:0.97:0.03,GYPE:251763-283312:0.98:0.26
AG18361_10.hap2	GYPB	GYPE	375800	403404	-	fusion	XM_011531904.4_1	GYPE:389719-403404:0.96:0.37,GYPA:389508-389718:0.98:0.06,GYPE:375800-389507:0.97:0.04
AG18361_10.hap2	GYPB	GYPB	485142	508641	-	fusion	NM_002100.6	GYPB:503848-508641:0.95:0.01,GYPE:503423-503847:0.97:0.03,GYPB:496706-503422:0.98:0.02,GYPA:496486-496705:0.98:0.07,GYPB:485142-496485:0.98:0.01
AG18361_10.hap2	GYPA	GYPA	599668	631109	-	normal	NM_002099.8	GYPA
AG18360_11.hap1	GYPE	GYPE	145398	175115	-	fusion	NM_198682.3_1	GYPE:167717-175115:0.96:-0.00,GYPB:167445-167716:0.98:0.02,GYPE:163320-167444:0.96:-0.01,GYPA:162665-163319:0.97:0.02,GYPE:162339-162664:0.97:-0.01,GYPA:161952-162338:0.99:0.03,GYPE:161300-161951:0.98:-0.01,GYPA:154355-161299:0.98:0.08,GYPE:145398-154354:0.96:0.26
AG18360_11.hap1	GYPE	GYPE	256095	290825	-	gene_conversion	NM_198682.3	GYPE:287752-290825:0.98:0.01,GYPB:287549-287751:0.97:0.03,GYPE:256095-287548:0.98:0.26
AG18360_11.hap1	GYPB	GYPE	380075	407656	-	fusion	XM_011531904.4_1	GYPE:393983-407656:0.96:0.37,GYPA:393763-393982:0.99:0.07,GYPE:383193-393762:0.97:0.01,GYPB:382197-383192:0.97:0.02,GYPE:380075-382196:0.96:-0.01
AG18360_11.hap1	GYPB	GYPB	489091	512561	-	fusion	NM_002100.6	GYPB:507814-512561:0.96:0.01,GYPE:507389-507813:0.97:0.03,GYPB:500663-507388:0.98:0.02,GYPA:500443-500662:0.98:0.07,GYPB:489091-500442:0.98:0.01
AG18360_11.hap1	GYPA	GYPA	602742	634176	-	normal	NM_002099.8	GYPA
AG18360_11.hap2	GYPE	GYPE	145321	175067	-	fusion	NM_198682.3_1	GYPE:160678-175067:0.96:-0.00,GYPA:154280-160677:0.98:0.08,GYPE:145321-154279:0.96:0.27
AG18360_11.hap2	GYPE	GYPE	251748	286568	-	gene_conversion	NM_198682.3	GYPE:283501-286568:0.98:0.01,GYPB:283299-283500:0.97:0.03,GYPE:251748-283298:0.98:0.26
AG18360_11.hap2	GYPB	GYPE	375806	403410	-	fusion	XM_011531904.4_1	GYPE:389725-403410:0.96:0.37,GYPA:389514-389724:0.98:0.06,GYPE:375806-389513:0.97:0.04
AG18360_11.hap2	GYPB	GYPB	485505	508984	-	fusion	NM_002100.6	GYPB:504211-508984:0.95:0.01,GYPE:503786-504210:0.97:0.03,GYPB:497069-503785:0.98:0.02,GYPA:496849-497068:0.98:0.07,GYPB:485505-496848:0.98:0.01
AG18360_11.hap2	GYPA	GYPA	600016	631474	-	normal	NM_002099.8	GYPA
AG16618_12.hap1	GYPE	GYPE	145340	175090	-	fusion	NM_198682.3_1	GYPE:161273-175090:0.96:-0.00,GYPA:154299-161272:0.98:0.08,GYPE:145340-154298:0.96:0.27
AG16618_12.hap1	GYPE	GYPE	251753	286514	-	gene_conversion	NM_198682.3	GYPE:283452-286514:0.98:0.01,GYPB:283244-283451:0.97:0.03,GYPE:251753-283243:0.98:0.26
AG16618_12.hap1	GYPB	GYPE	375746	403350	-	fusion	XM_011531904.4_1	GYPE:389665-403350:0.96:0.37,GYPA:389454-389664:0.98:0.06,GYPE:375746-389453:0.97:0.04
AG16618_12.hap1	GYPB	GYPB	485154	508662	-	fusion	NM_002100.6	GYPB:503873-508662:0.95:0.01,GYPE:503448-503872:0.97:0.03,GYPB:496726-503447:0.98:0.02,GYPA:496506-496725:0.98:0.07,GYPB:485154-496505:0.98:0.01
AG16618_12.hap1	GYPA	GYPA	599755	631203	-	normal	NM_002099.8	GYPA
AG16618_12.hap2	GYPE	GYPE	148371	179471	-	fusion	NM_198682.3	GYPE:165830-179471:0.96:0.37,GYPA:165619-165829:0.98:0.06,GYPE:148371-165618:0.97:0.14
AG16618_12.hap2	GYPB	GYPB	261391	284873	-	fusion	NM_002100.6	GYPB:280111-284873:0.95:0.01,GYPE:279686-280110:0.97:0.03,GYPB:272962-279685:0.98:0.02,GYPA:272742-272961:0.98:0.07,GYPB:261391-272741:0.98:0.01
AG16618_12.hap2	GYPA	GYPA	375775	407209	-	normal	NM_002099.8	GYPA
AG06939_13.hap1	GYPE	GYPE	145335	175091	-	fusion	NM_198682.3_1	GYPE:161273-175091:0.96:-0.00,GYPA:154294-161272:0.98:0.08,GYPE:145335-154293:0.96:0.27
AG06939_13.hap1	GYPE	GYPE	251769	286589	-	gene_conversion	NM_198682.3	GYPE:283522-286589:0.98:0.01,GYPB:283320-283521:0.97:0.03,GYPE:251769-283319:0.98:0.26
AG06939_13.hap1	GYPB	GYPE	375814	403418	-	fusion	XM_011531904.4_1	GYPE:389733-403418:0.96:0.37,GYPA:389522-389732:0.98:0.06,GYPE:375814-389521:0.97:0.04
AG06939_13.hap1	GYPB	GYPB	485158	508641	-	fusion	NM_002100.6	GYPB:503864-508641:0.95:0.01,GYPE:503439-503863:0.97:0.03,GYPB:496722-503438:0.98:0.02,GYPA:496502-496721:0.98:0.07,GYPB:485158-496501:0.98:0.01
AG06939_13.hap1	GYPA	GYPA	599669	631094	-	normal	NM_002099.8	GYPA
AG06939_13.hap2	GYPE	GYPE	145338	175092	-	fusion	NM_198682.3_1	GYPE:161275-175092:0.96:-0.00,GYPA:154297-161274:0.98:0.08,GYPE:145338-154296:0.96:0.27
