contig	original_label	corrected_label	gene_start	gene_end	strand	category	transcript	transitions
200091_HG01943.pat	GYPE	GYPE	170751	205421	-	normal	NM_198682.3	GYPE
200091_HG01943.pat	GYPB	GYPB	295072	319259	-	normal	NM_002100.6	GYPB
200091_HG01943.pat	GYPA	GYPA	409161	440554	-	normal	NM_002099.8	GYPA
200092_HG01943.mat	GYPE	GYPE	170726	205396	-	normal	NM_198682.3	GYPE
200092_HG01943.mat	GYPB	GYPB	295039	319226	-	normal	NM_002100.6	GYPB
200092_HG01943.mat	GYPA	GYPA	409132	440518	-	normal	NM_002099.8	GYPA
200093_HG01952.pat	GYPE	GYPE	170582	205429	-	normal	NM_198682.3	GYPE
200093_HG01952.pat	GYPB	GYPB	295100	319290	-	normal	NM_002100.6	GYPB
200093_HG01952.pat	GYPA	GYPA	409180	440583	-	normal	NM_002099.8	GYPA
200094_HG01952.mat	GYPE	GYPE	170590	205341	-	normal	NM_198682.3	GYPE
200094_HG01952.mat	GYPB	GYPB	294991	319179	-	normal	NM_002100.6	GYPB
200094_HG01952.mat	GYPA	GYPA	409096	440499	-	normal	NM_002099.8	GYPA
200095_HG01960.pat	GYPE	GYPE	170627	205424	-	normal	NM_198682.3	GYPE
200095_HG01960.pat	GYPB	GYPB	295097	319284	-	normal	NM_002100.6	GYPB
200095_HG01960.pat	GYPA	GYPA	409202	440587	-	normal	NM_002099.8	GYPA
200096_HG01960.mat	GYPE	GYPE	170633	205421	-	normal	NM_198682.3	GYPE
200096_HG01960.mat	GYPB	GYPB	295095	319283	-	normal	NM_002100.6	GYPB
200096_HG01960.mat	GYPA	GYPA	409168	440557	-	normal	NM_002099.8	GYPA
200097_HG01969.pat	GYPE	GYPE	170587	205338	-	normal	NM_198682.3	GYPE
200097_HG01969.pat	GYPB	GYPB	295001	319189	-	normal	NM_002100.6	GYPB
200097_HG01969.pat	GYPA	GYPA	409108	440495	-	normal	NM_002099.8	GYPA
200098_HG01969.mat	GYPE	GYPE	170582	205428	-	normal	NM_198682.3	GYPE
200098_HG01969.mat	GYPB	GYPB	295102	319292	-	normal	NM_002100.6	GYPB
200098_HG01969.mat	GYPA	GYPA	409187	440590	-	normal	NM_002099.8	GYPA
200099_HG01975.pat	GYPE	GYPE	170743	205413	-	normal	NM_198682.3	GYPE
200099_HG01975.pat	GYPB	GYPB	295064	319251	-	normal	NM_002100.6	GYPB
200099_HG01975.pat	GYPA	GYPA	409158	440559	-	normal	NM_002099.8	GYPA
200100_HG01975.mat	GYPE	GYPE	170630	205383	-	normal	NM_198682.3	GYPE
200100_HG01975.mat	GYPB	GYPB	295057	319245	-	normal	NM_002100.6	GYPB
200100_HG01975.mat	GYPA	GYPA	409154	440548	-	normal	NM_002099.8	GYPA
200101_HG01981.pat	GYPE	GYPE	170590	205341	-	normal	NM_198682.3	GYPE
200101_HG01981.pat	GYPB	GYPB	295001	319189	-	normal	NM_002100.6	GYPB
200101_HG01981.pat	GYPA	GYPA	409104	440491	-	normal	NM_002099.8	GYPA
200102_HG01981.mat	GYPE	GYPE	170569	205416	-	normal	NM_198682.3	GYPE
200102_HG01981.mat	GYPB	GYPB	295083	319273	-	normal	NM_002100.6	GYPB
200102_HG01981.mat	GYPA	GYPA	409170	440573	-	normal	NM_002099.8	GYPA
200103_HG01993.pat	GYPE	GYPE	170587	205338	-	normal	NM_198682.3	GYPE
200103_HG01993.pat	GYPB	GYPB	295011	319199	-	normal	NM_002100.6	GYPB
200103_HG01993.pat	GYPA	GYPA	409115	440501	-	normal	NM_002099.8	GYPA
200104_HG01993.mat	GYPE	GYPE	170588	205435	-	normal	NM_198682.3	GYPE
200104_HG01993.mat	GYPB	GYPB	295096	319286	-	normal	NM_002100.6	GYPB
200104_HG01993.mat	GYPA	GYPA	409186	440589	-	normal	NM_002099.8	GYPA
200105_HG02004.pat	GYPE	GYPE	170636	205389	-	normal	NM_198682.3	GYPE
200105_HG02004.pat	GYPB	GYPB	295051	319239	-	normal	NM_002100.6	GYPB
200105_HG02004.pat	GYPA	GYPA	409149	440552	-	normal	NM_002099.8	GYPA
200106_HG02004.mat	GYPE	GYPE	170564	205410	-	normal	NM_198682.3	GYPE
200106_HG02004.mat	GYPB	GYPB	295095	319285	-	normal	NM_002100.6	GYPB
200106_HG02004.mat	GYPA	GYPA	409199	440603	-	normal	NM_002099.8	GYPA
200107_HG02015.pat	GYPE	GYPE	170702	205372	-	normal	NM_198682.3	GYPE
200107_HG02015.pat	GYPB	GYPB	295033	319220	-	normal	NM_002100.6	GYPB
200107_HG02015.pat	GYPA	GYPA	409124	440527	-	normal	NM_002099.8	GYPA
200108_HG02015.mat	GYPE	GYPE	170587	205338	-	normal	NM_198682.3	GYPE
200108_HG02015.mat	GYPB	GYPB	295011	319199	-	normal	NM_002100.6	GYPB
200108_HG02015.mat	GYPA	GYPA	409115	440501	-	normal	NM_002099.8	GYPA
200109_HG02027.pat	GYPE	GYPE	170598	205445	-	normal	NM_198682.3	GYPE
200109_HG02027.pat	GYPB	GYPB	295105	319295	-	normal	NM_002100.6	GYPB
200109_HG02027.pat	GYPA	GYPA	409210	440613	-	normal	NM_002099.8	GYPA
200110_HG02027.mat	GYPE	GYPE	170733	205403	-	normal	NM_198682.3	GYPE
200110_HG02027.mat	GYPB	GYPB	295050	319237	-	normal	NM_002100.6	GYPB
200110_HG02027.mat	GYPA	GYPA	409146	440550	-	normal	NM_002099.8	GYPA
200111_HG02055.pat	GYPE	GYPE	170642	205430	-	normal	NM_198682.3	GYPE
200111_HG02055.pat	GYPB	GYPB	295108	319296	-	normal	NM_002100.6	GYPB
200111_HG02055.pat	GYPA	GYPA	409219	440618	-	normal	NM_002099.8	GYPA
200112_HG02055.mat	GYPE	GYPE	170592	205287	-	gene_conversion	NM_198682.3	GYPE:188185-205287:0.99:0.32,GYPA:185366-188184:1.00:0.03,GYPE:170592-185365:1.00:0.21
200112_HG02055.mat	GYPB	GYPB	294921	319113	-	normal	NM_002100.6	GYPB
200112_HG02055.mat	GYPA	GYPA	409081	440497	-	normal	NM_002099.8	GYPA
200113_HG02056.pat	GYPE	GYPE	170583	205429	-	normal	NM_198682.3	GYPE
200113_HG02056.pat	GYPB	GYPB	295109	319299	-	normal	NM_002100.6	GYPB
200113_HG02056.pat	GYPA	GYPA	409208	440611	-	normal	NM_002099.8	GYPA
200114_HG02056.mat	GYPE	GYPE	170575	205421	-	normal	NM_198682.3	GYPE
200114_HG02056.mat	GYPB	GYPB	295108	319298	-	normal	NM_002100.6	GYPB
200114_HG02056.mat	GYPA	GYPA	409223	440609	-	normal	NM_002099.8	GYPA
200115_HG02071.pat	GYPE	GYPE	170589	205340	-	normal	NM_198682.3	GYPE
200115_HG02071.pat	GYPB	GYPB	295013	319203	-	normal	NM_002100.6	GYPB
200115_HG02071.pat	GYPA	GYPA	409121	440507	-	normal	NM_002099.8	GYPA
200116_HG02071.mat	GYPE	GYPE	170606	205357	-	normal	NM_198682.3	GYPE
200116_HG02071.mat	GYPB	GYPB	295020	319208	-	normal	NM_002100.6	GYPB
200116_HG02071.mat	GYPA	GYPA	409125	440511	-	normal	NM_002099.8	GYPA
200117_HG02074.pat	GYPE	GYPE	170576	205422	-	normal	NM_198682.3	GYPE
200117_HG02074.pat	GYPB	GYPB	295105	319295	-	normal	NM_002100.6	GYPB
200117_HG02074.pat	GYPA	GYPA	409204	440607	-	normal	NM_002099.8	GYPA
200118_HG02074.mat	GYPE	GYPE	170635	205427	-	normal	NM_198682.3	GYPE
200118_HG02074.mat	GYPB	GYPB	295089	319277	-	normal	NM_002100.6	GYPB
200118_HG02074.mat	GYPA	GYPA	409184	440588	-	normal	NM_002099.8	GYPA
200119_HG02080.pat	GYPE	GYPE	170570	205417	-	normal	NM_198682.3	GYPE
200119_HG02080.pat	GYPB	GYPB	295075	319265	-	normal	NM_002100.6	GYPB
200119_HG02080.pat	GYPA	GYPA	409181	440585	-	normal	NM_002099.8	GYPA
200120_HG02080.mat	GYPE	GYPE	170541	205388	-	normal	NM_198682.3	GYPE
200120_HG02080.mat	GYPB	GYPB	295044	319234	-	normal	NM_002100.6	GYPB
200120_HG02080.mat	GYPA	GYPA	409153	440555	-	normal	NM_002099.8	GYPA
200121_HG02083.pat	GYPE	GYPE	170568	205414	-	normal	NM_198682.3	GYPE
200121_HG02083.pat	GYPB	GYPB	295093	319283	-	normal	NM_002100.6	GYPB
200121_HG02083.pat	GYPA	GYPA	409191	440594	-	normal	NM_002099.8	GYPA
200122_HG02083.mat	GYPE	GYPE	170588	205435	-	normal	NM_198682.3	GYPE
200122_HG02083.mat	GYPB	GYPB	295114	319304	-	normal	NM_002100.6	GYPB
200122_HG02083.mat	GYPA	GYPA	409213	440599	-	normal	NM_002099.8	GYPA
200123_HG02109.pat	GYPE	GYPE	170549	205271	-	gene_conversion	NM_198682.3	GYPE:188176-205271:0.99:0.32,GYPA:185357-188175:1.00:0.03,GYPE:170549-185356:1.00:0.21
200123_HG02109.pat	GYPA	GYPA	298745	330158	-	normal	NM_002099.8	GYPA
200124_HG02109.mat	GYPE	GYPE	170554	205400	-	normal	NM_198682.3	GYPE
200124_HG02109.mat	GYPB	GYPB	295085	319274	-	normal	NM_002100.6	GYPB
200124_HG02109.mat	GYPA	GYPA	409188	440589	-	normal	NM_002099.8	GYPA
200125_HG02129.pat	GYPE	GYPE	170570	205417	-	normal	NM_198682.3	GYPE
200125_HG02129.pat	GYPB	GYPB	295090	319280	-	normal	NM_002100.6	GYPB
200125_HG02129.pat	GYPA	GYPA	409201	440604	-	normal	NM_002099.8	GYPA
200126_HG02129.mat	GYPE	GYPE	170584	205431	-	normal	NM_198682.3	GYPE
200126_HG02129.mat	GYPB	GYPB	295108	319292	-	normal	NM_002100.6	GYPB
200126_HG02129.mat	GYPA	GYPA	409201	440610	-	normal	NM_002099.8	GYPA
200127_HG02132.pat	GYPE	GYPE	170629	205382	-	normal	NM_198682.3	GYPE
200127_HG02132.pat	GYPB	GYPB	295063	319251	-	normal	NM_002100.6	GYPB
200127_HG02132.pat	GYPA	GYPA	409170	440579	-	normal	NM_002099.8	GYPA
200128_HG02132.mat	GYPE	GYPE	170582	205333	-	normal	NM_198682.3	GYPE
200128_HG02132.mat	GYPB	GYPB	295014	319202	-	normal	NM_002100.6	GYPB
200128_HG02132.mat	GYPA	GYPA	409123	440509	-	normal	NM_002099.8	GYPA
200129_HG02135.pat	GYPE	GYPE	170576	205423	-	normal	NM_198682.3	GYPE
200129_HG02135.pat	GYPB	GYPB	295107	319297	-	normal	NM_002100.6	GYPB
200129_HG02135.pat	GYPA	GYPA	409207	440593	-	normal	NM_002099.8	GYPA
200130_HG02135.mat	GYPE	GYPE	170748	205418	-	normal	NM_198682.3	GYPE
200130_HG02135.mat	GYPB	GYPB	295059	319246	-	normal	NM_002100.6	GYPB
200130_HG02135.mat	GYPA	GYPA	409154	440557	-	normal	NM_002099.8	GYPA
200131_HG02145.pat	GYPE	GYPE	170637	205391	-	normal	NM_198682.3	GYPE
200131_HG02145.pat	GYPB	GYPB	295067	319254	-	normal	NM_002100.6	GYPB
200131_HG02145.pat	GYPA	GYPA	409185	440598	-	normal	NM_002099.8	GYPA
200132_HG02145.mat	GYPE	GYPE	170584	205430	-	normal	NM_198682.3	GYPE
200132_HG02145.mat	GYPB	GYPB	295105	319290	-	normal	NM_002100.6	GYPB
200132_HG02145.mat	GYPA	GYPA	409198	440581	-	normal	NM_002099.8	GYPA
200133_HG02148.pat	GYPE	GYPE	170741	205411	-	normal	NM_198682.3	GYPE
200133_HG02148.pat	GYPB	GYPB	295062	319249	-	normal	NM_002100.6	GYPB
200133_HG02148.pat	GYPA	GYPA	409155	440541	-	normal	NM_002099.8	GYPA
200134_HG02148.mat	GYPE	GYPE	170748	205418	-	normal	NM_198682.3	GYPE
200134_HG02148.mat	GYPB	GYPB	295082	319269	-	normal	NM_002100.6	GYPB
200134_HG02148.mat	GYPA	GYPA	409170	438526	-	fusion	XM_017008135.3_1	GYPB:419194-438526:1.00:0.07,GYPA:409170-419193:1.00:0.44
200134_HG02148.mat	GYPA	GYPA	528442	559845	-	normal	NM_002099.8	GYPA
200135_HG02258.pat	GYPE	GYPE	170585	205431	-	normal	NM_198682.3	GYPE
200135_HG02258.pat	GYPB	GYPB	295110	319295	-	normal	NM_002100.6	GYPB
200135_HG02258.pat	GYPA	GYPA	409208	440617	-	normal	NM_002099.8	GYPA
200136_HG02258.mat	GYPE	GYPE	170437	205234	-	normal	NM_198682.3	GYPE
200136_HG02258.mat	GYPB	GYPB	294911	319097	-	normal	NM_002100.6	GYPB
200136_HG02258.mat	GYPA	GYPA	409015	440400	-	normal	NM_002099.8	GYPA
200137_HG02280.pat	GYPE	GYPE	170618	205415	-	normal	NM_198682.3	GYPE
200137_HG02280.pat	GYPB	GYPB	295088	319275	-	normal	NM_002100.6	GYPB
200137_HG02280.pat	GYPA	GYPA	409197	440605	-	normal	NM_002099.8	GYPA
200138_HG02280.mat	GYPE	GYPE	170579	205460	-	normal	NM_198682.3	GYPE
200138_HG02280.mat	GYPB	GYPB	295094	319281	-	normal	NM_002100.6	GYPB
200138_HG02280.mat	GYPA	GYPA	409212	440614	-	normal	NM_002099.8	GYPA
200139_HG02293.pat	GYPE	GYPE	170579	205330	-	normal	NM_198682.3	GYPE
200139_HG02293.pat	GYPB	GYPB	295008	319195	-	normal	NM_002100.6	GYPB
200139_HG02293.pat	GYPA	GYPA	409107	440493	-	normal	NM_002099.8	GYPA
200140_HG02293.mat	GYPE	GYPE	170566	205413	-	normal	NM_198682.3	GYPE
200140_HG02293.mat	GYPB	GYPB	295081	319271	-	normal	NM_002100.6	GYPB
200140_HG02293.mat	GYPA	GYPA	409189	440592	-	normal	NM_002099.8	GYPA
200141_HG02300.pat	GYPE	GYPE	170569	205320	-	normal	NM_198682.3	GYPE
200141_HG02300.pat	GYPB	GYPB	294970	319158	-	normal	NM_002100.6	GYPB
200141_HG02300.pat	GYPA	GYPA	409081	440467	-	normal	NM_002099.8	GYPA
200142_HG02300.mat	GYPE	GYPE	170555	205306	-	normal	NM_198682.3	GYPE
200142_HG02300.mat	GYPB	GYPB	294981	319168	-	normal	NM_002100.6	GYPB
200142_HG02300.mat	GYPA	GYPA	409088	440490	-	normal	NM_002099.8	GYPA
200143_HG02451.pat	GYPE	GYPE	170581	205429	-	normal	NM_198682.3	GYPE
200143_HG02451.pat	GYPB	GYPB	295116	319307	-	normal	NM_002100.6	GYPB
200143_HG02451.pat	GYPA	GYPA	409215	440604	-	normal	NM_002099.8	GYPA
200144_HG02451.mat	GYPE	GYPE	170647	205401	-	normal	NM_198682.3	GYPE
200144_HG02451.mat	GYPB	GYPB	295074	319261	-	normal	NM_002100.6	GYPB
200144_HG02451.mat	GYPA	GYPA	409175	440584	-	normal	NM_002099.8	GYPA
200145_HG02486.pat	GYPE	GYPE	170607	205453	-	normal	NM_198682.3	GYPE
200145_HG02486.pat	GYPB	GYPB	295117	319301	-	normal	NM_002100.6	GYPB
200145_HG02486.pat	GYPA	GYPA	409230	440616	-	normal	NM_002099.8	GYPA
200146_HG02486.mat	GYPE	GYPE	170636	205331	-	gene_conversion	NM_198682.3	GYPE:188229-205331:0.99:0.32,GYPA:185410-188228:1.00:0.03,GYPE:170636-185409:1.00:0.21
200146_HG02486.mat	GYPB	GYPB	294956	319148	-	normal	NM_002100.6	GYPB
200146_HG02486.mat	GYPA	GYPA	409107	440513	-	normal	NM_002099.8	GYPA
200147_HG02514.pat	GYPE	GYPE	170630	205383	-	normal	NM_198682.3	GYPE
200147_HG02514.pat	GYPB	GYPB	295063	319251	-	normal	NM_002100.6	GYPB
200147_HG02514.pat	GYPA	GYPA	409146	440547	-	normal	NM_002099.8	GYPA
200148_HG02514.mat	GYPE	GYPE	170575	205421	-	normal	NM_198682.3	GYPE
200148_HG02514.mat	GYPB	GYPB	295079	319263	-	normal	NM_002100.6	GYPB
200148_HG02514.mat	GYPA	GYPA	409214	440612	-	normal	NM_002099.8	GYPA
200149_HG02523.pat	GYPE	GYPE	170571	205322	-	normal	NM_198682.3	GYPE
200149_HG02523.pat	GYPB	GYPB	295004	319192	-	normal	NM_002100.6	GYPB
200149_HG02523.pat	GYPA	GYPA	409106	440509	-	normal	NM_002099.8	GYPA
200150_HG02523.mat	GYPE	GYPE	170581	205428	-	normal	NM_198682.3	GYPE
200150_HG02523.mat	GYPB	GYPB	295097	319287	-	normal	NM_002100.6	GYPB
200150_HG02523.mat	GYPA	GYPA	409212	440598	-	normal	NM_002099.8	GYPA
200151_HG02559.pat	GYPE	GYPE	170725	205395	-	normal	NM_198682.3	GYPE
200151_HG02559.pat	GYPB	GYPB	295039	319227	-	normal	NM_002100.6	GYPB
200151_HG02559.pat	GYPA	GYPA	409126	440512	-	normal	NM_002099.8	GYPA
200152_HG02559.mat	GYPE	GYPE	170550	205396	-	normal	NM_198682.3	GYPE
200152_HG02559.mat	GYPB	GYPB	295086	319273	-	normal	NM_002100.6	GYPB
200152_HG02559.mat	GYPA	GYPA	409515	440920	-	normal	NM_002099.8	GYPA
200153_HG02572.pat	GYPE	GYPE	170577	205423	-	normal	NM_198682.3	GYPE
200153_HG02572.pat	GYPB	GYPB	295095	319279	-	normal	NM_002100.6	GYPB
200153_HG02572.pat	GYPA	GYPA	409214	440600	-	normal	NM_002099.8	GYPA
200154_HG02572.mat	GYPE	GYPE	170593	205287	-	gene_conversion	NM_198682.3	GYPE:188186-205287:0.99:0.32,GYPA:185367-188185:1.00:0.03,GYPE:170593-185366:1.00:0.21
200154_HG02572.mat	GYPB	GYPB	294918	319110	-	normal	NM_002100.6	GYPB
200154_HG02572.mat	GYPA	GYPA	409067	440478	-	normal	NM_002099.8	GYPA
200155_HG02602.pat	GYPE	GYPE	170573	205415	-	normal	NM_198682.3	GYPE
200155_HG02602.pat	GYPB	GYPB	295092	319276	-	normal	NM_002100.6	GYPB
200155_HG02602.pat	GYPA	GYPA	409219	440622	-	normal	NM_002099.8	GYPA
200156_HG02602.mat	GYPE	GYPE	170573	205421	-	normal	NM_198682.3	GYPE
200156_HG02602.mat	GYPB	GYPB	295087	319271	-	normal	NM_002100.6	GYPB
200156_HG02602.mat	GYPA	GYPA	409186	440589	-	normal	NM_002099.8	GYPA
200157_HG02615.pat	GYPE	GYPE	170635	205389	-	normal	NM_198682.3	GYPE
200157_HG02615.pat	GYPB	GYPB	295062	319249	-	normal	NM_002100.6	GYPB
200157_HG02615.pat	GYPA	GYPA	409172	440581	-	normal	NM_002099.8	GYPA
200158_HG02615.mat	GYPE	GYPE	170562	205409	-	normal	NM_198682.3	GYPE
200158_HG02615.mat	GYPB	GYPB	295095	319285	-	normal	NM_002100.6	GYPB
200158_HG02615.mat	GYPA	GYPA	409200	440604	-	normal	NM_002099.8	GYPA
200159_HG02622.pat	GYPE	GYPE	170575	205600	-	normal	NM_198682.3	GYPE
200159_HG02622.pat	GYPB	GYPB	295229	319416	-	normal	NM_002100.6	GYPB
200159_HG02622.pat	GYPA	GYPA	409332	440731	-	normal	NM_002099.8	GYPA
200160_HG02622.mat	GYPE	GYPE	170600	205294	-	gene_conversion	NM_198682.3	GYPE:188193-205294:0.99:0.32,GYPA:185374-188192:1.00:0.03,GYPE:170600-185373:1.00:0.21
200160_HG02622.mat	GYPB	GYPB	294929	319121	-	normal	NM_002100.6	GYPB
200160_HG02622.mat	GYPA	GYPA	409073	440484	-	normal	NM_002099.8	GYPA
200161_HG02630.pat	GYPE	GYPE	170558	205541	-	normal	NM_198682.3	GYPE
200161_HG02630.pat	GYPB	GYPB	295196	319384	-	normal	NM_002100.6	GYPB
200161_HG02630.pat	GYPA	GYPA	409337	440743	-	normal	NM_002099.8	GYPA
200162_HG02630.mat	GYPE	GYPE	170595	205289	-	gene_conversion	NM_198682.3	GYPE:188188-205289:0.99:0.32,GYPA:185369-188187:1.00:0.03,GYPE:170595-185368:1.00:0.21
200162_HG02630.mat	GYPB	GYPB	294928	319120	-	normal	NM_002100.6	GYPB
200162_HG02630.mat	GYPA	GYPA	409089	440497	-	normal	NM_002099.8	GYPA
200163_HG02647.pat	GYPE	GYPE	170603	205297	-	gene_conversion	NM_198682.3	GYPE:188196-205297:0.99:0.32,GYPA:185377-188195:1.00:0.03,GYPE:170603-185376:1.00:0.21
200163_HG02647.pat	GYPB	GYPB	294936	319128	-	normal	NM_002100.6	GYPB
200163_HG02647.pat	GYPA	GYPA	409075	440476	-	normal	NM_002099.8	GYPA
200164_HG02647.mat	GYPE	GYPE	170586	205432	-	normal	NM_198682.3	GYPE
200164_HG02647.mat	GYPB	GYPB	295104	319288	-	normal	NM_002100.6	GYPB
200164_HG02647.mat	GYPA	GYPA	409231	440622	-	normal	NM_002099.8	GYPA
200165_HG02668.pat	GYPE	GYPE	170637	205425	-	normal	NM_198682.3	GYPE
200165_HG02668.pat	GYPB	GYPB	295107	319295	-	normal	NM_002100.6	GYPB
200165_HG02668.pat	GYPA	GYPA	409218	440617	-	normal	NM_002099.8	GYPA
200166_HG02668.mat	GYPE	GYPE	170551	205355	-	gene_conversion	NM_198682.3	GYPE:188257-205355:1.00:0.33,GYPA:185438-188256:1.00:0.03,GYPE:170551-185437:1.00:0.21
200166_HG02668.mat	GYPB	GYPB	295039	319225	-	normal	NM_002100.6	GYPB
200166_HG02668.mat	GYPA	GYPA	409151	440560	-	normal	NM_002099.8	GYPA
200167_HG02698.pat	GYPE	GYPE	170731	205401	-	normal	NM_198682.3	GYPE
200167_HG02698.pat	GYPB	GYPB	295053	319240	-	normal	NM_002100.6	GYPB
200167_HG02698.pat	GYPA	GYPA	409149	440552	-	normal	NM_002099.8	GYPA
200168_HG02698.mat	GYPE	GYPE	170579	205425	-	normal	NM_198682.3	GYPE
200168_HG02698.mat	GYPB	GYPB	295096	319280	-	normal	NM_002100.6	GYPB
200168_HG02698.mat	GYPA	GYPA	409211	440609	-	normal	NM_002099.8	GYPA
200169_HG02717.pat	GYPE	GYPE	170596	205290	-	gene_conversion	NM_198682.3	GYPE:188189-205290:0.99:0.32,GYPA:185370-188188:1.00:0.03,GYPE:170596-185369:1.00:0.21
200169_HG02717.pat	GYPB	GYPB	294921	319113	-	normal	NM_002100.6	GYPB
200169_HG02717.pat	GYPA	GYPA	409059	440445	-	normal	NM_002099.8	GYPA
200170_HG02717.mat	GYPE	GYPE	170550	205396	-	normal	NM_198682.3	GYPE
200170_HG02717.mat	GYPB	GYPB	295073	319262	-	normal	NM_002100.6	GYPB
200170_HG02717.mat	GYPA	GYPA	409172	440580	-	normal	NM_002099.8	GYPA
200171_HG02723.pat	GYPE	GYPE	170559	205363	-	gene_conversion	NM_198682.3	GYPE:188265-205363:1.00:0.33,GYPA:185446-188264:1.00:0.03,GYPE:170559-185445:1.00:0.21
200171_HG02723.pat	GYPB	GYPB	295051	319238	-	normal	NM_002100.6	GYPB
200171_HG02723.pat	GYPA	GYPA	409150	440564	-	normal	NM_002099.8	GYPA
200172_HG02723.mat	GYPE	GYPE	170556	205504	-	normal	NM_198682.3	GYPE
200172_HG02723.mat	GYPB	GYPB	295151	319339	-	normal	NM_002100.6	GYPB
200172_HG02723.mat	GYPA	GYPA	409276	440682	-	normal	NM_002099.8	GYPA
200173_HG02735.pat	GYPE	GYPE	170742	205412	-	normal	NM_198682.3	GYPE
200173_HG02735.pat	GYPB	GYPB	295055	319241	-	normal	NM_002100.6	GYPB
200173_HG02735.pat	GYPA	GYPA	409146	440549	-	normal	NM_002099.8	GYPA
200174_HG02735.mat	GYPE	GYPE	170733	205402	-	normal	NM_198682.3	GYPE
200174_HG02735.mat	GYPB	GYPB	295042	319228	-	normal	NM_002100.6	GYPB
200174_HG02735.mat	GYPA	GYPA	409123	440514	-	normal	NM_002099.8	GYPA
200175_HG02738.pat	GYPE	GYPE	170595	205435	-	normal	NM_198682.3	GYPE
200175_HG02738.pat	GYPB	GYPB	295114	319305	-	normal	NM_002100.6	GYPB
200175_HG02738.pat	GYPA	GYPA	409230	440616	-	normal	NM_002099.8	GYPA
200176_HG02738.mat	GYPE	GYPE	170571	205322	-	normal	NM_198682.3	GYPE
200176_HG02738.mat	GYPB	GYPB	294986	319174	-	normal	NM_002100.6	GYPB
200176_HG02738.mat	GYPA	GYPA	409087	440473	-	normal	NM_002099.8	GYPA
200177_HG02809.pat	GYPE	GYPE	170592	205439	-	normal	NM_198682.3	GYPE
200177_HG02809.pat	GYPB	GYPB	295114	319304	-	normal	NM_002100.6	GYPB
200177_HG02809.pat	GYPA	GYPA	409207	440606	-	normal	NM_002099.8	GYPA
200178_HG02809.mat	GYPE	GYPE	170541	205292	-	normal	NM_198682.3	GYPE
200178_HG02809.mat	GYPB	GYPB	294961	319149	-	normal	NM_002100.6	GYPB
200178_HG02809.mat	GYPA	GYPA	409067	440458	-	normal	NM_002099.8	GYPA
200179_HG02818.pat	GYPE	GYPE	170555	205503	-	normal	NM_198682.3	GYPE
200179_HG02818.pat	GYPB	GYPB	295148	319336	-	normal	NM_002100.6	GYPB
200179_HG02818.pat	GYPA	GYPA	409275	440681	-	normal	NM_002099.8	GYPA
200180_HG02818.mat	GYPE	GYPE	170573	205447	-	normal	NM_198682.3	GYPE
200180_HG02818.mat	GYPB	GYPB	295100	319288	-	normal	NM_002100.6	GYPB
200180_HG02818.mat	GYPA	GYPA	409219	440635	-	normal	NM_002099.8	GYPA
200181_HG02841.pat	GYPE	GYPE	170619	205416	-	normal	NM_198682.3	GYPE
200181_HG02841.pat	GYPB	GYPB	295089	319276	-	normal	NM_002100.6	GYPB
200181_HG02841.pat	GYPA	GYPA	409192	440600	-	normal	NM_002099.8	GYPA
200182_HG02841.mat	GYPE	GYPE	170524	205246	-	gene_conversion	NM_198682.3	GYPE:188216-205246:0.99:0.33,GYPA:185332-188215:1.00:0.03,GYPE:170524-185331:1.00:0.21
200182_HG02841.mat	GYPA	GYPA	298716	330101	-	normal	NM_002099.8	GYPA
200183_HG02886.pat	GYPE	GYPE	170641	205395	-	normal	NM_198682.3	GYPE
200183_HG02886.pat	GYPB	GYPB	295071	319258	-	normal	NM_002100.6	GYPB
200183_HG02886.pat	GYPA	GYPA	409181	440590	-	normal	NM_002099.8	GYPA
200184_HG02886.mat	GYPE	GYPE	170650	205462	-	normal	NM_198682.3	GYPE
200184_HG02886.mat	GYPB	GYPB	295140	319330	-	normal	NM_002100.6	GYPB
200184_HG02886.mat	GYPA	GYPA	409226	440615	-	normal	NM_002099.8	GYPA
200185_HG02984.pat	GYPE	GYPE	170522	205244	-	gene_conversion	NM_198682.3	GYPE:188149-205244:0.99:0.32,GYPA:185330-188148:1.00:0.03,GYPE:170522-185329:1.00:0.21
200185_HG02984.pat	GYPA	GYPA	298714	330099	-	normal	NM_002099.8	GYPA
200186_HG02984.mat	GYPE	GYPE	170596	205442	-	normal	NM_198682.3	GYPE
200186_HG02984.mat	GYPB	GYPB	295113	319298	-	normal	NM_002100.6	GYPB
200186_HG02984.mat	GYPA	GYPA	409206	440626	-	normal	NM_002099.8	GYPA
200187_HG03017.pat	GYPE	GYPE	170585	205335	-	normal	NM_198682.3	GYPE
200187_HG03017.pat	GYPB	GYPB	294995	319183	-	normal	NM_002100.6	GYPB
200187_HG03017.pat	GYPA	GYPA	409107	440506	-	normal	NM_002099.8	GYPA
200188_HG03017.mat	GYPE	GYPE	170564	205404	-	normal	NM_198682.3	GYPE
200188_HG03017.mat	GYPB	GYPB	295088	319278	-	normal	NM_002100.6	GYPB
200188_HG03017.mat	GYPA	GYPA	409204	440590	-	normal	NM_002099.8	GYPA
200189_HG03041.pat	GYPE	GYPE	170650	205447	-	normal	NM_198682.3	GYPE
200189_HG03041.pat	GYPB	GYPB	295131	319318	-	normal	NM_002100.6	GYPB
