name,variant_type,Bonobo,Chimpanzee,Human,description,post_mean,selection_regime
C16orf87,SNVs,0,0,1,chromosome 16 open reading frame 87,0.0421192,Extreme selection
C16orf89,SNVs,0,0,4,chromosome 16 open reading frame 89,8.3075e-4,Weak selection
C16orf90,SNVs,0,0,3,chromosome 16 open reading frame 90,0.00155447,Strong selection
C16orf92,SNVs,0,0,4,chromosome 16 open reading frame 92,0.00217437,Strong selection
C16orf95,SNVs,0,0,3,chromosome 16 open reading frame 95,0.00128664,Strong selection
C16orf96,SNVs,0,0,4,chromosome 16 open reading frame 96,8.3469e-4,Weak selection
C17orf107,SNVs,0,0,4,chromosome 17 open reading frame 107,0.00164904,Strong selection
C17orf49,SNVs,0,0,2,chromosome 17 open reading frame 49,0.0479326,Extreme selection
C17orf58,SNVs,0,0,3,chromosome 17 open reading frame 58,0.00412965,Strong selection
C17orf67,SNVs,0,0,3,chromosome 17 open reading frame 67,0.00198004,Strong selection
C17orf75,SNVs,0,0,2,chromosome 17 open reading frame 75,0.026721,Extreme selection
C17orf99,SNVs,0,0,4,chromosome 17 open reading frame 99,0.00180932,Strong selection
C18orf21,SNVs,0,0,3,chromosome 18 open reading frame 21,0.00195855,Strong selection
C18orf32,SNVs,0,0,2,chromosome 18 open reading frame 32,0.0101712,Extreme selection
C18orf54,SNVs,0,0,3,chromosome 18 open reading frame 54,0.00226791,Strong selection
C18orf63,SNVs,0,0,3,chromosome 18 open reading frame 63,0.00953074,Strong selection
C19orf12,SNVs,0,0,3,chromosome 19 open reading frame 12,0.00785543,Strong selection
C19orf18,SNVs,0,0,3,chromosome 19 open reading frame 18,0.00119834,Strong selection
C19orf25,SNVs,0,0,2,chromosome 19 open reading frame 25,0.00190777,Strong selection
C19orf33,SNVs,0,0,3,chromosome 19 open reading frame 33,0.0143126,Extreme selection
C19orf38,SNVs,0,0,3,chromosome 19 open reading frame 38,0.00445031,Strong selection
C19orf44,SNVs,0,0,3,chromosome 19 open reading frame 44,9.8349e-4,Weak selection
C19orf47,SNVs,0,0,3,chromosome 19 open reading frame 47,0.0284941,Extreme selection
C19orf53,SNVs,0,0,3,chromosome 19 open reading frame 53,0.0053197,Strong selection
C19orf67,SNVs,0,0,3,chromosome 19 open reading frame 67,0.00347278,Strong selection
C19orf73,SNVs,0,0,3,chromosome 19 open reading frame 73,0.00342697,Strong selection
C19orf81,SNVs,0,0,3,chromosome 19 open reading frame 81,0.00165915,Strong selection
C19orf84,SNVs,0,0,3,chromosome 19 open reading frame 84,0.0200657,Extreme selection
C1D,SNVs,3,3,3,C1D nuclear receptor corepressor,0.00348602,Strong selection
C1GALT1,SNVs,3,3,4,core 1 synthase%2C glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,0.0417094,Extreme selection
C1GALT1C1,SNVs,2,3,3,C1GALT1 specific chaperone 1,0.227178,Extreme selection
C1QA,SNVs,3,2,2,complement C1q A chain,0.00563961,Strong selection
C1QB,SNVs,3,3,2,complement C1q B chain,0.0110868,Extreme selection
C1QBP,SNVs,3,3,2,complement C1q binding protein,0.00926948,Strong selection
C1QC,SNVs,3,2,3,complement C1q C chain,0.00897438,Strong selection
C1QL1,SNVs,1,2,2,complement C1q like 1,0.00603466,Strong selection
C1QL2,SNVs,3,3,2,complement C1q like 2,0.0334982,Extreme selection
C1QL3,SNVs,3,2,2,complement C1q like 3,0.0926899,Extreme selection
C1QL4,SNVs,1,3,2,complement C1q like 4,0.00404508,Strong selection
C1QTNF1,SNVs,1,3,4,C1q and TNF related 1,0.00417915,Strong selection
C1QTNF12,SNVs,4,3,3,C1q and TNF related 12,9.7352e-4,Weak selection
C1QTNF2,SNVs,3,3,3,C1q and TNF related 2,0.00247917,Strong selection
C1QTNF3,SNVs,1,3,2,C1q and TNF related 3,0.00154888,Strong selection
C1QTNF4,SNVs,3,2,3,C1q and TNF related 4,0.0233371,Extreme selection
C1QTNF5,SNVs,1,3,3,C1q and TNF related 5,0.0702438,Extreme selection
C1QTNF6,SNVs,3,3,3,C1q and TNF related 6,0.00210448,Strong selection
C1QTNF7,SNVs,2,3,3,C1q and TNF related 7,0.00791497,Strong selection
C1QTNF8,SNVs,3,3,3,C1q and TNF related 8,7.4798e-4,Weak selection
C1QTNF9,SNVs,1,3,3,C1q and TNF related 9,0.00783382,Strong selection
C1QTNF9B,SNVs,0,4,3,C1q and TNF related 9B,0.00187334,Strong selection
C1R,SNVs,2,3,3,complement C1r,0.0524498,Extreme selection
C1RL,SNVs,3,3,3,complement C1r subcomponent like,7.1065e-4,Weak selection
C1S,SNVs,3,3,3,complement C1s,0.0148762,Extreme selection
C1orf105,SNVs,0,0,4,chromosome 1 open reading frame 105,5.9344e-4,Weak selection
C1orf115,SNVs,0,0,2,chromosome 1 open reading frame 115,0.00515418,Strong selection
C1orf116,SNVs,0,0,3,chromosome 1 open reading frame 116,0.00857882,Strong selection
C1orf122,SNVs,0,0,3,chromosome 1 open reading frame 122,0.0041283,Strong selection
C1orf127,SNVs,0,0,4,chromosome 1 open reading frame 127,0.00265366,Strong selection
C1orf131,SNVs,0,0,3,chromosome 1 open reading frame 131,0.0019613,Strong selection
C1orf141,SNVs,0,0,3,chromosome 1 open reading frame 141,0.00126123,Strong selection
C1orf146,SNVs,0,0,3,chromosome 1 open reading frame 146,0.00162162,Strong selection
C1orf159,SNVs,0,0,3,chromosome 1 open reading frame 159,0.00341399,Strong selection
C1orf162,SNVs,0,0,3,chromosome 1 open reading frame 162,0.00374385,Strong selection
C1orf167,SNVs,0,0,4,chromosome 1 open reading frame 167,0.00226222,Strong selection
C1orf174,SNVs,0,0,3,chromosome 1 open reading frame 174,0.00164743,Strong selection
C1orf185,SNVs,0,0,1,chromosome 1 open reading frame 185,0.00159609,Strong selection
C1orf198,SNVs,0,0,3,chromosome 1 open reading frame 198,0.0136401,Extreme selection
C1orf21,SNVs,0,0,2,chromosome 1 open reading frame 21,0.0924365,Extreme selection
C1orf210,SNVs,0,0,3,chromosome 1 open reading frame 210,0.001255,Strong selection
C1orf216,SNVs,0,0,3,chromosome 1 open reading frame 216,0.00384268,Strong selection
C1orf226,SNVs,0,0,3,chromosome 1 open reading frame 226,0.0345367,Extreme selection
C1orf35,SNVs,0,0,3,chromosome 1 open reading frame 35,0.00345326,Strong selection
C1orf43,SNVs,0,0,3,chromosome 1 open reading frame 43,0.0194858,Extreme selection
C1orf50,SNVs,0,0,3,chromosome 1 open reading frame 50,8.4583e-4,Weak selection
C1orf52,SNVs,0,0,3,chromosome 1 open reading frame 52,0.00426685,Strong selection
C1orf53,SNVs,0,0,3,chromosome 1 open reading frame 53,0.00230836,Strong selection
C1orf54,SNVs,0,0,3,chromosome 1 open reading frame 54,0.00263095,Strong selection
C1orf56,SNVs,0,0,3,chromosome 1 open reading frame 56,0.0018638,Strong selection
C1orf74,SNVs,0,0,3,chromosome 1 open reading frame 74,0.0152944,Extreme selection
C1orf87,SNVs,0,0,4,chromosome 1 open reading frame 87,6.9324e-4,Weak selection
C1orf94,SNVs,0,0,3,chromosome 1 open reading frame 94,0.00361037,Strong selection
C2,SNVs,3,3,3,complement C2,0.00405083,Strong selection
C20orf141,SNVs,0,0,4,chromosome 20 open reading frame 141,0.00190045,Strong selection
C20orf144,SNVs,0,0,3,chromosome 20 open reading frame 144,0.00342616,Strong selection
C20orf173,SNVs,0,0,3,chromosome 20 open reading frame 173,0.0051039,Strong selection
C20orf202,SNVs,0,0,3,chromosome 20 open reading frame 202,0.0013076,Strong selection
C20orf96,SNVs,0,0,3,chromosome 20 open reading frame 96,9.007e-4,Weak selection
C21orf140,SNVs,0,3,3,chromosome 21 open reading frame 140,0.00879999,Strong selection
C21orf58,SNVs,0,0,3,chromosome 21 open reading frame 58,0.00117485,Strong selection
C21orf91,SNVs,0,0,3,chromosome 21 open reading frame 91,0.00744249,Strong selection
C22orf15,SNVs,0,0,3,chromosome 22 open reading frame 15,0.00134347,Strong selection
C22orf23,SNVs,0,0,3,chromosome 22 open reading frame 23,0.00107095,Strong selection
C22orf31,SNVs,0,0,3,chromosome 22 open reading frame 31,0.00164518,Strong selection
C22orf39,SNVs,0,0,3,chromosome 22 open reading frame 39,0.00119865,Strong selection
C22orf42,SNVs,0,0,3,chromosome 22 open reading frame 42,0.0016609,Strong selection
C2CD2,SNVs,3,3,4,C2 calcium dependent domain containing 2,0.00923925,Strong selection
C2CD2L,SNVs,4,3,3,C2CD2 like,0.0868443,Extreme selection
C2CD3,SNVs,4,4,3,C2 domain containing 3 centriole elongation regulator,0.0122517,Extreme selection
C2CD4A,SNVs,2,4,3,C2 calcium dependent domain containing 4A,0.00296645,Strong selection
C2CD4B,SNVs,3,3,3,C2 calcium dependent domain containing 4B,0.00228438,Strong selection
C2CD4C,SNVs,2,3,3,C2 calcium dependent domain containing 4C,0.0295254,Extreme selection
C2CD4D,SNVs,2,3,3,C2 calcium dependent domain containing 4D,0.00311071,Strong selection
C2CD5,SNVs,3,3,2,C2 calcium dependent domain containing 5,0.0152117,Extreme selection
C2CD6,SNVs,3,3,4,C2 calcium dependent domain containing 6,0.0010513,Strong selection
C2orf15,SNVs,0,0,3,chromosome 2 open reading frame 15,0.00191431,Strong selection
C2orf42,SNVs,0,0,3,chromosome 2 open reading frame 42,0.0346628,Extreme selection
C2orf49,SNVs,0,0,3,chromosome 2 open reading frame 49,0.00812405,Strong selection
C2orf66,SNVs,0,0,3,chromosome 2 open reading frame 66,0.00224166,Strong selection
C2orf68,SNVs,0,0,3,chromosome 2 open reading frame 68,0.0015147,Strong selection
C2orf69,SNVs,0,0,3,chromosome 2 open reading frame 69,0.0174923,Extreme selection
C2orf72,SNVs,0,0,3,chromosome 2 open reading frame 72,0.00648673,Strong selection
C2orf74,SNVs,0,0,3,chromosome 2 open reading frame 74,0.0138422,Extreme selection
C2orf76,SNVs,0,0,3,chromosome 2 open reading frame 76,0.00151827,Strong selection
C2orf78,SNVs,0,0,3,chromosome 2 open reading frame 78,0.00853244,Strong selection
C2orf80,SNVs,0,0,3,chromosome 2 open reading frame 80,9.3778e-4,Weak selection
C2orf88,SNVs,0,0,3,chromosome 2 open reading frame 88,0.00165101,Strong selection
C3,SNVs,3,3,3,complement C3,0.0607743,Extreme selection
C3AR1,SNVs,3,3,3,complement C3a receptor 1,9.7757e-4,Weak selection
C3orf18,SNVs,0,0,4,chromosome 3 open reading frame 18,0.00533929,Strong selection
C3orf20,SNVs,0,0,4,chromosome 3 open reading frame 20,0.0021346,Strong selection
C3orf22,SNVs,0,0,3,chromosome 3 open reading frame 22,0.00206936,Strong selection
C3orf33,SNVs,0,0,3,chromosome 3 open reading frame 33,0.00160896,Strong selection
C3orf38,SNVs,0,0,3,chromosome 3 open reading frame 38,0.00513976,Strong selection
C3orf49,SNVs,0,0,4,chromosome 3 open reading frame 49,0.00148466,Strong selection
C3orf52,SNVs,0,0,3,chromosome 3 open reading frame 52,8.1337e-4,Weak selection
C3orf62,SNVs,0,0,3,chromosome 3 open reading frame 62,0.00268325,Strong selection
C3orf70,SNVs,0,0,3,chromosome 3 open reading frame 70,0.0117694,Extreme selection
C3orf80,SNVs,0,0,2,chromosome 3 open reading frame 80,0.0241063,Extreme selection
C4A,SNVs,3,4,3,complement C4A (Chido/Rodgers blood group),0.0078681,Strong selection
C4B,SNVs,0,0,3,complement C4B (Chido/Rodgers blood group),0.00735897,Strong selection
C4BPA,SNVs,0,3,3,complement component 4 binding protein alpha,0.00971882,Strong selection
C4BPB,SNVs,3,3,4,complement component 4 binding protein beta,0.00339202,Strong selection
C4orf17,SNVs,0,0,3,chromosome 4 open reading frame 17,0.00130734,Strong selection
C4orf19,SNVs,0,0,4,chromosome 4 open reading frame 19,0.00432637,Strong selection
C4orf3,SNVs,0,0,3,chromosome 4 open reading frame 3,0.0130342,Extreme selection
C4orf33,SNVs,0,0,4,chromosome 4 open reading frame 33,9.3106e-4,Weak selection
C4orf36,SNVs,0,0,4,chromosome 4 open reading frame 36,0.00196116,Strong selection
C4orf46,SNVs,0,0,2,chromosome 4 open reading frame 46,0.0050849,Strong selection
C4orf50,SNVs,0,0,4,chromosome 4 open reading frame 50,9.7049e-4,Weak selection
C4orf51,SNVs,0,0,4,chromosome 4 open reading frame 51,8.5641e-4,Weak selection
C4orf54,SNVs,0,0,4,chromosome 4 open reading frame 54,0.0028306,Strong selection
C5,SNVs,3,3,3,complement C5,0.0094352,Strong selection
C5AR1,SNVs,3,2,3,complement C5a receptor 1,0.00395626,Strong selection
C5AR2,SNVs,3,3,3,complement C5a receptor 2,0.00498499,Strong selection
C5orf15,SNVs,0,0,3,chromosome 5 open reading frame 15,0.00828312,Strong selection
C5orf22,SNVs,0,0,3,chromosome 5 open reading frame 22,0.005923,Strong selection
C5orf24,SNVs,0,0,3,chromosome 5 open reading frame 24,0.214331,Extreme selection
C5orf34,SNVs,0,0,3,chromosome 5 open reading frame 34,0.00244817,Strong selection
C5orf46,SNVs,0,0,3,chromosome 5 open reading frame 46,0.00319989,Strong selection
C5orf47,SNVs,0,0,3,chromosome 5 open reading frame 47,8.7166e-4,Weak selection
C5orf52,SNVs,0,0,3,chromosome 5 open reading frame 52,0.00130706,Strong selection
C5orf58,SNVs,0,0,4,chromosome 5 open reading frame 58,0.00334252,Strong selection
C5orf63,SNVs,0,0,4,chromosome 5 open reading frame 63,0.00220646,Strong selection
C6,SNVs,3,3,3,complement C6,0.00143816,Strong selection
C6orf118,SNVs,0,0,4,chromosome 6 open reading frame 118,6.9456e-4,Weak selection
C6orf120,SNVs,0,0,3,chromosome 6 open reading frame 120,0.0022261,Strong selection
C6orf132,SNVs,0,0,3,chromosome 6 open reading frame 132,0.00397389,Strong selection
C6orf136,SNVs,0,0,3,chromosome 6 open reading frame 136,0.0467549,Extreme selection
C6orf141,SNVs,0,0,4,chromosome 6 open reading frame 141,0.00547456,Strong selection
C6orf15,SNVs,0,0,3,chromosome 6 open reading frame 15,0.00278436,Strong selection
C6orf163,SNVs,0,0,3,chromosome 6 open reading frame 163,0.00420836,Strong selection
C6orf226,SNVs,0,0,4,chromosome 6 open reading frame 226,0.00230022,Strong selection
C6orf47,SNVs,0,0,3,chromosome 6 open reading frame 47,0.0367041,Extreme selection
C6orf52,SNVs,0,0,4,chromosome 6 open reading frame 52,0.0020683,Strong selection
C6orf58,SNVs,0,0,3,chromosome 6 open reading frame 58,0.00238812,Strong selection
C6orf62,SNVs,0,0,3,chromosome 6 open reading frame 62,0.218518,Extreme selection
C6orf89,SNVs,0,0,3,chromosome 6 open reading frame 89,0.00643176,Strong selection
C7,SNVs,1,3,3,complement C7,0.00126293,Strong selection
C7orf25,SNVs,0,0,2,chromosome 7 open reading frame 25,0.0430125,Extreme selection
C7orf33,SNVs,0,0,4,chromosome 7 open reading frame 33,0.00151732,Strong selection
C7orf50,SNVs,0,0,4,chromosome 7 open reading frame 50,0.0018511,Strong selection
C7orf57,SNVs,0,0,3,chromosome 7 open reading frame 57,0.00100163,Strong selection
C8A,SNVs,3,3,3,complement C8 alpha chain,0.00122123,Strong selection
C8B,SNVs,3,3,3,complement C8 beta chain,0.00188647,Strong selection
C8G,SNVs,3,3,3,complement C8 gamma chain,3.9522e-4,Weak selection
C8orf33,SNVs,0,0,3,chromosome 8 open reading frame 33,0.00302379,Strong selection
C8orf34,SNVs,0,0,3,chromosome 8 open reading frame 34,0.00302746,Strong selection
C8orf48,SNVs,0,0,3,chromosome 8 open reading frame 48,0.00285894,Strong selection
C8orf58,SNVs,0,0,3,chromosome 8 open reading frame 58,0.0118803,Extreme selection
C8orf74,SNVs,0,0,3,chromosome 8 open reading frame 74,7.0465e-4,Weak selection
C8orf76,SNVs,0,0,2,chromosome 8 open reading frame 76,0.00117963,Strong selection
C8orf82,SNVs,0,0,3,chromosome 8 open reading frame 82,0.00122823,Strong selection
C8orf88,SNVs,0,0,2,chromosome 8 open reading frame 88,0.0332649,Extreme selection
C9,SNVs,2,4,4,complement C9,0.0010527,Strong selection
C9orf152,SNVs,0,0,2,chromosome 9 open reading frame 152,0.00157249,Strong selection
C9orf153,SNVs,0,0,3,chromosome 9 open reading frame 153,0.00588397,Strong selection
C9orf40,SNVs,0,0,3,chromosome 9 open reading frame 40,0.012999,Extreme selection
C9orf43,SNVs,0,0,4,chromosome 9 open reading frame 43,4.5545e-4,Weak selection
C9orf50,SNVs,0,0,3,chromosome 9 open reading frame 50,0.0014516,Strong selection
C9orf57,SNVs,0,0,4,chromosome 9 open reading frame 57,9.7737e-4,Weak selection
C9orf72,SNVs,2,3,3,C9orf72-SMCR8 complex subunit,0.0117475,Extreme selection
C9orf78,SNVs,0,0,3,chromosome 9 open reading frame 78,0.0147108,Extreme selection
C9orf85,SNVs,0,0,3,chromosome 9 open reading frame 85,0.00137208,Strong selection
CA1,SNVs,1,3,3,carbonic anhydrase 1,8.4382e-4,Weak selection
CA10,SNVs,2,2,3,carbonic anhydrase 10,0.0464317,Extreme selection
CA11,SNVs,1,3,1,carbonic anhydrase 11,0.0315143,Extreme selection
CA12,SNVs,2,3,3,carbonic anhydrase 12,0.00145163,Strong selection
CA13,SNVs,2,3,3,carbonic anhydrase 13,0.00162744,Strong selection
CA14,SNVs,2,3,3,carbonic anhydrase 14,7.779e-4,Weak selection
CA2,SNVs,1,2,3,carbonic anhydrase 2,0.0148242,Extreme selection
CA3,SNVs,1,3,3,carbonic anhydrase 3,0.00461205,Strong selection
CA4,SNVs,3,3,3,carbonic anhydrase 4,0.0016259,Strong selection
CA5A,SNVs,3,3,4,carbonic anhydrase 5A,0.00155922,Strong selection
CA5B,SNVs,1,3,2,carbonic anhydrase 5B,0.00195203,Strong selection
CA6,SNVs,2,3,3,carbonic anhydrase 6,8.2117e-4,Weak selection
CA7,SNVs,1,2,2,carbonic anhydrase 7,0.0519731,Extreme selection
CA8,SNVs,3,3,3,carbonic anhydrase 8,0.0384488,Extreme selection
CA9,SNVs,3,3,3,carbonic anhydrase 9,8.5877e-4,Weak selection
CAAP1,SNVs,3,2,3,caspase activity and apoptosis inhibitor 1,0.0332736,Extreme selection
CAB39,SNVs,2,2,3,calcium binding protein 39,0.083089,Extreme selection
CAB39L,SNVs,2,3,2,calcium binding protein 39 like,0.00324948,Strong selection
CABCOCO1,SNVs,4,3,2,ciliary associated calcium binding coiled-coil 1,0.00117783,Strong selection
CABIN1,SNVs,3,3,3,calcineurin binding protein 1,0.0195802,Extreme selection
CABLES1,SNVs,3,4,4,Cdk5 and Abl enzyme substrate 1,0.0337373,Extreme selection
CABLES2,SNVs,3,3,3,Cdk5 and Abl enzyme substrate 2,0.0078516,Strong selection
CABP1,SNVs,1,2,3,calcium binding protein 1,0.102094,Extreme selection
CABP2,SNVs,1,4,3,calcium binding protein 2,0.00210756,Strong selection
CABP4,SNVs,1,3,3,calcium binding protein 4,8.336e-4,Weak selection
CABP5,SNVs,3,3,3,calcium binding protein 5,0.00378025,Strong selection
CABP7,SNVs,1,3,2,calcium binding protein 7,0.0136419,Extreme selection
CABS1,SNVs,3,3,3,calcium binding protein%2C spermatid associated 1,0.0034644,Strong selection
CABYR,SNVs,2,3,4,calcium binding tyrosine phosphorylation regulated,0.00221062,Strong selection
CACFD1,SNVs,2,3,3,calcium channel flower domain containing 1,0.00188704,Strong selection
CACHD1,SNVs,2,3,3,cache domain containing 1,0.0254462,Extreme selection
CACNA1A,SNVs,3,3,3,calcium voltage-gated channel subunit alpha1 A,0.175948,Extreme selection
CACNA1B,SNVs,3,3,3,calcium voltage-gated channel subunit alpha1 B,0.0961139,Extreme selection
CACNA1C,SNVs,3,3,3,calcium voltage-gated channel subunit alpha1 C,0.213503,Extreme selection
CACNA1D,SNVs,3,3,3,calcium voltage-gated channel subunit alpha1 D,0.121905,Extreme selection
CACNA1E,SNVs,3,3,3,calcium voltage-gated channel subunit alpha1 E,0.151564,Extreme selection
CACNA1F,SNVs,3,3,3,calcium voltage-gated channel subunit alpha1 F,0.0465408,Extreme selection
CACNA1G,SNVs,3,3,3,calcium voltage-gated channel subunit alpha1 G,0.13668,Extreme selection
CACNA1H,SNVs,3,3,3,calcium voltage-gated channel subunit alpha1 H,0.0369892,Extreme selection
CACNA1I,SNVs,3,4,4,calcium voltage-gated channel subunit alpha1 I,0.0754923,Extreme selection
CACNA1S,SNVs,3,3,3,calcium voltage-gated channel subunit alpha1 S,0.013646,Extreme selection
CACNA2D1,SNVs,2,3,3,calcium voltage-gated channel auxiliary subunit alpha2delta 1,0.0979802,Extreme selection
CACNA2D2,SNVs,3,3,3,calcium voltage-gated channel auxiliary subunit alpha2delta 2,0.105406,Extreme selection
CACNA2D3,SNVs,3,3,4,calcium voltage-gated channel auxiliary subunit alpha2delta 3,0.049981,Extreme selection
CACNA2D4,SNVs,3,4,3,calcium voltage-gated channel auxiliary subunit alpha2delta 4,0.00175465,Strong selection
CACNB1,SNVs,2,3,3,calcium voltage-gated channel auxiliary subunit beta 1,0.0682251,Extreme selection
CACNB2,SNVs,3,3,3,calcium voltage-gated channel auxiliary subunit beta 2,0.016834,Extreme selection
CACNB3,SNVs,3,3,3,calcium voltage-gated channel auxiliary subunit beta 3,0.0529025,Extreme selection
CACNB4,SNVs,1,1,4,calcium voltage-gated channel auxiliary subunit beta 4,0.069525,Extreme selection
CACNG1,SNVs,3,4,3,calcium voltage-gated channel auxiliary subunit gamma 1,0.00227728,Strong selection
CACNG2,SNVs,1,1,2,calcium voltage-gated channel auxiliary subunit gamma 2,0.145472,Extreme selection
CACNG3,SNVs,1,2,2,calcium voltage-gated channel auxiliary subunit gamma 3,0.190689,Extreme selection
CACNG4,SNVs,2,2,3,calcium voltage-gated channel auxiliary subunit gamma 4,0.0481986,Extreme selection
CACNG5,SNVs,1,3,3,calcium voltage-gated channel auxiliary subunit gamma 5,0.00399917,Strong selection
CACNG6,SNVs,1,3,3,calcium voltage-gated channel auxiliary subunit gamma 6,0.00228564,Strong selection
CACNG7,SNVs,3,2,3,calcium voltage-gated channel auxiliary subunit gamma 7,0.0896452,Extreme selection
CACNG8,SNVs,2,3,2,calcium voltage-gated channel auxiliary subunit gamma 8,0.155402,Extreme selection
CACTIN,SNVs,3,2,3,cactin%2C spliceosome C complex subunit,0.198164,Extreme selection
CACUL1,SNVs,1,3,2,CDK2 associated cullin domain 1,0.0983162,Extreme selection
CACYBP,SNVs,1,3,3,calcyclin binding protein,0.126796,Extreme selection
CAD,SNVs,3,3,3,carbamoyl-phosphate synthetase 2%2C aspartate transcarbamylase%2C and dihydroorotase,0.0700311,Extreme selection
CADM1,SNVs,3,2,3,cell adhesion molecule 1,0.100828,Extreme selection
CADM2,SNVs,2,2,3,cell adhesion molecule 2,0.120513,Extreme selection
CADM3,SNVs,3,2,2,cell adhesion molecule 3,0.0942707,Extreme selection
CADM4,SNVs,2,3,3,cell adhesion molecule 4,0.179976,Extreme selection
CADPS,SNVs,3,3,3,calcium dependent secretion activator,0.0492682,Extreme selection
CADPS2,SNVs,2,3,3,calcium dependent secretion activator 2,0.040219,Extreme selection
CAGE1,SNVs,3,3,3,cancer antigen 1,0.00256046,Strong selection
CALB1,SNVs,2,2,1,calbindin 1,0.0441786,Extreme selection
CALB2,SNVs,2,2,3,calbindin 2,0.00445205,Strong selection
CALCA,SNVs,3,3,3,calcitonin related polypeptide alpha,0.00209708,Strong selection
CALCB,SNVs,2,3,2,calcitonin related polypeptide beta,0.00349583,Strong selection
CALCOCO1,SNVs,3,3,3,calcium binding and coiled-coil domain 1,0.0206175,Extreme selection
CALCOCO2,SNVs,2,3,3,calcium binding and coiled-coil domain 2,0.00703601,Strong selection
CALCR,SNVs,1,3,4,calcitonin receptor,0.00233912,Strong selection
CALCRL,SNVs,1,2,3,calcitonin receptor like receptor,0.0645796,Extreme selection
CALD1,SNVs,2,3,3,caldesmon 1,0.0752848,Extreme selection
CALHM1,SNVs,3,3,3,calcium homeostasis modulator 1,0.0013398,Strong selection
CALHM2,SNVs,1,3,4,calcium homeostasis modulator family member 2,0.00107197,Strong selection
CALHM3,SNVs,3,3,3,calcium homeostasis modulator 3,0.0014707,Strong selection
CALHM4,SNVs,3,3,3,calcium homeostasis modulator family member 4,0.00154309,Strong selection
CALHM5,SNVs,2,3,3,calcium homeostasis modulator family member 5,0.00200287,Strong selection
CALHM6,SNVs,3,3,4,calcium homeostasis modulator family member 6,0.00343862,Strong selection
CALM1,SNVs,1,2,1,calmodulin 1,0.425775,Extreme selection
CALM2,SNVs,2,3,3,calmodulin 2,0.30484,Extreme selection
CALM3,SNVs,1,2,2,calmodulin 3,0.467516,Extreme selection
CALML3,SNVs,1,3,3,calmodulin like 3,0.00463472,Strong selection
CALML4,SNVs,2,3,3,calmodulin like 4,0.00122342,Strong selection
CALML5,SNVs,1,3,3,calmodulin like 5,0.00468032,Strong selection
CALML6,SNVs,2,3,3,calmodulin like 6,8.6117e-4,Weak selection
CALN1,SNVs,2,3,4,calneuron 1,0.0637203,Extreme selection
CALR,SNVs,2,3,3,calreticulin,0.0752767,Extreme selection
CALR3,SNVs,2,3,3,calreticulin 3,0.00796064,Strong selection
CALU,SNVs,2,3,3,calumenin,0.0254561,Extreme selection
CALY,SNVs,2,2,3,calcyon neuron specific vesicular protein,0.0276806,Extreme selection
CAMK1,SNVs,3,3,3,calcium/calmodulin dependent protein kinase I,0.0166786,Extreme selection
CAMK1D,SNVs,2,3,2,calcium/calmodulin dependent protein kinase ID,0.167939,Extreme selection
CAMK1G,SNVs,3,3,4,calcium/calmodulin dependent protein kinase IG,0.0303096,Extreme selection
CAMK2A,SNVs,1,3,4,calcium/calmodulin dependent protein kinase II alpha,0.144933,Extreme selection
CAMK2B,SNVs,2,4,3,calcium/calmodulin dependent protein kinase II beta,0.150136,Extreme selection
CAMK2D,SNVs,2,2,3,calcium/calmodulin dependent protein kinase II delta,0.0462515,Extreme selection
CAMK2G,SNVs,1,3,4,calcium/calmodulin dependent protein kinase II gamma,0.129236,Extreme selection
CAMK2N1,SNVs,2,3,1,calcium/calmodulin dependent protein kinase II inhibitor 1,0.112619,Extreme selection
CAMK2N2,SNVs,1,1,2,calcium/calmodulin dependent protein kinase II inhibitor 2,0.0199634,Extreme selection
CAMK4,SNVs,3,3,3,calcium/calmodulin dependent protein kinase IV,0.0672227,Extreme selection
CAMKK1,SNVs,3,3,3,calcium/calmodulin dependent protein kinase kinase 1,0.0421357,Extreme selection
CAMKK2,SNVs,2,3,3,calcium/calmodulin dependent protein kinase kinase 2,0.0515404,Extreme selection
CAMKMT,SNVs,1,3,4,calmodulin-lysine N-methyltransferase,0.0017972,Strong selection
CAMKV,SNVs,1,3,2,CaM kinase like vesicle associated,0.117975,Extreme selection
CAMLG,SNVs,1,2,3,calcium modulating ligand,0.0141724,Extreme selection
CAMP,SNVs,1,2,4,cathelicidin antimicrobial peptide,9.1575e-4,Weak selection
CAMSAP1,SNVs,3,3,3,calmodulin regulated spectrin associated protein 1,0.124623,Extreme selection
CAMSAP2,SNVs,3,3,3,calmodulin regulated spectrin associated protein family member 2,0.136904,Extreme selection
CAMSAP3,SNVs,2,3,3,calmodulin regulated spectrin associated protein family member 3,0.161389,Extreme selection
CAMTA1,SNVs,4,3,3,calmodulin binding transcription activator 1,0.229154,Extreme selection
CAMTA2,SNVs,3,4,3,calmodulin binding transcription activator 2,0.103173,Extreme selection
CAND1,SNVs,2,3,2,cullin associated and neddylation dissociated 1,0.27469,Extreme selection
CAND2,SNVs,3,3,3,cullin associated and neddylation dissociated 2 (putative),0.00639423,Strong selection
CANT1,SNVs,2,3,4,calcium activated nucleotidase 1,0.0054248,Strong selection
CANX,SNVs,2,3,3,calnexin,0.0962071,Extreme selection
CAP1,SNVs,1,2,3,cyclase associated actin cytoskeleton regulatory protein 1,0.0319894,Extreme selection
