pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	in_Cen	in_Telo	in_CenSat	in_SegDup	region
Eastern	chr14_hap1_hsa13	590001	600000	0.104884441267572	1399	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	600001	610000	0.181818181818182	11	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	610001	620000	0.377777777777778	3	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	640001	650000	0.173469387755102	49	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	2820001	2830000	0.0161958568738229	177	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	2830001	2840000	0.0221705426356589	430	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	2840001	2850000	0.0262996941896024	109	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	2860001	2870000	0.0344086021505376	62	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	2870001	2880000	0.0353063343717549	321	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	3000001	3010000	0.0620689655172413	406	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	3340001	3350000	0.0430894308943089	82	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	3350001	3360000	0.0243243243243243	370	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	3380001	3390000	0.0456140350877193	38	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	9560001	9570000	0.100813008130081	82	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	9570001	9580000	0.174358974358974	13	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	9600001	9610000	0.0609523809523809	35	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	9610001	9620000	0.0784313725490196	51	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	10230001	10240000	0.163934426229508	11	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	10240001	10250000	0.0793650793650793	42	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	10700001	10710000	0.106666666666667	5	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	10710001	10720000	0.193333333333333	10	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	12580001	12590000	0.054828660436137	107	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	12590001	12600000	0.0764423076923077	416	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	12600001	12610000	0.0295284266196562	608	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	12740001	12750000	0.0592592592592592	9	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	13140001	13150000	0.0213333333333333	25	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	13150001	13160000	0.0408163265306122	30	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	13190001	13200000	0.0205761316872428	162	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	13220001	13230000	0.0266666666666666	25	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	14370001	14380000	0.0260869565217391	23	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	15240001	15250000	0.0242424242424242	66	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	15250001	15260000	0.041025641025641	13	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	15260001	15270000	0.01875	32	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	15340001	15350000	0.0606060606060606	55	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	15590001	15600000	0.0871718672610203	673	TRUE	FALSE	TRUE	FALSE	Centromere
Eastern	chr14_hap1_hsa13	15600001	15610000	0.102898550724638	46	TRUE	FALSE	TRUE	FALSE	Centromere
Eastern	chr14_hap1_hsa13	15610001	15620000	0.0252486887321396	1843	TRUE	FALSE	TRUE	FALSE	Centromere
Eastern	chr14_hap1_hsa13	15740001	15750000	0.109090909090909	44	TRUE	FALSE	TRUE	FALSE	Centromere
Eastern	chr14_hap1_hsa13	17160001	17170000	0.068235294117647	85	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	17440001	17450000	0.0227360308285163	3460	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	17790001	17800000	0.0153019323671497	5520	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	44700001	44710000	0.0163703223015358	7705	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr14_hap1_hsa13	45610001	45620000	0.105691056910569	19	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	45620001	45630000	0.146572104018913	39	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	45660001	45670000	0.0566666666666666	60	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46240001	46250000	0.183673469387755	49	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46300001	46310000	0.0635658914728682	129	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46310001	46320000	0.116666666666667	8	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46320001	46330000	0.125874125874126	429	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46330001	46340000	0.167521367521368	39	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46390001	46400000	0.147858472998138	179	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46400001	46410000	0.164705882352941	17	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46510001	46520000	0.0985138004246284	314	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46530001	46540000	0.433333333333333	2	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46540001	46550000	0.129974160206718	258	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46550001	46560000	0.161111111111111	24	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46600001	46610000	0.187096774193548	31	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46770001	46780000	0.0490956072351421	129	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46780001	46790000	0.108185301288749	957	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46790001	46800000	0.145486725663717	565	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46800001	46810000	0.081888246628131	173	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46810001	46820000	0.0963855421686747	88	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46820001	46830000	0.0888888888888888	6	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46850001	46860000	0.5	6	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46890001	46900000	0.0814814814814814	54	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46950001	46960000	0.0905172413793103	232	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46960001	46970000	0.125333333333333	25	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	46970001	46980000	0.3	2	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47020001	47030000	0.101333333333333	50	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47030001	47040000	0.173717948717949	312	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47040001	47050000	0.075	8	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47180001	47190000	0.0972972972972973	111	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47190001	47200000	0.153015873015873	105	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47200001	47210000	0.046816479400749	356	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47210001	47220000	0.0767676767676767	396	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47220001	47230000	0.188888888888889	6	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47290001	47300000	0.127118644067797	118	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47300001	47310000	0.182671480144404	277	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47310001	47320000	0.158198198198198	185	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47430001	47440000	0.0759259259259259	36	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47440001	47450000	0.0922619047619047	224	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47450001	47460000	0.119466666666667	250	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47490001	47500000	0.0956521739130434	46	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47500001	47510000	0.242666666666667	25	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47570001	47580000	0.0894168466522678	463	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47590001	47600000	0.10455764075067	92	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47600001	47610000	0.135353535353535	33	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47610001	47620000	0.12	35	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47630001	47640000	0.0600835945663531	181	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47650001	47660000	0.0606060606060606	11	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47770001	47780000	0.111111111111111	39	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47910001	47920000	0.159649122807018	152	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47920001	47930000	0.1925	80	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47930001	47940000	0.2	108	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47940001	47950000	0.113502109704641	158	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47960001	47970000	0.12156862745098	17	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47970001	47980000	0.155945419103314	75	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	47980001	47990000	0.0888888888888888	6	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48000001	48010000	0.0526610644257703	119	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48010001	48020000	0.110848126232742	169	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48020001	48030000	0.146052631578947	152	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48090001	48100000	0.102325581395349	43	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48100001	48110000	0.15	12	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48140001	48150000	0.0355555555555555	15	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48150001	48160000	0.06	10	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48290001	48300000	0.0251082251082251	77	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48390001	48400000	0.0637992831541218	243	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48570001	48580000	0.233333333333333	4	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48590001	48600000	0.09009009009009	111	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48600001	48610000	0.127557160048135	277	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48760001	48770000	0.12	25	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48790001	48800000	0.118095238095238	38	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48870001	48880000	0.0456140350877193	19	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48960001	48970000	0.0827586206896551	29	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	48970001	48980000	0.186666666666667	35	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49010001	49020000	0.0476190476190476	7	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49080001	49090000	0.0234234234234234	37	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49090001	49100000	0.0839506172839506	54	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49100001	49110000	0.074074074074074	9	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49290001	49300000	0.193055555555556	48	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49300001	49310000	0.176430976430976	99	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49320001	49330000	0.113207547169811	29	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49330001	49340000	0.0946608946608946	231	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49410001	49420000	0.11207729468599	621	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49440001	49450000	0.229755178907721	36	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49590001	49600000	0.0961557177615571	685	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49610001	49620000	0.0497991967871485	83	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49620001	49630000	0.037037037037037	9	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49670001	49680000	0.284848484848485	11	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49680001	49690000	0.114583333333333	32	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49690001	49700000	0.116359163591636	271	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49700001	49710000	0.171111111111111	60	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49720001	49730000	0.0778242677824267	239	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49730001	49740000	0.172222222222222	12	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49780001	49790000	0.129411764705882	51	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49790001	49800000	0.23	20	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49810001	49820000	0.0621212121212121	572	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49900001	49910000	0.0717948717948717	91	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49920001	49930000	0.0839941262848751	227	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49930001	49940000	0.0885964912280701	76	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49940001	49950000	0.150210970464135	79	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49950001	49960000	0.146491228070175	76	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49960001	49970000	0.194557823129252	49	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49970001	49980000	0.1264	125	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	49980001	49990000	0.11	20	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50010001	50020000	0.178723404255319	94	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50020001	50030000	0.102150537634409	212	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50130001	50140000	0.0255977496483825	237	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50150001	50160000	0.0985401459854014	411	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50160001	50170000	0.132674897119341	405	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50170001	50180000	0.12751677852349	149	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50200001	50210000	0.11287183764248	244	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50210001	50220000	0.0605128205128205	65	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50220001	50230000	0.106666666666667	55	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50230001	50240000	0.157749165474487	699	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50240001	50250000	0.176775956284153	488	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50250001	50260000	0.121413502109705	632	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50260001	50270000	0.0619591554170993	408	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50270001	50280000	0.0758747697974217	362	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50290001	50300000	0.0173611111111111	96	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50300001	50310000	0.173333333333333	10	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50310001	50320000	0.111111111111111	36	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50320001	50330000	0.0928104575163398	102	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50340001	50350000	0.119047619047619	56	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50350001	50360000	0.0738955823293172	83	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50360001	50370000	0.166666666666667	2	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50370001	50380000	0.110555555555556	120	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50380001	50390000	0.0766666666666666	40	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50400001	50410000	0.192307692307692	12	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50460001	50470000	0.153773137161842	352	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50470001	50480000	0.137891737891738	219	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50480001	50490000	0.100680272108844	98	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50570001	50580000	0.158787878787879	220	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50580001	50590000	0.2	32	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50630001	50640000	0.0530864197530864	54	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50640001	50650000	0.147368421052632	19	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50670001	50680000	0.05	12	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50680001	50690000	0.137209302325581	86	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50730001	50740000	0.12051282051282	26	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50740001	50750000	0.14706413730804	369	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50750001	50760000	0.133908045977012	116	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50760001	50770000	0.140106951871658	187	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	50770001	50780000	0.134285714285714	70	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51050001	51060000	0.09625	160	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51090001	51100000	0.128528528528529	111	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51180001	51190000	0.191372549019608	85	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51220001	51230000	0.0714285714285714	21	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51280001	51290000	0.0987951807228915	166	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51340001	51350000	0.106120651695288	456	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51350001	51360000	0.0740841248303934	1474	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51450001	51460000	0.139130434782609	69	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51460001	51470000	0.115032679738562	51	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51470001	51480000	0.157777777777778	30	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51480001	51490000	0.133333333333333	13	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51490001	51500000	0.162962962962963	207	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51570001	51580000	0.256410256410256	13	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51580001	51590000	0.090084985835694	353	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51590001	51600000	0.116253443526171	121	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51610001	51620000	0.0723809523809523	35	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51630001	51640000	0.146153846153846	26	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51680001	51690000	0.114285714285714	84	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51690001	51700000	0.0608852755194218	369	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51710001	51720000	0.178512396694215	242	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51720001	51730000	0.0817204301075268	124	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr14_hap1_hsa13	51850001	51860000	0.0654471544715447	164	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51860001	51870000	0.0818181818181818	660	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51870001	51880000	0.13469387755102	49	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51950001	51960000	0.0706467661691542	134	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51980001	51990000	0.0996813256851497	523	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	51990001	52000000	0.146562905317769	257	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr14_hap1_hsa13	56450001	56460000	0.0321544623290259	8822	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr14_hap1_hsa13	119980001	119990000	0.0181125308226854	1487	FALSE	FALSE	FALSE	TRUE	SegDup
Eastern	chr14_hap1_hsa13	119990001	120000000	0.0230708035003977	419	FALSE	FALSE	FALSE	TRUE	SegDup
Eastern	chr14_hap1_hsa13	120020001	120030000	0.152380952380952	7	FALSE	FALSE	FALSE	TRUE	SegDup
Eastern	chr14_hap1_hsa13	120040001	120050000	0.0577777777777777	30	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	150001	160000	0.0265079496293846	85	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	250001	260000	0.0084977951275934	636	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	260001	270000	0.0093699985450312	158	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	330001	340000	0.0333333333333333	5	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	360001	370000	0.0456256672472888	43	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	380001	390000	0.0310344827586206	14	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	390001	400000	0.0166666666666666	4	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	410001	420000	0.0892969099865651	231	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	420001	430000	0.0669632925472747	155	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	430001	440000	0.114927203065134	150	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	440001	450000	0.0323224287580684	711	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	480001	490000	0.0736139866574649	23	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr14_hap1_hsa13	530001	540000	0.0321349963316214	188	FALSE	FALSE	TRUE	TRUE	CenSat
