species,id,chrom,gaps,gapless_status,endLength,startLength,T_status,is_T2T,T2T_status,Sample,type,dataset,Assembler,p1,p2,HPRC_meta.Population,HPRC_PANPAN.color,hgdp_tgp_meta.Genetic.region,hgdp_tgp_meta.Study.region,SpeciesCode,hgdp_tgp_meta.Latitude,hgdp_tgp_meta.Longitude,Continent.colors,project_meta.sex,observations,Cell,Birth,Species_group
chimpanzee,AG18355_8.hap1,chr12_hap1_hsa2a,11,with gaps,7714,0,1T,FALSE,with gaps 1T,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap1,chr13_hap1_hsa2b,5,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap1,chr14_hap1_hsa13,20,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap1,chr15_hap1_hsa14,13,with gaps,4417,0,1T,FALSE,with gaps 1T,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap1,chr16_hap1_hsa15,16,with gaps,2102,0,1T,FALSE,with gaps 1T,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap1,chr17_hap1_hsa18,14,with gaps,6154,0,1T,FALSE,with gaps 1T,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap1,chr18_hap1_hsa16,16,with gaps,0,3065,1T,FALSE,with gaps 1T,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap1,chr19_hap1_hsa17,11,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap1,chr20_hap1_hsa19,10,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap1,chr21_hap1_hsa20,7,with gaps,0,6635,1T,FALSE,with gaps 1T,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap1,chr22_hap1_hsa21,17,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap1,chr23_hap1_hsa22,3,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap1,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr1_hap1_hsa1,6,with gaps,0,989,1T,FALSE,with gaps 1T,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr2_hap1_hsa3,1,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr3_hap1_hsa4,2,with gaps,0,11249,1T,FALSE,with gaps 1T,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr4_hap1_hsa5,5,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr5_hap1_hsa6,4,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr6_hap1_hsa7,7,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr7_hap1_hsa8,7,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr8_hap1_hsa10,9,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr9_hap1_hsa11,3,with gaps,9155,0,1T,FALSE,with gaps 1T,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr10_hap1_hsa12,3,with gaps,7285,0,1T,FALSE,with gaps 1T,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr11_hap1_hsa9,16,with gaps,6190,0,1T,FALSE,with gaps 1T,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr12_hap1_hsa2a,10,with gaps,1109,0,1T,FALSE,with gaps 1T,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr13_hap1_hsa2b,4,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr14_hap1_hsa13,17,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr15_hap1_hsa14,16,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr16_hap1_hsa15,17,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr17_hap1_hsa18,14,with gaps,9134,1343,2T,FALSE,with gaps 2T,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr18_hap1_hsa16,11,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr19_hap1_hsa17,23,with gaps,5392,0,1T,FALSE,with gaps 1T,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr20_hap1_hsa19,24,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr21_hap1_hsa20,12,with gaps,3428,0,1T,FALSE,with gaps 1T,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr22_hap1_hsa21,18,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18355_8.hap2,chr23_hap1_hsa22,7,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18355_8,hap2,PANPAN,hifiasm-hic,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr1_hap1_hsa1,11,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr2_hap1_hsa3,17,with gaps,0,4917,1T,FALSE,with gaps 1T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr3_hap1_hsa4,7,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr4_hap1_hsa5,18,with gaps,2703,0,1T,FALSE,with gaps 1T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr5_hap1_hsa6,4,with gaps,6272,0,1T,FALSE,with gaps 1T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr6_hap1_hsa7,22,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr7_hap1_hsa8,24,with gaps,2727,8530,2T,FALSE,with gaps 2T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr8_hap1_hsa10,8,with gaps,835,0,1T,FALSE,with gaps 1T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr9_hap1_hsa11,3,with gaps,7724,1722,2T,FALSE,with gaps 2T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr10_hap1_hsa12,6,with gaps,0,8087,1T,FALSE,with gaps 1T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr11_hap1_hsa9,9,with gaps,6025,0,1T,FALSE,with gaps 1T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr12_hap1_hsa2a,15,with gaps,9419,0,1T,FALSE,with gaps 1T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr13_hap1_hsa2b,11,with gaps,7625,0,1T,FALSE,with gaps 1T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr14_hap1_hsa13,11,with gaps,7266,0,1T,FALSE,with gaps 1T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr15_hap1_hsa14,5,with gaps,4381,0,1T,FALSE,with gaps 1T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr16_hap1_hsa15,13,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr17_hap1_hsa18,5,with gaps,0,1210,1T,FALSE,with gaps 1T,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr18_hap1_hsa16,12,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr19_hap1_hsa17,5,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr20_hap1_hsa19,14,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr21_hap1_hsa20,14,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr22_hap1_hsa21,10,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap1,chr23_hap1_hsa22,15,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap1,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap2,chr1_hap1_hsa1,6,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap2,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap2,chr2_hap1_hsa3,7,with gaps,6689,8353,2T,FALSE,with gaps 2T,AG18356_6,hap2,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap2,chr3_hap1_hsa4,10,with gaps,0,8599,1T,FALSE,with gaps 1T,AG18356_6,hap2,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap2,chr4_hap1_hsa5,2,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap2,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap2,chr5_hap1_hsa6,6,with gaps,12878,5607,2T,FALSE,with gaps 2T,AG18356_6,hap2,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap2,chr6_hap1_hsa7,9,with gaps,8040,0,1T,FALSE,with gaps 1T,AG18356_6,hap2,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,AG18356_6.hap2,chr7_hap1_hsa8,5,with gaps,0,0,Missing,FALSE,with gaps Missing,AG18356_6,hap2,PANPAN,hifiasm-hic,Western x Central hybrid,AFR,Western x Central hybrid,#bbc671,AFR,Pan troglodytes verus,Ptv x Ptt,-0.232861,12.888962,#bbc671,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,unknown,"Chimpanzee (n=24, 48 haplotypes)"
