species,id,chrom,gaps,gapless_status
chimpanzee,AG18353_9.hap2,chr9_hap1_hsa11,1,with gaps
chimpanzee,AG18353_9.hap2,chr10_hap1_hsa12,2,with gaps
chimpanzee,AG18353_9.hap2,chr11_hap1_hsa9,8,with gaps
chimpanzee,AG18353_9.hap2,chr12_hap1_hsa2a,16,with gaps
chimpanzee,AG18353_9.hap2,chr13_hap1_hsa2b,3,with gaps
chimpanzee,AG18353_9.hap2,chr14_hap1_hsa13,16,with gaps
chimpanzee,AG18353_9.hap2,chr15_hap1_hsa14,27,with gaps
chimpanzee,AG18353_9.hap2,chr16_hap1_hsa15,6,with gaps
chimpanzee,AG18353_9.hap2,chr17_hap1_hsa18,7,with gaps
chimpanzee,AG18353_9.hap2,chr18_hap1_hsa16,9,with gaps
chimpanzee,AG18353_9.hap2,chr19_hap1_hsa17,20,with gaps
chimpanzee,AG18353_9.hap2,chr20_hap1_hsa19,12,with gaps
chimpanzee,AG18353_9.hap2,chr21_hap1_hsa20,11,with gaps
chimpanzee,AG18353_9.hap2,chr22_hap1_hsa21,8,with gaps
chimpanzee,AG18353_9.hap2,chr23_hap1_hsa22,12,with gaps
chimpanzee,AG18354_5.hap1,chr1_hap1_hsa1,3,with gaps
chimpanzee,AG18354_5.hap1,chr2_hap1_hsa3,3,with gaps
chimpanzee,AG18354_5.hap1,chr3_hap1_hsa4,1,with gaps
chimpanzee,AG18354_5.hap1,chr4_hap1_hsa5,4,with gaps
chimpanzee,AG18354_5.hap1,chr5_hap1_hsa6,2,with gaps
chimpanzee,AG18354_5.hap1,chr6_hap1_hsa7,22,with gaps
chimpanzee,AG18354_5.hap1,chr7_hap1_hsa8,9,with gaps
chimpanzee,AG18354_5.hap1,chr8_hap1_hsa10,3,with gaps
chimpanzee,AG18354_5.hap1,chr9_hap1_hsa11,4,with gaps
chimpanzee,AG18354_5.hap1,chr10_hap1_hsa12,5,with gaps
chimpanzee,AG18354_5.hap1,chr11_hap1_hsa9,8,with gaps
chimpanzee,AG18354_5.hap1,chr12_hap1_hsa2a,12,with gaps
chimpanzee,AG18354_5.hap1,chr13_hap1_hsa2b,1,with gaps
chimpanzee,AG18354_5.hap1,chr14_hap1_hsa13,18,with gaps
chimpanzee,AG18354_5.hap1,chr15_hap1_hsa14,8,with gaps
chimpanzee,AG18354_5.hap1,chr16_hap1_hsa15,25,with gaps
chimpanzee,AG18354_5.hap1,chr17_hap1_hsa18,14,with gaps
chimpanzee,AG18354_5.hap1,chr18_hap1_hsa16,15,with gaps
chimpanzee,AG18354_5.hap1,chr19_hap1_hsa17,13,with gaps
chimpanzee,AG18354_5.hap1,chr20_hap1_hsa19,9,with gaps
chimpanzee,AG18354_5.hap1,chr21_hap1_hsa20,9,with gaps
chimpanzee,AG18354_5.hap1,chr22_hap1_hsa21,14,with gaps
chimpanzee,AG18354_5.hap1,chr23_hap1_hsa22,9,with gaps
chimpanzee,AG18354_5.hap2,chr1_hap1_hsa1,7,with gaps
chimpanzee,AG18354_5.hap2,chr2_hap1_hsa3,7,with gaps
chimpanzee,AG18354_5.hap2,chr3_hap1_hsa4,2,with gaps
chimpanzee,AG18354_5.hap2,chr4_hap1_hsa5,4,with gaps
chimpanzee,AG18354_5.hap2,chr5_hap1_hsa6,3,with gaps
chimpanzee,AG18354_5.hap2,chr6_hap1_hsa7,11,with gaps
chimpanzee,AG18354_5.hap2,chr7_hap1_hsa8,7,with gaps
chimpanzee,AG18354_5.hap2,chr8_hap1_hsa10,4,with gaps
chimpanzee,AG18354_5.hap2,chr9_hap1_hsa11,3,with gaps
chimpanzee,AG18354_5.hap2,chr10_hap1_hsa12,5,with gaps
chimpanzee,AG18354_5.hap2,chr11_hap1_hsa9,14,with gaps
chimpanzee,AG18354_5.hap2,chr12_hap1_hsa2a,10,with gaps
chimpanzee,AG18354_5.hap2,chr13_hap1_hsa2b,3,with gaps
chimpanzee,AG18354_5.hap2,chr14_hap1_hsa13,20,with gaps
chimpanzee,AG18354_5.hap2,chr15_hap1_hsa14,10,with gaps
chimpanzee,AG18354_5.hap2,chr16_hap1_hsa15,12,with gaps
chimpanzee,AG18354_5.hap2,chr17_hap1_hsa18,8,with gaps
chimpanzee,AG18354_5.hap2,chr18_hap1_hsa16,12,with gaps
chimpanzee,AG18354_5.hap2,chr19_hap1_hsa17,9,with gaps
chimpanzee,AG18354_5.hap2,chr20_hap1_hsa19,12,with gaps
chimpanzee,AG18354_5.hap2,chr21_hap1_hsa20,8,with gaps
chimpanzee,AG18354_5.hap2,chr22_hap1_hsa21,9,with gaps
chimpanzee,AG18354_5.hap2,chr23_hap1_hsa22,9,with gaps
chimpanzee,AG18355_8.hap1,chr1_hap1_hsa1,14,with gaps
chimpanzee,AG18355_8.hap1,chr2_hap1_hsa3,5,with gaps
chimpanzee,AG18355_8.hap1,chr3_hap1_hsa4,3,with gaps
chimpanzee,AG18355_8.hap1,chr4_hap1_hsa5,7,with gaps
chimpanzee,AG18355_8.hap1,chr5_hap1_hsa6,6,with gaps
chimpanzee,AG18355_8.hap1,chr6_hap1_hsa7,9,with gaps
chimpanzee,AG18355_8.hap1,chr7_hap1_hsa8,8,with gaps
chimpanzee,AG18355_8.hap1,chr8_hap1_hsa10,10,with gaps
chimpanzee,AG18355_8.hap1,chr9_hap1_hsa11,3,with gaps
chimpanzee,AG18355_8.hap1,chr10_hap1_hsa12,2,with gaps
chimpanzee,AG18355_8.hap1,chr11_hap1_hsa9,11,with gaps
chimpanzee,AG18355_8.hap1,chr12_hap1_hsa2a,11,with gaps
chimpanzee,AG18355_8.hap1,chr13_hap1_hsa2b,5,with gaps
chimpanzee,AG18355_8.hap1,chr14_hap1_hsa13,20,with gaps
chimpanzee,AG18355_8.hap1,chr15_hap1_hsa14,13,with gaps
chimpanzee,AG18355_8.hap1,chr16_hap1_hsa15,16,with gaps
chimpanzee,AG18355_8.hap1,chr17_hap1_hsa18,14,with gaps
chimpanzee,AG18355_8.hap1,chr18_hap1_hsa16,16,with gaps
chimpanzee,AG18355_8.hap1,chr19_hap1_hsa17,11,with gaps
chimpanzee,AG18355_8.hap1,chr20_hap1_hsa19,10,with gaps
chimpanzee,AG18355_8.hap1,chr21_hap1_hsa20,7,with gaps
chimpanzee,AG18355_8.hap1,chr22_hap1_hsa21,17,with gaps
chimpanzee,AG18355_8.hap1,chr23_hap1_hsa22,3,with gaps
chimpanzee,AG18355_8.hap2,chr1_hap1_hsa1,6,with gaps
chimpanzee,AG18355_8.hap2,chr2_hap1_hsa3,1,with gaps
chimpanzee,AG18355_8.hap2,chr3_hap1_hsa4,2,with gaps
chimpanzee,AG18355_8.hap2,chr4_hap1_hsa5,5,with gaps
chimpanzee,AG18355_8.hap2,chr5_hap1_hsa6,4,with gaps
chimpanzee,AG18355_8.hap2,chr6_hap1_hsa7,7,with gaps
chimpanzee,AG18355_8.hap2,chr7_hap1_hsa8,7,with gaps
chimpanzee,AG18355_8.hap2,chr8_hap1_hsa10,9,with gaps
chimpanzee,AG18355_8.hap2,chr9_hap1_hsa11,3,with gaps
chimpanzee,AG18355_8.hap2,chr10_hap1_hsa12,3,with gaps
chimpanzee,AG18355_8.hap2,chr11_hap1_hsa9,16,with gaps
chimpanzee,AG18355_8.hap2,chr12_hap1_hsa2a,10,with gaps
chimpanzee,AG18355_8.hap2,chr13_hap1_hsa2b,4,with gaps
chimpanzee,AG18355_8.hap2,chr14_hap1_hsa13,17,with gaps
chimpanzee,AG18355_8.hap2,chr15_hap1_hsa14,16,with gaps
chimpanzee,AG18355_8.hap2,chr16_hap1_hsa15,17,with gaps
chimpanzee,AG18355_8.hap2,chr17_hap1_hsa18,14,with gaps
chimpanzee,AG18355_8.hap2,chr18_hap1_hsa16,11,with gaps
chimpanzee,AG18355_8.hap2,chr19_hap1_hsa17,23,with gaps
chimpanzee,AG18355_8.hap2,chr20_hap1_hsa19,24,with gaps
chimpanzee,AG18355_8.hap2,chr21_hap1_hsa20,12,with gaps
chimpanzee,AG18355_8.hap2,chr22_hap1_hsa21,18,with gaps
chimpanzee,AG18355_8.hap2,chr23_hap1_hsa22,7,with gaps
chimpanzee,AG18356_6.hap1,chr1_hap1_hsa1,11,with gaps
chimpanzee,AG18356_6.hap1,chr2_hap1_hsa3,17,with gaps
chimpanzee,AG18356_6.hap1,chr3_hap1_hsa4,7,with gaps
chimpanzee,AG18356_6.hap1,chr4_hap1_hsa5,18,with gaps
chimpanzee,AG18356_6.hap1,chr5_hap1_hsa6,4,with gaps
chimpanzee,AG18356_6.hap1,chr6_hap1_hsa7,22,with gaps
chimpanzee,AG18356_6.hap1,chr7_hap1_hsa8,24,with gaps
chimpanzee,AG18356_6.hap1,chr8_hap1_hsa10,8,with gaps
chimpanzee,AG18356_6.hap1,chr9_hap1_hsa11,3,with gaps
chimpanzee,AG18356_6.hap1,chr10_hap1_hsa12,6,with gaps
chimpanzee,AG18356_6.hap1,chr11_hap1_hsa9,9,with gaps
chimpanzee,AG18356_6.hap1,chr12_hap1_hsa2a,15,with gaps
chimpanzee,AG18356_6.hap1,chr13_hap1_hsa2b,11,with gaps
chimpanzee,AG18356_6.hap1,chr14_hap1_hsa13,11,with gaps
chimpanzee,AG18356_6.hap1,chr15_hap1_hsa14,5,with gaps
chimpanzee,AG18356_6.hap1,chr16_hap1_hsa15,13,with gaps
chimpanzee,AG18356_6.hap1,chr17_hap1_hsa18,5,with gaps
chimpanzee,AG18356_6.hap1,chr18_hap1_hsa16,12,with gaps
chimpanzee,AG18356_6.hap1,chr19_hap1_hsa17,5,with gaps
chimpanzee,AG18356_6.hap1,chr20_hap1_hsa19,14,with gaps
chimpanzee,AG18356_6.hap1,chr21_hap1_hsa20,14,with gaps
chimpanzee,AG18356_6.hap1,chr22_hap1_hsa21,10,with gaps
chimpanzee,AG18356_6.hap1,chr23_hap1_hsa22,15,with gaps
chimpanzee,AG18356_6.hap2,chr1_hap1_hsa1,6,with gaps
chimpanzee,AG18356_6.hap2,chr2_hap1_hsa3,7,with gaps
chimpanzee,AG18356_6.hap2,chr3_hap1_hsa4,10,with gaps
chimpanzee,AG18356_6.hap2,chr4_hap1_hsa5,2,with gaps
chimpanzee,AG18356_6.hap2,chr5_hap1_hsa6,6,with gaps
chimpanzee,AG18356_6.hap2,chr6_hap1_hsa7,9,with gaps
chimpanzee,AG18356_6.hap2,chr7_hap1_hsa8,5,with gaps
chimpanzee,AG18356_6.hap2,chr8_hap1_hsa10,8,with gaps
chimpanzee,AG18356_6.hap2,chr9_hap1_hsa11,1,with gaps
chimpanzee,AG18356_6.hap2,chr10_hap1_hsa12,7,with gaps
chimpanzee,AG18356_6.hap2,chr11_hap1_hsa9,4,with gaps
chimpanzee,AG18356_6.hap2,chr12_hap1_hsa2a,14,with gaps
chimpanzee,AG18356_6.hap2,chr13_hap1_hsa2b,6,with gaps
chimpanzee,AG18356_6.hap2,chr14_hap1_hsa13,6,with gaps
chimpanzee,AG18356_6.hap2,chr15_hap1_hsa14,7,with gaps
chimpanzee,AG18356_6.hap2,chr16_hap1_hsa15,8,with gaps
chimpanzee,AG18356_6.hap2,chr17_hap1_hsa18,8,with gaps
chimpanzee,AG18356_6.hap2,chr18_hap1_hsa16,7,with gaps
chimpanzee,AG18356_6.hap2,chr19_hap1_hsa17,6,with gaps
chimpanzee,AG18356_6.hap2,chr20_hap1_hsa19,10,with gaps
chimpanzee,AG18356_6.hap2,chr21_hap1_hsa20,5,with gaps
chimpanzee,AG18356_6.hap2,chr22_hap1_hsa21,10,with gaps
chimpanzee,AG18356_6.hap2,chr23_hap1_hsa22,17,with gaps
chimpanzee,AG18357_3.hap1,chr1_hap1_hsa1,28,with gaps
chimpanzee,AG18357_3.hap1,chr2_hap1_hsa3,7,with gaps
chimpanzee,AG18357_3.hap1,chr3_hap1_hsa4,10,with gaps
chimpanzee,AG18357_3.hap1,chr4_hap1_hsa5,10,with gaps
chimpanzee,AG18357_3.hap1,chr5_hap1_hsa6,6,with gaps
chimpanzee,AG18357_3.hap1,chr6_hap1_hsa7,31,with gaps
chimpanzee,AG18357_3.hap1,chr7_hap1_hsa8,16,with gaps
chimpanzee,AG18357_3.hap1,chr8_hap1_hsa10,17,with gaps
chimpanzee,AG18357_3.hap1,chr9_hap1_hsa11,15,with gaps
chimpanzee,AG18357_3.hap1,chr10_hap1_hsa12,11,with gaps
chimpanzee,AG18357_3.hap1,chr11_hap1_hsa9,24,with gaps
chimpanzee,AG18357_3.hap1,chr12_hap1_hsa2a,11,with gaps
chimpanzee,AG18357_3.hap1,chr13_hap1_hsa2b,11,with gaps
chimpanzee,AG18357_3.hap1,chr14_hap1_hsa13,25,with gaps
chimpanzee,AG18357_3.hap1,chr15_hap1_hsa14,18,with gaps
chimpanzee,AG18357_3.hap1,chr16_hap1_hsa15,17,with gaps
chimpanzee,AG18357_3.hap1,chr17_hap1_hsa18,16,with gaps
chimpanzee,AG18357_3.hap1,chr18_hap1_hsa16,21,with gaps
chimpanzee,AG18357_3.hap1,chr19_hap1_hsa17,22,with gaps
chimpanzee,AG18357_3.hap1,chr20_hap1_hsa19,28,with gaps
chimpanzee,AG18357_3.hap1,chr21_hap1_hsa20,18,with gaps
chimpanzee,AG18357_3.hap1,chr22_hap1_hsa21,15,with gaps
chimpanzee,AG18357_3.hap1,chr23_hap1_hsa22,21,with gaps
chimpanzee,AG18357_3.hap2,chr1_hap1_hsa1,17,with gaps
chimpanzee,AG18357_3.hap2,chr2_hap1_hsa3,9,with gaps
chimpanzee,AG18357_3.hap2,chr3_hap1_hsa4,11,with gaps
chimpanzee,AG18357_3.hap2,chr4_hap1_hsa5,9,with gaps
chimpanzee,AG18357_3.hap2,chr5_hap1_hsa6,12,with gaps
chimpanzee,AG18357_3.hap2,chr6_hap1_hsa7,28,with gaps
chimpanzee,AG18357_3.hap2,chr7_hap1_hsa8,24,with gaps
chimpanzee,AG18357_3.hap2,chr8_hap1_hsa10,12,with gaps
chimpanzee,AG18357_3.hap2,chr9_hap1_hsa11,11,with gaps
chimpanzee,AG18357_3.hap2,chr10_hap1_hsa12,13,with gaps
chimpanzee,AG18357_3.hap2,chr11_hap1_hsa9,26,with gaps
chimpanzee,AG18357_3.hap2,chr12_hap1_hsa2a,11,with gaps
chimpanzee,AG18357_3.hap2,chr13_hap1_hsa2b,13,with gaps
chimpanzee,AG18357_3.hap2,chr14_hap1_hsa13,25,with gaps
chimpanzee,AG18357_3.hap2,chr15_hap1_hsa14,21,with gaps
chimpanzee,AG18357_3.hap2,chr16_hap1_hsa15,15,with gaps
chimpanzee,AG18357_3.hap2,chr17_hap1_hsa18,12,with gaps
chimpanzee,AG18357_3.hap2,chr18_hap1_hsa16,28,with gaps
chimpanzee,AG18357_3.hap2,chr19_hap1_hsa17,27,with gaps
chimpanzee,AG18357_3.hap2,chr20_hap1_hsa19,24,with gaps
chimpanzee,AG18357_3.hap2,chr21_hap1_hsa20,13,with gaps
chimpanzee,AG18357_3.hap2,chr22_hap1_hsa21,17,with gaps
chimpanzee,AG18357_3.hap2,chr23_hap1_hsa22,21,with gaps
chimpanzee,AG18358_4.hap1,chr1_hap1_hsa1,6,with gaps
chimpanzee,AG18358_4.hap1,chr2_hap1_hsa3,2,with gaps
chimpanzee,AG18358_4.hap1,chr3_hap1_hsa4,5,with gaps
chimpanzee,AG18358_4.hap1,chr4_hap1_hsa5,2,with gaps
chimpanzee,AG18358_4.hap1,chr5_hap1_hsa6,4,with gaps
chimpanzee,AG18358_4.hap1,chr6_hap1_hsa7,13,with gaps
chimpanzee,AG18358_4.hap1,chr7_hap1_hsa8,6,with gaps
chimpanzee,AG18358_4.hap1,chr8_hap1_hsa10,11,with gaps
chimpanzee,AG18358_4.hap1,chr9_hap1_hsa11,2,with gaps
chimpanzee,AG18358_4.hap1,chr10_hap1_hsa12,8,with gaps
chimpanzee,AG18358_4.hap1,chr11_hap1_hsa9,8,with gaps
chimpanzee,AG18358_4.hap1,chr12_hap1_hsa2a,6,with gaps
chimpanzee,AG18358_4.hap1,chr13_hap1_hsa2b,6,with gaps
chimpanzee,AG18358_4.hap1,chr14_hap1_hsa13,15,with gaps
chimpanzee,AG18358_4.hap1,chr15_hap1_hsa14,8,with gaps
chimpanzee,AG18358_4.hap1,chr16_hap1_hsa15,18,with gaps
chimpanzee,AG18358_4.hap1,chr17_hap1_hsa18,18,with gaps
chimpanzee,AG18358_4.hap1,chr18_hap1_hsa16,12,with gaps
chimpanzee,AG18358_4.hap1,chr19_hap1_hsa17,13,with gaps
chimpanzee,AG18358_4.hap1,chr20_hap1_hsa19,8,with gaps
chimpanzee,AG18358_4.hap1,chr21_hap1_hsa20,13,with gaps
chimpanzee,AG18358_4.hap1,chr22_hap1_hsa21,9,with gaps
chimpanzee,AG18358_4.hap1,chr23_hap1_hsa22,11,with gaps
chimpanzee,AG18358_4.hap2,chr1_hap1_hsa1,3,with gaps
chimpanzee,AG18358_4.hap2,chr2_hap1_hsa3,4,with gaps
chimpanzee,AG18358_4.hap2,chr3_hap1_hsa4,3,with gaps
chimpanzee,AG18358_4.hap2,chr4_hap1_hsa5,2,with gaps
chimpanzee,AG18358_4.hap2,chr5_hap1_hsa6,4,with gaps
chimpanzee,AG18358_4.hap2,chr6_hap1_hsa7,9,with gaps
chimpanzee,AG18358_4.hap2,chr7_hap1_hsa8,8,with gaps
chimpanzee,AG18358_4.hap2,chr8_hap1_hsa10,10,with gaps
chimpanzee,AG18358_4.hap2,chr9_hap1_hsa11,4,with gaps
chimpanzee,AG18358_4.hap2,chr10_hap1_hsa12,8,with gaps
chimpanzee,AG18358_4.hap2,chr11_hap1_hsa9,16,with gaps
chimpanzee,AG18358_4.hap2,chr12_hap1_hsa2a,6,with gaps
chimpanzee,AG18358_4.hap2,chr13_hap1_hsa2b,11,with gaps
chimpanzee,AG18358_4.hap2,chr14_hap1_hsa13,8,with gaps
chimpanzee,AG18358_4.hap2,chr15_hap1_hsa14,5,with gaps
chimpanzee,AG18358_4.hap2,chr16_hap1_hsa15,10,with gaps
chimpanzee,AG18358_4.hap2,chr17_hap1_hsa18,10,with gaps
chimpanzee,AG18358_4.hap2,chr18_hap1_hsa16,6,with gaps
chimpanzee,AG18358_4.hap2,chr19_hap1_hsa17,11,with gaps
chimpanzee,AG18358_4.hap2,chr20_hap1_hsa19,11,with gaps
chimpanzee,AG18358_4.hap2,chr21_hap1_hsa20,10,with gaps
chimpanzee,AG18358_4.hap2,chr22_hap1_hsa21,9,with gaps
chimpanzee,AG18358_4.hap2,chr23_hap1_hsa22,9,with gaps
chimpanzee,AG18359_7.hap1,chr1_hap1_hsa1,5,with gaps
chimpanzee,AG18359_7.hap1,chr2_hap1_hsa3,7,with gaps
chimpanzee,AG18359_7.hap1,chr3_hap1_hsa4,5,with gaps
chimpanzee,AG18359_7.hap1,chr4_hap1_hsa5,5,with gaps
chimpanzee,AG18359_7.hap1,chr5_hap1_hsa6,4,with gaps
chimpanzee,AG18359_7.hap1,chr6_hap1_hsa7,15,with gaps
chimpanzee,AG18359_7.hap1,chr7_hap1_hsa8,9,with gaps
chimpanzee,AG18359_7.hap1,chr8_hap1_hsa10,19,with gaps
chimpanzee,AG18359_7.hap1,chr9_hap1_hsa11,9,with gaps
chimpanzee,AG18359_7.hap1,chr10_hap1_hsa12,6,with gaps
chimpanzee,AG18359_7.hap1,chr11_hap1_hsa9,13,with gaps
chimpanzee,AG18359_7.hap1,chr12_hap1_hsa2a,10,with gaps
chimpanzee,AG18359_7.hap1,chr13_hap1_hsa2b,20,with gaps
chimpanzee,AG18359_7.hap1,chr14_hap1_hsa13,13,with gaps
chimpanzee,AG18359_7.hap1,chr15_hap1_hsa14,7,with gaps
chimpanzee,AG18359_7.hap1,chr16_hap1_hsa15,13,with gaps
chimpanzee,AG18359_7.hap1,chr17_hap1_hsa18,12,with gaps
chimpanzee,AG18359_7.hap1,chr18_hap1_hsa16,17,with gaps
chimpanzee,AG18359_7.hap1,chr19_hap1_hsa17,16,with gaps
chimpanzee,AG18359_7.hap1,chr20_hap1_hsa19,13,with gaps
chimpanzee,AG18359_7.hap1,chr21_hap1_hsa20,13,with gaps
chimpanzee,AG18359_7.hap1,chr22_hap1_hsa21,21,with gaps
chimpanzee,AG18359_7.hap1,chr23_hap1_hsa22,10,with gaps
chimpanzee,AG18359_7.hap2,chr1_hap1_hsa1,5,with gaps
chimpanzee,AG18359_7.hap2,chr2_hap1_hsa3,4,with gaps
chimpanzee,AG18359_7.hap2,chr3_hap1_hsa4,1,with gaps
chimpanzee,AG18359_7.hap2,chr4_hap1_hsa5,7,with gaps
chimpanzee,AG18359_7.hap2,chr5_hap1_hsa6,4,with gaps
chimpanzee,AG18359_7.hap2,chr6_hap1_hsa7,13,with gaps
chimpanzee,AG18359_7.hap2,chr7_hap1_hsa8,10,with gaps
chimpanzee,AG18359_7.hap2,chr8_hap1_hsa10,13,with gaps
chimpanzee,AG18359_7.hap2,chr9_hap1_hsa11,5,with gaps
chimpanzee,AG18359_7.hap2,chr10_hap1_hsa12,2,with gaps
chimpanzee,AG18359_7.hap2,chr11_hap1_hsa9,13,with gaps
chimpanzee,AG18359_7.hap2,chr12_hap1_hsa2a,6,with gaps
chimpanzee,AG18359_7.hap2,chr13_hap1_hsa2b,11,with gaps
chimpanzee,AG18359_7.hap2,chr14_hap1_hsa13,15,with gaps
chimpanzee,AG18359_7.hap2,chr15_hap1_hsa14,6,with gaps
chimpanzee,AG18359_7.hap2,chr16_hap1_hsa15,6,with gaps
chimpanzee,AG18359_7.hap2,chr17_hap1_hsa18,14,with gaps
chimpanzee,AG18359_7.hap2,chr18_hap1_hsa16,14,with gaps
chimpanzee,AG18359_7.hap2,chr19_hap1_hsa17,7,with gaps
chimpanzee,AG18359_7.hap2,chr20_hap1_hsa19,11,with gaps
chimpanzee,AG18359_7.hap2,chr21_hap1_hsa20,10,with gaps
chimpanzee,AG18359_7.hap2,chr22_hap1_hsa21,14,with gaps
chimpanzee,AG18359_7.hap2,chr23_hap1_hsa22,12,with gaps
chimpanzee,AG18360_11.hap1,chr1_hap1_hsa1,6,with gaps
chimpanzee,AG18360_11.hap1,chr2_hap1_hsa3,5,with gaps
chimpanzee,AG18360_11.hap1,chr3_hap1_hsa4,5,with gaps
chimpanzee,AG18360_11.hap1,chr4_hap1_hsa5,1,with gaps
chimpanzee,AG18360_11.hap1,chr5_hap1_hsa6,6,with gaps
chimpanzee,AG18360_11.hap1,chr6_hap1_hsa7,11,with gaps
chimpanzee,AG18360_11.hap1,chr7_hap1_hsa8,5,with gaps
chimpanzee,AG18360_11.hap1,chr8_hap1_hsa10,7,with gaps
chimpanzee,AG18360_11.hap1,chr9_hap1_hsa11,4,with gaps
chimpanzee,AG18360_11.hap1,chr10_hap1_hsa12,4,with gaps
chimpanzee,AG18360_11.hap1,chr11_hap1_hsa9,10,with gaps
chimpanzee,AG18360_11.hap1,chr12_hap1_hsa2a,5,with gaps
chimpanzee,AG18360_11.hap1,chr13_hap1_hsa2b,6,with gaps
chimpanzee,AG18360_11.hap1,chr14_hap1_hsa13,6,with gaps
chimpanzee,AG18360_11.hap1,chr15_hap1_hsa14,9,with gaps
chimpanzee,AG18360_11.hap1,chr16_hap1_hsa15,8,with gaps
chimpanzee,AG18360_11.hap1,chr17_hap1_hsa18,6,with gaps
chimpanzee,AG18360_11.hap1,chr18_hap1_hsa16,7,with gaps
chimpanzee,AG18360_11.hap1,chr19_hap1_hsa17,7,with gaps
chimpanzee,AG18360_11.hap1,chr20_hap1_hsa19,10,with gaps
chimpanzee,AG18360_11.hap1,chr21_hap1_hsa20,5,with gaps
chimpanzee,AG18360_11.hap1,chr22_hap1_hsa21,19,with gaps
chimpanzee,AG18360_11.hap1,chr23_hap1_hsa22,4,with gaps
chimpanzee,AG18360_11.hap2,chr1_hap1_hsa1,8,with gaps
chimpanzee,AG18360_11.hap2,chr2_hap1_hsa3,0,gapless
chimpanzee,AG18360_11.hap2,chr3_hap1_hsa4,2,with gaps
chimpanzee,AG18360_11.hap2,chr4_hap1_hsa5,0,gapless
chimpanzee,AG18360_11.hap2,chr5_hap1_hsa6,7,with gaps
chimpanzee,AG18360_11.hap2,chr6_hap1_hsa7,14,with gaps
chimpanzee,AG18360_11.hap2,chr7_hap1_hsa8,10,with gaps
chimpanzee,AG18360_11.hap2,chr8_hap1_hsa10,7,with gaps
chimpanzee,AG18360_11.hap2,chr9_hap1_hsa11,1,with gaps
chimpanzee,AG18360_11.hap2,chr10_hap1_hsa12,5,with gaps
chimpanzee,AG18360_11.hap2,chr11_hap1_hsa9,10,with gaps
chimpanzee,AG18360_11.hap2,chr12_hap1_hsa2a,8,with gaps
chimpanzee,AG18360_11.hap2,chr13_hap1_hsa2b,3,with gaps
chimpanzee,AG18360_11.hap2,chr14_hap1_hsa13,6,with gaps
chimpanzee,AG18360_11.hap2,chr15_hap1_hsa14,6,with gaps
chimpanzee,AG18360_11.hap2,chr16_hap1_hsa15,5,with gaps
chimpanzee,AG18360_11.hap2,chr17_hap1_hsa18,3,with gaps
chimpanzee,AG18360_11.hap2,chr18_hap1_hsa16,5,with gaps
chimpanzee,AG18360_11.hap2,chr19_hap1_hsa17,11,with gaps
chimpanzee,AG18360_11.hap2,chr20_hap1_hsa19,19,with gaps
chimpanzee,AG18360_11.hap2,chr21_hap1_hsa20,13,with gaps
chimpanzee,AG18360_11.hap2,chr22_hap1_hsa21,14,with gaps
chimpanzee,AG18360_11.hap2,chr23_hap1_hsa22,6,with gaps
chimpanzee,AG18361_10.hap1,chr1_hap1_hsa1,5,with gaps
chimpanzee,AG18361_10.hap1,chr2_hap1_hsa3,7,with gaps
chimpanzee,AG18361_10.hap1,chr3_hap1_hsa4,4,with gaps
chimpanzee,AG18361_10.hap1,chr4_hap1_hsa5,5,with gaps
chimpanzee,AG18361_10.hap1,chr5_hap1_hsa6,4,with gaps
chimpanzee,AG18361_10.hap1,chr6_hap1_hsa7,20,with gaps
chimpanzee,AG18361_10.hap1,chr7_hap1_hsa8,6,with gaps
chimpanzee,AG18361_10.hap1,chr8_hap1_hsa10,14,with gaps
chimpanzee,AG18361_10.hap1,chr9_hap1_hsa11,4,with gaps
chimpanzee,AG18361_10.hap1,chr10_hap1_hsa12,6,with gaps
chimpanzee,AG18361_10.hap1,chr11_hap1_hsa9,14,with gaps
chimpanzee,AG18361_10.hap1,chr12_hap1_hsa2a,15,with gaps
chimpanzee,AG18361_10.hap1,chr13_hap1_hsa2b,4,with gaps
chimpanzee,AG18361_10.hap1,chr14_hap1_hsa13,14,with gaps
chimpanzee,AG18361_10.hap1,chr15_hap1_hsa14,5,with gaps
chimpanzee,AG18361_10.hap1,chr16_hap1_hsa15,16,with gaps
chimpanzee,AG18361_10.hap1,chr17_hap1_hsa18,11,with gaps
chimpanzee,AG18361_10.hap1,chr18_hap1_hsa16,15,with gaps
chimpanzee,AG18361_10.hap1,chr19_hap1_hsa17,17,with gaps
chimpanzee,AG18361_10.hap1,chr20_hap1_hsa19,24,with gaps
chimpanzee,AG18361_10.hap1,chr21_hap1_hsa20,11,with gaps
chimpanzee,AG18361_10.hap1,chr22_hap1_hsa21,10,with gaps
chimpanzee,AG18361_10.hap1,chr23_hap1_hsa22,16,with gaps
chimpanzee,AG18361_10.hap2,chr1_hap1_hsa1,10,with gaps
chimpanzee,AG18361_10.hap2,chr2_hap1_hsa3,3,with gaps
chimpanzee,AG18361_10.hap2,chr3_hap1_hsa4,3,with gaps
chimpanzee,AG18361_10.hap2,chr4_hap1_hsa5,7,with gaps
chimpanzee,AG18361_10.hap2,chr5_hap1_hsa6,6,with gaps
chimpanzee,AG18361_10.hap2,chr6_hap1_hsa7,12,with gaps
chimpanzee,AG18361_10.hap2,chr7_hap1_hsa8,12,with gaps
