chrom,endLength,startLength,sample
haplotype2-0000129,9349,12402,PR01008.hap2.verkko.fasta
haplotype2-0000130,1858,8438,PR01008.hap2.verkko.fasta
haplotype2-0000131,6124,5981,PR01008.hap2.verkko.fasta
haplotype2-0000132,0,3974,PR01008.hap2.verkko.fasta
haplotype2-0000133,5858,0,PR01008.hap2.verkko.fasta
haplotype2-0000134,10570,0,PR01008.hap2.verkko.fasta
haplotype2-0000135,0,5622,PR01008.hap2.verkko.fasta
haplotype2-0000136,0,2134,PR01008.hap2.verkko.fasta
haplotype2-0000137,0,12988,PR01008.hap2.verkko.fasta
haplotype2-0000138,8628,4913,PR01008.hap2.verkko.fasta
haplotype2-0000139,10848,5817,PR01008.hap2.verkko.fasta
haplotype2-0000140,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000141,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000142,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000143,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000144,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000145,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000146,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000147,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000148,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000149,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000150,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000151,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000152,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000153,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000154,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000155,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000156,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000157,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000158,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000159,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000160,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000161,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000162,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000163,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000164,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000165,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000166,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000167,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000168,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000169,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000170,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000171,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000172,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000173,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000174,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000175,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000176,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000177,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000178,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000179,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000180,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000181,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000182,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000183,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000184,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000185,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000186,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000187,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000188,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000189,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000190,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000191,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000192,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000193,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000194,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000195,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000196,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000197,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000198,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000199,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000200,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000201,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000202,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000203,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000204,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000205,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000206,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000207,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000208,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000209,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000210,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000211,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000212,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000213,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000214,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000215,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000216,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000217,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000218,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000219,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000220,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000221,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000222,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000223,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000224,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000225,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000226,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000227,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000228,0,0,PR01008.hap2.verkko.fasta
haplotype2-0000229,0,0,PR01008.hap2.verkko.fasta
unassigned-0000230,0,0,PR01008.hap2.verkko.fasta
unassigned-0000231,0,0,PR01008.hap2.verkko.fasta
unassigned-0000232,0,0,PR01008.hap2.verkko.fasta
unassigned-0000233,0,0,PR01008.hap2.verkko.fasta
unassigned-0000234,0,0,PR01008.hap2.verkko.fasta
unassigned-0000235,0,0,PR01008.hap2.verkko.fasta
unassigned-0000236,0,0,PR01008.hap2.verkko.fasta
unassigned-0000237,0,0,PR01008.hap2.verkko.fasta
unassigned-0000238,0,0,PR01008.hap2.verkko.fasta
unassigned-0000239,0,0,PR01008.hap2.verkko.fasta
unassigned-0000240,0,0,PR01008.hap2.verkko.fasta
unassigned-0000241,0,0,PR01008.hap2.verkko.fasta
unassigned-0000242,0,0,PR01008.hap2.verkko.fasta
unassigned-0000243,0,0,PR01008.hap2.verkko.fasta
unassigned-0000244,0,0,PR01008.hap2.verkko.fasta
unassigned-0000245,0,0,PR01008.hap2.verkko.fasta
unassigned-0000246,0,0,PR01008.hap2.verkko.fasta
unassigned-0000247,0,0,PR01008.hap2.verkko.fasta
unassigned-0000248,0,0,PR01008.hap2.verkko.fasta
unassigned-0000249,0,0,PR01008.hap2.verkko.fasta
unassigned-0000250,0,0,PR01008.hap2.verkko.fasta
unassigned-0000251,0,0,PR01008.hap2.verkko.fasta
unassigned-0000253,0,0,PR01008.hap2.verkko.fasta
unassigned-0000254,0,0,PR01008.hap2.verkko.fasta
unassigned-0000257,0,0,PR01008.hap2.verkko.fasta
unassigned-0000258,0,0,PR01008.hap2.verkko.fasta
unassigned-0000259,0,0,PR01008.hap2.verkko.fasta
unassigned-0000260,0,0,PR01008.hap2.verkko.fasta
unassigned-0000261,0,0,PR01008.hap2.verkko.fasta
unassigned-0000262,0,0,PR01008.hap2.verkko.fasta
unassigned-0000263,0,0,PR01008.hap2.verkko.fasta
unassigned-0000264,0,0,PR01008.hap2.verkko.fasta
unassigned-0000265,0,0,PR01008.hap2.verkko.fasta
unassigned-0000266,0,0,PR01008.hap2.verkko.fasta
unassigned-0000267,0,0,PR01008.hap2.verkko.fasta
unassigned-0000268,0,0,PR01008.hap2.verkko.fasta
unassigned-0000269,0,0,PR01008.hap2.verkko.fasta
unassigned-0000270,0,0,PR01008.hap2.verkko.fasta
unassigned-0000271,0,0,PR01008.hap2.verkko.fasta
unassigned-0000272,0,0,PR01008.hap2.verkko.fasta
unassigned-0000273,0,0,PR01008.hap2.verkko.fasta
unassigned-0000274,0,0,PR01008.hap2.verkko.fasta
unassigned-0000275,0,0,PR01008.hap2.verkko.fasta
unassigned-0000276,0,0,PR01008.hap2.verkko.fasta
unassigned-0000277,0,0,PR01008.hap2.verkko.fasta
unassigned-0000278,0,0,PR01008.hap2.verkko.fasta
unassigned-0000279,0,0,PR01008.hap2.verkko.fasta
unassigned-0000280,0,0,PR01008.hap2.verkko.fasta
unassigned-0000281,0,0,PR01008.hap2.verkko.fasta
unassigned-0000282,0,0,PR01008.hap2.verkko.fasta
unassigned-0000283,0,0,PR01008.hap2.verkko.fasta
unassigned-0000284,0,0,PR01008.hap2.verkko.fasta
unassigned-0000285,0,0,PR01008.hap2.verkko.fasta
unassigned-0000286,0,0,PR01008.hap2.verkko.fasta
unassigned-0000287,0,0,PR01008.hap2.verkko.fasta
unassigned-0000288,0,0,PR01008.hap2.verkko.fasta
unassigned-0000289,0,0,PR01008.hap2.verkko.fasta
unassigned-0000290,0,0,PR01008.hap2.verkko.fasta
unassigned-0000291,0,0,PR01008.hap2.verkko.fasta
unassigned-0000292,0,0,PR01008.hap2.verkko.fasta
unassigned-0000293,0,0,PR01008.hap2.verkko.fasta
unassigned-0000294,0,0,PR01008.hap2.verkko.fasta
unassigned-0000295,0,0,PR01008.hap2.verkko.fasta
unassigned-0000301,0,0,PR01008.hap2.verkko.fasta
unassigned-0000302,0,0,PR01008.hap2.verkko.fasta
unassigned-0000305,0,0,PR01008.hap2.verkko.fasta
unassigned-0000306,0,0,PR01008.hap2.verkko.fasta
unassigned-0000307,0,0,PR01008.hap2.verkko.fasta
unassigned-0000308,0,0,PR01008.hap2.verkko.fasta
unassigned-0000310,0,0,PR01008.hap2.verkko.fasta
unassigned-0000311,0,0,PR01008.hap2.verkko.fasta
unassigned-0000314,0,0,PR01008.hap2.verkko.fasta
unassigned-0000315,0,0,PR01008.hap2.verkko.fasta
unassigned-0000320,0,0,PR01008.hap2.verkko.fasta
unassigned-0000321,0,0,PR01008.hap2.verkko.fasta
unassigned-0000322,0,0,PR01008.hap2.verkko.fasta
unassigned-0000323,0,0,PR01008.hap2.verkko.fasta
unassigned-0000324,0,0,PR01008.hap2.verkko.fasta
unassigned-0000325,0,0,PR01008.hap2.verkko.fasta
unassigned-0000326,0,0,PR01008.hap2.verkko.fasta
unassigned-0000327,0,0,PR01008.hap2.verkko.fasta
unassigned-0000328,0,0,PR01008.hap2.verkko.fasta
unassigned-0000329,0,0,PR01008.hap2.verkko.fasta
unassigned-0000330,0,0,PR01008.hap2.verkko.fasta
unassigned-0000331,0,0,PR01008.hap2.verkko.fasta
unassigned-0000332,0,0,PR01008.hap2.verkko.fasta
unassigned-0000333,0,0,PR01008.hap2.verkko.fasta
unassigned-0000334,0,0,PR01008.hap2.verkko.fasta
unassigned-0000335,0,0,PR01008.hap2.verkko.fasta
unassigned-0000336,0,0,PR01008.hap2.verkko.fasta
unassigned-0000337,0,0,PR01008.hap2.verkko.fasta
unassigned-0000338,0,0,PR01008.hap2.verkko.fasta
unassigned-0000339,0,0,PR01008.hap2.verkko.fasta
unassigned-0000340,0,0,PR01008.hap2.verkko.fasta
unassigned-0000344,0,0,PR01008.hap2.verkko.fasta
unassigned-0000345,0,0,PR01008.hap2.verkko.fasta
unassigned-0000346,0,0,PR01008.hap2.verkko.fasta
unassigned-0000347,0,0,PR01008.hap2.verkko.fasta
unassigned-0000348,0,0,PR01008.hap2.verkko.fasta
unassigned-0000349,0,0,PR01008.hap2.verkko.fasta
unassigned-0000350,0,0,PR01008.hap2.verkko.fasta
unassigned-0000352,0,0,PR01008.hap2.verkko.fasta
unassigned-0000353,0,0,PR01008.hap2.verkko.fasta
unassigned-0000356,0,0,PR01008.hap2.verkko.fasta
unassigned-0000357,0,0,PR01008.hap2.verkko.fasta
unassigned-0000358,0,0,PR01008.hap2.verkko.fasta
unassigned-0000359,0,0,PR01008.hap2.verkko.fasta
unassigned-0000360,0,0,PR01008.hap2.verkko.fasta
unassigned-0000361,0,0,PR01008.hap2.verkko.fasta
unassigned-0000362,0,0,PR01008.hap2.verkko.fasta
unassigned-0000364,0,0,PR01008.hap2.verkko.fasta
unassigned-0000365,0,0,PR01008.hap2.verkko.fasta
unassigned-0000366,0,0,PR01008.hap2.verkko.fasta
unassigned-0000367,0,0,PR01008.hap2.verkko.fasta
unassigned-0000368,0,0,PR01008.hap2.verkko.fasta
unassigned-0000369,0,0,PR01008.hap2.verkko.fasta
unassigned-0000370,0,0,PR01008.hap2.verkko.fasta
unassigned-0000371,0,0,PR01008.hap2.verkko.fasta
unassigned-0000373,0,0,PR01008.hap2.verkko.fasta
unassigned-0000380,0,0,PR01008.hap2.verkko.fasta
unassigned-0000381,0,0,PR01008.hap2.verkko.fasta
unassigned-0000382,0,0,PR01008.hap2.verkko.fasta
unassigned-0000385,0,0,PR01008.hap2.verkko.fasta
unassigned-0000386,0,0,PR01008.hap2.verkko.fasta
unassigned-0000387,0,0,PR01008.hap2.verkko.fasta
unassigned-0000388,0,0,PR01008.hap2.verkko.fasta
unassigned-0000389,0,0,PR01008.hap2.verkko.fasta
unassigned-0000390,0,0,PR01008.hap2.verkko.fasta
unassigned-0000391,0,0,PR01008.hap2.verkko.fasta
unassigned-0000392,0,0,PR01008.hap2.verkko.fasta
unassigned-0000393,0,0,PR01008.hap2.verkko.fasta
unassigned-0000394,0,0,PR01008.hap2.verkko.fasta
unassigned-0000395,0,0,PR01008.hap2.verkko.fasta
unassigned-0000396,0,0,PR01008.hap2.verkko.fasta
unassigned-0000398,0,0,PR01008.hap2.verkko.fasta
unassigned-0000399,0,0,PR01008.hap2.verkko.fasta
unassigned-0000400,0,0,PR01008.hap2.verkko.fasta
unassigned-0000401,0,0,PR01008.hap2.verkko.fasta
unassigned-0000402,0,0,PR01008.hap2.verkko.fasta
unassigned-0000403,0,0,PR01008.hap2.verkko.fasta
unassigned-0000406,0,0,PR01008.hap2.verkko.fasta
unassigned-0000407,0,0,PR01008.hap2.verkko.fasta
unassigned-0000408,0,0,PR01008.hap2.verkko.fasta
unassigned-0000409,0,0,PR01008.hap2.verkko.fasta
unassigned-0000410,0,0,PR01008.hap2.verkko.fasta
unassigned-0000411,0,0,PR01008.hap2.verkko.fasta
unassigned-0000412,0,0,PR01008.hap2.verkko.fasta
unassigned-0000413,0,0,PR01008.hap2.verkko.fasta
unassigned-0000414,0,0,PR01008.hap2.verkko.fasta
unassigned-0000415,0,0,PR01008.hap2.verkko.fasta
unassigned-0000416,0,0,PR01008.hap2.verkko.fasta
unassigned-0000417,0,0,PR01008.hap2.verkko.fasta
unassigned-0000418,0,0,PR01008.hap2.verkko.fasta
unassigned-0000419,0,0,PR01008.hap2.verkko.fasta
unassigned-0000420,0,0,PR01008.hap2.verkko.fasta
unassigned-0000421,0,0,PR01008.hap2.verkko.fasta
unassigned-0000422,0,0,PR01008.hap2.verkko.fasta
unassigned-0000423,0,0,PR01008.hap2.verkko.fasta
unassigned-0000424,0,0,PR01008.hap2.verkko.fasta
unassigned-0000425,0,0,PR01008.hap2.verkko.fasta
unassigned-0000426,0,0,PR01008.hap2.verkko.fasta
unassigned-0000431,0,0,PR01008.hap2.verkko.fasta
unassigned-0000432,0,0,PR01008.hap2.verkko.fasta
unassigned-0000433,0,0,PR01008.hap2.verkko.fasta
unassigned-0000434,0,0,PR01008.hap2.verkko.fasta
unassigned-0000435,0,0,PR01008.hap2.verkko.fasta
unassigned-0000436,0,0,PR01008.hap2.verkko.fasta
unassigned-0000438,0,0,PR01008.hap2.verkko.fasta
unassigned-0000439,0,0,PR01008.hap2.verkko.fasta
unassigned-0000440,0,0,PR01008.hap2.verkko.fasta
unassigned-0000441,0,0,PR01008.hap2.verkko.fasta
unassigned-0000442,0,0,PR01008.hap2.verkko.fasta
unassigned-0000443,0,0,PR01008.hap2.verkko.fasta
unassigned-0000444,0,0,PR01008.hap2.verkko.fasta
unassigned-0000445,0,0,PR01008.hap2.verkko.fasta
unassigned-0000446,0,0,PR01008.hap2.verkko.fasta
unassigned-0000447,0,0,PR01008.hap2.verkko.fasta
unassigned-0000448,0,0,PR01008.hap2.verkko.fasta
unassigned-0000449,0,0,PR01008.hap2.verkko.fasta
unassigned-0000450,0,0,PR01008.hap2.verkko.fasta
unassigned-0000451,0,0,PR01008.hap2.verkko.fasta
unassigned-0000452,0,0,PR01008.hap2.verkko.fasta
unassigned-0000453,0,0,PR01008.hap2.verkko.fasta
unassigned-0000454,0,0,PR01008.hap2.verkko.fasta
unassigned-0000455,0,0,PR01008.hap2.verkko.fasta
unassigned-0000456,0,0,PR01008.hap2.verkko.fasta
unassigned-0000457,0,0,PR01008.hap2.verkko.fasta
unassigned-0000458,0,0,PR01008.hap2.verkko.fasta
unassigned-0000459,0,0,PR01008.hap2.verkko.fasta
unassigned-0000460,0,0,PR01008.hap2.verkko.fasta
unassigned-0000461,0,0,PR01008.hap2.verkko.fasta
unassigned-0000462,0,0,PR01008.hap2.verkko.fasta
unassigned-0000463,0,0,PR01008.hap2.verkko.fasta
unassigned-0000464,0,0,PR01008.hap2.verkko.fasta
unassigned-0000465,0,0,PR01008.hap2.verkko.fasta
unassigned-0000466,0,0,PR01008.hap2.verkko.fasta
unassigned-0000467,0,0,PR01008.hap2.verkko.fasta
unassigned-0000468,0,0,PR01008.hap2.verkko.fasta
unassigned-0000471,0,0,PR01008.hap2.verkko.fasta
unassigned-0000472,0,0,PR01008.hap2.verkko.fasta
unassigned-0000473,0,0,PR01008.hap2.verkko.fasta
unassigned-0000474,0,0,PR01008.hap2.verkko.fasta
unassigned-0000475,0,0,PR01008.hap2.verkko.fasta
unassigned-0000476,0,0,PR01008.hap2.verkko.fasta
unassigned-0000477,0,0,PR01008.hap2.verkko.fasta
unassigned-0000478,0,0,PR01008.hap2.verkko.fasta
unassigned-0000482,0,0,PR01008.hap2.verkko.fasta
unassigned-0000483,0,0,PR01008.hap2.verkko.fasta
unassigned-0000484,0,0,PR01008.hap2.verkko.fasta
unassigned-0000485,0,0,PR01008.hap2.verkko.fasta
unassigned-0000486,0,0,PR01008.hap2.verkko.fasta
unassigned-0000487,0,0,PR01008.hap2.verkko.fasta
unassigned-0000488,0,0,PR01008.hap2.verkko.fasta
unassigned-0000489,0,0,PR01008.hap2.verkko.fasta
unassigned-0000490,0,0,PR01008.hap2.verkko.fasta
unassigned-0000491,0,0,PR01008.hap2.verkko.fasta
unassigned-0000492,0,0,PR01008.hap2.verkko.fasta
unassigned-0000493,0,0,PR01008.hap2.verkko.fasta
unassigned-0000494,0,0,PR01008.hap2.verkko.fasta
unassigned-0000495,0,0,PR01008.hap2.verkko.fasta
unassigned-0000496,0,0,PR01008.hap2.verkko.fasta
unassigned-0000501,0,0,PR01008.hap2.verkko.fasta
unassigned-0000511,0,0,PR01008.hap2.verkko.fasta
unassigned-0000512,0,0,PR01008.hap2.verkko.fasta
unassigned-0000513,0,0,PR01008.hap2.verkko.fasta
unassigned-0000514,0,0,PR01008.hap2.verkko.fasta
unassigned-0000515,0,0,PR01008.hap2.verkko.fasta
unassigned-0000516,0,0,PR01008.hap2.verkko.fasta
unassigned-0000517,0,0,PR01008.hap2.verkko.fasta
unassigned-0000518,0,0,PR01008.hap2.verkko.fasta
unassigned-0000523,0,0,PR01008.hap2.verkko.fasta
unassigned-0000524,0,0,PR01008.hap2.verkko.fasta
unassigned-0000525,0,0,PR01008.hap2.verkko.fasta
unassigned-0000526,0,0,PR01008.hap2.verkko.fasta
unassigned-0000527,0,0,PR01008.hap2.verkko.fasta
unassigned-0000528,0,0,PR01008.hap2.verkko.fasta
unassigned-0000529,0,0,PR01008.hap2.verkko.fasta
unassigned-0000531,0,0,PR01008.hap2.verkko.fasta
unassigned-0000532,0,0,PR01008.hap2.verkko.fasta
unassigned-0000533,0,0,PR01008.hap2.verkko.fasta
unassigned-0000534,0,0,PR01008.hap2.verkko.fasta
unassigned-0000536,0,0,PR01008.hap2.verkko.fasta
unassigned-0000540,0,0,PR01008.hap2.verkko.fasta
unassigned-0000541,0,0,PR01008.hap2.verkko.fasta
unassigned-0000542,0,0,PR01008.hap2.verkko.fasta
unassigned-0000544,0,0,PR01008.hap2.verkko.fasta
unassigned-0000547,0,0,PR01008.hap2.verkko.fasta
unassigned-0000548,0,0,PR01008.hap2.verkko.fasta
unassigned-0000549,0,0,PR01008.hap2.verkko.fasta
unassigned-0000550,0,0,PR01008.hap2.verkko.fasta
unassigned-0000551,0,0,PR01008.hap2.verkko.fasta
unassigned-0000552,0,0,PR01008.hap2.verkko.fasta
unassigned-0000553,0,0,PR01008.hap2.verkko.fasta
unassigned-0000557,0,0,PR01008.hap2.verkko.fasta
unassigned-0000559,0,0,PR01008.hap2.verkko.fasta
unassigned-0000565,0,0,PR01008.hap2.verkko.fasta
unassigned-0000566,0,0,PR01008.hap2.verkko.fasta
unassigned-0000567,0,0,PR01008.hap2.verkko.fasta
unassigned-0000569,0,0,PR01008.hap2.verkko.fasta
unassigned-0000570,0,0,PR01008.hap2.verkko.fasta
unassigned-0000571,0,0,PR01008.hap2.verkko.fasta
unassigned-0000572,0,0,PR01008.hap2.verkko.fasta
unassigned-0000573,0,0,PR01008.hap2.verkko.fasta
unassigned-0000574,0,0,PR01008.hap2.verkko.fasta
unassigned-0000575,0,0,PR01008.hap2.verkko.fasta
unassigned-0000576,0,0,PR01008.hap2.verkko.fasta
unassigned-0000577,0,0,PR01008.hap2.verkko.fasta
unassigned-0000578,0,0,PR01008.hap2.verkko.fasta
unassigned-0000588,0,0,PR01008.hap2.verkko.fasta
unassigned-0000589,0,0,PR01008.hap2.verkko.fasta
unassigned-0000590,0,0,PR01008.hap2.verkko.fasta
unassigned-0000591,0,0,PR01008.hap2.verkko.fasta
unassigned-0000592,0,0,PR01008.hap2.verkko.fasta
unassigned-0000593,0,0,PR01008.hap2.verkko.fasta
unassigned-0000594,0,0,PR01008.hap2.verkko.fasta
unassigned-0000597,0,0,PR01008.hap2.verkko.fasta
unassigned-0000598,0,0,PR01008.hap2.verkko.fasta
unassigned-0000599,0,0,PR01008.hap2.verkko.fasta
unassigned-0000603,0,0,PR01008.hap2.verkko.fasta
unassigned-0000604,0,0,PR01008.hap2.verkko.fasta
unassigned-0000605,0,0,PR01008.hap2.verkko.fasta
unassigned-0000606,0,0,PR01008.hap2.verkko.fasta
unassigned-0000607,0,0,PR01008.hap2.verkko.fasta
unassigned-0000608,0,0,PR01008.hap2.verkko.fasta
unassigned-0000617,0,0,PR01008.hap2.verkko.fasta
unassigned-0000618,0,0,PR01008.hap2.verkko.fasta
unassigned-0000619,0,0,PR01008.hap2.verkko.fasta
unassigned-0000620,0,0,PR01008.hap2.verkko.fasta
unassigned-0000622,0,0,PR01008.hap2.verkko.fasta
unassigned-0000623,0,0,PR01008.hap2.verkko.fasta
unassigned-0000624,0,0,PR01008.hap2.verkko.fasta
unassigned-0000625,0,0,PR01008.hap2.verkko.fasta
unassigned-0000626,0,0,PR01008.hap2.verkko.fasta
unassigned-0000627,0,0,PR01008.hap2.verkko.fasta
unassigned-0000628,0,0,PR01008.hap2.verkko.fasta
unassigned-0000629,0,0,PR01008.hap2.verkko.fasta
unassigned-0000630,0,0,PR01008.hap2.verkko.fasta
unassigned-0000631,0,0,PR01008.hap2.verkko.fasta
unassigned-0000632,0,0,PR01008.hap2.verkko.fasta
unassigned-0000633,0,0,PR01008.hap2.verkko.fasta
unassigned-0000634,0,0,PR01008.hap2.verkko.fasta
unassigned-0000635,0,0,PR01008.hap2.verkko.fasta
unassigned-0000636,0,0,PR01008.hap2.verkko.fasta
unassigned-0000637,0,0,PR01008.hap2.verkko.fasta
unassigned-0000638,0,0,PR01008.hap2.verkko.fasta
unassigned-0000639,0,0,PR01008.hap2.verkko.fasta
unassigned-0000646,0,0,PR01008.hap2.verkko.fasta
unassigned-0000647,0,0,PR01008.hap2.verkko.fasta
unassigned-0000648,0,0,PR01008.hap2.verkko.fasta
unassigned-0000649,0,0,PR01008.hap2.verkko.fasta
unassigned-0000650,0,0,PR01008.hap2.verkko.fasta
unassigned-0000651,0,0,PR01008.hap2.verkko.fasta
unassigned-0000652,0,0,PR01008.hap2.verkko.fasta
unassigned-0000658,0,0,PR01008.hap2.verkko.fasta
unassigned-0000659,0,0,PR01008.hap2.verkko.fasta
unassigned-0000660,0,0,PR01008.hap2.verkko.fasta
unassigned-0000664,0,0,PR01008.hap2.verkko.fasta
unassigned-0000665,0,0,PR01008.hap2.verkko.fasta
unassigned-0000666,0,0,PR01008.hap2.verkko.fasta
unassigned-0000667,0,0,PR01008.hap2.verkko.fasta
unassigned-0000668,0,0,PR01008.hap2.verkko.fasta
unassigned-0000669,0,0,PR01008.hap2.verkko.fasta
unassigned-0000670,0,0,PR01008.hap2.verkko.fasta
unassigned-0000671,0,0,PR01008.hap2.verkko.fasta
unassigned-0000672,0,0,PR01008.hap2.verkko.fasta
unassigned-0000673,0,0,PR01008.hap2.verkko.fasta
unassigned-0000674,0,0,PR01008.hap2.verkko.fasta
unassigned-0000679,0,0,PR01008.hap2.verkko.fasta
unassigned-0000689,0,0,PR01008.hap2.verkko.fasta
unassigned-0000690,0,0,PR01008.hap2.verkko.fasta
unassigned-0000691,0,0,PR01008.hap2.verkko.fasta
unassigned-0000694,0,0,PR01008.hap2.verkko.fasta
unassigned-0000695,0,0,PR01008.hap2.verkko.fasta
unassigned-0000698,0,0,PR01008.hap2.verkko.fasta
unassigned-0000700,0,0,PR01008.hap2.verkko.fasta
unassigned-0000701,0,0,PR01008.hap2.verkko.fasta
unassigned-0000702,0,0,PR01008.hap2.verkko.fasta
unassigned-0000703,0,0,PR01008.hap2.verkko.fasta
unassigned-0000707,0,0,PR01008.hap2.verkko.fasta
unassigned-0000708,0,0,PR01008.hap2.verkko.fasta
unassigned-0000709,0,0,PR01008.hap2.verkko.fasta
unassigned-0000717,0,0,PR01008.hap2.verkko.fasta
unassigned-0000718,0,0,PR01008.hap2.verkko.fasta
unassigned-0000719,0,0,PR01008.hap2.verkko.fasta
unassigned-0000720,0,0,PR01008.hap2.verkko.fasta
unassigned-0000721,0,0,PR01008.hap2.verkko.fasta
unassigned-0000722,0,0,PR01008.hap2.verkko.fasta
unassigned-0000723,0,0,PR01008.hap2.verkko.fasta
unassigned-0000724,0,0,PR01008.hap2.verkko.fasta
unassigned-0000728,0,0,PR01008.hap2.verkko.fasta
unassigned-0000729,0,0,PR01008.hap2.verkko.fasta
unassigned-0000730,0,0,PR01008.hap2.verkko.fasta
unassigned-0000733,0,0,PR01008.hap2.verkko.fasta
unassigned-0000741,0,0,PR01008.hap2.verkko.fasta
unassigned-0000742,0,0,PR01008.hap2.verkko.fasta
unassigned-0000745,0,0,PR01008.hap2.verkko.fasta
unassigned-0000746,0,0,PR01008.hap2.verkko.fasta
unassigned-0000747,0,0,PR01008.hap2.verkko.fasta
unassigned-0000752,0,0,PR01008.hap2.verkko.fasta
unassigned-0000753,0,0,PR01008.hap2.verkko.fasta
unassigned-0000754,0,0,PR01008.hap2.verkko.fasta
